Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-08 15:29,FORCEMOT,17625,23491.9575,largecap,auto,automobiles - lcvs / hcvs,-1.1442,47183
2026-09-08 15:29,TVSHLTD,13377,27815.0966,largecap,financials,finance & investments,-2.6986,7053
2026-09-08 15:29,TEGA,1632.4,12046.7264,midcap,industrials,engineering,1.8023,535802
2026-09-08 15:29,ERIS,1324.7,18351.9493,midcap,healthcare,pharmaceuticals - indian - formulations,0.0302,28743
2026-09-08 15:29,AVANTIFEED,837.15,10716.4,midcap,fmcg,food - processing - indian,6.4332,1080144
2026-09-08 15:29,ASTEC,662.8,1230.7916,smallcap,chemicals,pesticides / agrochemicals - indian,19.9964,1270916
2026-09-08 15:29,SALZERELEC,550.55,974.4956,smallcap,industrials,electric equipment,-0.0998,56573
2026-09-08 15:29,TENNIND,525.7,20803.7841,largecap,auto,auto ancillaries,1.9886,622292
2026-09-08 15:29,FDC,345.95,5570.547,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.1106,62726
2026-09-08 15:29,HPL,303,1938.9812,smallcap,industrials,electric equipment,0.4809,66069
2026-09-08 15:29,EIHOTEL,295.75,18385.707,midcap,services,hotels,0.5952,1038216
2026-09-08 15:29,ALLTIME,211.46,1406.1245,smallcap,plastic products,plastics products,-1.4861,38728
2026-09-08 15:29,BCONCEPTS,166.33,217.1597,smallcap,consumer discretionary,trading,-4.3971,10620
2026-09-08 15:29,SUKHJITS,160.49,501.6224,smallcap,fmcg,miscellaneous,-0.0374,66512
2026-09-08 15:29,QUICKHEAL,153.44,831.0232,smallcap,i.t,computers - software - medium / small,0.1828,147505
2026-09-08 15:29,SHREYANIND,133,185.5255,smallcap,building materials,paper,-0.8942,8325
2026-09-08 15:29,PRSMJOHNSN,112.27,5648.1642,midcap,building materials,cement - north india,0.0535,316056
2026-09-08 15:29,LINC,98.31,575.8551,smallcap,miscellaneous,printing & stationery,1.5599,34538
2026-09-08 15:29,GRMOVER,88.17,1777.8618,smallcap,fmcg,food - processing - indian,2.7622,1436766
2026-09-08 15:29,NBCC,86,23220,largecap,miscellaneous,miscellaneous,0,4783728
2026-09-08 15:29,CURAA,78,77.1804,smallcap,i.t,computers - software - medium / small,0.0513,671
2026-09-08 15:29,INOXWIND,75.71,13065.4779,midcap,industrials,electric equipment,0.1455,9911582
2026-09-08 15:29,NDTV,73.03,822.1537,smallcap,media,entertainment / electronic media software,0.2196,43052
2026-09-08 15:29,NFL,70.35,3449.7473,smallcap,chemicals,fertilizers,0.0427,444515
2026-09-08 15:29,JAGRAN,62.54,1345.3211,smallcap,media,entertainment / electronic media software,1.181,284044
2026-09-08 15:29,NKIND,61.05,34.3826,smallcap,fmcg,solvent extraction,6.7121,3020
2026-09-08 15:29,GATEWAY,53.94,2696.0781,smallcap,transportation,miscellaneous,-0.0371,1065075
2026-09-08 15:29,RHETAN,28,2126.0625,smallcap,metals & mining,steel - medium / small,4.9475,9758911
2026-09-08 15:29,PFS,27.71,1759.2141,smallcap,financials,finance & investments,1.1683,1295363
2026-09-08 15:29,HYBRIDFIN,17.2,50.601,smallcap,financials,finance & investments,0.0582,4009
2026-09-08 15:29,ANMOL,11.38,57.4264,smallcap,services,trading,12.7849,221539
2026-09-08 15:29,AKG,9.83,29.8064,smallcap,services,trading,4.7974,13409
2026-09-08 15:29,DBEIL,7.26,349.3565,smallcap,realty,construction,-3.2,719710
2026-09-08 15:29,CREATIVEYE,6.09,12.396,smallcap,media,entertainment / electronic media software,-1.4563,7155
2026-09-08 15:29,UNITECH,4.04,1104.079,smallcap,realty,construction,-4.2654,8195532
2026-09-08 15:29,RADAAN,2.98,16.2485,smallcap,media,entertainment / electronic media software,-0.6667,17012
2026-09-08 15:29,CEREBRAINT,2.9,33.811,smallcap,i.t,computers - hardware,3.9427,92104
2026-09-08 15:29,DANGEE,2.88,44.4988,smallcap,fmcg,food - processing - indian,-0.346,27055
2026-09-08 15:29,RCOM,0.89,235.0703,smallcap,telecom-service,telecommunications - service provider,4.7059,4449294
2026-09-08 15:29,MITTAL,0.86,40.848,smallcap,textiles,trading,-6.5217,5554006
2026-09-08 15:29,VIVIDHA,0.52,14.9277,smallcap,services,trading,1.9608,277142
2026-09-08 15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,419837
