Date,Symbol,Changeinpercentage
2026-09-17 15:29,VHLTD-RE1,38.7755
2026-09-17 15:29,ISFT,19.9947
2026-09-17 15:29,ASTAR,19.9929
2026-09-17 15:29,MONQ50,19.9688
2026-09-17 15:29,SBGLP,19.9628
2026-09-17 15:29,KSHITIJ-RE,14.2857
2026-09-17 15:29,ASTEC,14.0796
2026-09-17 15:29,OPTIFIN,13.845
2026-09-17 15:29,KNAGRI,12.1997
2026-09-17 15:29,TEGA,11.8164
2026-09-17 15:29,SHAREINDIA,11.4206
2026-09-17 15:29,RMC,11.0218
2026-09-17 15:29,DUCON-RE1,10.2564
2026-09-17 15:29,TREL,10.1369
2026-09-17 15:29,VENUSPIPES,9.9892
2026-09-17 15:29,QUINT,9.9862
2026-09-17 15:29,AXISCADES,9.9614
2026-09-17 15:29,TTL,9.9533
2026-09-17 15:29,RIR,9.9349
2026-09-17 15:29,ATALREAL,9.903
2026-09-17 15:29,AWHCL,9.8698
2026-09-17 15:29,GEEKAYWIRE,9.4895
2026-09-17 15:29,ARIS,9.2165
2026-09-17 15:29,YATHARTH,9.1724
2026-09-17 15:29,PACIFICI,9.1109
2026-09-17 15:29,AHCL,8.982
2026-09-17 15:29,CUBEXTUB,8.7096
2026-09-17 15:29,DEEP,8.6496
2026-09-17 15:29,AEROENTER,8.4605
2026-09-17 15:29,GNFC,8.3557
2026-09-17 15:29,TEXMOPIPES,8.3377
2026-09-17 15:29,SUNSHINE,8.331
2026-09-17 15:29,NGIL,8.0396
2026-09-17 15:29,MOTISONS,7.9422
2026-09-17 15:29,ALGOQUANT,7.6439
2026-09-17 15:29,AHLADA,7.5766
2026-09-17 15:29,GRAUWEIL,7.5177
2026-09-17 15:29,IRISDOREME,7.5112
2026-09-17 15:29,HBLENGINE,7.3937
2026-09-17 15:29,ELGIRUBCO,7.2865
2026-09-17 15:29,KROSS,7.1682
2026-09-17 15:29,SYRMA,7.0474
2026-09-17 15:29,DCI,7.0415
2026-09-17 15:29,NIACL,6.9819
2026-09-17 15:29,RPEL,6.936
2026-09-17 15:29,XTRANET,6.8509
2026-09-17 15:29,LUMINO,6.8302
2026-09-17 15:29,KMCSHIL,6.6767
2026-09-17 15:29,CSM,6.6722
2026-09-17 15:29,CCAVENUE,6.5274
2026-09-17 15:29,TATACHEM,6.4908
2026-09-17 15:29,GOCLCORP,6.4776
2026-09-17 15:29,PENINLAND,6.3612
2026-09-17 15:29,ARFIN,6.2893
2026-09-17 15:29,AIRAN,6.2341
2026-09-17 15:29,VEDAVAAG,6.2215
2026-09-17 15:29,RRECL,6.2182
2026-09-17 15:29,REGENCERAM,6.1329
2026-09-17 15:29,TECILCHEM,6.087
2026-09-17 15:29,DOLPHIN,6.0778
2026-09-17 15:29,RAMRAT,6.0479
2026-09-17 15:29,INDOKEM,6.0341
2026-09-17 15:29,QUADFUTURE,6.0067
2026-09-17 15:29,RATNAVEER,5.9634
2026-09-17 15:29,JKCEMENT,5.8316
2026-09-17 15:29,MAHLIFE,5.6807
2026-09-17 15:29,RAMBHAJO,5.6021
2026-09-17 15:29,KDGREEN,5.5259
2026-09-17 15:29,WCIL,5.5075
2026-09-17 15:29,TATAINVEST,5.4769
2026-09-17 15:29,FOODSIN,5.4059
2026-09-17 15:29,OMNI,5.4032
2026-09-17 15:29,NAHARSPING,5.3476
2026-09-17 15:29,MASPTOP50,5.2509
2026-09-17 15:29,ISTLTD,5.2154
2026-09-17 15:29,OMAXAUTO,5.2005
2026-09-17 15:29,VINCOFE,5.1952
2026-09-17 15:29,SURAJEST,5.1574
2026-09-17 15:29,JASH,5.134
2026-09-17 15:29,VSTTILLERS,5.1195
2026-09-17 15:29,INDIACEM,5.0949
2026-09-17 15:29,ONEPOINT,5.0817
2026-09-17 15:29,MOREPENLAB,5.0815
2026-09-17 15:29,HDFCLIFE,5.0547
