Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-17 15:29,ABBOTINDIA,25910,55513.8015,largecap,healthcare,pharmaceuticals - multinational,-0.823,5141
2026-09-17 15:29,ALKEM,5348.5,61874.8875,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.3527,231871
2026-09-17 15:29,AUTOAXLES,1679.4,2507.0767,smallcap,auto,auto ancillaries,1.2297,5723
2026-09-17 15:29,BLUESTARCO,1553,30924.4641,largecap,consumer discretionary,air-conditioners,3.258,517440
2026-09-17 15:29,ZOTA,1118.8,3858.4165,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.4219,122807
2026-09-17 15:29,METROBRAND,950.45,25847.004,largecap,consumer discretionary,leather / leather products,0.2267,23902
2026-09-17 15:29,TATACHEM,779.3,18643.0644,midcap,chemicals,chemicals,6.4908,14321725
2026-09-17 15:29,HDFCBANK,713,1111205.7785,largecap,bank,banks - private sector,-1.1781,21543303
2026-09-17 15:29,HDFCLIFE,557,115184.6235,largecap,financials,finance & investments,5.0547,9374431
2026-09-17 15:29,VBL,415.45,138809.4337,largecap,fmcg,food - processing - indian,1.2305,3472718
2026-09-17 15:29,INDUSTOWER,381.35,99089.3932,largecap,telecom,transmisson line towers / equipment,1.5309,3756136
2026-09-17 15:29,EMAMILTD,376.1,16119.945,midcap,fmcg,personal care - indian,1.8413,9467997
2026-09-17 15:29,BSOFT,283.8,7863.7384,midcap,i.t,computers - software - medium / small,0.9067,1029959
2026-09-17 15:29,STARTECK,237.45,234.6766,smallcap,financials,finance & investments,0.2745,700
2026-09-17 15:29,RHL,173.74,299.5613,smallcap,services,hotels,0.2886,1964
2026-09-17 15:29,IPL,138.69,1586.6076,smallcap,chemicals,pesticides / agrochemicals - indian,0.6678,827932
2026-09-17 15:29,VHLTD,132.08,857.239,smallcap,services,hotels,4.123,42536
2026-09-17 15:29,RELCHEMQ,119.21,88.0032,smallcap,textiles,textiles - spinning - synthetic / blended,2.1858,7300
2026-09-17 15:29,ATAM,59.29,71.2425,smallcap,industrials,engineering,-4.6018,40892
2026-09-17 15:29,ASIANTILES,49.97,1480.3011,smallcap,building materials,ceramics - tiles / sanitaryware,0.0801,1588966
2026-09-17 15:29,AHLADA,39.33,47.2392,smallcap,metals & mining,steel - medium / small,7.5766,41709
2026-09-17 15:29,DEVX,33.31,321.3701,smallcap,co-working,miscellaneous,-1.914,24692
2026-09-17 15:29,3PLAND,31.4,56.304,smallcap,financials,finance & investments,0.3836,1763
2026-09-17 15:29,SHRADHA,31.15,255.0613,smallcap,realty,construction,-1.0797,3241
2026-09-17 15:29,SBGLP,25.78,372.6719,smallcap,realty,construction,19.9628,684921
2026-09-17 15:29,HMAAGRO,23.08,1153.7736,smallcap,fmcg,food - processing - indian,0.1736,1986317
2026-09-17 15:29,JISLDVREQS,21.18,41.4635,smallcap,plastic products,plastics products,-1.4425,73635
2026-09-17 15:29,PEARLPOLY,16.73,27.1884,smallcap,plastic products,trading,3.5913,15864
2026-09-17 15:29,BOHRAIND,13.34,28.5824,smallcap,chemicals,fertilizers,-1.1852,12551
2026-09-17 15:29,LAXMICOT,13.08,22.6692,smallcap,textiles,textiles - cotton/blended,-1.059,6581
2026-09-17 15:29,CELEBRITY,6.79,13.1612,smallcap,consumer discretionary,textiles - products,0.8915,9287
2026-09-17 15:29,ACCURACY,4.65,67.6014,smallcap,transportation,miscellaneous,3.5635,81875
2026-09-17 15:29,CMICABLES,2.62,4.1992,smallcap,industrials,cables - power,4.3825,70014
2026-09-17 15:29,DISHTV,2.59,489.7741,smallcap,media,entertainment / electronic media software,-2.6316,2655635
2026-09-17 15:29,GVKPIL,2.37,367.956,smallcap,realty,engineering - turnkey services,1.7167,695297
2026-09-17 15:29,EDUCOMP,0.9,11.022,smallcap,i.t,computers - education,-1.0989,145677
2026-09-17 15:29,SKIL,0.9,19.4914,smallcap,realty,construction,3.4483,329526
2026-09-17 15:29,DHARAN,0.13,67.9739,smallcap,realty,construction,0,5291469
