Date,Symbol,Ltp,Vwap
2026-09-17 15:29,APARINDS,17801,17536.29
2026-09-17 15:29,OFSS,11620,11543.34
2026-09-17 15:29,DIVISLAB,9323,9289.69
2026-09-17 15:29,APOLLOHOSP,8768.5,8761.39
2026-09-17 15:29,PERSISTENT,5473,5459.75
2026-09-17 15:29,HAL,4788,4756.22
2026-09-17 15:29,MCX,3265.2,3261.11
2026-09-17 15:29,GLAND,2907.8,2904.76
2026-09-17 15:29,GLENMARK,2416,2402.35
2026-09-17 15:29,APLAPOLLO,2148.5,2142.19
2026-09-17 15:29,WOCKPHARMA,2072.3,2053.26
2026-09-17 15:29,LAURUSLABS,1948.1,1946.68
2026-09-17 15:29,LALPATHLAB,1924.7,1921.66
2026-09-17 15:29,COFORGE,1793,1778.62
2026-09-17 15:29,POLICYBZR,1765,1760.11
2026-09-17 15:29,ADANIPORTS,1738.3,1733.85
2026-09-17 15:29,AUROPHARMA,1690,1677.97
2026-09-17 15:29,DHOOTTRANS,1579.8,1579.52
2026-09-17 15:29,ATHERENERG,1550,1549.55
2026-09-17 15:29,MEDANTA,1424,1422.42
2026-09-17 15:29,SUNDRMFAST,1226.7,1226.11
2026-09-17 15:29,ZYDUSLIFE,1135.1,1128.1
2026-09-17 15:29,JINDALSTEL,1128.4,1127.06
2026-09-17 15:29,ABSLAMC,1090.1,1079.68
2026-09-17 15:29,INDOMIM,993.2,984.35
2026-09-17 15:29,ANTHEM,927.4,922.54
2026-09-17 15:29,KIMS,791.85,785.89
2026-09-17 15:29,INDHOTEL,726.65,722.96
2026-09-17 15:29,BHEL,429.2,424.64
2026-09-17 15:29,KOTAKBANK,416.5,415
2026-09-17 15:29,ACMESOLAR,411.3,409.39
2026-09-17 15:29,REDINGTON,400.1,398.23
2026-09-17 15:29,AEGISVOPAK,310.7,310.58
2026-09-17 15:29,CUPID,279.15,278.77
2026-09-17 15:29,PPLPHARMA,204.71,204.44
2026-09-17 15:29,NIACL,197.05,195.85
2026-09-17 15:29,MOTHERSON,161.87,161.8
2026-09-17 15:29,IDFCFIRSTB,86.33,85.71
