Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2026-07-23,61,48,14,4,785,1471,1077,1180,1179,1079
2026-07-22,46,71,14,1,954,1303,1223,1035,1212,1047
2026-07-21,99,21,12,2,1192,1066,1352,906,1283,976
2026-07-20,86,26,11,4,1152,1106,1352,906,1268,991
2026-07-17,30,61,9,3,1087,1171,1305,953,1252,1007
2026-07-16,59,34,14,2,1185,1071,1362,894,1259,998
2026-07-15,80,28,24,1,1245,1009,1390,864,1292,963
2026-07-14,52,38,17,2,1185,1068,1359,895,1271,984
2026-07-13,130,16,14,2,1402,853,1492,764,1304,953
2026-07-10,135,10,12,2,1349,904,1448,805,1281,973
2026-07-09,181,8,10,2,1053,1201,1279,975,1210,1045
2026-07-08,32,167,8,1,755,1497,1118,1134,1139,1114
2026-07-07,36,70,13,1,1264,988,1417,835,1283,970
2026-07-06,100,38,18,3,1402,850,1505,747,1320,933
2026-07-03,80,40,18,2,1448,799,1529,718,1313,935
2026-07-02,135,20,15,1,1478,770,1514,734,1289,960
2026-07-01,109,32,15,2,1326,917,1412,832,1231,1013
2026-06-30,110,21,9,3,1253,990,1364,880,1210,1034
2026-06-29,75,72,12,3,1138,1107,1333,913,1185,1061
2026-06-25,52,66,14,2,1317,926,1446,798,1217,1027
2026-06-24,82,37,16,1,1488,754,1512,731,1269,974
2026-06-23,57,59,25,0,1506,737,1505,739,1238,1006
2026-06-22,175,20,40,0,1695,548,1627,618,1306,939
2026-06-19,136,19,43,0,1608,636,1562,683,1231,1014
2026-06-18,121,16,56,0,1634,607,1556,686,1213,1029
2026-06-17,122,21,27,1,1585,656,1513,729,1195,1047
2026-06-16,113,20,12,0,1550,692,1470,773,1160,1083
2026-06-15,210,10,23,2,1489,748,1407,832,1141,1098
2026-06-12,344,8,11,2,1133,1103,1156,1081,1060,1177
2026-06-11,39,85,10,6,638,1598,852,1386,905,1333
2026-06-10,49,104,17,4,772,1462,964,1272,965,1271
2026-06-09,200,25,21,3,948,1287,1129,1108,1024,1213
2026-06-08,49,166,21,4,710,1525,909,1328,949,1288
2026-06-05,102,47,30,4,1001,1233,1183,1053,1040,1196
2026-06-04,135,26,32,4,1022,1214,1168,1070,1035,1203
2026-06-03,79,53,34,5,922,1312,1161,1075,1009,1227
2026-06-02,141,32,31,4,1000,1233,1209,1026,1029,1206
2026-06-01,94,173,36,3,883,1352,1142,1094,987,1250
2026-05-29,119,143,38,0,1130,1105,1288,948,1043,1193
2026-05-27,152,46,49,0,1380,855,1426,810,1113,1123
2026-05-26,118,43,46,0,1376,858,1419,816,1092,1143
2026-05-25,189,35,46,1,1397,839,1440,796,1082,1154
2026-05-22,83,46,23,1,1105,1129,1266,968,1001,1233
2026-05-21,132,26,23,1,1070,1163,1257,976,993,1240
2026-05-20,97,30,17,6,966,1268,1195,1039,956,1278
2026-05-19,143,28,12,6,904,1329,1185,1049,939,1295
2026-05-18,65,154,7,14,715,1520,1072,1163,881,1354
2026-05-15,67,94,7,11,943,1291,1290,944,963,1271
2026-05-14,80,48,5,6,1082,1150,1343,889,1001,1231
2026-05-13,139,55,17,2,1030,1202,1345,887,989,1243
2026-05-12,34,504,15,2,911,1322,1307,926,945,1288
2026-05-11,76,141,37,3,1551,684,1661,574,1160,1075
2026-05-08,123,48,66,0,1877,354,1851,380,1255,976
2026-05-07,221,11,41,1,1970,262,1908,324,1250,982
2026-05-06,203,22,30,2,1918,314,1834,398,1170,1062
2026-05-05,111,40,23,3,1662,569,1632,599,1088,1143
2026-05-04,203,38,31,2,1741,493,1666,568,1064,1170
2026-04-30,58,51,14,1,1659,573,1586,646,1015,1217
2026-04-29,87,35,18,1,1770,462,1672,560,1026,1206
2026-04-28,92,32,23,1,1780,452,1665,567,1021,1211
2026-04-27,250,17,21,1,1924,310,1729,505,1024,1210
2026-04-24,42,104,24,4,1702,528,1555,675,922,1308
2026-04-23,99,43,35,3,1948,284,1760,472,1010,1222
2026-04-22,133,26,32,3,2035,195,1867,363,1045,1185
2026-04-21,116,22,46,3,2036,132,1823,345,974,1194
2026-04-20,78,52,50,2,2037,128,1777,388,914,1251
2026-04-17,185,8,78,0,2075,79,1849,305,941,1213
2026-04-16,136,13,59,0,2038,117,1737,418,850,1305
2026-04-15,374,7,124,0,2041,113,1661,493,807,1347
2026-04-13,103,32,87,0,1875,281,1272,884,670,1486
2026-04-10,237,7,123,0,1946,206,1349,803,666,1486
2026-04-09,92,28,102,0,1814,341,1014,1141,572,1583
2026-04-08,894,13,402,0,1896,257,1027,1126,561,1592
2026-04-07,121,9,59,1,1090,1064,533,1621,434,1720
2026-04-06,216,9,23,1,943,1210,465,1688,421,1732
2026-04-02,183,23,16,2,643,1507,375,1775,379,1771
2026-04-01,1141,6,10,2,485,1663,334,1814,384,1764
2026-03-30,29,746,4,35,201,1948,215,1934,314,1835
2026-03-27,33,633,7,9,292,1853,256,1889,363,1782
2026-03-25,216,16,6,5,487,1658,331,1814,395,1750
2026-03-24,298,25,8,6,274,1870,249,1895,351,1793
2026-03-23,7,969,6,2,148,1996,170,1974,298,1846
2026-03-20,99,24,15,2,372,1770,325,1817,398,1744
2026-03-19,17,300,7,1,266,1875,251,1890,377,1764
2026-03-18,326,5,8,1,501,1640,389,1752,448,1693
2026-03-17,93,15,7,6,259,1882,297,1844,403,1738
2026-03-16,41,118,7,4,191,1951,251,1891,379,1763
2026-03-13,20,381,8,6,217,1922,290,1849,383,1756
2026-03-12,61,46,11,5,430,1707,417,1720,449,1688
2026-03-11,80,52,10,5,437,1701,424,1714,466,1672
2026-03-10,279,14,10,6,440,1697,436,1702,477,1661
2026-03-09,26,286,6,12,272,1865,331,1807,412,1726
2026-03-06,64,41,4,6,389,1745,450,1685,498,1637
2026-03-05,105,21,9,1,396,1735,463,1669,506,1626
2026-03-04,49,264,7,3,288,1843,398,1734,464,1668
2026-03-02,61,255,5,4,441,1689,488,1643,560,1571
2026-02-27,40,59,8,2,681,1446,676,1452,665,1463
2026-02-26,68,21,9,6,824,1303,753,1375,699,1429
2026-02-25,52,40,5,4,775,1350,736,1390,692,1434
2026-02-24,21,95,9,3,697,1428,670,1456,682,1444
2026-02-23,63,46,6,1,859,1268,783,1345,713,1415
2026-02-20,49,29,9,2,831,1293,772,1353,703,1422
2026-02-19,37,52,9,4,799,1323,754,1369,702,1421
2026-02-18,72,17,6,5,1089,1031,919,1202,767,1354
2026-02-17,113,18,9,3,1021,1098,859,1261,744,1376
2026-02-16,55,101,12,3,914,1203,767,1351,719,1399
2026-02-13,35,164,21,0,941,1174,779,1337,714,1402
2026-02-12,61,101,26,1,1286,829,1008,1108,780,1335
2026-02-11,91,67,14,2,1470,644,1099,1016,808,1307
2026-02-10,135,37,32,1,1554,558,1136,977,809,1304
2026-02-09,391,18,51,1,1494,622,1056,1061,797,1320
2026-02-06,58,78,28,3,1104,1010,758,1357,678,1437
2026-02-05,53,93,33,6,1144,969,775,1339,685,1429
2026-02-04,237,53,44,18,1333,781,833,1282,720,1395
2026-02-03,523,12,27,18,1129,986,737,1378,699,1416
2026-02-02,76,73,16,19,451,1665,370,1746,529,1587
2026-02-01,56,236,8,3,425,1690,355,1760,488,1627
2026-01-30,168,98,14,5,659,1454,489,1624,597,1516
2026-01-29,137,57,22,5,527,1586,426,1687,566,1547
2026-01-28,352,19,11,6,533,1579,421,1691,552,1560
2026-01-27,96,76,4,12,303,1813,316,1800,480,1636
2026-01-23,56,210,2,7,270,1841,291,1820,474,1637
2026-01-22,181,55,2,5,356,1756,365,1747,540,1572
2026-01-21,56,143,20,2,227,1884,286,1825,483,1628
2026-01-20,29,373,24,1,250,1860,310,1800,516,1594
2026-01-19,41,90,28,1,447,1665,468,1644,620,1492
2026-01-16,69,31,26,2,523,1583,527,1579,669,1437
2026-01-14,81,20,6,1,514,1592,544,1562,681,1425
2026-01-13,67,19,4,2,480,1626,516,1590,666,1440
2026-01-12,63,73,5,4,420,1690,499,1611,662,1448
2026-01-09,16,100,3,4,423,1681,531,1573,678,1426
2026-01-08,13,139,6,4,658,1447,691,1414,763,1342
2026-01-07,68,18,13,3,1047,1058,905,1200,847,1258
2026-01-06,42,28,15,1,1009,1095,867,1237,833,1271
2026-01-05,64,39,14,1,1131,976,930,1177,861,1246
2026-01-02,98,11,11,1,1300,802,947,1155,861,1241
2026-01-01,63,17,9,2,1062,1041,821,1282,807,1296
2025-12-31,85,17,8,2,1036,1065,802,1299,805,1296
2025-12-30,56,31,10,1,764,1334,682,1416,756,1342
2025-12-29,43,45,14,0,748,1354,711,1391,759,1343
2025-12-26,65,18,20,0,921,1179,760,1340,787,1313
2025-12-24,59,14,15,0,1069,1029,797,1301,806,1292
2025-12-23,66,17,10,2,1114,984,799,1299,811,1287
2025-12-22,114,16,9,1,1000,1100,741,1359,796,1304
2025-12-19,92,17,10,0,696,1398,633,1461,754,1340
2025-12-18,41,30,12,0,485,1609,529,1565,710,1384
2025-12-17,32,52,12,0,489,1604,559,1534,718,1375
2025-12-16,36,31,14,0,614,1479,609,1484,751,1342
2025-12-15,79,19,16,1,738,1353,666,1425,772,1319
2025-12-12,97,11,8,3,686,1401,643,1445,755,1333
2025-12-11,74,15,5,5,502,1585,555,1532,722,1366
2025-12-10,56,27,9,3,386,1697,473,1610,704,1380
2025-12-09,128,14,2,3,419,1663,507,1575,707,1376
2025-12-08,18,236,4,3,315,1768,456,1627,680,1404
2025-12-05,30,37,4,3,529,1551,609,1471,776,1305
2025-12-04,30,27,3,4,524,1555,629,1450,781,1299
2025-12-03,17,38,1,3,528,1551,629,1450,800,1280
2025-12-02,28,33,5,2,642,1437,700,1379,821,1259
2025-12-01,65,35,6,2,720,1362,731,1352,849,1234
2025-11-28,56,19,2,2,744,1330,750,1325,850,1225
2025-11-27,53,19,2,3,728,1344,738,1335,844,1229
2025-11-26,81,12,2,2,729,1342,741,1331,856,1216
2025-11-25,69,12,3,3,539,1530,625,1446,803,1268
2025-11-24,34,133,4,6,507,1567,610,1465,784,1291
2025-11-21,29,34,4,4,596,1471,680,1389,840,1229
2025-11-20,38,23,8,4,750,1316,805,1262,877,1190
2025-11-19,39,39,6,3,773,1291,809,1256,898,1167
2025-11-18,37,32,11,3,763,1299,821,1242,898,1165
2025-11-17,96,46,10,2,930,1137,898,1170,944,1124
2025-11-14,75,43,11,2,860,1198,863,1196,916,1143
2025-11-13,70,47,12,3,842,1213,856,1200,944,1112
2025-11-12,102,30,9,3,876,1178,890,1165,954,1101
2025-11-11,66,53,8,8,735,1320,799,1257,912,1144
2025-11-10,83,89,11,7,736,1322,803,1256,915,1144
2025-11-07,73,37,12,2,657,1395,794,1258,913,1139
2025-11-06,44,144,13,2,600,1451,795,1256,903,1148
2025-11-04,40,28,16,0,868,1182,955,1095,1001,1049
2025-11-03,100,34,19,0,1078,977,1065,990,1045,1010
2025-10-31,44,30,11,0,965,1082,996,1051,1016,1031
2025-10-30,51,24,10,1,1112,935,1076,971,1043,1004
2025-10-29,87,24,11,0,1145,901,1078,968,1056,990
2025-10-28,63,28,12,1,984,1066,977,1073,1013,1037
2025-10-27,78,34,18,1,1008,1048,991,1065,1034,1022
2025-10-24,47,23,16,2,966,1083,953,1096,998,1051
2025-10-23,78,45,18,2,1047,1002,993,1056,1021,1028
2025-10-21,54,1,21,0,1096,950,1006,1040,1027,1019
2025-10-20,93,38,12,2,918,1137,895,1160,985,1070
2025-10-17,42,40,9,1,831,1216,843,1204,951,1096
2025-10-16,74,32,12,2,917,1126,901,1142,982,1061
2025-10-15,86,28,11,2,815,1228,858,1185,950,1093
2025-10-14,39,64,22,3,661,1379,767,1273,912,1128
2025-10-13,57,37,13,4,842,1203,890,1155,975,1070
2025-10-10,82,25,16,3,985,1052,958,1079,1012,1025
2025-10-09,90,37,27,5,887,1153,908,1132,989,1051
2025-10-08,73,26,25,2,803,1234,860,1177,974,1063
2025-10-07,58,33,21,1,886,1149,916,1119,991,1044
2025-10-06,80,34,17,1,920,1117,931,1106,995,1042
2025-10-03,123,12,11,1,896,1134,912,1118,1008,1023
2025-10-01,122,8,11,1,674,1352,774,1252,954,1073
2025-09-30,39,29,8,2,476,1544,610,1410,874,1147
2025-09-29,63,60,15,3,449,1575,618,1406,872,1153
2025-09-26,14,109,17,1,443,1571,607,1407,878,1137
2025-09-25,36,32,20,1,731,1282,874,1139,1000,1014
2025-09-24,50,28,18,2,922,1090,1037,975,1060,953
2025-09-23,65,25,20,2,1089,922,1139,872,1101,911
2025-09-22,80,38,25,2,1195,822,1189,829,1142,876
2025-09-19,67,19,20,1,1372,637,1279,732,1164,847
2025-09-18,52,20,20,1,1424,585,1287,723,1157,853
2025-09-17,71,19,24,0,1437,569,1281,726,1155,852
2025-09-16,78,12,18,0,1371,634,1224,782,1130,876
2025-09-15,85,18,15,0,1296,714,1113,898,1081,930
2025-09-12,54,12,18,0,1198,809,1063,945,1048,960
2025-09-11,54,20,25,0,1202,805,1050,958,1034,974
2025-09-10,91,17,18,0,1186,821,1038,970,1035,973
2025-09-09,67,28,24,0,1006,1000,900,1107,979,1028
2025-09-08,128,18,31,1,995,1015,885,1126,985,1026
2025-09-05,86,13,25,1,893,1113,848,1159,946,1061
2025-09-04,51,27,18,2,930,1075,846,1160,965,1041
2025-09-03,111,11,15,0,1032,970,898,1105,976,1027
2025-09-02,117,22,10,0,861,1140,778,1226,937,1067
2025-09-01,125,16,11,1,722,1283,700,1306,900,1106
2025-08-29,49,21,8,1,513,1487,572,1429,815,1186
2025-08-28,27,59,6,1,520,1480,585,1416,833,1168
2025-08-26,27,59,11,2,622,1372,678,1317,895,1100
2025-08-25,70,34,23,0,927,1071,875,1124,988,1011
2025-08-22,50,15,22,0,903,1090,881,1113,971,1023
2025-08-21,60,18,20,0,1008,986,946,1049,990,1005
2025-08-20,105,8,20,1,990,1002,935,1058,986,1007
2025-08-19,126,15,19,1,938,1053,889,1103,981,1011
2025-08-18,149,30,17,1,771,1223,796,1199,936,1059
2025-08-14,47,72,14,3,534,1454,631,1357,868,1121
2025-08-13,109,45,10,5,585,1401,669,1317,901,1086
2025-08-12,76,49,5,5,491,1495,607,1380,872,1115
2025-08-11,85,60,5,3,431,1555,591,1396,859,1128
2025-08-08,48,70,7,4,362,1625,536,1451,830,1157
2025-08-07,52,55,5,5,433,1554,623,1364,911,1076
2025-08-06,38,73,6,5,451,1534,632,1353,924,1061
2025-08-05,45,40,7,5,560,1423,718,1265,982,1001
2025-08-04,91,49,11,4,566,1418,764,1220,1006,978
2025-08-01,31,116,8,0,436,1545,696,1285,961,1020
2025-07-31,51,47,8,1,566,1411,846,1131,1058,919
2025-07-30,88,31,8,1,665,1309,959,1015,1090,884
2025-07-29,111,18,8,1,596,1378,929,1044,1081,893
2025-07-28,35,113,8,4,478,1499,783,1194,1025,952
2025-07-25,22,86,7,2,611,1361,982,991,1114,859
2025-07-24,46,33,10,1,934,1038,1274,698,1242,729
2025-07-23,47,27,13,1,1055,916,1325,646,1259,712
2025-07-22,53,19,16,1,1012,958,1342,629,1259,712
2025-07-21,65,29,14,2,1110,863,1398,575,1269,704
2025-07-18,47,17,13,0,1141,828,1442,527,1283,686
2025-07-17,63,13,14,0,1298,669,1522,445,1309,658
2025-07-16,89,10,11,0,1313,654,1526,441,1298,669
2025-07-15,100,7,8,0,1237,730,1467,500,1264,703
2025-07-14,69,19,14,1,981,988,1335,634,1190,779
2025-07-11,39,14,6,0,971,995,1370,596,1185,781
2025-07-10,66,9,10,1,1190,773,1475,488,1239,724
2025-07-09,71,8,8,1,1220,741,1478,484,1227,735
2025-07-08,51,17,11,1,1196,767,1465,498,1225,738
2025-07-07,62,28,16,1,1246,719,1492,473,1238,727
2025-07-04,67,15,15,1,1347,616,1543,420,1249,714
2025-07-03,71,13,19,1,1326,635,1510,451,1231,730
2025-07-02,54,20,18,1,1311,647,1500,458,1203,755
2025-07-01,73,22,26,0,1407,547,1529,425,1217,737
2025-06-30,111,16,27,0,1442,513,1537,418,1229,726
2025-06-27,81,12,22,0,1387,564,1498,453,1208,743
2025-06-26,60,11,20,0,1325,627,1477,475,1181,771
2025-06-25,150,6,8,0,1327,624,1477,474,1176,775
2025-06-24,95,13,3,1,1018,934,1317,634,1082,871
2025-06-23,68,20,4,2,806,1148,1169,785,1034,921
2025-06-20,73,13,6,2,804,1146,1201,749,1018,933
2025-06-19,14,81,4,1,577,1372,1091,858,976,974
2025-06-18,38,22,4,1,915,1033,1326,622,1093,856
2025-06-17,45,37,6,1,994,954,1379,569,1125,824
2025-06-16,72,16,9,1,1217,734,1480,471,1170,782
2025-06-13,36,21,16,1,1164,783,1491,456,1144,804
2025-06-12,36,47,18,0,1393,553,1560,386,1200,747
2025-06-11,105,19,23,0,1608,336,1669,275,1271,674
2025-06-10,98,10,28,1,1605,339,1650,294,1256,689
2025-06-09,153,9,23,0,1594,353,1633,314,1234,714
2025-06-06,109,18,21,0,1462,483,1542,403,1157,789
2025-06-05,114,4,15,0,1421,524,1479,466,1111,835
2025-06-04,95,19,12,0,1342,602,1460,484,1079,866
2025-06-03,67,22,16,0,1287,655,1447,495,1056,887
2025-06-02,122,47,25,0,1393,550,1478,465,1054,890
2025-05-30,90,57,27,0,1410,529,1486,453,1050,890
2025-05-29,100,44,33,0,1476,462,1507,431,1089,850
2025-05-28,100,29,24,0,1511,426,1520,417,1067,871
2025-05-27,77,25,27,0,1553,383,1547,390,1076,861
2025-05-26,114,36,19,0,1594,346,1580,361,1056,885
2025-05-23,82,29,23,1,1600,334,1573,362,1036,899
2025-05-22,71,34,27,1,1582,353,1541,395,997,939
2025-05-21,82,33,31,1,1639,295,1570,365,1003,932
2025-05-20,56,73,53,1,1612,322,1550,385,968,967
2025-05-19,175,28,79,0,1731,207,1653,286,1033,906
2025-05-16,189,23,153,0,1717,216,1608,326,980,954
2025-05-15,148,25,84,0,1673,261,1517,418,916,1019
2025-05-14,198,10,43,1,1662,271,1451,483,847,1087
2025-05-13,156,17,33,1,1554,379,1270,664,763,1171
2025-05-12,947,8,14,1,1427,509,1144,793,721,1216
2025-05-09,44,40,8,3,534,1400,640,1295,510,1425
2025-05-08,46,37,5,2,623,1311,673,1261,523,1410
2025-05-07,85,21,4,3,772,1162,790,1144,571,1363
2025-05-06,12,306,5,1,660,1273,692,1241,522,1411
2025-05-05,128,21,11,1,1047,888,920,1015,634,1301
2025-05-02,38,27,6,3,801,1133,810,1124,590,1344
2025-04-30,16,101,7,4,851,1081,817,1115,595,1337
2025-04-29,52,24,10,1,1211,721,1033,899,653,1279
2025-04-28,63,37,18,1,1257,678,1057,878,664,1271
2025-04-25,18,354,17,0,1270,661,1027,904,645,1286
2025-04-24,83,25,30,1,1715,217,1387,545,762,1170
2025-04-23,93,15,42,0,1735,198,1369,564,769,1164
2025-04-22,125,13,71,0,1736,197,1361,572,753,1180
2025-04-21,179,9,104,0,1726,208,1278,656,727,1207
2025-04-17,85,9,43,0,1600,331,1095,836,644,1287
2025-04-16,147,12,69,0,1598,333,1031,900,606,1325
2025-04-15,436,5,15,0,1472,459,889,1042,555,1376
2025-04-11,307,2,4,2,900,1029,568,1361,438,1491
2025-04-09,36,87,5,17,498,1429,389,1538,353,1574
2025-04-08,253,11,5,7,555,1373,432,1496,368,1560
2025-04-07,6,807,13,15,293,1635,289,1639,295,1633
2025-04-04,26,457,21,7,776,1150,548,1378,437,1489
2025-04-03,192,18,29,2,1383,544,863,1064,541,1386
2025-04-02,149,10,11,1,1230,695,739,1186,494,1431
2025-04-01,292,31,7,3,1040,887,637,1290,437,1490
2025-03-28,53,57,8,2,882,1040,618,1304,468,1454
2025-03-27,120,83,12,3,972,950,632,1290,482,1440
2025-03-26,24,177,18,3,939,982,584,1337,445,1476
2025-03-25,39,210,43,0,1160,760,677,1242,481,1439
2025-03-24,170,14,132,1,1456,462,809,1109,531,1388
2025-03-21,231,12,58,0,1377,541,693,1226,465,1454
2025-03-20,133,19,23,1,1136,781,561,1357,400,1518
2025-03-19,341,7,17,2,1040,875,472,1444,355,1561
2025-03-18,311,19,11,2,702,1213,325,1590,304,1612
2025-03-17,56,124,4,12,400,1515,236,1680,260,1656
2025-03-13,34,56,4,5,349,1562,222,1690,256,1656
2025-03-12,35,68,9,3,378,1533,227,1685,264,1648
