Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-17 15:29,healthcare,46.3415,67.0732,69.5122,71.3415,71.3415
2026-09-17 15:29,telecom-service,45.4545,36.3636,36.3636,27.2727,27.2727
2026-09-17 15:29,co-working,40,60,60,60,60
2026-09-17 15:29,transportation,31.4815,44.4444,44.4444,44.4444,46.2963
2026-09-17 15:29,chemicals,31.4465,50.3145,52.2013,49.6855,49.0566
2026-09-17 15:29,metals & mining,30.2326,41.0853,45.7364,44.186,48.062
2026-09-17 15:29,telecom,30,40,50,40,40
2026-09-17 15:29,aerospace & defence,29.4118,55.8824,58.8235,64.7059,67.6471
2026-09-17 15:29,industrials,28.3262,48.0687,51.073,54.0773,53.6481
2026-09-17 15:29,n/a,27.7778,30.5556,31.4815,31.9444,31.4815
2026-09-17 15:29,energy,25.641,51.2821,51.2821,53.8462,51.2821
2026-09-17 15:29,financials,24.6575,35.1598,38.3562,38.3562,40.1826
2026-09-17 15:29,i.t,23.4637,36.3128,36.3128,37.9888,35.7542
2026-09-17 15:29,consumer discretionary,23.4177,41.7722,43.038,43.038,43.038
2026-09-17 15:29,miscellaneous,23.2558,27.907,30.2326,30.2326,32.5581
2026-09-17 15:29,services,23.1405,35.5372,33.8843,30.5785,29.7521
2026-09-17 15:29,bank,21.9512,43.9024,53.6585,53.6585,56.0976
2026-09-17 15:29,building materials,21.875,29.1667,29.1667,28.125,28.125
2026-09-17 15:29,textiles,21.7054,39.5349,38.7597,37.9845,36.4341
2026-09-17 15:29,fmcg,20.6452,35.4839,40,39.3548,40.6452
2026-09-17 15:29,auto,20.3883,46.6019,52.4272,53.3981,53.3981
2026-09-17 15:29,realty,20,22.1053,23.6842,24.2105,24.2105
2026-09-17 15:29,plastic products,19.3548,35.4839,32.2581,32.2581,32.2581
2026-09-17 15:29,media,10.4167,18.75,18.75,25,22.9167
2026-09-17 15:29,power & utilities,9.375,12.5,15.625,21.875,21.875
2026-09-17 15:29,indices,8.6247,27.7389,41.2587,47.5524,53.6131
