Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-17 15:29,ADANIPORTS,397156.4693,largecap,transportation,miscellaneous,0.8412,791353
2026-09-17 15:29,LAURUSLABS,102944.558,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.2356,1645108
2026-09-17 15:29,INDOMIM,46782.8386,largecap,industrials,engineering,4.9783,2152019
2026-09-17 15:29,PATANJALI,39715.9637,largecap,fmcg,solvent extraction,-2.8904,3350516
2026-09-17 15:29,TATAINVEST,34503.4621,largecap,financials,finance & investments,5.4769,3732302
2026-09-17 15:29,ABSLAMC,30567.2479,largecap,financials,finance & investments,2.9951,206442
2026-09-17 15:29,SYRMA,29140.5429,largecap,consumer discretionary,electronics - components,7.0474,9182371
2026-09-17 15:29,FINCABLES,20839.5151,largecap,industrials,cables - power,2.4365,1123026
2026-09-17 15:29,GESHIP,19867.4781,midcap,transportation,shipping,2.4073,831737
2026-09-17 15:29,HBLENGINE,19532.5419,midcap,auto,auto ancillaries,7.3937,8034626
2026-09-17 15:29,CASTROLIND,18678.5871,midcap,chemicals,chemicals,1.5251,4924285
2026-09-17 15:29,ACE,13690.995,midcap,industrials,engineering,4.8621,685925
2026-09-17 15:29,TEGA,12900.177,midcap,industrials,engineering,11.8164,3909542
2026-09-17 15:29,YATHARTH,9464.8885,midcap,healthcare,healthcare,9.1724,3679332
2026-09-17 15:29,MAXESTATES,9353.6788,midcap,realty,construction,0.9614,113120
2026-09-17 15:29,MAHSEAMLES,9285.4782,midcap,metals & mining,steel - medium / small,3.9325,436705
2026-09-17 15:29,DYNAMATECH,8202.0257,midcap,aerospace & defence,engineering,-2.1363,22275
2026-09-17 15:29,AVL,8014.3074,midcap,consumer discretionary,trading,2.0384,68801
2026-09-17 15:29,UNIMECH,7708.8863,midcap,aerospace & defence,engineering,3.6152,261719
2026-09-17 15:29,BLISSGVS,7217.1259,midcap,healthcare,pharmaceuticals - indian - formulations,1.4916,198123
2026-09-17 15:29,AXISCADES,7164.3451,midcap,aerospace & defence,computers - software - medium / small,9.9614,443978
2026-09-17 15:29,NEOGEN,6304.3566,midcap,chemicals,chemicals,4.048,605450
2026-09-17 15:29,MOREPENLAB,6286.6728,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.0815,27513682
2026-09-17 15:29,PRSMJOHNSN,5765.4463,midcap,building materials,cement - north india,-0.9604,175995
2026-09-17 15:29,SHARDAMOTR,5342.0741,midcap,auto,auto ancillaries,1.9128,63598
2026-09-17 15:29,NORTHARC,4782.1102,smallcap,financials,finance & investments,4.951,2358970
2026-09-17 15:29,VISHNU,4671.0076,smallcap,chemicals,chemicals,2.1905,87175
2026-09-17 15:29,RPGLIFE,4530.2016,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.1178,18681
2026-09-17 15:29,INDIQUBE,4243.1326,smallcap,co-working,miscellaneous,1.1491,77034
2026-09-17 15:29,FILATEX,3873.0771,smallcap,textiles,textiles - manmade,3.5886,7738959
2026-09-17 15:29,GRAUWEIL,3335.295,smallcap,chemicals,chemicals,7.5177,1086236
2026-09-17 15:29,CONFIPET,2876.543,smallcap,miscellaneous,miscellaneous,0.2079,1445669
2026-09-17 15:29,TALBROAUTO,2585.1749,smallcap,auto,auto ancillaries,3.916,360775
2026-09-17 15:29,THEJO,2339.5843,smallcap,industrials,engineering,1.2333,10121
2026-09-17 15:29,SANSTAR,2259.2279,smallcap,fmcg,miscellaneous,2.42,348381
2026-09-17 15:29,GOCLCORP,2123.6855,smallcap,miscellaneous,diversified - medium / small,6.4776,1122429
2026-09-17 15:29,GMBREW,2085.1244,smallcap,fmcg,breweries & distilleries,2.6735,45315
2026-09-17 15:29,MOTISONS,1890.536,smallcap,consumer discretionary,diamond cutting / jewellery,7.9422,236263034
2026-09-17 15:29,ALGOQUANT,1831.3406,smallcap,financials,finance & investments,7.6439,2084788
2026-09-17 15:29,NITTAGELA,1595.1176,smallcap,chemicals,chemicals,0.5236,9697
2026-09-17 15:29,ASTEC,1475.0113,smallcap,chemicals,pesticides / agrochemicals - indian,14.0796,994540
2026-09-17 15:29,GCSL,1436.8771,smallcap,financials,finance & investments,-0.0673,611511
2026-09-17 15:29,GKSL,1358.7057,smallcap,healthcare,healthcare,3.1858,214009
2026-09-17 15:29,MANAKCOAT,1343.1625,smallcap,metals & mining,steel - medium / small,2.9613,1267746
2026-09-17 15:29,IRISDOREME,1107.3485,smallcap,consumer discretionary,textiles - products,7.5112,1031078
2026-09-17 15:29,KAMDHENU,1094.5517,smallcap,metals & mining,steel - medium / small,1.7255,738033
2026-09-17 15:29,PRIMESECU,963.0567,smallcap,financials,finance & investments,3.63,94994
2026-09-17 15:29,PDMJEPAPER,930.0353,smallcap,building materials,paper,4.5534,664472
2026-09-17 15:29,SVLL,924.3234,smallcap,transportation,miscellaneous,1.7595,1207
2026-09-17 15:29,KRYSTAL,916.0012,smallcap,miscellaneous,miscellaneous,2.9439,185098
2026-09-17 15:29,ASTAR,897.5013,smallcap,consumer discretionary,diamond cutting / jewellery,19.9929,1394
