Date,Symbol,% from 30w ema
2026-09-22 15:29,NIFTYMICROCAP250,7.322
2026-09-22 15:29,CNXPHARMA,7.2429
2026-09-22 15:29,NIFTYSMALLCAP50,6.2522
2026-09-22 15:29,NIFTYHEALTHCARE,5.3418
2026-09-22 15:29,CNXSMALLCAP,5.197
2026-09-22 15:29,NIFTYSMALLCAP250,4.3039
2026-09-22 15:29,NIFTYMEDIA,3.9974
2026-09-22 15:29,NIFTYINDDEFENCE,3.6051
2026-09-22 15:29,NIFTYMETAL,3.179
2026-09-22 15:29,NIFTYMIDSMALLCAP400,2.1144
2026-09-22 15:29,NIFTYMIDCAP50,1.8045
2026-09-22 15:29,NIFTYMIDSELECT,1.7244
2026-09-22 15:29,CNXREALTY,1.1406
2026-09-22 15:29,NIFTYMIDCAP150,0.9866
2026-09-22 15:29,NIFTYCHEMICALS,0.3251
2026-09-22 15:29,NIFTYHOUSING,0
2026-09-22 15:29,NIFTYPVTBANK,-0.4093
2026-09-22 15:29,NIFTYAUTO,-0.5881
2026-09-22 15:29,NIFTYTOTALMKT,-0.5909
2026-09-22 15:29,NIFTYLARGEMID250,-0.6511
2026-09-22 15:29,NIFTY500,-0.9998
2026-09-22 15:29,BANKNIFTY,-1.0668
2026-09-22 15:29,CNXENERGY,-1.1728
2026-09-22 15:29,NIFTYCONSUMPTION,-1.3149
2026-09-22 15:29,NIFTY200,-1.7345
2026-09-22 15:29,NIFTYPSUBANK,-2.0148
2026-09-22 15:29,NIFTYCOMMODITIES,-2.0833
2026-09-22 15:29,NIFTY100,-2.3859
2026-09-22 15:29,NIFTYOILANDGAS,-2.43
2026-09-22 15:29,CNXINFRA,-2.6267
2026-09-22 15:29,NIFTYFINSERVICE,-2.7755
2026-09-22 15:29,NIFTY,-3.106
2026-09-22 15:29,CNXIT,-5.891
2026-09-22 15:29,NIFTYFMCG,-6.3889
2026-09-22 15:29,INDIAVIX,-18.3999
