Date,Symbol,Ltp,Vwap
2026-09-22 15:29,DYNAMATECH,12516,12417.13
2026-09-22 15:29,MTARTECH,7176,7158.11
2026-09-22 15:29,SMLMAH,6719.5,6638.45
2026-09-22 15:29,KOVAI,6153.5,6127.98
2026-09-22 15:29,FINEORG,5159.5,5137.1
2026-09-22 15:29,CENTUM,4858.7002,4767.61
2026-09-22 15:29,SPECTRUM,3344.5,3295.48
2026-09-22 15:29,LUMAXTECH,2116.3999,2104.48
2026-09-22 15:29,HAPPYFORGE,2108.5,2105.14
2026-09-22 15:29,AXISCADES,1891.1,1885.63
2026-09-22 15:29,ENTERO,1841.8,1839.72
2026-09-22 15:29,RPEL,1742.3,1741.5
2026-09-22 15:29,AETHER,1643.5,1639.9
2026-09-22 15:29,ROSSTECH,1494.1,1467.99
2026-09-22 15:29,GABRIEL,1471.4,1442.55
2026-09-22 15:29,FINCABLES,1468.1,1447.49
2026-09-22 15:29,CHENNPETRO,1392,1383.99
2026-09-22 15:29,PVRINOX,1334.8,1325.57
2026-09-22 15:29,CEMPRO,1319.3,1307.53
2026-09-22 15:29,MOLBIO,1263.8,1254.48
2026-09-22 15:29,INNOVACAP,1226.7,1223.22
2026-09-22 15:29,SUDEEPPHRM,1197.1,1190.87
2026-09-22 15:29,INDIGOPNTS,1142,1140.21
2026-09-22 15:29,YATHARTH,1129.1,1121.98
2026-09-22 15:29,SHARDAMOTR,985.75,979.3
2026-09-22 15:29,ASAHIINDIA,965.15,959.82
2026-09-22 15:29,SIGMAADV,948,937.07
2026-09-22 15:29,BLUESTONE,930.4,906.08
2026-09-22 15:29,TMB,883.75,878.22
2026-09-22 15:29,RPTECH,883.55,865.43
2026-09-22 15:29,GRANULES,864.05,862.35
2026-09-22 15:29,AGI,845.7,830.4
2026-09-22 15:29,GRAPHITE,827.75,825.77
2026-09-22 15:29,SKYGOLD,802.55,797.84
2026-09-22 15:29,GARFIBRES,800.45,799.89
2026-09-22 15:29,TDPOWERSYS,756.4,753.74
2026-09-22 15:29,WSTCSTPAPR,749.75,749
2026-09-22 15:29,MSTCLTD,746.95,742.78
2026-09-22 15:29,SHREEJISPG,719.35,712.01
2026-09-22 15:29,HCG,713.1,710.58
2026-09-22 15:29,OPTIEMUS,708.9,672.7
2026-09-22 15:29,BLISSGVS,694.6,689.84
2026-09-22 15:29,DEEDEV,691.8,688.48
2026-09-22 15:29,BALRAMCHIN,661.05,659.97
2026-09-22 15:29,ABDL,647.9,643.55
2026-09-22 15:29,HNDFDS,622.15,619.78
2026-09-22 15:29,BRIGADE,616.55,612.29
2026-09-22 15:29,ANANTRAJ,610.1,607.14
2026-09-22 15:29,E2E,604.95,601.33
2026-09-22 15:29,MAXESTATES,595.05,594.33
2026-09-22 15:29,LCL,580.3,576.6
2026-09-22 15:29,WESTLIFE,574,573.23
2026-09-22 15:29,RAMRAT,562.75,561.46
2026-09-22 15:29,GOODLUCK,538.05,533.78
2026-09-22 15:29,MANYAVAR,535.35,532.26
2026-09-22 15:29,SAREGAMA,503.35,502.44
2026-09-22 15:29,ICIL,448.9,447.38
2026-09-22 15:29,UTLSOLAR,434.6,429.49
2026-09-22 15:29,APOLLO,406.75,405.22
2026-09-22 15:29,SETL,402.55,401.48
2026-09-22 15:29,CEIGALL,377.2,375.05
2026-09-22 15:29,NAZARA,370.45,369.54
2026-09-22 15:29,IIFLCAPS,345.05,344.13
2026-09-22 15:29,LALITHAA,336.1,335.66
2026-09-22 15:29,KTKBANK,331.5,326.8
2026-09-22 15:29,ENGINERSIN,302.55,295.38
2026-09-22 15:29,MILKYMIST,302.15,299.33
2026-09-22 15:29,PARKHOSPS,285.1,284.7
2026-09-22 15:29,SHADOWFAX,283.05,282.84
2026-09-22 15:29,HEG,248.5,246.8
2026-09-22 15:29,AEQUS,242.87,241.2
2026-09-22 15:29,SAPPHIRE,237.24,236.29
2026-09-22 15:29,WELSPUNLIV,221.51,220.49
2026-09-22 15:29,RAIN,219.54,218.01
2026-09-22 15:29,CANHLIFE,153.4,153.3
2026-09-22 15:29,DEVYANI,144.51,143.97
2026-09-22 15:29,RBA,93.64,93.45
2026-09-22 15:29,IBULLSLTD,29.51,29.39
2026-09-22 15:29,PCJEWELLER,13.58,13.31
