Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-22 15:29,NAUKRI,84061.2466,largecap,i.t,miscellaneous,0.5862,1322215
2026-09-22 15:29,WOCKPHARMA,35541.9121,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.0869,1006397
2026-09-22 15:29,CARBORUNIV,22457.279,largecap,industrials,abrasives and grinding wheels,2.7483,970152
2026-09-22 15:29,SAGILITY,21510.7041,largecap,i.t,computers - software - medium / small,-0.7399,7493649
2026-09-22 15:29,CAPLIPOINT,20953.3841,largecap,healthcare,pharmaceuticals - indian - formulations,0.7509,118478
2026-09-22 15:29,SHRIPISTON,20914.1785,largecap,auto,auto ancillaries,0.0865,52033
2026-09-22 15:29,USHAMART,16270.1759,midcap,metals & mining,steel - medium / small,-0.487,2758062
2026-09-22 15:29,SHADOWFAX,15958.183,midcap,transportation,couriers,3.7763,10724382
2026-09-22 15:29,PCBL,13548.8848,midcap,chemicals,chemicals,0.9874,1739256
2026-09-22 15:29,METROPOLIS,12303.079,midcap,healthcare,healthcare,-0.1685,107949
2026-09-22 15:29,HCG,10471.31,midcap,healthcare,healthcare,1.6753,99348
2026-09-22 15:29,VADILALIND,5329.7759,midcap,fmcg,food - processing - indian,2.468,48713
2026-09-22 15:29,AGI,5300.9799,midcap,industrials,packaging,3.216,476790
2026-09-22 15:29,NORTHARC,5157.8589,midcap,financials,finance & investments,-1.0183,649137
2026-09-22 15:29,VRLLOG,5112.5335,midcap,transportation,miscellaneous,-0.1711,99556
2026-09-22 15:29,JUNIPER,4960.0231,smallcap,services,hotels,-0.0538,118013
2026-09-22 15:29,LXCHEM,4923.8319,smallcap,chemicals,chemicals,0.2196,736074
2026-09-22 15:29,HARSHA,4259.9537,smallcap,industrials,engineering,-0.5984,187169
2026-09-22 15:29,SANATHAN,4050.5508,smallcap,textiles,textiles - cotton/blended,-1.792,34433
2026-09-22 15:29,JASH,3639.3263,smallcap,industrials,engineering,1.5367,2189614
2026-09-22 15:29,DPABHUSHAN,3247.4999,smallcap,consumer discretionary,diamond cutting / jewellery,3.2898,39075
2026-09-22 15:29,STEELCAS,3212.594,smallcap,industrials,castings & forgings,10.3008,1480419
