Date,Symbol,Changeinpercentage
2026-09-22 15:29,VHLTD-RE1,38.7755
2026-09-22 15:29,OPTIEMUS,20
2026-09-22 15:29,CUBEXTUB,19.9931
2026-09-22 15:29,RACE,19.992
2026-09-22 15:29,SILLYMONKS,19.9875
2026-09-22 15:29,REGAAL,16.5029
2026-09-22 15:29,SVGLOBAL,15.3282
2026-09-22 15:29,TRANSRAILL,15.198
2026-09-22 15:29,TCC,14.4162
2026-09-22 15:29,KSHITIJ-RE,14.2857
2026-09-22 15:29,GABRIEL,14.0355
2026-09-22 15:29,ARVEE,13.0225
2026-09-22 15:29,ISFT,12.9547
2026-09-22 15:29,KLBRENG-B,12.9348
2026-09-22 15:29,CREATIVEYE,12.6126
2026-09-22 15:29,ARIHANTCAP,11.4937
2026-09-22 15:29,ASTEC,10.4316
2026-09-22 15:29,GANDHITUBE,10.3266
2026-09-22 15:29,STEELCAS,10.3008
2026-09-22 15:29,DUCON-RE1,10.2564
2026-09-22 15:29,BLUESTONE,10.0479
2026-09-22 15:29,AASTHA,9.9852
2026-09-22 15:29,AHCL,9.9848
2026-09-22 15:29,ROSSTECH,9.8845
2026-09-22 15:29,DUCON,9.7744
2026-09-22 15:29,CHEMPLASTS,9.6594
2026-09-22 15:29,MEESHO,9.6007
2026-09-22 15:29,ALUFLUOR,9.1325
2026-09-22 15:29,AVTNPL,9.1293
2026-09-22 15:29,SSDL,9.008
2026-09-22 15:29,SHIVAUM,8.9938
2026-09-22 15:29,SINTERCOM,8.9027
2026-09-22 15:29,RPTECH,8.825
2026-09-22 15:29,SRGHFL,8.4906
2026-09-22 15:29,PBMPOLY,8.3333
2026-09-22 15:29,PACEDIGITK,8.3172
2026-09-22 15:29,ITDC,8.2522
2026-09-22 15:29,ADROITINFO,8.1778
2026-09-22 15:29,NIBL,8.034
2026-09-22 15:29,SHIVAAGRO,7.9566
2026-09-22 15:29,KPIGREEN,7.794
2026-09-22 15:29,CORDSCABLE,7.7529
2026-09-22 15:29,GTECJAINX,7.7302
2026-09-22 15:29,UMESLTD,7.5294
2026-09-22 15:29,MARALOVER,7.4556
2026-09-22 15:29,REGENCERAM,7.3501
2026-09-22 15:29,PASUPTAC,7.3065
2026-09-22 15:29,MANUGRAPH,7.2679
2026-09-22 15:29,CAPILLARY,7.243
2026-09-22 15:29,MACPOWER,7.2214
2026-09-22 15:29,SUNTV,7.114
2026-09-22 15:29,ARDEE,6.9844
2026-09-22 15:29,TURTLEMINT,6.9071
2026-09-22 15:29,INDSWFTLAB,6.8925
2026-09-22 15:29,JAINREC,6.7828
2026-09-22 15:29,SANSERA,6.7373
2026-09-22 15:29,BLEL,6.7114
2026-09-22 15:29,THAKDEV,6.705
2026-09-22 15:29,SGIL,6.4705
2026-09-22 15:29,UNIECOM,6.4234
2026-09-22 15:29,SVLL,6.3297
2026-09-22 15:29,CIFL,6.2438
2026-09-22 15:29,INDOMIM,6.1862
2026-09-22 15:29,PCJEWELLER,6.1767
2026-09-22 15:29,SHERVANI,6.1747
2026-09-22 15:29,LOYALTEX,6.1272
2026-09-22 15:29,ENGINERSIN,6.0649
2026-09-22 15:29,GEEKAYWIRE,5.9223
2026-09-22 15:29,DOLPHIN,5.8918
2026-09-22 15:29,ATLASCYCLE,5.8019
2026-09-22 15:29,VEDAVAAG,5.7619
2026-09-22 15:29,DCW,5.6081
2026-09-22 15:29,DAVANGERE,5.6075
2026-09-22 15:29,NPST,5.5431
2026-09-22 15:29,APOLLO,5.526
2026-09-22 15:29,PROTEAN,5.4899
2026-09-22 15:29,KTKBANK,5.3887
2026-09-22 15:29,FEDDERSHOL,5.383
2026-09-22 15:29,ADDIND,5.3537
2026-09-22 15:29,ZOTA,5.2958
2026-09-22 15:29,ONEPOINT,5.2807
2026-09-22 15:29,KIRANVYPAR,5.2432
2026-09-22 15:29,KUANTUM,5.2143
2026-09-22 15:29,PENINLAND,5.1884
2026-09-22 15:29,RBLBANK,5.169
2026-09-22 15:29,JSWINFRA,5.1487
2026-09-22 15:29,RELTD,5.0928
2026-09-22 15:29,NRL,4.9997
2026-09-22 15:29,KILITCH,4.9995
2026-09-22 15:29,PRADPME,4.9989
2026-09-22 15:29,LALITHAA,4.9984
2026-09-22 15:29,RAMCOSYS,4.9982
2026-09-22 15:29,CEMPRO,4.998
2026-09-22 15:29,PKTEA,4.9979
2026-09-22 15:29,ESDS,4.9977
2026-09-22 15:29,MILKYMIST,4.997
2026-09-22 15:29,KALYANI,4.9967
2026-09-22 15:29,PVP,4.9968
2026-09-22 15:29,ACSTECH,4.9964
2026-09-22 15:29,BLISSGVS,4.9958
2026-09-22 15:29,TIRUPATIFL,4.9958
2026-09-22 15:29,SIEL,4.9948
2026-09-22 15:29,TBZ,4.9945
2026-09-22 15:29,GSLSU,4.9932
2026-09-22 15:29,DSFCL,4.9927
2026-09-22 15:29,QUINT,4.9915
2026-09-22 15:29,STLNETWORK,4.99
2026-09-22 15:29,WEL,4.9882
2026-09-22 15:29,EASTSILK,4.9879
2026-09-22 15:29,VISL,4.987
2026-09-22 15:29,ICDSLTD,4.9864
2026-09-22 15:29,SUMEETINDS,4.985
2026-09-22 15:29,GFSTEELS,4.9794
2026-09-22 15:29,NEUEON,4.9789
