Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-04 15:29,INTERARCH,1707,2862.9553,smallcap,metals & mining,steel - medium / small,0.3409,33231
2026-09-04 15:29,GMBREW,919.85,2101.5742,smallcap,fmcg,breweries & distilleries,1.0214,40347
2026-09-04 15:29,ISGEC,787.35,5789.346,midcap,realty,engineering - turnkey services,2.1074,30774
2026-09-04 15:29,UPL,582.15,49143.3168,largecap,chemicals,pesticides / agrochemicals - indian,-0.5467,1730115
2026-09-04 15:29,COALINDIA,415.35,255968.9211,largecap,metals & mining,mining / minerals / metals,-1.1189,6126850
2026-09-04 15:29,TATAPOWER,368,117588.4953,largecap,power & utilities,power generation and supply,0.6289,3826383
2026-09-04 15:29,GUJAPOLLO,355.95,461.6672,smallcap,industrials,engineering,2.2992,12193
2026-09-04 15:29,ONGC,234.65,295196.2516,largecap,energy,oil drilling / allied services,-0.572,5338085
2026-09-04 15:29,GENESYS,230.88,964.8562,smallcap,i.t,computers - software - medium / small,3.7057,475906
2026-09-04 15:29,HUBTOWN,189.26,2689.397,smallcap,realty,construction,-1.5297,598031
2026-09-04 15:29,IGL,158.04,22125.6253,largecap,energy,miscellaneous,5.769,8174532
2026-09-04 15:29,ECOSMOBLTY,113.54,681.24,smallcap,miscellaneous,miscellaneous,-0.3423,79330
2026-09-04 15:29,CROWN,112.84,130.7816,smallcap,miscellaneous,miscellaneous,0.9302,37657
2026-09-04 15:29,KUANTUM,74.18,647.3216,smallcap,building materials,paper,-1.3039,61468
2026-09-04 15:29,GTPL,58.67,659.8206,smallcap,media,entertainment / electronic media software,1.2774,87796
2026-09-04 15:29,HGM,52.63,66.2873,smallcap,i.t,computers - software - medium / small,2.1149,31154
2026-09-04 15:29,RAJOOENG,51.59,921.7858,smallcap,industrials,engineering,4.9858,412844
2026-09-04 15:29,IOB,33.55,64605.8588,largecap,bank,banks - public sector,0.963,2673908
2026-09-04 15:29,MBLINFRA,24.3,378.7866,smallcap,realty,construction,-0.5728,25935
2026-09-04 15:29,DRCSYSTEMS,13.64,196.5269,smallcap,i.t,computers - software - medium / small,1.6393,37863
2026-09-04 15:29,BAIDFIN,10.12,164.0373,smallcap,financials,finance & investments,0.198,43775
2026-09-04 15:29,TECILCHEM,9.72,18.4327,smallcap,chemicals,chemicals,-2.6052,21289
2026-09-04 15:29,AKI,7.22,74.5147,smallcap,consumer discretionary,leather / leather products,9.8934,258805
2026-09-04 15:29,ORIENTALTL,5.31,39.0324,smallcap,services,trading,5.7769,322042
2026-09-04 15:29,LAKPRE,5.01,5.4818,smallcap,industrials,fasteners,4.8117,3002
2026-09-04 15:29,GAYAHWS,1.93,46.2528,smallcap,realty,construction,-1.5306,206145
2026-09-04 15:29,PARSVNATH,1.57,68.3234,smallcap,realty,construction,1.9481,127768
2026-09-04 15:29,FLFL,1.25,25.2219,smallcap,consumer discretionary,trading,2.459,107261
