GRANULES INDIA LTD,,,,,,,,,SCREENER.IN,
Narration,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00
Cash from Operating Activity,188.24,-0.65,262.24,476.19,432.48,332.06,738.75,439.41,866.57,793.25
Cash from Investing Activity,-326.09,-462.31,-269.82,-160.43,-277.26,-379.17,-191.62,-357.54,-689.05,-758.41
Cash from Financing Activity,55.87,528.62,-17.43,-212.86,-299.31,190,-440.29,7.66,-92.51,379.29
Net Cash Flow,-81.98,65.66,-25.01,102.9,-144.09,142.88,106.84,89.54,85.01,414.12
