date,time,group,% 3 quarter ago,% 2 quarter ago,% 1 quarter ago,% current quarter,change in % in 3 qtrs,change in % in 1 qtr
2026-09-04,15:29,PNBHOUSING,40.6976,43.0428,44.0872,45.7325,5.0349,1.6453
2026-09-04,15:29,POEL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,POLICYBZR,26.6172,29.5353,36.7327,40.4218,13.8046,3.6891
2026-09-04,15:29,POLYMED,13.5372,13.8383,15.5922,16.079,2.5418,0.4868
2026-09-04,15:29,POLYSPIN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,POWERGRID,18.5557,19.3886,20.2628,20.7012,2.1455,0.4384
2026-09-04,15:29,POWERICA,1.7e+308,1.7e+308,15.3698,16.5856,1.7e+308,1.2158
2026-09-04,15:29,PRADPME,1.7e+308,1.7e+308,0.0838,0.3266,1.7e+308,0.2428
2026-09-04,15:29,PRECWIRE,0.0125,0.0557,0.1089,0.1522,0.1397,0.0433
2026-09-04,15:29,PRESTIGE,19.6363,20.6873,20.9651,23.5164,3.8801,2.5513
2026-09-04,15:29,PRISMX,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PRUDENT,20.7543,21.4728,23.5847,23.948,3.1937,0.3633
2026-09-04,15:29,PSUBANK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PSUBANKADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PSUBNKBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PSUBNKIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PUNJABCHEM,0.5574,0.5592,0.6166,0.6329,0.0755,0.0163
2026-09-04,15:29,PVTBANIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PVTBANK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PVTBANKADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PVTBKGROWW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,QGOLDHALF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,QNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,QUAL30IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,QUALITY30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,RAINBOW,17.4598,19.4864,21.1315,22.5608,5.101,1.4293
2026-09-04,15:29,RAMBHAJO,1.7e+308,1.7e+308,1.7e+308,9.2196,1.7e+308,1.7e+308
2026-09-04,15:29,RECLTD,15.5537,15.9107,16.2753,17.0362,1.4825,0.7609
2026-09-04,15:29,REDTAPE,10.7663,10.8807,11.0051,11.7404,0.9741,0.7353
2026-09-04,15:29,RELCNX100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,RIR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ROHLTD,0.8076,0.8388,0.8674,0.9078,0.1002,0.0404
2026-09-04,15:29,RPGLIFE,6.695,7.0359,7.4487,8.6747,1.9797,1.226
2026-09-04,15:29,RRECL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,RTSPOWR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SAATVIKGL,8.047,9.3499,10.5193,10.9741,2.9271,0.4548
2026-09-04,15:29,SAB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SAHLIBHFI,1.7e+308,1.7e+308,0,1.2646,1.7e+308,1.2646
2026-09-04,15:29,SAICAPI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SAILIFE,29.9141,31.4095,31.5427,32.7133,2.7992,1.1706
2026-09-04,15:29,SAMBANDAM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SANOFICONR,17.2075,17.3317,17.5672,17.8602,0.6527,0.293
2026-09-04,15:29,SAYAJIIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIBPB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBICARD,17.7585,17.8473,18.1212,18.1264,0.3679,0.0052
2026-09-04,15:29,SBIETFCON,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIETFIT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIETFPB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIETFQLTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIFUNDS,1.7e+308,1.7e+308,1.7e+308,1.8081,1.7e+308,1.7e+308
2026-09-04,15:29,SBILIFE,18.6959,18.7245,19.1324,19.6622,0.9663,0.5298
2026-09-04,15:29,SBILIQETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIMIDMOM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBINEQWETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBINMID150,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBISILVER,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBISMLETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SBIVALETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SCHNEIDER,3.2841,3.2868,4.0744,4.6676,1.3835,0.5932
2026-09-04,15:29,SEIL,1.7e+308,1.7e+308,0.1642,0.1646,1.7e+308,0.0004
2026-09-04,15:29,SEKURITIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SELECTIPO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SENSEXADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SENSEXAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SENSEXBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SENSEXETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SENSEXIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SETF10GILT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SETFGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SETFNIF50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SETFNIFBK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SETFNN50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SGLRES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SGRL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHANTI-RE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHARIABEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHERVANI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHILCTECH,0.337,1.4874,1.9109,1.9497,1.6127,0.0388
2026-09-04,15:29,SHILGRAVQ,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHIPROCKET,1.7e+308,1.7e+308,1.7e+308,70.9674,1.7e+308,1.7e+308
2026-09-04,15:29,SHIVAAGRO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHIVACEM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHRADDHA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHRJAGP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SHUKRAPHAR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SIEL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SIEMENS,8.0465,8.3584,8.593,9.0895,1.043,0.4965
2026-09-04,15:29,SILVER,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVER1,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVER360,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERAG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERBND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERCASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SILVERIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SIMPLEXINF,5.6592,5.8,5.8181,6.5972,0.938,0.7791
2026-09-04,15:29,SIMPLXREA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SKIPPER,0.4883,0.7975,1.6561,1.9196,1.4313,0.2635
2026-09-04,15:29,SMALL250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SMALLADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SMALLCAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SMALLGROWW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SMALLIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SML100CASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SMLMAH,0.632,0.6442,1.5602,2.4303,1.7983,0.8701
2026-09-04,15:29,SNXT30BEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SNXT50BETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SONACOMS,40.132,40.733,41.4609,41.6112,1.4792,0.1503
2026-09-04,15:29,SPELS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SRF,19.5675,20.2174,21.2058,22.4751,2.9076,1.2693
2026-09-04,15:29,SRIKPRIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,STEELCAS,1.1049,2.2246,2.5283,2.5539,1.449,0.0256
2026-09-04,15:29,STLSTRINF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,STYRENIX,12.7936,15.7504,17.3315,17.4426,4.649,0.1111
2026-09-04,15:29,SUDARSCHEM,24.1858,24.606,24.9009,26.423,2.2372,1.5221
2026-09-04,15:29,SUMEDHA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SUMICHEM,8.4667,8.6534,8.9825,9.3309,0.8642,0.3484
2026-09-04,15:29,SUMMITSEC,0.4304,0.4496,0.4581,0.4584,0.028,0.0003
2026-09-04,15:29,SUNDROP,5.31,5.3333,5.5557,5.7883,0.4783,0.2326
2026-09-04,15:29,SUNLOC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SUNPHARMA,20.236,20.8193,21.1069,22.1763,1.9403,1.0694
2026-09-04,15:29,SUNRAKSHAK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SUNSHIEL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SUPTANERY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SVGLOBAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SWARAJ,1.7e+308,1.7e+308,1.7e+308,0.5924,1.7e+308,1.7e+308
2026-09-04,15:29,SWARNSAR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SWIGGY,13.5433,15.954,22.5321,27.3842,13.8409,4.8521
2026-09-04,15:29,SWISSMLTRY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,SYNGENE,24.6203,25.8359,26.438,28.0163,3.396,1.5783
2026-09-04,15:29,TALBROAUTO,0.0244,0.0902,0.0914,0.1864,0.162,0.095
2026-09-04,15:29,TANAA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TARC,5.8145,6.3126,6.4003,6.4413,0.6268,0.041
2026-09-04,15:29,TATACONSUM,22.2148,23.483,24.1972,25.0165,2.8017,0.8193
2026-09-04,15:29,TATAGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TATAPOWER,16.6669,17.5331,18.2877,18.4375,1.7706,0.1498
2026-09-04,15:29,TATSILV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TCPLPACK,12.1505,12.666,13.5692,13.6929,1.5424,0.1237
2026-09-04,15:29,TCS,12.6983,12.876,13.4147,13.4764,0.7781,0.0617
2026-09-04,15:29,TECH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TECHNOCRAF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TERAI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TGVSL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TI,3.8138,4.9019,5.9154,6.2728,2.459,0.3574
2026-09-04,15:29,TIMETECHNO,13.1877,16.6989,17.3663,17.5689,4.3812,0.2026
2026-09-04,15:29,TIMEX,1.7e+308,1.7e+308,0.5106,1.3804,1.7e+308,0.8698
2026-09-04,15:29,TIRUMALCHM,9.3223,9.4744,9.9366,10.0713,0.749,0.1347
2026-09-04,15:29,TITAN,14.166,15.0053,15.0391,15.3402,1.1742,0.3011
2026-09-04,15:29,TMCV,1.7e+308,17.227,17.8933,18.5087,1.7e+308,0.6154
2026-09-04,15:29,TNIDETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TOP100CASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TOP10ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TOP15IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TOP20,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TOYAMSL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TRANSCOR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TRAVELFOOD,8.0373,8.8397,9.7107,10.0237,1.9864,0.313
2026-09-04,15:29,TRENT,19.9864,21.5062,22.3694,23.2756,3.2892,0.9062
2026-09-04,15:29,TRIDENT,0.1452,0.1938,0.2262,0.2517,0.1065,0.0255
2026-09-04,15:29,TRITONV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TTML,0.1271,0.1357,0.1423,0.1821,0.055,0.0398
2026-09-04,15:29,TURTLEMINT,1.7e+308,1.7e+308,1.7e+308,13.4415,1.7e+308,1.7e+308
2026-09-04,15:29,TUTIALKA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,TWCGOLDETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,UDAYJEW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,UJJIVANSFB,20.1326,28.6785,31.1266,33.4512,13.3186,2.3246
2026-09-04,15:29,UNIONGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,UNITDSPR,14.9095,15.3734,15.3739,17.1548,2.2453,1.7809
2026-09-04,15:29,UPHOT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,URAVIDEF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,USHAMART,12.1044,13.9033,14.5882,15.0243,2.9199,0.4361
2026-09-04,15:29,UTLSOLAR,1.7e+308,4.7168,5.6003,5.9819,1.7e+308,0.3816
2026-09-04,15:29,VADILENT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VAL30IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VALUE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VALUEAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VAML,1.7e+308,1.7e+308,1.7e+308,13.9717,1.7e+308,1.7e+308
2026-09-04,15:29,VASUPRADA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VBL,11.7875,13.5557,14.4035,15.2095,3.422,0.806
2026-09-04,15:29,VEDAVAAG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VEDPOWER,1.7e+308,1.7e+308,1.7e+308,13.0687,1.7e+308,1.7e+308
2026-09-04,15:29,VENUSPIPES,15.138,17.3509,17.489,17.8101,2.6721,0.3211
2026-09-04,15:29,VGCL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VIJAYA,25.3384,28.5942,29.9334,31.6057,6.2673,1.6723
2026-09-04,15:29,VIJSOLX,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VINCOFE,6.2542,6.2702,7.6285,9.5857,3.3315,1.9572
2026-09-04,15:29,VIRAT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VIRTUALG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VISHNU,5.5935,5.7076,5.7156,5.9432,0.3497,0.2276
2026-09-04,15:29,VISL,1.7e+308,1.7e+308,1.7e+308,12.1553,1.7e+308,1.7e+308
2026-09-04,15:29,VIVIANA,1.7e+308,1.7e+308,0.0316,0.4128,1.7e+308,0.3812
2026-09-04,15:29,VIVOBIOT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VOEPL,1.7e+308,1.7e+308,1.7e+308,0.7908,1.7e+308,1.7e+308
2026-09-04,15:29,VOGL,1.7e+308,1.7e+308,1.7e+308,8.6928,1.7e+308,1.7e+308
2026-09-04,15:29,VOITHPAPR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,VOLTAMP,29.7482,31.44,31.7119,33.911,4.1628,2.1991
2026-09-04,15:29,VOLTAS,35.8266,37.8931,38.3972,39.0525,3.2259,0.6553
2026-09-04,15:29,VTMLTD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,WARDINMOBI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,WELSPLSOL,1.7e+308,1.7e+308,0.0025,0.056,1.7e+308,0.0535
2026-09-04,15:29,WESTLIFE,24.7858,25.503,27.2594,28.3083,3.5225,1.0489
2026-09-04,15:29,WEWIN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,WEWORK,19.0598,24.8366,25.6129,25.8972,6.8374,0.2843
2026-09-04,15:29,WHBRADY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,WPIL,1.7e+308,1.7e+308,2.5882,2.7743,1.7e+308,0.1861
2026-09-04,15:29,WSTCSTPAPR,12.6154,12.6587,13.1103,13.6304,1.015,0.5201
2026-09-04,15:29,XTRANET,1.7e+308,1.7e+308,1.7e+308,0,1.7e+308,1.7e+308
2026-09-04,15:29,YASHO,0.9561,1.0508,1.969,2.2112,1.2551,0.2422
2026-09-04,15:29,YOGI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
