date,time,group,% 3 quarter ago,% 2 quarter ago,% 1 quarter ago,% current quarter,change in % in 3 qtrs,change in % in 1 qtr
2026-09-04,15:29,FMGOETZE,0.4352,0.4519,0.4978,0.4995,0.0643,0.0017
2026-09-04,15:29,FREDUN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,FSL,23.9428,24.624,25.197,25.4126,1.4698,0.2156
2026-09-04,15:29,GALAXYSURF,12.9027,13.0451,13.1003,13.5176,0.6149,0.4173
2026-09-04,15:29,GEECEE,0.1039,0.1119,0.1291,0.1322,0.0283,0.0031
2026-09-04,15:29,GENESYS-RE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GILT10BETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GILT5BETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GILT5YBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GKB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GKWLIMITED,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GMMPFAUDLR,16.2093,16.2996,17.5858,18.4177,2.2084,0.8319
2026-09-04,15:29,GODREJCP,13.5827,16.484,18.0008,19.5904,6.0077,1.5896
2026-09-04,15:29,GOLD1,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLD360,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDBND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDCASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOLDIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GOODLUCK,2.0603,3.2195,4.4114,6.5013,4.441,2.0899
2026-09-04,15:29,GROWWCAPM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWCHEM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWDEFNC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWEV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWHOSPI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWLIQID,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWLOVOL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWMC150,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWMETAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWMOM50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWN200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWNET,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWNXT50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWPOWER,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWPSE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWPSUBK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWRAIL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWRLTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWSC250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GROWWSLVR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GSEC10ABSL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GSEC10ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GSEC10IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GSEC10YEAR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GSEC5IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GULPOLY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,GYFTR,1.7e+308,1.7e+308,1.7e+308,4.415,1.7e+308,1.7e+308
2026-09-04,15:29,HAL,8.7272,9.7419,10.5026,11.9796,3.2524,1.477
2026-09-04,15:29,HALDYNGL,1.7e+308,1.7e+308,1.8027,2.0298,1.7e+308,0.2271
2026-09-04,15:29,HALEOSLABS,0.0264,0.2905,0.2954,0.3131,0.2867,0.0177
2026-09-04,15:29,HAMPTON,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HAVELLS,15.5255,16.7056,17.729,18.2624,2.7369,0.5334
2026-09-04,15:29,HAWKINCOOK,1.7e+308,1.7e+308,15.8296,16.0167,1.7e+308,0.1871
2026-09-04,15:29,HAZOOR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HBPOR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCBANK,31.4094,32.2205,34.9308,36.3376,4.9282,1.4068
2026-09-04,15:29,HDFCBSE500,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCGROWTH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCLIFE,14.5954,15.2394,17.2493,20.1913,5.5959,2.942
2026-09-04,15:29,HDFCLIQUID,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCLOWVOL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCMID150,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCMOMENT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNEXT50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNIF100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNIFBAN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNIFIT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCNIMEG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCPSUBK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCPVTBAN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCQUAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCSENSEX,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCSILVER,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCSML250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HDFCVALUE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HEALTHADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HEALTHAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HEALTHCARE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HEALTHIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HEALTHY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HERITGFOOD,4.3154,4.8712,6.2158,6.379,2.0636,0.1632
2026-09-04,15:29,HEXAGON,1.7e+308,1.7e+308,0.6722,6.4286,1.7e+308,5.7564
2026-09-04,15:29,HEXT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HIKAL,4.025,5.1586,7.0523,7.2353,3.2103,0.183
2026-09-04,15:29,HILINFRA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HINDADH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HINDALUMI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HMAAGRO,0.6275,1.3424,1.407,3.4588,2.8313,2.0518
2026-09-04,15:29,HNGSNGBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HRYNSHP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HSBCGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,HYBRIDETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IBMFNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ICICIB22,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ICICIBANK,36.8365,38.2243,40.1638,42.5281,5.6916,2.3643
2026-09-04,15:29,ICICINIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IDFNIFTYET,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IKS,4.8916,6.0622,6.4041,7.4951,2.6035,1.091
2026-09-04,15:29,IMFA,0.2158,0.6437,0.8231,0.8765,0.6607,0.0534
2026-09-04,15:29,INA,1.7e+308,0.5496,0.736,1.2751,1.7e+308,0.5391
2026-09-04,15:29,INDHOTEL,19.5497,20.7897,22.7014,24.5909,5.0412,1.8895
2026-09-04,15:29,INDIAVIX,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INDIGO,24.6596,28.1294,31.1803,31.8891,7.2295,0.7088
2026-09-04,15:29,INDIGOPNTS,19.6798,21.1324,23.0018,25.2464,5.5666,2.2446
2026-09-04,15:29,INDNIPPON,0.0045,0.0601,0.0642,0.2226,0.2181,0.1584
2026-09-04,15:29,INDOKEM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INDOMIM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INDUSTOWER,18.2441,18.9532,19.6786,21.4499,3.2058,1.7713
2026-09-04,15:29,INFRA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INFRABEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INFRAIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INGERRAND,8.188,8.2015,8.208,8.9726,0.7846,0.7646
2026-09-04,15:29,INNOVANA,0.5016,1.0886,1.0906,1.5162,1.0146,0.4256
2026-09-04,15:29,INNOVISION,1.7e+308,0,5.0247,5.2056,1.7e+308,0.1809
2026-09-04,15:29,INSUREIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,INTERNET,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IPRINGLTD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IRFC,1.4869,1.5501,2.8951,3.9766,2.4897,1.0815
2026-09-04,15:29,ISTLTD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITI,7.934,7.9366,7.9472,7.9525,0.0185,0.0053
2026-09-04,15:29,ITIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ITL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IVZINGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,IVZINNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,JAGSNPHARM,0.0875,0.1495,0.2247,0.6205,0.533,0.3958
2026-09-04,15:29,JENBURPH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,JINDALSTEL,18.7387,19.0895,19.1304,19.5248,0.7861,0.3944
2026-09-04,15:29,JKPAPER,5.5739,5.8594,6.1443,6.2713,0.6974,0.127
2026-09-04,15:29,JNPR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,JSWCEMENT,7.885,8.0913,8.7366,11.4862,3.6012,2.7496
2026-09-04,15:29,JSWDULUX,13.7671,20.5832,21.7803,21.9665,8.1994,0.1862
2026-09-04,15:29,JUBLFOOD,33.2498,34.9767,36.5778,39.5872,6.3374,3.0094
2026-09-04,15:29,JUBLINGREA,23.0623,24.0206,24.7808,25.0081,1.9458,0.2273
2026-09-04,15:29,JUBLPHARMA,10.5215,11.2247,11.6228,12.3994,1.8779,0.7766
2026-09-04,15:29,JUNIORBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,JYOTIRES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KAMANWALA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KANCOTEA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KAYA,2.5295,2.7877,2.953,2.986,0.4565,0.033
2026-09-04,15:29,KFINTECH,24.8047,24.8693,25.2257,27.3074,2.5027,2.0817
2026-09-04,15:29,KISSHT,1.7e+308,1.7e+308,1.7e+308,19.0435,1.7e+308,1.7e+308
2026-09-04,15:29,KJMCFIN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KLBRENG-B,1.7e+308,1.7e+308,7.4924,7.6407,1.7e+308,0.1483
2026-09-04,15:29,KMCSHIL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KNACK,1.7e+308,1.7e+308,1.7e+308,4.9694,1.7e+308,1.7e+308
2026-09-04,15:29,KOTAKBANK,29.6127,32.0077,32.8808,37.7097,8.097,4.8289
2026-09-04,15:29,KOTAKNIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KOTARISUG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KPL,1.7e+308,1.7e+308,0.3597,0.5626,1.7e+308,0.2029
2026-09-04,15:29,KRN,6.2099,6.3568,6.3905,8.3267,2.1168,1.9362
2026-09-04,15:29,KRONOX,1.9342,2.0009,2.0548,2.073,0.1388,0.0182
2026-09-04,15:29,KSE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,KSL,10.7479,11.1063,11.148,11.4868,0.7389,0.3388
2026-09-04,15:29,KUSUMGAR,1.7e+308,1.7e+308,1.7e+308,10.0298,1.7e+308,1.7e+308
2026-09-04,15:29,LADDERUP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LAKSHMIMIL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LALPATHLAB,18.4865,19.2137,21.3898,21.6061,3.1196,0.2163
2026-09-04,15:29,LARGEMID50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LASERPOWER,1.7e+308,1.7e+308,1.7e+308,8.1836,1.7e+308,1.7e+308
2026-09-04,15:29,LCL,1.7e+308,1.7e+308,1.7e+308,20.2342,1.7e+308,1.7e+308
2026-09-04,15:29,LEAPIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LEENEE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICMFGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICNETFGSC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICNETFN50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICNETFSEN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICNFNHGP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LICNMID100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQGRWBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUID,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUID1,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDBETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDCASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDPLUS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDSBI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LIQUIDSHRI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LKPSEC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LLOYDSENGG,0.1604,0.1609,0.1849,0.2388,0.0784,0.0539
2026-09-04,15:29,LOTUSCHO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LOWVOL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LOWVOL1,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LOWVOLIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LTFOODS,8.3445,9.6293,10.2969,10.836,2.4915,0.5391
2026-09-04,15:29,LTGILTBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,LTGILTCASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,M&M,29.5546,30.0226,31.0416,32.174,2.6194,1.1324
2026-09-04,15:29,MADHAVIPL,1.7e+308,1.7e+308,0,0.0417,1.7e+308,0.0417
2026-09-04,15:29,MAFANG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MAHKTECH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MAKEINDIA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MAKERSL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MANAPPURAM,9.1664,11.1407,12.9735,14.8513,5.6849,1.8778
2026-09-04,15:29,MANBRO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MANIPALHOS,1.7e+308,1.7e+308,1.7e+308,18.5719,1.7e+308,1.7e+308
2026-09-04,15:29,MANKIND,11.9213,13.2481,14.4571,15.3889,3.4676,0.9318
2026-09-04,15:29,MANUFGBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MARSONS,1.7e+308,0,0.1453,0.1685,1.7e+308,0.0232
2026-09-04,15:29,MASPTOP50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MASTEK,11.5265,12.6534,19.0263,19.8621,8.3356,0.8358
2026-09-04,15:29,MAXHEALTH,20.0322,21.2041,26.3206,29.9575,9.9253,3.6369
2026-09-04,15:29,MAXIND,1.4298,1.5797,1.6269,1.6594,0.2296,0.0325
2026-09-04,15:29,MEDANTA,12.9789,13.9986,14.765,16.8902,3.9113,2.1252
2026-09-04,15:29,MEDICAPQ,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MEDPLUS,26.5178,26.5742,27.8159,29.9469,3.4291,2.131
2026-09-04,15:29,MEESHO,3.6093,5.2785,5.5542,9.1406,5.5313,3.5864
2026-09-04,15:29,MENNPIS,1.7e+308,1.7e+308,0,0.0333,1.7e+308,0.0333
2026-09-04,15:29,MERCURYEV,1.7e+308,1.7e+308,1.7e+308,0.0111,1.7e+308,1.7e+308
2026-09-04,15:29,METAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,METALIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MID150,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MID150BEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MID150CASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDBANKADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDCAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDCAPADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDCAPBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDCAPETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDCAPIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDQ50ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDSELIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDSMALL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MIDWESTLTD,12.5113,13.7084,13.7837,14.5626,2.0513,0.7789
