date,time,group,% 3 qtr ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtrs
2026-09-04,15:29,FIRSTCRY,0,0,0,0,0
2026-09-04,15:29,FISCHER,61.7969,61.7969,62.1471,62.1471,0.3502
2026-09-04,15:29,FIVESTAR,18.5706,18.5631,18.6109,18.6106,0.04
2026-09-04,15:29,FLUOROCHEM,61.3936,61.3936,61.3936,61.3936,0
2026-09-04,15:29,FMGOETZE,74.9845,74.9845,74.9845,74.9845,0
2026-09-04,15:29,FMNL,66.9203,66.9203,68.4796,69.9519,3.0316
2026-09-04,15:29,FOCUS,55.2822,55.314,55.4248,55.4248,0.1426
2026-09-04,15:29,FOODSIN,25.3794,25.3964,25.3887,25.3887,0.0093
2026-09-04,15:29,FORTIS,31.1665,31.1667,31.1667,31.1667,0.0002
2026-09-04,15:29,FSL,53.6559,53.6559,53.6559,53.6559,0
2026-09-04,15:29,GABRIEL,55,55,55.0266,63.5493,8.5493
2026-09-04,15:29,GAIL,51.5213,51.5213,51.5213,51.5213,0
2026-09-04,15:29,GALLANTT,68.9315,69.8326,69.9989,70.0306,1.0991
2026-09-04,15:29,GANDHAR,65.0087,66.1757,66.4696,66.598,1.5893
2026-09-04,15:29,GANDHITUBE,73.5291,73.5291,73.5291,73.5291,0
2026-09-04,15:29,GANESHCP,64.0776,64.0776,64.0776,65.6495,1.5719
2026-09-04,15:29,GANGESSECU,66.6358,66.6358,66.6358,66.6358,0
2026-09-04,15:29,GARFIBRES,52.9982,53.3622,53.3622,54.2462,1.248
2026-09-04,15:29,GATEWAY,32.3217,32.3217,33.9242,33.9242,1.6025
2026-09-04,15:29,GAYAHWS,61.1532,61.1532,61.1532,61.1532,0
2026-09-04,15:29,GAYAPROJ,3.9445,3.9445,3.9445,23.559,19.6145
2026-09-04,15:29,GEECEE,67.7129,67.7129,67.7129,67.7129,0
2026-09-04,15:29,GEEKAYWIRE,58.6936,58.7108,59.7727,60.4656,1.772
2026-09-04,15:29,GEMAROMA,55.065,55.065,57.0081,57.446,2.381
2026-09-04,15:29,GENUSPAPER,50.8404,50.8404,50.8404,50.8404,0
2026-09-04,15:29,GESHIP,30.0743,30.0743,30.0743,30.0743,0
2026-09-04,15:29,GFSTEELS,70.1763,70.1808,70.1808,70.1808,0.0045
2026-09-04,15:29,GHCL,18.975,19.829,19.8686,19.8278,0.8528
2026-09-04,15:29,GHCLTEXTIL,19.1604,19.1604,19.2013,19.2013,0.0409
2026-09-04,15:29,GILLETTE,74.9965,74.9965,74.9965,74.9965,0
2026-09-04,15:29,GIPCL,56.5669,56.5669,56.5669,56.5669,0
2026-09-04,15:29,GKENERGY,79.1951,79.1951,79.1951,79.1951,0
2026-09-04,15:29,GLAXO,75,75,75,75,0
2026-09-04,15:29,GLENMARK,46.6451,46.6506,46.6521,46.6538,0.0087
2026-09-04,15:29,GLFL,45.6659,45.6659,45.6659,45.6659,0
2026-09-04,15:29,GLOBAL,72.0011,72.5,72.7286,72.7286,0.7275
2026-09-04,15:29,GLOBALE,65.4329,65.4329,65.4329,65.4329,0
2026-09-04,15:29,GLOBALVECT,75,75,75,75,0
2026-09-04,15:29,GLOBE,32.8445,34.3453,34.3453,34.3453,1.5008
2026-09-04,15:29,GLOBECIVIL,63.4057,63.4057,63.4057,63.4364,0.0307
2026-09-04,15:29,GLOSTERLTD,72.6286,72.6286,72.6525,72.6824,0.0538
2026-09-04,15:29,GLOTTIS,74.2274,74.2274,74.2274,74.2274,0
2026-09-04,15:29,GMDCLTD,74,74,74,74,0
2026-09-04,15:29,GMMPFAUDLR,25.1801,25.1801,25.1801,25.1801,0
2026-09-04,15:29,GMRAIRPORT,66.2402,66.2402,66.3263,67.1616,0.9214
2026-09-04,15:29,GOACARBON,59.7198,59.7198,59.7198,59.7198,0
2026-09-04,15:29,GOCOLORS,52.785,52.785,54.2031,55.447,2.662
2026-09-04,15:29,GODAVARIB,63.3112,63.3112,63.3112,63.3112,0
2026-09-04,15:29,GODFRYPHLP,72.5806,72.5806,72.5806,72.5806,0
2026-09-04,15:29,GODREJAGRO,67.5335,67.6488,67.7434,67.7425,0.209
2026-09-04,15:29,GODREJIND,71.3065,74.6356,74.6356,74.6356,3.3291
2026-09-04,15:29,GODREJPROP,46.6968,47.0537,47.1678,51.6602,4.9634
2026-09-04,15:29,GOKUL,72.806,72.806,73.5373,73.5994,0.7934
2026-09-04,15:29,GOKULAGRO,73.6712,74.2418,74.2418,74.2418,0.5706
2026-09-04,15:29,GOLDENTOBC,29.7662,29.7662,29.7662,29.7662,0
2026-09-04,15:29,GOODYEAR,74,74,74,74,0
2026-09-04,15:29,GOYALALUM,69.941,69.941,69.941,69.941,0
2026-09-04,15:29,GPPL,44.0052,44.0052,44.0052,44.0052,0
2026-09-04,15:29,GPTINFRA,69.2197,69.3675,69.3675,69.3675,0.1478
2026-09-04,15:29,GRASIM,43.1119,43.2185,43.7379,43.7379,0.626
2026-09-04,15:29,GRAUWEIL,69.0343,69.0343,69.0343,69.0443,0.01
2026-09-04,15:29,GRAVITA,55.8849,55.8849,55.8849,55.8849,0
2026-09-04,15:29,GREENPANEL,53.1296,53.1296,53.1296,53.2639,0.1343
2026-09-04,15:29,GREENPLY,51.6878,51.7962,51.8946,51.9252,0.2374
2026-09-04,15:29,GRINFRA,74.685,74.685,74.685,74.685,0
2026-09-04,15:29,GRSE,74.5,74.5,74.5,74.5,0
2026-09-04,15:29,GRWRHITECH,60.7168,60.7168,60.7168,60.7168,0
2026-09-04,15:29,GSFC,37.844,37.844,37.844,37.844,0
2026-09-04,15:29,GSS,12.7143,12.7143,12.7143,12.7143,0
2026-09-04,15:29,GTECJAINX,61.2561,61.2561,61.2561,61.2561,0
2026-09-04,15:29,GTL,14.2918,14.2918,14.2918,14.2918,0
2026-09-04,15:29,GUFICBIO,72.5033,72.5033,72.5033,72.5033,0
2026-09-04,15:29,GUJALKALI,46.2796,46.2796,47.2796,47.2796,1
2026-09-04,15:29,GUJRAFFIA,39.6013,39.6013,39.6013,39.6013,0
2026-09-04,15:29,GUJTHEM,70.8649,70.8649,70.8649,70.8649,0
2026-09-04,15:29,GVKPIL,54.2505,54.2505,54.2505,54.2505,0
2026-09-04,15:29,HAL,71.6388,71.6388,71.6388,71.6388,0
2026-09-04,15:29,HALEOSLABS,71.4054,71.7952,72.1062,72.1062,0.7008
2026-09-04,15:29,HAPPSTMNDS,44.2118,44.2118,44.2118,44.2118,0
2026-09-04,15:29,HARDWYN,43.7673,43.7673,43.7673,43.7673,0
2026-09-04,15:29,HARIOMPIPE,57.2634,57.2634,57.2634,57.2634,0
2026-09-04,15:29,HARRMALAYA,54.1191,54.1191,54.1191,54.1191,0
2026-09-04,15:29,HATSUN,73.1669,73.1669,73.1669,73.1669,0
2026-09-04,15:29,HBLENGINE,59.1109,59.1109,59.1109,59.1109,0
2026-09-04,15:29,HBSL,53.2154,53.2154,53.2154,53.2154,0
2026-09-04,15:29,HCG,63.7753,63.7718,64.209,64.209,0.4337
2026-09-04,15:29,HCL-INSYS,62.8873,62.8873,62.8873,62.8873,0
2026-09-04,15:29,HCLTECH,60.8144,60.8144,60.8555,60.8812,0.0668
2026-09-04,15:29,HDFCBANK,0,0,0,0,0
2026-09-04,15:29,HDFCLIFE,50.2458,50.2102,50.2054,50.5353,0.2895
2026-09-04,15:29,HDIL,36.4861,39.2841,39.2841,41.8459,5.3598
2026-09-04,15:29,HEG,55.7785,56.131,56.2806,56.2806,0.5021
2026-09-04,15:29,HEIDELBERG,69.3891,69.3891,69.3891,69.3891,0
2026-09-04,15:29,HERITGFOOD,41.3032,41.3032,41.3032,41.3032,0
2026-09-04,15:29,HEXATRADEX,92.1273,92.1273,92.1273,92.1273,0
2026-09-04,15:29,HGINFRA,71.7805,71.7805,71.7805,71.7805,0
2026-09-04,15:29,HGS,67.9861,67.9861,67.9861,67.9861,0
2026-09-04,15:29,HILTON,7.7062,7.7062,13.7051,18.5584,10.8522
2026-09-04,15:29,HIMATSEIDE,37.481,37.481,37.481,37.481,0
2026-09-04,15:29,HINDALCO,34.6411,34.6411,34.6411,34.6607,0.0196
2026-09-04,15:29,HINDCOMPOS,74.975,74.975,74.975,74.975,0
2026-09-04,15:29,HINDCON,68.7092,68.7141,68.7641,68.8129,0.1037
2026-09-04,15:29,HINDCOPPER,66.1424,66.1424,66.1424,66.1424,0
2026-09-04,15:29,HINDPETRO,54.9044,54.9044,54.9044,54.9044,0
2026-09-04,15:29,HINDUNILVR,61.9007,61.9007,61.9007,61.9007,0
2026-09-04,15:29,HITECHCORP,74.4335,74.4336,74.4336,74.4336,0.0001
2026-09-04,15:29,HLEGLAS,65.6385,65.6385,65.6385,65.6385,0
2026-09-04,15:29,HLVLTD,39.0742,39.0742,39.0742,39.0742,0
2026-09-04,15:29,HMVL,74.3957,74.3957,74.3957,74.3957,0
2026-09-04,15:29,HNDFDS,61.3105,61.3105,61.3105,61.847,0.5365
2026-09-04,15:29,HONASA,34.9745,35.5437,35.5437,35.4723,0.4978
2026-09-04,15:29,HONAUT,75,75,75,75,0
2026-09-04,15:29,HONDAPOWER,66.6662,66.6662,66.6662,66.6662,0
2026-09-04,15:29,HPAL,71.3479,71.3479,71.3479,71.3479,0
2026-09-04,15:29,HPIL,74.8501,74.8501,74.8501,74.8501,0
2026-09-04,15:29,HSCL,51.5732,52.4974,52.495,52.495,0.9218
2026-09-04,15:29,HUHTAMAKI,67.734,67.734,67.734,67.734,0
2026-09-04,15:29,HYBRIDFIN,64.0181,64.0181,64.0181,64.0181,0
2026-09-04,15:29,HYUNDAI,82.5,82.5,82.5,82.5,0
2026-09-04,15:29,IBULLSLTD,27.4562,32.8859,32.8859,32.9093,5.4531
2026-09-04,15:29,ICDSLTD,51.3912,51.3912,51.3912,51.3912,0
2026-09-04,15:29,ICIL,58.7449,58.7449,58.7449,58.7449,0
2026-09-04,15:29,ICRA,51.8651,51.8651,51.8651,51.8651,0
2026-09-04,15:29,IDBI,94.7135,94.7135,94.7135,94.7135,0
2026-09-04,15:29,IDEA,25.5695,25.5695,25.6418,25.6418,0.0723
2026-09-04,15:29,IEX,0,0,0,0,0
2026-09-04,15:29,IFBAGRO,65.0006,65.0006,65.0006,65.0006,0
2026-09-04,15:29,IFBIND,74.9608,74.9608,74.9608,74.9608,0
2026-09-04,15:29,IFCI,72.5705,72.5705,72.5705,72.5705,0
2026-09-04,15:29,IFGLEXPOR,72.4342,72.4342,72.4342,72.4342,0
2026-09-04,15:29,IGCL,69.0499,69.0499,69.0499,69.0499,0
2026-09-04,15:29,IGIL,76.5541,76.5541,76.5541,76.5541,0
2026-09-04,15:29,IGL,45,45,45,45,0
2026-09-04,15:29,IGPL,68.736,68.736,68.736,68.736,0
2026-09-04,15:29,IITL,45.9453,46.8773,49.1037,49.9198,3.9745
2026-09-04,15:29,IKIO,72.4951,72.4951,72.547,72.547,0.0519
2026-09-04,15:29,IKS,63.7227,63.7227,63.7227,63.7227,0
2026-09-04,15:29,IL&FSENGG,42.2517,42.2517,42.2517,42.2517,0
2026-09-04,15:29,IL&FSTRANS,73.2153,73.2153,73.2153,73.2153,0
2026-09-04,15:29,IMAGICAA,74.0155,74.0155,74.0155,74.0155,0
2026-09-04,15:29,IMPAL,33.8144,33.8144,33.8144,35.2069,1.3925
2026-09-04,15:29,IMPEXFERRO,69.1047,69.1047,69.1047,69.1047,0
2026-09-04,15:29,INCREDIBLE,74.9615,74.9615,74.9615,74.9615,0
2026-09-04,15:29,INDGN,0,0,0,0,0
2026-09-04,15:29,INDIANB,73.8364,73.8364,73.8364,73.8364,0
2026-09-04,15:29,INDIANCARD,67.3302,67.3302,67.3302,67.3302,0
2026-09-04,15:29,INDIANHUME,72.3389,72.3389,72.3389,72.3389,0
2026-09-04,15:29,INDIGOPNTS,53.8778,53.8778,53.8778,53.8778,0
2026-09-04,15:29,INDOAMIN,58.4183,58.4183,58.4184,58.4184,0.0001
2026-09-04,15:29,INDOFARM,69.4413,69.805,70.461,70.6275,1.1862
2026-09-04,15:29,INDORAMA,74.8411,74.8411,74.8411,74.8411,0
2026-09-04,15:29,INDOWIND,47.1614,47.8177,48.1966,48.1966,1.0352
2026-09-04,15:29,INDSWFTLAB,39.4972,39.4972,42.9937,42.9319,3.4347
2026-09-04,15:29,INDTERRAIN,31.5503,31.5496,31.5503,31.5503,0
2026-09-04,15:29,INDUSTOWER,51.0323,51.0323,51.2557,51.2557,0.2234
2026-09-04,15:29,INGERRAND,75,75,75,75,0
2026-09-04,15:29,INOXGREEN,55.9722,54.8237,56.12,56.12,0.1478
2026-09-04,15:29,INOXWIND,44.1787,44.1787,44.1787,44.1787,0
2026-09-04,15:29,INSECTICID,72.2975,72.2975,72.2975,72.2975,0
2026-09-04,15:29,INSPIRISYS,69.9503,69.9503,69.9503,69.9503,0
2026-09-04,15:29,INTERARCH,59.4339,59.4339,59.4339,59.4339,0
2026-09-04,15:29,INTLCONV,70.0723,69.6504,69.8601,70.2302,0.1579
2026-09-04,15:29,INVENTURE,26.3993,26.3993,26.3993,26.3993,0
2026-09-04,15:29,IOC,51.4983,51.4983,51.4983,51.4983,0
2026-09-04,15:29,IOLCP,52.623,52.623,52.623,62.277,9.654
2026-09-04,15:29,IPCALAB,44.7243,44.7243,44.7243,44.7243,0
2026-09-04,15:29,IPL,63.6492,63.6492,63.6492,63.6492,0
2026-09-04,15:29,IRB,30.4199,30.4199,30.7915,30.8111,0.3912
2026-09-04,15:29,IRCON,65.1694,65.1694,65.1694,65.1694,0
2026-09-04,15:29,IRCTC,62.3965,62.3965,62.3965,62.3965,0
2026-09-04,15:29,IREDA,71.7571,71.7571,71.7571,71.7571,0
2026-09-04,15:29,IRISDOREME,61.1727,61.1727,61.1727,61.1727,0
2026-09-04,15:29,IRMENERGY,50.0705,50.0705,50.0705,50.7434,0.6729
2026-09-04,15:29,ISFT,43.063,43.063,43.063,43.063,0
2026-09-04,15:29,ISGEC,62.4306,62.4306,62.4306,62.4306,0
2026-09-04,15:29,ISHANCH,37.4811,37.4811,40.1463,40.1463,2.6652
2026-09-04,15:29,IVC,50.4193,50.4193,50.4193,50.4193,0
2026-09-04,15:29,IVP,71.3164,71.3164,71.3164,71.3164,0
2026-09-04,15:29,J&KBANK,59.3996,59.3996,59.3996,59.3996,0
2026-09-04,15:29,JAGRAN,68.9981,68.9981,68.9981,68.9981,0
2026-09-04,15:29,JAGSNPHARM,67.5431,67.3913,67.8863,69.0482,1.5051
2026-09-04,15:29,JAINREC,73.5873,73.5875,73.5882,73.5882,0.0009
2026-09-04,15:29,JAIPURKURT,41.3102,41.3102,41.3102,41.6507,0.3405
2026-09-04,15:29,JARO,57.3348,57.3348,57.283,61.4334,4.0986
2026-09-04,15:29,JAYAGROGN,67.125,67.1271,67.1271,67.1271,0.0021
2026-09-04,15:29,JAYBARMARU,59.3472,59.3472,59.3472,59.3472,0
2026-09-04,15:29,JAYKAY,65.191,65.191,65.191,65.191,0
2026-09-04,15:29,JAYNECOIND,55.1514,55.1514,55.1514,55.1514,0
2026-09-04,15:29,JGCHEM,70.9946,70.9946,70.9946,70.9946,0
2026-09-04,15:29,JINDALPHOT,74.2045,74.2045,74.2045,74.2045,0
2026-09-04,15:29,JINDALPOLY,74.5462,74.5462,74.5462,74.5462,0
2026-09-04,15:29,JINDALSAW,63.2456,63.2456,63.2456,63.2456,0
2026-09-04,15:29,JINDALSTEL,62.3682,62.6943,62.6943,62.6943,0.3261
2026-09-04,15:29,JINDRILL,64.3958,66.438,66.7779,66.7779,2.3821
2026-09-04,15:29,JINDWORLD,61.1454,61.7688,61.7628,61.7611,0.6157
2026-09-04,15:29,JIOFIN,47.1245,47.1245,47.1245,49.1264,2.0019
2026-09-04,15:29,JISLDVREQS,30.3698,30.3698,30.3698,30.3698,0
2026-09-04,15:29,JISLJALEQS,26.6789,26.6789,26.6789,26.6789,0
2026-09-04,15:29,JKIL,46.6459,46.6459,46.6459,46.6459,0
2026-09-04,15:29,JKIPL,74.9915,74.9915,74.9915,74.9915,0
2026-09-04,15:29,JKPAPER,49.6334,49.6334,52.9436,52.9436,3.3102
2026-09-04,15:29,JKTYRE,50.5529,51.7239,51.7239,51.7239,1.171
2026-09-04,15:29,JLHL,40.9139,40.9139,40.9139,40.9139,0
2026-09-04,15:29,JMFINANCIL,56.6032,56.9011,57.0657,57.0305,0.4273
2026-09-04,15:29,JNKINDIA,67.6002,67.7851,67.7854,67.7854,0.1852
2026-09-04,15:29,JPOLYINVST,74.6265,74.6265,74.6265,74.6265,0
2026-09-04,15:29,JPPOWER,24,24,24,24,0
2026-09-04,15:29,JSL,61.2295,61.2288,62.0476,62.0476,0.8181
2026-09-04,15:29,JSLL,63.6074,63.6204,63.6204,63.6204,0.013
2026-09-04,15:29,JSWHL,66.2873,66.2873,66.2873,66.2873,0
2026-09-04,15:29,JTEKTINDIA,74.9841,74.9841,74.9841,74.9841,0
2026-09-04,15:29,JTLIND,48.9053,49.2615,49.2615,49.2615,0.3562
2026-09-04,15:29,JUBLFOOD,40.275,40.275,40.275,40.275,0
2026-09-04,15:29,JUBLINGREA,45.2239,45.2239,45.2239,45.2239,0
2026-09-04,15:29,JUNIPER,77.5283,77.5283,77.5283,77.5283,0
2026-09-04,15:29,JWL,68.0944,68.3088,68.3088,68.3088,0.2144
2026-09-04,15:29,JYOTHYLAB,62.8882,62.8882,62.8882,62.8882,0
2026-09-04,15:29,KAJARIACER,47.6073,47.6889,47.6889,47.6889,0.0816
2026-09-04,15:29,KAKATCEM,54.2488,54.2488,54.2488,54.2488,0
2026-09-04,15:29,KALAMANDIR,60.9658,60.9658,60.9658,60.9658,0
2026-09-04,15:29,KALYANIFRG,58.76,58.76,58.76,58.76,0
2026-09-04,15:29,KALYANKJIL,62.7751,62.7586,62.866,62.863,0.0879
2026-09-04,15:29,KAMATHOTEL,57.7798,57.7798,57.7798,57.7798,0
2026-09-04,15:29,KAMDHENU,49.0309,49.0309,49.0309,49.0309,0
2026-09-04,15:29,KAMOPAINTS,50.3284,50.3284,52.5395,52.5395,2.2111
2026-09-04,15:29,KANANIIND,33.7877,33.7877,33.7877,33.7877,0
2026-09-04,15:29,KANORICHEM,74.3978,74.3978,74.3978,74.3978,0
2026-09-04,15:29,KANPRPLA,67.6298,67.6298,68.1185,68.0316,0.4018
2026-09-04,15:29,KARMAENG,74.7027,74.7027,74.7027,74.7027,0
2026-09-04,15:29,KAUSHALYA,51.4172,51.4172,51.4172,51.4172,0
2026-09-04,15:29,KAVDEFENCE,15.4067,15.4067,24.559,24.559,9.1523
2026-09-04,15:29,KAYNES,53.4627,53.4627,53.4627,53.4627,0
2026-09-04,15:29,KCP,44.254,44.254,44.254,44.3873,0.1333
2026-09-04,15:29,KCPSUGIND,40.6318,40.9713,41.5446,42.1567,1.5249
2026-09-04,15:29,KEC,50.1011,50.1011,50.1011,50.1011,0
2026-09-04,15:29,KECL,49.5949,49.5949,49.7406,49.7406,0.1457
2026-09-04,15:29,KEI,35.0008,35.0008,35.0008,35.0008,0
2026-09-04,15:29,KENNAMET,75,75,75,75,0
2026-09-04,15:29,KESORAMIND,43.3429,43.3429,43.3429,43.3429,0
2026-09-04,15:29,KEYFINSERV,71.8772,71.8772,71.8772,71.8772,0
2026-09-04,15:29,KHADIM,59.8539,59.8539,59.8747,59.8905,0.0366
2026-09-04,15:29,KHAICHEM,72.584,72.6458,72.6458,72.6458,0.0618
2026-09-04,15:29,KHANDSE,48.2669,48.2984,48.7309,48.7814,0.5145
2026-09-04,15:29,KICL,74.9741,74.9741,74.9741,74.9741,0
2026-09-04,15:29,KIRIINDUS,36.7176,36.7176,36.7176,41.7141,4.9965
2026-09-04,15:29,KITEX,56.6578,56.6578,56.6578,56.6578,0
2026-09-04,15:29,KKCL,74.2722,74.2722,74.2868,74.2868,0.0146
2026-09-04,15:29,KNAGRI,68.8567,68.8567,68.8567,68.8567,0
2026-09-04,15:29,KNRCON,48.8059,48.8059,48.8059,48.8059,0
2026-09-04,15:29,KOTHARIPET,72.2168,72.2168,72.2168,72.2168,0
2026-09-04,15:29,KOTHARIPRO,74.9908,74.9908,74.9908,74.9908,0
2026-09-04,15:29,KOVAI,56.5208,56.5196,56.521,56.5228,0.002
2026-09-04,15:29,KPEL,44.882,44.882,45.4437,45.3081,0.4261
2026-09-04,15:29,KPIGREEN,48.6741,49.249,49.4872,49.4043,0.7302
2026-09-04,15:29,KPIL,33.5696,33.5696,33.5843,33.5804,0.0108
2026-09-04,15:29,KPRMILL,67.5239,67.5239,67.5239,67.5239,0
2026-09-04,15:29,KRBL,60.1686,60.1686,60.1686,60.1686,0
2026-09-04,15:29,KRISHANA,71.9644,72.2573,72.9352,72.9286,0.9642
2026-09-04,15:29,KRISHIVAL,37.2128,37.2128,37.2284,37.2284,0.0156
2026-09-04,15:29,KRITI,68.718,68.718,69.0738,69.0738,0.3558
2026-09-04,15:29,KRITIKA,63.3153,63.3153,63.3153,63.3153,0
2026-09-04,15:29,KRITINUT,66.6829,66.6829,66.6829,66.6829,0
2026-09-04,15:29,KRONOX,74.2076,74.2076,74.2076,74.2076,0
2026-09-04,15:29,KROSS,68.3805,68.3805,68.5185,68.565,0.1845
2026-09-04,15:29,KRSNAA,27.1146,27.1146,27.1146,27.1146,0
2026-09-04,15:29,KRYSTAL,69.9573,69.9573,69.9573,69.9573,0
2026-09-04,15:29,KSB,69.7955,69.7955,69.7955,69.7955,0
2026-09-04,15:29,KSL,64.7015,64.7015,64.7015,64.7015,0
2026-09-04,15:29,KSR,59.8267,60.6701,60.942,60.942,1.1153
2026-09-04,15:29,KTKBANK,0,0,0,0,0
2026-09-04,15:29,LAKPRE,62.8522,62.8522,62.8522,62.8522,0
2026-09-04,15:29,LAL,56.1721,56.1721,56.1721,56.1721,0
2026-09-04,15:29,LAMBODHARA,73.1699,73.1699,73.1699,73.1699,0
2026-09-04,15:29,LANCORHOL,51.2742,51.2742,51.3065,51.3065,0.0323
2026-09-04,15:29,LANDMARK,49.8122,49.7641,49.8003,49.9296,0.1174
2026-09-04,15:29,LAOPALA,65.8387,65.8387,66.1486,66.2838,0.4451
2026-09-04,15:29,LATTEYS,70.4156,70.4156,70.4156,74.3711,3.9555
2026-09-04,15:29,LAXMIDENTL,41.7018,41.7018,41.7709,41.8022,0.1004
2026-09-04,15:29,LCCINFOTEC,45.8495,45.8495,45.8495,45.8495,0
2026-09-04,15:29,LEMONTREE,22.2787,22.2787,22.3152,22.3152,0.0365
2026-09-04,15:29,LGBBROSLTD,34.8188,34.8188,34.8262,34.8337,0.0149
2026-09-04,15:29,LGEINDIA,85,85,85,85,0
2026-09-04,15:29,LIBAS,30.7024,30.7024,31.5454,31.9299,1.2275
2026-09-04,15:29,LIBERTSHOE,58.5205,58.4618,59.0992,59.3348,0.8143
2026-09-04,15:29,LICHSGFIN,45.2389,45.2389,45.2389,45.2389,0
2026-09-04,15:29,LICI,96.5,96.5,96.5,96.5,0
2026-09-04,15:29,LIKHITHA,70.2484,70.2484,70.2484,70.2484,0
2026-09-04,15:29,LINC,61.0242,61.0242,61.0242,61.0242,0
2026-09-04,15:29,LINDEINDIA,75,75,75,75,0
2026-09-04,15:29,LLOYDSENT,62.7178,62.7178,62.7178,62.7178,0
2026-09-04,15:29,LMW,30.7976,30.7976,30.7976,30.7976,0
2026-09-04,15:29,LORDSCHLO,74.6627,74.6627,74.9657,74.9657,0.303
2026-09-04,15:29,LOTUSDEV,81.8644,81.8644,81.8676,81.8681,0.0037
2026-09-04,15:29,LOVABLE,63.9541,63.9541,63.9541,63.9541,0
2026-09-04,15:29,LOYALTEX,73.495,73.495,73.495,73.495,0
2026-09-04,15:29,LPDC,64.8617,64.8617,64.8617,64.8617,0
2026-09-04,15:29,LT,0,0,0,0,0
2026-09-04,15:29,LTFOODS,51.0046,51.0052,51.0052,51.0052,0.0006
2026-09-04,15:29,LUMAXIND,75,75,75,75,0
2026-09-04,15:29,LUMAXTECH,55.9796,55.9796,55.9796,55.9796,0
2026-09-04,15:29,LYKALABS,58.1626,58.1626,58.1626,58.4526,0.29
2026-09-04,15:29,MACPOWER,73.1724,73.1724,73.1724,73.2198,0.0474
2026-09-04,15:29,MADHAV,44.187,44.5945,45.1951,45.7652,1.5782
2026-09-04,15:29,MADHUCON,59.0762,59.0762,59.0762,59.0762,0
2026-09-04,15:29,MADRASFERT,85.2682,85.2682,85.2682,85.2682,0
2026-09-04,15:29,MAHAPEXLTD,62.5402,62.5402,62.5402,71.5714,9.0312
2026-09-04,15:29,MAHASTEEL,72.8045,72.8045,72.8045,72.8045,0
2026-09-04,15:29,MAHESHWARI,56.5825,56.5835,57.1506,57.3223,0.7398
2026-09-04,15:29,MAHSCOOTER,50.9999,50.9999,50.9999,50.9999,0
2026-09-04,15:29,MAHSEAMLES,69.0468,69.808,70.2784,70.2784,1.2316
2026-09-04,15:29,MAITHANALL,74.9611,74.9611,74.9611,74.9611,0
2026-09-04,15:29,MALUPAPER,69.8,69.8,69.8,69.8,0
2026-09-04,15:29,MAMATA,62.45,62.45,62.45,62.45,0
2026-09-04,15:29,MANAKALUCO,72.8573,74.8716,74.8716,74.8716,2.0143
2026-09-04,15:29,MANAKCOAT,55.5473,57.4567,57.4567,57.7759,2.2286
2026-09-04,15:29,MANAKSTEEL,74.7479,74.7479,74.7479,74.7479,0
2026-09-04,15:29,MANAPPURAM,35.2539,35.2539,31.7672,41.6573,6.4034
2026-09-04,15:29,MANCREDIT,55.2518,55.2518,55.2518,55.2518,0
2026-09-04,15:29,MANINFRA,62.2962,62.4356,62.4604,62.5223,0.2261
2026-09-04,15:29,MANOMAY,57.3053,57.3053,57.3053,57.3053,0
2026-09-04,15:29,MANORAMA,54.3196,54.3229,54.3229,54.3229,0.0033
2026-09-04,15:29,MANORG,58.6486,58.6486,58.6486,58.6486,0
2026-09-04,15:29,MAPMYINDIA,51.3649,51.3649,51.4121,51.4121,0.0472
2026-09-04,15:29,MARALOVER,74.9475,74.9475,74.9475,74.9475,0
2026-09-04,15:29,MARATHON,55.9215,55.9215,56.3746,56.4203,0.4988
2026-09-04,15:29,MARUTI,58.284,58.284,58.5254,58.653,0.369
2026-09-04,15:29,MASFIN,66.6298,66.6298,66.654,66.654,0.0242
2026-09-04,15:29,MASKINVEST,72.2452,72.2452,72.2452,72.2452,0
2026-09-04,15:29,MASTERTR,71.9314,71.9314,71.9314,71.9314,0
2026-09-04,15:29,MATRIMONY,54.2577,54.6051,58.2599,58.4301,4.1724
2026-09-04,15:29,MAXESTATES,45.2377,44.9071,45.2721,45.2578,0.0201
2026-09-04,15:29,MAYURUNIQ,58.5909,58.5909,58.7731,58.7731,0.1822
2026-09-04,15:29,MAZDA,48.5844,48.5844,48.5844,48.674,0.0896
2026-09-04,15:29,MAZDOCK,81.2183,81.2183,81.2183,81.2183,0
2026-09-04,15:29,MBAPL,74.5582,74.6254,74.757,74.7594,0.2012
2026-09-04,15:29,MBEL,70.4479,70.4479,70.5354,70.6124,0.1645
2026-09-04,15:29,MBLINFRA,74.0074,74.0074,74.566,74.566,0.5586
2026-09-04,15:29,MCLEODRUSS,6.2451,6.2451,6.2451,6.2451,0
2026-09-04,15:29,MCX,0,0,0,0,0
2026-09-04,15:29,MEIL,74.4448,74.7904,74.7904,74.7904,0.3456
2026-09-04,15:29,MFML,64.8024,64.8024,64.8024,64.8047,0.0023
2026-09-04,15:29,MGEL,71.4639,71.4639,72.3848,72.3848,0.9209
2026-09-04,15:29,MHLXMIRU,64.8024,64.8024,64.8024,64.8047,0.0023
2026-09-04,15:29,MIDHANI,74,74,74,74,0
2026-09-04,15:29,MINDACORP,64.8419,64.8419,64.8419,64.8419,0
