date,time,group,% 3 qtr ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtrs
2026-09-04,15:29,MINDTECK,64.1997,64.1997,64.1997,64.1997,0
2026-09-04,15:29,MIRZAINT,71.3661,72.992,72.992,72.992,1.6259
2026-09-04,15:29,MITCON,0,0,0,0,0
2026-09-04,15:29,MMFL,56.3357,56.3357,56.3357,56.3357,0
2026-09-04,15:29,MMP,74.4836,74.4836,74.4836,100,25.5164
2026-09-04,15:29,MMTC,89.9269,89.9269,89.9269,89.9269,0
2026-09-04,15:29,MOBIKWIK,24.8682,25.1062,25.0833,25.078,0.2098
2026-09-04,15:29,MODINATUR,69.0901,69.0901,69.0901,69.0901,0
2026-09-04,15:29,MODIRUBBER,62.1974,62.1974,62.6942,62.6942,0.4968
2026-09-04,15:29,MODIS,63.7939,63.7939,63.7939,63.7939,0
2026-09-04,15:29,MODISONLTD,52.1137,52.1137,52.162,52.2274,0.1137
2026-09-04,15:29,MOHITIND,54.94,54.94,54.94,54.94,0
2026-09-04,15:29,MOIL,64.6848,64.6848,64.6848,64.6848,0
2026-09-04,15:29,MOKSH,40.0869,40.0869,40.0869,40.0869,0
2026-09-04,15:29,MOLDTECH,49.6848,49.7063,49.8451,50.4694,0.7846
2026-09-04,15:29,MOLDTKPAC,33.0763,33.0703,33.1946,33.2126,0.1363
2026-09-04,15:29,MONARCH,52.8559,53.4072,53.8568,53.8296,0.9737
2026-09-04,15:29,MONEYBOXX,44.5901,44.5901,46.7933,46.7933,2.2032
2026-09-04,15:29,MONTECARLO,73.1698,73.1698,73.1698,73.1698,0
2026-09-04,15:29,MOREPENLAB,35.6548,35.6548,35.6548,35.6548,0
2026-09-04,15:29,MOTHERSON,48.5849,48.5977,48.5977,48.5977,0.0128
2026-09-04,15:29,MOTOGENFIN,69.5984,69.5984,69.5984,70.7868,1.1884
2026-09-04,15:29,MPSLTD,68.3429,68.3429,68.3429,68.3429,0
2026-09-04,15:29,MRF,27.745,27.7294,27.7739,27.7656,0.0206
2026-09-04,15:29,MSPL,35.2418,37.7374,40.2163,45.1194,9.8776
2026-09-04,15:29,MSTCLTD,64.7455,64.7455,64.7455,64.7455,0
2026-09-04,15:29,MTEDUCARE,59.1218,59.1218,59.1218,59.1218,0
2026-09-04,15:29,MTNL,56.2506,56.2506,56.2506,56.2506,0
2026-09-04,15:29,MUNJALAU,74.8065,74.8065,74.8065,74.8065,0
2026-09-04,15:29,MUNJALSHOW,65.0185,65.0185,65.0185,65.0185,0
2026-09-04,15:29,MURUDCERA,73.9366,73.9366,73.9366,73.9366,0
2026-09-04,15:29,MUTHOOTCAP,63.3287,63.3287,63.3287,63.3287,0
2026-09-04,15:29,MUTHOOTFIN,73.3467,73.3467,73.3467,73.3467,0
2026-09-04,15:29,MUTHOOTMF,55.4664,55.4664,55.4664,55.4664,0
2026-09-04,15:29,MVGJL,74.2721,74.2721,74.2721,74.2721,0
2026-09-04,15:29,MWL,66.5018,66.5018,66.5018,66.5018,0
2026-09-04,15:29,NACLIND,53.0874,53.7386,53.7008,53.6859,0.5985
2026-09-04,15:29,NAGREEKCAP,53.5315,53.5315,53.5315,53.5315,0
2026-09-04,15:29,NAGREEKEXP,57.3162,57.3162,57.3162,57.3162,0
2026-09-04,15:29,NAHARCAP,72.1984,72.1984,72.5306,72.5306,0.3322
2026-09-04,15:29,NAHARINDUS,71.2433,71.2433,71.2433,71.2433,0
2026-09-04,15:29,NAHARPOLY,72.2781,72.2781,72.5034,72.5111,0.233
2026-09-04,15:29,NAHARSPING,67.4268,67.4268,67.9639,68.029,0.6022
2026-09-04,15:29,NATIONALUM,51.2783,51.2783,51.2783,51.2783,0
2026-09-04,15:29,NAVKARCORP,70.3704,70.3704,70.3704,70.3704,0
2026-09-04,15:29,NAVKARURB,35.0001,35.0001,35.0001,35.0001,0
2026-09-04,15:29,NBIFIN,74.1731,74.1731,74.1731,74.1731,0
2026-09-04,15:29,NCC,22.1133,22.2455,22.8129,23.0833,0.97
2026-09-04,15:29,NCLIND,40.9228,40.9453,41.5554,41.671,0.7482
2026-09-04,15:29,NDGL,73.5826,73.5826,73.5826,73.5826,0
2026-09-04,15:29,NDL,51.0121,51.0121,51.0121,51.0121,0
2026-09-04,15:29,NDLVENTURE,66.1962,66.1962,66.1962,66.1962,0
2026-09-04,15:29,NDRAUTO,73.1349,73.1349,73.1349,73.1349,0
2026-09-04,15:29,NDTV,64.7147,69.0232,69.0232,69.0232,4.3085
2026-09-04,15:29,NECCLTD,54.1913,54.1913,54.1913,56.1639,1.9726
2026-09-04,15:29,NECLIFE,44.532,44.9059,44.9059,51.8408,7.3088
2026-09-04,15:29,NEOGEN,51.2277,51.2277,51.2277,53.009,1.7813
2026-09-04,15:29,NESCO,68.5359,68.5359,68.5359,68.5359,0
2026-09-04,15:29,NETWORK18,56.891,56.891,56.891,56.891,0
2026-09-04,15:29,NEUEON,36.3067,93.6307,93.6307,90,53.6933
2026-09-04,15:29,NEXTMEDIA,74.9875,74.9875,74.9875,74.9875,0
2026-09-04,15:29,NGIL,56.4024,56.4024,57.2937,57.2937,0.8913
2026-09-04,15:29,NIBL,72.4857,74.4851,74.7887,74.7887,2.303
2026-09-04,15:29,NIITLTD,37.0054,36.9778,36.9778,40.8695,3.8641
2026-09-04,15:29,NIITMTS,34.2115,34.1871,34.0994,34.2534,0.0419
2026-09-04,15:29,NILASPACES,61.902,61.902,61.902,61.902,0
2026-09-04,15:29,NILKAMAL,64.5403,64.5403,64.5403,64.5403,0
2026-09-04,15:29,NINSYS,47.3759,47.424,47.4875,47.6087,0.2328
2026-09-04,15:29,NIPPOBATRY,65.3515,65.3515,65.3515,65.3515,0
2026-09-04,15:29,NIRAJ,24.8949,24.8949,24.8949,24.8949,0
2026-09-04,15:29,NITCO,16.2052,16.2013,20.1732,20.1732,3.968
2026-09-04,15:29,NITINSPIN,56.6204,56.6204,56.7094,56.7094,0.089
2026-09-04,15:29,NKIND,73.275,73.275,73.275,73.275,0
2026-09-04,15:29,NMDC,60.794,60.794,60.794,60.794,0
2026-09-04,15:29,NOIDATOLL,26.3675,26.3675,26.3675,26.3675,0
2026-09-04,15:29,NORBTEAEXP,38.8878,38.8878,38.8878,38.8878,0
2026-09-04,15:29,NOVAAGRI,59.3862,59.3924,59.4086,59.4133,0.0271
2026-09-04,15:29,NOVARTIND,70.6769,70.6769,70.6769,70.6769,0
2026-09-04,15:29,NPST,60.2928,60.267,60.5229,60.4783,0.1855
2026-09-04,15:29,NRAIL,74.1118,74.1118,74.2881,74.2881,0.1763
2026-09-04,15:29,NRL,73.0197,73.0197,73.1283,73.605,0.5853
2026-09-04,15:29,NTPC,51.1036,51.1036,51.1036,51.1036,0
2026-09-04,15:29,NTPCGREEN,89.0067,89.0067,89.0067,89.0067,0
2026-09-04,15:29,NUCLEUS,73.5966,73.5966,73.5966,73.5966,0
2026-09-04,15:29,NURECA,64.9706,64.9706,68.0909,68.0909,3.1203
2026-09-04,15:29,NUVOCO,72.0183,72.0183,72.0183,72.0183,0
2026-09-04,15:29,OAL,74.1675,74.1675,74.1675,74.1675,0
2026-09-04,15:29,OBCL,69.2417,69.8014,71.9358,72.1905,2.9488
2026-09-04,15:29,OBEROIRLTY,67.7045,67.7045,67.7045,67.7045,0
2026-09-04,15:29,ODIGMA,27.4318,27.4487,27.4487,27.4487,0.0169
2026-09-04,15:29,OIL,56.6556,56.6556,56.6556,56.6556,0
2026-09-04,15:29,OLECTRA,50.0154,50.0154,50.0154,50.0154,0
2026-09-04,15:29,OMAXAUTO,52.7512,53.2178,54.8598,54.6259,1.8747
2026-09-04,15:29,OMAXE,74.1424,74.1424,74.1424,74.1424,0
2026-09-04,15:29,OMFREIGHT,72.184,74.8565,74.8565,74.8565,2.6725
2026-09-04,15:29,OMINFRAL,67.0492,67.0492,67.0492,67.0492,0
2026-09-04,15:29,ONEPOINT,52.2991,52.2904,52.2872,52.307,0.0079
2026-09-04,15:29,ONESOURCE,29.7718,29.9308,30.4831,30.4766,0.7048
2026-09-04,15:29,ONGC,58.8927,58.8927,58.8927,58.8927,0
2026-09-04,15:29,ONMOBILE,47.896,47.896,47.896,47.896,0
2026-09-04,15:29,ONWARDTEC,39.0202,39.0893,39.0705,39.9681,0.9479
2026-09-04,15:29,ORBTEXP,66.0539,66.0539,66.0539,66.0539,0
2026-09-04,15:29,ORCHASP,11.6224,11.6224,11.6224,18.4785,6.8561
2026-09-04,15:29,ORCHPHARMA,69.8355,69.8355,69.8355,69.8355,0
2026-09-04,15:29,ORIENTBELL,65.6123,65.5571,65.915,65.915,0.3027
2026-09-04,15:29,ORIENTCEM,72.6627,72.6627,72.6627,72.6627,0
2026-09-04,15:29,ORIENTCER,63.5796,63.8952,63.8952,63.8952,0.3156
2026-09-04,15:29,ORIENTELEC,38.3066,38.3066,38.3066,38.3066,0
2026-09-04,15:29,ORIENTHOT,67.5536,67.5536,68.2427,68.523,0.9694
2026-09-04,15:29,ORIENTLTD,73,73,73.4888,73.6848,0.6848
2026-09-04,15:29,ORKLAINDIA,75,75,75,75,0
2026-09-04,15:29,ORTINGLOBE,1.2335,1.2335,1.2335,1.2335,0
2026-09-04,15:29,OSWALAGRO,51.8794,51.8794,51.8794,51.8794,0
2026-09-04,15:29,OSWALGREEN,69.1909,70.0086,70.655,70.655,1.4641
2026-09-04,15:29,OSWALSEEDS,66.6252,66.6255,66.6255,66.6255,0.0003
2026-09-04,15:29,PACEDIGITK,69.4956,69.5187,69.5187,69.5187,0.0231
2026-09-04,15:29,PAGEIND,42.8868,42.8868,42.8868,42.8868,0
2026-09-04,15:29,PAISALO,41.1573,41.7479,41.7479,46.7155,5.5582
2026-09-04,15:29,PALASHSECU,72.1805,72.1805,72.1805,72.1805,0
2026-09-04,15:29,PALREDTEC,30.0598,30.0598,30.1274,30.1274,0.0676
2026-09-04,15:29,PANACEABIO,72.4794,72.4794,72.4794,72.4794,0
2026-09-04,15:29,PANACHE,51.6782,51.6782,54.0499,54.0499,2.3717
2026-09-04,15:29,PANAMAPET,62.5182,63.1606,63.1606,63.1606,0.6424
2026-09-04,15:29,PAR,73.3687,73.4093,73.4093,73.4093,0.0406
2026-09-04,15:29,PARACABLES,49.062,49.1179,49.1834,49.1834,0.1214
2026-09-04,15:29,PARADEEP,57.7045,57.7045,57.7983,57.8599,0.1554
2026-09-04,15:29,PARASPETRO,40.1922,40.1922,40.1922,40.1922,0
2026-09-04,15:29,PARKHOTELS,68.1446,68.1446,68.218,68.218,0.0734
2026-09-04,15:29,PASHUPATI,65.9921,65.9921,65.9921,65.9921,0
2026-09-04,15:29,PASUPTAC,65.8739,65.8739,65.8739,65.8739,0
2026-09-04,15:29,PATELRMART,70.0005,70.0005,70.0005,70.0005,0
2026-09-04,15:29,PATINTLOG,35.9095,35.9095,35.9949,36.1501,0.2406
2026-09-04,15:29,PAUSHAKLTD,67.2799,67.2799,67.2799,67.2799,0
2026-09-04,15:29,PAVNAIND,61.495,61.495,61.495,61.495,0
2026-09-04,15:29,PAYTM,0,0,0,0,0
2026-09-04,15:29,PCBL,51.4054,53.3815,53.3815,53.3815,1.9761
2026-09-04,15:29,PCJEWELLER,37.6027,37.1929,41.0991,38.4944,0.8917
2026-09-04,15:29,PDMJEPAPER,71.5536,71.5536,71.5536,71.5536,0
2026-09-04,15:29,PEARLPOLY,55.5778,55.5778,55.5778,55.5778,0
2026-09-04,15:29,PENIND,39.6616,39.6695,39.6695,39.6695,0.0079
2026-09-04,15:29,PENINLAND,67.7058,67.7058,67.7058,67.7058,0
2026-09-04,15:29,PETRONET,50,50,50,50,0
2026-09-04,15:29,PFC,55.9942,55.9942,55.9942,55.9942,0
2026-09-04,15:29,PGHH,70.6385,70.6385,70.6385,70.6385,0
2026-09-04,15:29,PGHL,51.8156,51.8156,51.8156,51.8156,0
2026-09-04,15:29,PICCADIL,68.4163,68.6205,68.5691,68.5687,0.1524
2026-09-04,15:29,PIGL,46.0898,46.2828,50.6947,50.6947,4.6049
2026-09-04,15:29,PIIND,46.0858,46.0858,46.0858,46.0858,0
2026-09-04,15:29,PILANIINVS,58.115,58.2423,58.6758,58.6758,0.5608
2026-09-04,15:29,PILITA,50.092,50.092,50.092,50.092,0
2026-09-04,15:29,PINELABS,0,0,0,0,0
2026-09-04,15:29,PITTIENG,54.1781,54.1781,54.1781,54.1781,0
2026-09-04,15:29,PIXTRANS,61.8239,62.0606,62.0636,62.0636,0.2397
2026-09-04,15:29,PKTEA,64.7837,65.7036,66.3315,66.3315,1.5478
2026-09-04,15:29,PLAZACABLE,69.8296,69.8296,69.8296,69.8296,0
2026-09-04,15:29,PNB,70.0789,70.0789,70.0789,70.0789,0
2026-09-04,15:29,PNBGILTS,74.0699,74.0699,74.0699,74.0699,0
2026-09-04,15:29,PNC,59.7162,59.7162,59.7162,59.7162,0
2026-09-04,15:29,PNCINFRA,56.0698,56.0698,56.0698,56.0698,0
2026-09-04,15:29,PNGJL,83.1135,83.1135,83.1135,83.1135,0
2026-09-04,15:29,POKARNA,56.6617,56.6617,56.6617,56.6617,0
2026-09-04,15:29,POLICYBZR,0,0,0,0,0
2026-09-04,15:29,POLYMED,62.4168,62.4168,62.4168,62.4168,0
2026-09-04,15:29,POLYPLEX,26.7296,26.7296,26.7296,26.7296,0
2026-09-04,15:29,POWERGRID,51.3395,51.3395,51.3395,51.3395,0
2026-09-04,15:29,POWERINDIA,71.3138,71.3138,71.3138,71.3138,0
2026-09-04,15:29,POWERMECH,58.3293,58.3293,58.4179,58.4166,0.0873
2026-09-04,15:29,PPL,44.4052,44.4052,44.4972,44.4972,0.092
2026-09-04,15:29,PRAENG,36.8022,36.8022,36.8022,36.8022,0
2026-09-04,15:29,PRAJIND,32.8051,32.8051,32.8051,32.8051,0
2026-09-04,15:29,PRAKASH,44.3804,44.3804,44.3804,44.3804,0
2026-09-04,15:29,PRECAM,65.3701,65.3701,65.3701,65.3701,0
2026-09-04,15:29,PRECOT,61.505,61.505,61.505,61.505,0
2026-09-04,15:29,PREMIER,27.3661,27.3661,27.3661,27.3661,0
2026-09-04,15:29,PREMIERPOL,67.6039,67.6039,69.3946,71.0841,3.4802
2026-09-04,15:29,PRESTIGE,60.943,60.943,60.943,60.943,0
2026-09-04,15:29,PRIMO,31.3534,32.3953,32.3953,32.3953,1.0419
2026-09-04,15:29,PRINCEPIPE,60.9429,60.9429,60.9484,60.9484,0.0055
2026-09-04,15:29,PRITI,64.5973,64.5973,64.5973,64.5973,0
2026-09-04,15:29,PRITIKAUTO,57.515,57.515,57.5977,57.5977,0.0827
2026-09-04,15:29,PROSTARM,72.8236,72.8236,72.8236,72.8305,0.0069
2026-09-04,15:29,PROTEAN,0,0,0,0,0
2026-09-04,15:29,PROZONER,52.4303,53.5614,53.5614,53.6348,1.2045
2026-09-04,15:29,PRSMJOHNSN,74.8736,74.8736,74.8736,74.8736,0
2026-09-04,15:29,PRUDENT,55.3084,55.3084,55.3085,55.3085,0.0001
2026-09-04,15:29,PSB,93.8478,93.8478,93.8478,93.8478,0
2026-09-04,15:29,PSPPROJECT,60.1353,68.8161,68.8161,68.8161,8.6808
2026-09-04,15:29,PTC,16.2158,16.2158,16.2158,16.2158,0
2026-09-04,15:29,PTL,69.8239,69.8239,69.8239,69.8239,0
2026-09-04,15:29,PUNJABCHEM,39.2172,39.2172,39.2376,39.2376,0.0204
2026-09-04,15:29,PURVA,75,75,75,75,0
2026-09-04,15:29,PVP,61.2974,61.2974,61.2974,61.2974,0
2026-09-04,15:29,PVRINOX,27.5296,27.5296,27.5296,27.5296,0
2026-09-04,15:29,PVSL,61.1786,61.1786,61.3562,61.3837,0.2051
2026-09-04,15:29,QPOWER,73.9107,73.9107,73.9107,73.9107,0
2026-09-04,15:29,QUINTEGRA,2.4803,2.4803,2.4803,2.4803,0
2026-09-04,15:29,RACE,44.7935,44.7935,44.7935,44.7935,0
2026-09-04,15:29,RACLGEAR,42.6755,42.6832,42.6853,42.7024,0.0269
2026-09-04,15:29,RADAAN,51.4199,51.4199,51.4199,51.4199,0
2026-09-04,15:29,RADIANTCMS,56.9178,56.9178,56.9178,56.9459,0.0281
2026-09-04,15:29,RAIN,41.1883,41.1883,41.348,41.348,0.1597
2026-09-04,15:29,RAJMET,31.6075,31.6075,31.6075,31.6075,0
2026-09-04,15:29,RAJRATAN,65.1389,65.1389,65.2045,65.2045,0.0656
2026-09-04,15:29,RAJRILTD,94.134,94.134,94.134,94.134,0
2026-09-04,15:29,RAJSREESUG,40.7176,40.7176,40.7176,40.7176,0
2026-09-04,15:29,RAJTV,70.8795,70.8795,70.9064,70.9642,0.0847
2026-09-04,15:29,RAJVIR,74.9393,74.9393,74.9393,74.9393,0
2026-09-04,15:29,RALLIS,55.0816,55.0816,55.0816,55.0816,0
2026-09-04,15:29,RAMAPHO,74.9992,74.9992,74.9992,74.9992,0
2026-09-04,15:29,RAMCOCEM,42.5552,42.5552,42.5552,42.5552,0
2026-09-04,15:29,RAMCOIND,54.7856,54.7856,54.7856,54.8317,0.0461
2026-09-04,15:29,RAMCOSYS,53.1673,53.1005,53.0306,55.5117,2.3444
2026-09-04,15:29,RAMKY,69.8066,69.8066,69.8066,69.8066,0
2026-09-04,15:29,RAMRAT,68.8374,69.2981,69.2981,69.2965,0.4591
2026-09-04,15:29,RANASUG,22.6389,22.6389,22.6389,22.6389,0
2026-09-04,15:29,RANEHOLDIN,46.5515,46.5515,46.6324,46.6324,0.0809
2026-09-04,15:29,RATEGAIN,48.1598,48.5493,48.7729,48.7772,0.6174
2026-09-04,15:29,RATNAMANI,59.7719,59.7719,59.7719,59.7719,0
2026-09-04,15:29,RAYMOND,48.8693,48.8693,48.8693,48.8693,0
2026-09-04,15:29,RAYMONDLSL,57.146,58.2212,59.5262,59.6154,2.4694
2026-09-04,15:29,RAYMONDREL,48.87,49.0202,50.7101,50.9279,2.0579
2026-09-04,15:29,RBLBANK,0,0,0,60,60
2026-09-04,15:29,RBZJEWEL,74.9998,74.9998,74.9998,74.9998,0
2026-09-04,15:29,RCF,75.0006,75.0006,75.0006,75.0006,0
2026-09-04,15:29,RECLTD,52.6349,52.6349,52.6349,52.6349,0
2026-09-04,15:29,REDINGTON,0,0,0,0,0
2026-09-04,15:29,REDTAPE,71.8016,71.7918,71.8319,71.8319,0.0303
2026-09-04,15:29,REFEX,53.3321,55.8035,55.848,56.5686,3.2365
2026-09-04,15:29,REGAAL,70.4454,70.4454,71.3215,71.3215,0.8761
2026-09-04,15:29,RELAXO,71.269,71.2691,71.2691,71.2691,0.0001
2026-09-04,15:29,RELIANCE,49.1078,49.1078,49.1078,49.6248,0.517
2026-09-04,15:29,RELIGARE,25.8252,26.2679,30.2729,30.5553,4.7301
2026-09-04,15:29,RELINFRA,19.0547,19.0547,19.0547,19.0547,0
2026-09-04,15:29,RENUKA,62.4798,62.4798,62.4798,62.4798,0
2026-09-04,15:29,REPCOHOME,37.1325,37.1325,37.1325,37.1325,0
2026-09-04,15:29,REPL,68.5537,68.6415,68.6415,68.6415,0.0878
2026-09-04,15:29,RESPONIND,59.1369,59.1369,59.1369,59.1369,0
2026-09-04,15:29,RGL,61.894,61.7,61.7,61.9528,0.0588
2026-09-04,15:29,RHFL,0.7351,0.7351,0.7351,0.7351,0
2026-09-04,15:29,RHIM,56.0735,56.0735,56.0735,56.0735,0
2026-09-04,15:29,RIIL,45.4309,45.4309,45.4309,45.4309,0
2026-09-04,15:29,RITCO,62.6848,62.6848,62.6848,62.6848,0
2026-09-04,15:29,RITES,72.2028,72.2028,72.2028,72.2028,0
2026-09-04,15:29,RKDL,23.5931,23.5931,23.6158,23.6158,0.0227
2026-09-04,15:29,RKFORGE,43.1251,43.1251,43.3254,43.3906,0.2655
2026-09-04,15:29,RKSWAMY,69.6065,69.6065,69.6065,69.6065,0
2026-09-04,15:29,RMDRIP,21.0582,21.0582,21.0582,21.0592,0.001
2026-09-04,15:29,RML,70.4526,70.4526,70.4526,70.4526,0
2026-09-04,15:29,ROHLTD,63.8934,64.0647,64.0647,64.0647,0.1713
2026-09-04,15:29,ROLLT,50.9577,50.9577,50.9577,50.9577,0
2026-09-04,15:29,ROML,75,75,75,75,0
2026-09-04,15:29,ROSSELLIND,74.8034,74.8034,74.8034,74.8034,0
2026-09-04,15:29,ROSSTECH,74.8033,74.8033,74.8033,74.8033,0
2026-09-04,15:29,ROTO,66.6092,66.8039,66.8039,66.797,0.1878
2026-09-04,15:29,RPGLIFE,72.9506,72.9506,72.9506,72.9506,0
2026-09-04,15:29,RPOWER,24.9839,24.9839,24.9839,24.9839,0
2026-09-04,15:29,RPPL,43.7764,43.9027,43.9654,44.2247,0.4483
2026-09-04,15:29,RPSGVENT,63.5098,63.5098,63.5098,63.5098,0
2026-09-04,15:29,RPTECH,63.7935,63.9772,64.0075,64.0326,0.2391
2026-09-04,15:29,RSSOFTWARE,40.8776,40.8776,40.8776,40.8776,0
2026-09-04,15:29,RSWM,55.6942,55.6942,55.6942,55.6942,0
2026-09-04,15:29,RTNINDIA,74.8579,74.8579,74.8651,74.8651,0.0072
2026-09-04,15:29,RTNPOWER,44.0607,44.0607,44.0607,44.0607,0
2026-09-04,15:29,RUBFILA,57.7686,57.7686,58.2726,58.4702,0.7016
2026-09-04,15:29,RUCHIRA,68.6722,68.6722,68.6722,68.6722,0
2026-09-04,15:29,RUDRA,72.8841,72.8841,72.8841,72.8841,0
2026-09-04,15:29,RUPA,73.2799,73.2799,73.2799,73.2799,0
2026-09-04,15:29,RUSHIL,55.1005,55.1005,55.1005,55.1005,0
2026-09-04,15:29,RVHL,74.7442,74.7442,74.7442,74.7442,0
2026-09-04,15:29,RVNL,72.8407,72.8407,72.8407,72.8407,0
2026-09-04,15:29,RVTH,63.906,63.906,63.906,63.906,0
2026-09-04,15:29,SABEVENTS,26.4335,26.4335,26.4335,26.4335,0
2026-09-04,15:29,SADBHAV,25.5218,25.5218,25.5218,25.5218,0
2026-09-04,15:29,SADHNANIQ,29.9693,29.9693,60.9045,60.9045,30.9352
2026-09-04,15:29,SAGCEM,48.3279,48.3279,48.3279,48.329,0.0011
2026-09-04,15:29,SAHYADRI,71.118,71.118,71.118,71.118,0
2026-09-04,15:29,SAKHTISUG,59.8349,59.8349,59.8349,59.8349,0
2026-09-04,15:29,SAKSOFT,66.6757,66.6757,66.7134,66.7157,0.04
2026-09-04,15:29,SAKUMA,46.289,46.289,46.289,46.289,0
2026-09-04,15:29,SALONA,67.0931,68.4233,68.4233,68.4233,1.3302
2026-09-04,15:29,SALSTEEL,50.5604,61.4697,70.9847,70.9847,20.4243
2026-09-04,15:29,SALZERELEC,37.4696,37.4753,37.4753,37.4753,0.0057
2026-09-04,15:29,SAMBHAAV,62.9341,62.9341,62.9341,62.9341,0
2026-09-04,15:29,SAMHI,0,0,0,0,0
2026-09-04,15:29,SAMMAANCAP,0,0,0,28.3405,28.3405
2026-09-04,15:29,SAMPANN,40.6585,40.6585,40.6585,40.6585,0
2026-09-04,15:29,SANATHAN,78.5813,78.5813,78.5813,78.5813,0
2026-09-04,15:29,SANDESH,74.8144,74.8144,74.8144,74.8144,0
2026-09-04,15:29,SANDUMA,74.2178,74.2178,74.2178,74.2178,0
2026-09-04,15:29,SANGAMIND,70.1649,70.3479,70.5156,70.5156,0.3507
2026-09-04,15:29,SANGINITA,30.0023,26.6741,25.4,67.9953,37.993
2026-09-04,15:29,SANOFI,60.3961,60.3961,60.3961,60.3961,0
2026-09-04,15:29,SANOFICONR,71.2713,71.2713,71.2713,71.2713,0
2026-09-04,15:29,SANWARIA,12.4173,12.4173,12.4173,12.4173,0
2026-09-04,15:29,SAPPHIRE,26.068,26.068,26.068,26.068,0
2026-09-04,15:29,SARDAEN,73.1585,73.1586,73.1586,73.1586,0.0001
2026-09-04,15:29,SAREGAMA,59.6532,60.3923,60.8383,60.8383,1.1851
2026-09-04,15:29,SARLAPOLY,56.8952,57.0653,57.1084,59.9816,3.0864
2026-09-04,15:29,SBCL,33.1708,33.1708,33.3664,33.6129,0.4421
2026-09-04,15:29,SBGLP,73.3936,73.3936,73.3936,73.3936,0
2026-09-04,15:29,SBICARD,68.5867,68.5845,68.9244,68.8603,0.2736
2026-09-04,15:29,SBIN,55.0318,55.0318,55.0318,55.0318,0
2026-09-04,15:29,SCHAEFFLER,74.127,74.127,74.127,74.127,0
2026-09-04,15:29,SCHNEIDER,75,75,75,75,0
2026-09-04,15:29,SCI,63.7492,63.7492,63.7492,63.7492,0
2026-09-04,15:29,SCILAL,63.7492,63.7492,63.7492,63.7492,0
2026-09-04,15:29,SCPL,65.5944,65.5944,67.0664,70.0806,4.4862
2026-09-04,15:29,SDBL,39.3883,39.3883,39.4364,39.4364,0.0481
2026-09-04,15:29,SECMARK,74.998,74.998,74.998,74.998,0
2026-09-04,15:29,SEMAC,62.8545,62.8545,62.8545,62.8545,0
2026-09-04,15:29,SENCO,64.3953,64.461,64.4849,64.4724,0.0771
2026-09-04,15:29,SENORES,45.7952,45.8039,45.817,45.817,0.0218
2026-09-04,15:29,SESHAPAPER,42.9016,43.0295,43.1101,43.2718,0.3702
2026-09-04,15:29,SETCO,59.2503,59.2503,59.2503,59.2503,0
2026-09-04,15:29,SETL,60.4067,60.4702,60.4702,60.4702,0.0635
2026-09-04,15:29,SGFIN,48.3764,50.2997,52.9209,56.9542,8.5778
2026-09-04,15:29,SGIL,69.3898,69.4475,69.4992,69.4992,0.1094
2026-09-04,15:29,SGL,65.7589,65.7589,65.7589,65.7589,0
2026-09-04,15:29,SGMART,36.2698,36.2698,36.2698,57.9005,21.6307
2026-09-04,15:29,SHAH,29.1498,29.1498,29.1498,29.4863,0.3365
2026-09-04,15:29,SHAKTIPUMP,50.3029,50.3402,50.354,50.3613,0.0584
2026-09-04,15:29,SHALBY,74.3251,74.3251,74.3251,74.3251,0
2026-09-04,15:29,SHANKARA,40.1765,40.1765,40.1765,45.3875,5.211
2026-09-04,15:29,SHARDAMOTR,64.3051,64.3051,64.3051,64.3051,0
2026-09-04,15:29,SHAREINDIA,48.6133,48.6165,48.6165,48.6165,0.0032
2026-09-04,15:29,SHEMAROO,65.5444,65.5444,67.2354,67.2354,1.691
2026-09-04,15:29,SHIVAMAUTO,69.5214,69.5214,69.5214,69.5214,0
2026-09-04,15:29,SHIVAUM,73.5302,73.5302,73.5302,73.5302,0
2026-09-04,15:29,SHK,54.8657,54.8657,54.8657,54.8657,0
2026-09-04,15:29,SHOPERSTOP,65.5328,65.7023,66.0644,66.06,0.5272
2026-09-04,15:29,SHRADHA,74.9695,74.9737,74.9737,74.9832,0.0137
2026-09-04,15:29,SHREDIGCEM,54.6604,45.1245,59.2042,63.708,9.0476
2026-09-04,15:29,SHREECEM,62.5519,62.5519,62.5519,62.5519,0
2026-09-04,15:29,SHREEJISPG,89.9963,89.9963,89.9963,89.9963,0
2026-09-04,15:29,SHREERAMA,61.5707,61.5707,61.5707,61.5707,0
2026-09-04,15:29,SHRINGARMS,74.8001,74.8001,74.8001,74.8001,0
2026-09-04,15:29,SHRIPISTON,43.753,43.753,43.753,43.753,0
2026-09-04,15:29,SHRIRAMPPS,27.8909,27.8909,27.8909,27.8909,0
2026-09-04,15:29,SHYAMCENT,49.5597,49.4429,49.4398,49.6526,0.0929
2026-09-04,15:29,SHYAMMETL,74.5865,74.5865,74.5865,74.5865,0
2026-09-04,15:29,SHYAMTEL,66.1568,66.1568,66.1568,66.1568,0
2026-09-04,15:29,SIGIND,72.8956,72.8956,73.2983,73.4063,0.5107
2026-09-04,15:29,SIGMAADV,35.0727,71.2194,71.2194,71.2194,36.1467
2026-09-04,15:29,SIKKO,54.9638,54.9638,54.9638,54.9638,0
