NURECA LTD,,,,,,,,,SCREENER.IN,
Narration,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00
Cash from Operating Activity,-0.01,0,0,-7.85,35.1,1.83,12.05,-3,-18.82,0.32
Cash from Investing Activity,0,0,0,-0.39,-110.48,-3.37,-18.3,17.84,8.83,16.5
Cash from Financing Activity,0.01,0,0,8.2,92.34,-7.3,-1.51,-1.28,-0.79,-18.61
Net Cash Flow,0,0,0,-0.05,16.96,-8.84,-7.76,13.56,-10.77,-1.79
