Date,Symbol,Changeinpercentage
2026-09-09 15:29,GOACARBON,20
2026-09-09 15:29,NOVARTIND,20
2026-09-09 15:29,SHIVALIK,20
2026-09-09 15:29,SREEL,19.9993
2026-09-09 15:29,CFEL,19.9938
2026-09-09 15:29,BALPHARMA,19.9937
2026-09-09 15:29,MEDICAPQ,19.9844
2026-09-09 15:29,ANMOL,19.7715
2026-09-09 15:29,BIL,18.29
2026-09-09 15:29,INDNIPPON,17.0186
2026-09-09 15:29,PKTEA,16.8132
2026-09-09 15:29,RPPINFRA,15.4993
2026-09-09 15:29,GRAPHITE,15.0358
2026-09-09 15:29,INDORAMA,14.8706
2026-09-09 15:29,ASTEC,14.8159
2026-09-09 15:29,RESPONIND,14.41
2026-09-09 15:29,LADDERUP,14.2067
2026-09-09 15:29,WHEELS,13.967
2026-09-09 15:29,GENESYS-RE,13.917
2026-09-09 15:29,CHEMBOND,11.4505
2026-09-09 15:29,INNOVISION,11.2302
2026-09-09 15:29,SHAREINDIA,10.8537
2026-09-09 15:29,CHENNPETRO,10.0562
2026-09-09 15:29,HLEGLAS,10
2026-09-09 15:29,GFSTEELS,10
2026-09-09 15:29,XTRANET,10
2026-09-09 15:29,ELLEN,9.9907
2026-09-09 15:29,CONFIPET,9.9042
2026-09-09 15:29,TEXMOPIPES,9.6535
2026-09-09 15:29,MEDICAMEQ,9.5013
2026-09-09 15:29,LFIC,9.2159
2026-09-09 15:29,PIGL,9.2063
2026-09-09 15:29,JMA,8.9746
2026-09-09 15:29,EXCELSOFT,8.9343
2026-09-09 15:29,MONQ50,8.8062
2026-09-09 15:29,LIKHITHA,8.755
2026-09-09 15:29,ARVEE,8.5424
2026-09-09 15:29,IFGLEXPOR,8.2888
2026-09-09 15:29,MANGALAM,8.1146
2026-09-09 15:29,DJML,7.8207
2026-09-09 15:29,TAALTECH,7.8196
2026-09-09 15:29,OSWALSEEDS,7.743
2026-09-09 15:29,AARON,7.5914
2026-09-09 15:29,AKG,7.0193
2026-09-09 15:29,HUHTAMAKI,6.8408
2026-09-09 15:29,AXTEL,6.6528
2026-09-09 15:29,MRPL,6.6489
2026-09-09 15:29,TGBHOTELS,6.6232
2026-09-09 15:29,SHREERAMA,6.4585
2026-09-09 15:29,ANTELOPUS,6.3913
2026-09-09 15:29,BANG,6.2948
2026-09-09 15:29,ELGIRUBCO,6.2585
2026-09-09 15:29,INDIAVIX,6.1443
2026-09-09 15:29,BIMETAL,6.1224
2026-09-09 15:29,ORCHPHARMA,6.1141
2026-09-09 15:29,WABAG,6.0994
2026-09-09 15:29,RACLGEAR,6.0836
2026-09-09 15:29,FREDUN,6.0731
2026-09-09 15:29,ALICON,6.068
2026-09-09 15:29,EPACKPEB,6.0427
2026-09-09 15:29,JSL,6.0305
2026-09-09 15:29,MURUDCERA,6.0179
2026-09-09 15:29,KREBSBIO,6.0109
2026-09-09 15:29,AASTHA,5.9987
2026-09-09 15:29,VIPCLOTHNG,5.9724
2026-09-09 15:29,AEGISLOG,5.938
2026-09-09 15:29,SINTERCOM,5.9343
