Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-09 15:29,POWERINDIA,31580,138776.0522,largecap,industrials,electric equipment,1.4293,94112
2026-09-09 15:29,EICHERMOT,7734.5,212666.9614,largecap,auto,automobiles - motorcycles / mopeds,-0.1678,318638
2026-09-09 15:29,CUMMINSIND,5170.5,139708.8,largecap,industrials,engines,2.5893,373017
2026-09-09 15:29,POWERMECH,2430.1001,7635.6507,midcap,realty,engineering - turnkey services,0.6211,123045
2026-09-09 15:29,LLOYDSME,1807.6,101283.8477,largecap,metals & mining,mining / minerals / metals,0.4613,188202
2026-09-09 15:29,TECHNOE,985.3,11219.4199,midcap,realty,engineering - turnkey services,2.1354,156026
2026-09-09 15:29,PSPPROJECT,879.95,3470.2424,smallcap,realty,construction,0.5198,48818
2026-09-09 15:29,GODREJCP,863.8,88510.6563,largecap,fmcg,personal care - indian,-0.1387,1440335
2026-09-09 15:29,RPSGVENT,863.7,2709.9423,smallcap,i.t,computers - software - medium / small,5.4514,136757
2026-09-09 15:29,DENORA,805.75,427.8494,smallcap,industrials,electrodes - graphites,-0.0248,4503
2026-09-09 15:29,MAYURUNIQ,735.95,3217.8823,smallcap,consumer discretionary,leather / leather products,-0.6212,98651
2026-09-09 15:29,SUBROS,729,4552.4768,smallcap,auto,auto ancillaries,4.4637,96607
2026-09-09 15:29,SOLEX,715.6,783.2345,smallcap,industrials,electric equipment,-1.3034,16403
2026-09-09 15:29,BIMETAL,650,234.2813,smallcap,industrials,bearings,6.1224,2520
2026-09-09 15:29,FAIRCHEMOR,636.85,793.1639,smallcap,chemicals,chemicals,1.1355,8741
2026-09-09 15:29,ABDL,604.15,16628.7685,midcap,fmcg,breweries & distilleries,1.6232,320490
2026-09-09 15:29,AHLUCONT,596.15,4067.1497,smallcap,realty,construction,-1.8117,63167
2026-09-09 15:29,JSWENERGY,534.8,96532.8661,largecap,power & utilities,power generation and supply,1.5764,2167753
2026-09-09 15:29,ARVINDFASN,446.05,5885.4974,midcap,services,trading,1.2944,133171
2026-09-09 15:29,TRUALT,421.15,3564.7352,smallcap,miscellaneous,miscellaneous,1.311,119790
