Date,Symbol,Ltp,Vwap
2026-09-09 15:29,TAALTECH,4886.6001,4822.32
2026-09-09 15:29,VINDHYATEL,2916.3999,2898.95
2026-09-09 15:29,MPSLTD,2783.3999,2755.22
2026-09-09 15:29,SPECTRUM,2741.6001,2689.58
2026-09-09 15:29,WELINV,2339,2304.93
2026-09-09 15:29,HESTERBIO,2322.6001,2292.98
2026-09-09 15:29,NOVARTIND,2186.3999,2080.28
2026-09-09 15:29,THEJO,2150.1001,2139.4
2026-09-09 15:29,GRPLTD,2026.9,2018.82
2026-09-09 15:29,VELJAN,1885.2,1865.17
2026-09-09 15:29,TATVA,1688.4,1688.26
2026-09-09 15:29,RANEHOLDIN,1686.4,1675.76
2026-09-09 15:29,NPST,1680.5,1659.22
2026-09-09 15:29,NITTAGELA,1667,1664.39
2026-09-09 15:29,RACLGEAR,1633.9,1608.76
2026-09-09 15:29,DPABHUSHAN,1397.7,1389.88
2026-09-09 15:29,TRANSPEK,1358.6,1344.17
2026-09-09 15:29,INVPRECQ,1351.3,1343.81
2026-09-09 15:29,MAHASTEEL,1325.6,1277.63
2026-09-09 15:29,INDNIPPON,1313.3,1274.69
2026-09-09 15:29,CARYSIL,1180.3,1175.4
2026-09-09 15:29,SAKAR,1152.35,1140.62
2026-09-09 15:29,BIL,1108.2,1083.92
2026-09-09 15:29,YUKEN,1067.7,1052.39
2026-09-09 15:29,ORCHPHARMA,1024.85,1013.81
2026-09-09 15:29,GANDHITUBE,898.8,894.44
2026-09-09 15:29,AVADHSUGAR,822.3,818.91
2026-09-09 15:29,SOTL,689.6,687.56
2026-09-09 15:29,SGFIN,678.8,678.22
2026-09-09 15:29,KABRAEXTRU,662.95,660.33
2026-09-09 15:29,VIMTALABS,628.15,626.92
2026-09-09 15:29,JGCHEM,619.5,618.66
2026-09-09 15:29,APCOTEXIND,615.45,611.43
2026-09-09 15:29,GCSL,601.9,601.42
2026-09-09 15:29,SGIL,600.55,595.69
2026-09-09 15:29,STEL,590,589.69
2026-09-09 15:29,SANGAMIND,581.8,581.47
2026-09-09 15:29,UNIVPHOTO,566.25,559.62
2026-09-09 15:29,MAGADSUGAR,562.2,560.56
2026-09-09 15:29,VOEPL,552.45,544.02
2026-09-09 15:29,RAJRATAN,520.85,516.85
2026-09-09 15:29,KKCL,513.55,511.78
2026-09-09 15:29,PANAMAPET,498.4,497.02
2026-09-09 15:29,ARIES,486.15,483.76
2026-09-09 15:29,RUBYMILLS,474.85,474.49
2026-09-09 15:29,SHIVAUM,464.35,463.48
2026-09-09 15:29,KOLTEPATIL,442.8,439.88
2026-09-09 15:29,SOFTTECH,441.65,436.82
2026-09-09 15:29,ULTRAMAR,427.5,425.08
2026-09-09 15:29,ORIENTBELL,420.1,409.72
2026-09-09 15:29,BHAGYANGR,411.65,403.56
2026-09-09 15:29,ASIANHOTNR,404.5,403.35
2026-09-09 15:29,STYLEBAAZA,397.7,397.42
2026-09-09 15:29,VSSL,362.75,359.5
2026-09-09 15:29,VALIANTORG,359.5,358.14
2026-09-09 15:29,BIRLACABLE,356.85,345.98
2026-09-09 15:29,EVEREADY,349.4,349.02
2026-09-09 15:29,SREEL,345.01,336.07
2026-09-09 15:29,TARSONS,321.35,320.4
2026-09-09 15:29,MENONBE,305.5,288.7
2026-09-09 15:29,CONSOFINVT,305.05,304.9
2026-09-09 15:29,COMSYN,301.15,300.06
2026-09-09 15:29,RATNAVEER,299.9,298
2026-09-09 15:29,XTRANET,293.37,285.7
2026-09-09 15:29,PPL,287.55,285.71
2026-09-09 15:29,ONWARDTEC,285.75,284.06
2026-09-09 15:29,UTTAMSUGAR,283.75,283.11
2026-09-09 15:29,ADFFOODS,278.2,274.18
2026-09-09 15:29,MAZDA,271.7,267.54
2026-09-09 15:29,HUHTAMAKI,267.85,264.64
2026-09-09 15:29,KANPRPLA,251.4,246.78
2026-09-09 15:29,EPACKPEB,248.14,245.1
2026-09-09 15:29,STALLION,223.4,222.44
2026-09-09 15:29,CHEMCON,220,218.01
2026-09-09 15:29,KROSS,219.67,216.92
2026-09-09 15:29,SPORTKING,217.39,216.62
2026-09-09 15:29,AMANTA,205.89,195.5
2026-09-09 15:29,INDIQUBE,204.34,203.43
2026-09-09 15:29,RSL,190.09,189.97
2026-09-09 15:29,KILITCH,188.45,188.18
2026-09-09 15:29,NOCIL,188.28,186.61
2026-09-09 15:29,KRISHANA,181.93,179.18
2026-09-09 15:29,EXICOM,180.42,178.85
2026-09-09 15:29,VINCOFE,178.4,177.05
2026-09-09 15:29,GKSL,176.02,176.01
2026-09-09 15:29,ROLEXRINGS,175.47,174.81
2026-09-09 15:29,KRONOX,172.55,171.98
2026-09-09 15:29,DHAMPURSUG,170.93,169.28
2026-09-09 15:29,KANORICHEM,166.8,164.89
2026-09-09 15:29,UNIVASTU,163.35,163.11
2026-09-09 15:29,GPTHEALTH,162.63,161.47
2026-09-09 15:29,SHINDL,160.76,160.67
2026-09-09 15:29,KOTHARIPET,148.9,147.62
2026-09-09 15:29,MAWANASUG,139.79,139.67
2026-09-09 15:29,MUKANDLTD,139.69,138.32
2026-09-09 15:29,GHCLTEXTIL,133.67,133.02
2026-09-09 15:29,ZIMLAB,133.35,132.78
2026-09-09 15:29,LAXMIINDIA,132.05,131.75
2026-09-09 15:29,BLUSPRING,130.52,130.5
2026-09-09 15:29,INDOAMIN,127.25,127.06
2026-09-09 15:29,MANAKCOAT,126.42,125.93
2026-09-09 15:29,GLOBAL,125.94,125.74
2026-09-09 15:29,VALIANTLAB,119.83,119.18
2026-09-09 15:29,BLACKROSE,112.02,111.75
2026-09-09 15:29,MANAKSTEEL,109.54,106.94
2026-09-09 15:29,AVTNPL,92.42,92
2026-09-09 15:29,CONFIPET,90.66,88.8
2026-09-09 15:29,PREMIERPOL,89.73,89.42
2026-09-09 15:29,INDORAMA,86.13,83.28
2026-09-09 15:29,GEOJITFSL,80.12,80.02
2026-09-09 15:29,SALSTEEL,79.19,78.95
2026-09-09 15:29,HEXAGON,67.42,66.61
2026-09-09 15:29,PVP,64.54,62.96
2026-09-09 15:29,ONEPOINT,58.07,57.19
2026-09-09 15:29,IMAGICAA,54.8,54.44
2026-09-09 15:29,SBC,48.68,48.36
2026-09-09 15:29,FEDDERSHOL,48.5,48.39
2026-09-09 15:29,ORIENTCER,47.3,46.93
2026-09-09 15:29,UNITEDPOLY,42.93,42.76
2026-09-09 15:29,ESAFSFB,40.85,40.73
2026-09-09 15:29,SIGACHI,35.27,35.25
2026-09-09 15:29,STLNETWORK,33.2,32.65
2026-09-09 15:29,AHCL,16.28,16.21
2026-09-09 15:29,MGEL,15.84,15.54
