Date,Symbol,Changeinpercentage
2026-09-16 15:29,VHLTD-RE1,38.7755
2026-09-16 15:29,QUINT,19.9834
2026-09-16 15:29,MONQ50,19.8276
2026-09-16 15:29,VTMLTD,15.7932
2026-09-16 15:29,KSHITIJ-RE,14.2857
2026-09-16 15:29,ATAM,13.6821
2026-09-16 15:29,NPST,11.9
2026-09-16 15:29,CSBBANK,10.933
2026-09-16 15:29,ANTELOPUS,10.6967
2026-09-16 15:29,KMCSHIL,10.6401
2026-09-16 15:29,DUCON-RE1,10.2564
2026-09-16 15:29,FOSECOIND,10.0104
2026-09-16 15:29,MONEYBOXX,9.9911
2026-09-16 15:29,SHIVALIK,9.9604
2026-09-16 15:29,RRECL,9.5958
2026-09-16 15:29,SUNSHINE,8.9085
2026-09-16 15:29,MEDICAMEQ,8.5795
2026-09-16 15:29,HLVLTD,8.4664
2026-09-16 15:29,IOLCP,8.3835
2026-09-16 15:29,EMUDHRA,8.3411
2026-09-16 15:29,ARROWGREEN,8.2166
2026-09-16 15:29,INDTERRAIN,8.14
2026-09-16 15:29,KANPRPLA,8.0691
2026-09-16 15:29,MOREPENLAB,8.0117
2026-09-16 15:29,KRYSTAL,7.8644
2026-09-16 15:29,PATANJALI,7.8127
2026-09-16 15:29,ISHANCH,7.7521
2026-09-16 15:29,HAMPTON,7.5472
2026-09-16 15:29,HALDER,7.5404
2026-09-16 15:29,MOTISONS,7.4337
2026-09-16 15:29,MATRIMONY,7.1515
2026-09-16 15:29,CSM,7.0896
2026-09-16 15:29,ALMONDZ,6.9477
2026-09-16 15:29,RUBYMILLS,6.8686
2026-09-16 15:29,PARAGMILK,6.7222
2026-09-16 15:29,ROSSTECH,6.6777
2026-09-16 15:29,CENTUM,6.62
2026-09-16 15:29,VMSTMT,6.5529
2026-09-16 15:29,TATVA,6.4306
2026-09-16 15:29,ZEELEARN,6.3348
2026-09-16 15:29,INFOMEDIA,6.1776
2026-09-16 15:29,SAATVIKGL,6.0839
2026-09-16 15:29,LEXUS,6.0392
2026-09-16 15:29,RADIANTCMS,6.0184
2026-09-16 15:29,KOHINOOR,6.0176
2026-09-16 15:29,UNITECH,5.9382
2026-09-16 15:29,CLSEL,5.9126
2026-09-16 15:29,FILATEX,5.8367
2026-09-16 15:29,SEDEMAC,5.819
2026-09-16 15:29,ASIANTNE,5.7537
2026-09-16 15:29,HIKAL,5.7299
2026-09-16 15:29,MVGJL,5.6669
2026-09-16 15:29,ANIKINDS,5.6185
2026-09-16 15:29,RACLGEAR,5.5378
2026-09-16 15:29,KOTIC,5.5205
2026-09-16 15:29,ELLEN,5.5055
2026-09-16 15:29,HLEGLAS,5.4249
2026-09-16 15:29,MVELECTRO,5.4118
2026-09-16 15:29,YUKEN,5.322
2026-09-16 15:29,SANWARIA,5.2632
2026-09-16 15:29,SHIVAAGRO,5.2507
2026-09-16 15:29,POLICYBZR,5.2477
2026-09-16 15:29,INDOCO,5.2239
2026-09-16 15:29,VIDHIING,5.2238
2026-09-16 15:29,AIROLAM,5.1419
2026-09-16 15:29,TREL,5.1342
2026-09-16 15:29,NDL,5.0909
2026-09-16 15:29,IMAGICAA,5.0763
2026-09-16 15:29,SHRADHA,5.0717
