Date,Abv 10ma,Abv 20ma,Abv 50ma,Abv 200ma
2026-09-16,18.9416,23.0995,31.7934,41.7892
2026-09-15,18.8782,23.1896,32.6915,41.8585
2026-09-11,33.6413,36.7913,42.5451,47.3331
2026-09-10,37.2005,39.2602,44.0942,47.7932
2026-09-09,39.9244,40.7221,45.8438,48.2788
2026-09-08,43.4983,43.75,46.1409,49.1191
2026-09-07,42.8332,43.2523,47.0662,49.2037
2026-09-04,46.364,44.4725,48.2556,49.2224
2026-09-03,43.0193,42.8091,46.4256,48.4861
2026-09-02,33.8526,37.0105,43.5789,47.5789
2026-09-01,36.0538,39.3774,44.7623,48.7589
2026-08-31,41.3895,43.7895,47.8316,49.3895
2026-08-28,46.3518,46.6892,49.8102,50.9911
2026-08-27,41.9586,44.2381,47.7839,50.2744
2026-08-26,47.7876,47.7033,50.8639,51.201
2026-08-25,44.3225,44.7024,48.6703,50.2322
2026-08-24,44.1635,45.1749,48.7568,50.1896
2026-08-21,45.7046,45.493,49.5133,49.6826
2026-08-20,42.573,43.504,48.7093,49.0901
2026-08-19,36.6441,39.8986,45.858,48.0981
2026-08-18,39.2223,42.0964,47.5486,49.1547
2026-08-17,40.3887,42.5433,47.4018,48.7537
2026-08-14,41.2314,44.586,49.3418,49.5117
2026-08-13,44.7793,47.0713,51.3582,50.2122
2026-08-12,43.7075,46.5986,51.4031,50.0425
2026-08-11,48.3213,49.7663,53.3787,51.5087
2026-08-10,51.4856,52.5042,55.8149,51.9949
2026-08-07,55.3617,55.1915,55.6596,52.383
2026-08-06,58.7308,57.6235,57.2402,52.0017
2026-08-05,62.2553,58.5106,58.1277,52.1277
2026-08-04,60.6306,55.2194,54.6229,51.6404
2026-08-03,63.1534,56.4811,55.3761,51.3812
2026-07-31,44.9616,42.5278,47.9932,48.1213
2026-07-30,36.3248,37.3504,45.2564,47.1368
2026-07-29,43.4132,41.9162,49.0163,48.118
2026-07-28,35.5004,36.0992,45.2524,46.065
2026-07-27,42.8998,43.1557,49.5096,47.3774
2026-07-24,30.1967,33.148,45.2096,46.5783
2026-07-23,28.0754,33.0476,44.4492,45.9494
2026-07-22,32.5342,38.2705,48.1592,47.0034
2026-07-21,43.3462,46.5554,52.9739,49.6791
2026-07-20,41.0859,45.062,53.2279,49.1236
2026-07-17,35.9743,42.3555,51.3919,48.651
2026-07-16,44.2497,47.2852,54.596,50.0214
2026-07-15,45.6336,50.0428,55.6507,50.3853
2026-07-14,42.3736,47.4722,54.0703,49.9143
2026-07-13,56.1007,55.5461,59.3003,51.2372
2026-07-10,53.3877,53.8165,58.6192,50
2026-07-09,39.9914,43.9777,52.1217,47.664
2026-07-08,24.1202,33.4335,45.4077,45.279
2026-07-07,45.8798,50.9013,57.9828,49.9571
2026-07-06,53.9479,57.2343,61.6304,51.4298
2026-07-03,59.1416,60.2575,63.4764,52.0172
2026-07-02,59.579,60.9966,62.3711,51.0309
2026-07-01,50.1934,54.4908,58.0146,48.9042
2026-06-30,46.1008,51.5295,55.8811,47.9966
2026-06-29,38.946,46.1868,54.5844,47.1722
2026-06-25,45.9716,54.33,59.9741,48.7721
2026-06-24,59.8534,62.4838,63.26,50.7115
2026-06-23,59.0772,63.26,63.3894,49.461
2026-06-22,73.3076,71.6795,68.6804,51.7995
2026-06-19,69.8406,67.9449,65.7906,48.6859
2026-06-18,73.072,69.7113,65.6183,47.695
2026-06-17,71.8966,66.9828,63.8362,46.8534
2026-06-16,72.9974,65.8053,61.9294,45.6503
2026-06-15,73.3476,63.133,58.927,44.7639
2026-06-12,52.9996,46.7846,49.2879,41.8213
2026-06-11,23.4659,28.2627,38.2022,36.6897
2026-06-10,30.7858,34.5423,42.6598,39.2055
2026-06-09,42.567,42.3941,49.0061,41.357
2026-06-08,27.4763,32.8596,41.7313,38.4582
2026-06-05,42.9249,44.8663,51.0354,41.717
2026-06-04,43.4296,44.7221,50.0646,41.3184
2026-06-03,39.1117,42.3027,49.806,40.3622
2026-06-02,40.8014,43.5588,51.4003,41.3615
2026-06-01,34.2943,39.6299,48.7522,39.6299
2026-05-29,44.4301,48.4456,55.9585,41.8826
2026-05-27,57.6857,57.1244,61.5285,44.3437
2026-05-26,57.0812,56.3903,60.4059,43.6097
2026-05-25,58.3405,56.3199,60.1032,43.1642
2026-05-22,43.7959,46.39,54.1721,40.1643
2026-05-21,42.4125,45.3524,53.9991,39.7319
2026-05-20,34.2264,40.7087,50.9075,38.0726
2026-05-19,30.4667,38.3319,50.6482,37.4244
2026-05-18,21.0843,30.1205,45.568,34.6386
2026-05-15,28.3492,40.6223,55.8341,38.3751
2026-05-14,32.0812,45.5959,57.8584,39.7668
2026-05-13,30.6961,45.093,58.8413,39.6455
2026-05-12,23.6159,40.4844,57.0934,37.8028
2026-05-11,51.6545,68.5002,73.8719,46.8844
2026-05-08,74.0501,82.4266,81.8221,50.734
2026-05-07,80.8906,85.9922,83.8305,50.4107
2026-05-06,75.6161,83.2685,80.7177,46.8655
2026-05-05,60.0086,74.6217,73.93,43.7959
2026-05-04,64.5869,77.2375,75.6454,42.8141
2026-04-30,56.7778,75.6172,72.8454,40.6236
2026-04-29,67.0996,80.1732,76.4069,41.2554
2026-04-28,70.199,81.5311,76.3841,41.09
2026-04-27,76.6581,85.3575,77.95,40.8269
2026-04-24,58.8821,77.6863,70.5806,36.4818
2026-04-23,79.6192,87.1051,78.9269,40.2423
2026-04-22,86.9321,89.6582,81.2203,40.8914
2026-04-21,86.283,89.0956,78.624,37.0835
2026-04-20,91.0434,92.8795,79.6238,36.498
2026-04-17,96.1086,95.5204,84.2986,37.8733
2026-04-16,95.0679,93.8009,80.2715,34.4344
2026-04-15,95.9747,93.7585,76.1194,32.3383
2026-04-13,90.5941,86.2736,59.901,27.1827
2026-04-10,95.1131,90.0905,63.7104,26.4253
2026-04-09,91.8248,84.4173,49.6387,23.2159
2026-04-08,94.216,86.3082,48.9833,22.8197
2026-04-07,76.3324,54.7425,26.6034,17.1635
2026-04-06,74.6511,46.8258,22.3773,16.7942
2026-04-02,57.6854,31.6908,17.6311,15.009
2026-04-01,44.6809,23.0421,15.301,15.0294
2026-03-30,10.1534,9.4314,9.7022,12.2744
2026-03-27,16.8784,13.5209,11.4338,13.7024
2026-03-25,38.8107,22.6509,15.1611,15.1158
2026-03-24,17.7566,12.9428,11.2171,13.5332
2026-03-23,7.1429,7.1881,8.0922,11.3472
2026-03-20,24.9091,18,15.0455,15.5
2026-03-19,16.6288,12.6306,11.7219,14.448
2026-03-18,39.6089,23.7381,16.8713,17.4625
2026-03-17,15.6506,11.9199,12.1474,15.4231
2026-03-16,9.9593,9.3708,10.9099,14.6673
2026-03-13,11.4143,10.4593,11.9145,14.5521
2026-03-12,25.0341,18.6618,17.3873,17.4784
2026-03-11,25.5687,19.3358,17.9254,18.2894
2026-03-10,24.1238,18.8439,17.8425,18.4797
2026-03-09,10.839,11.8367,12.9705,15.9184
2026-03-06,17.6765,16.8109,17.8588,18.8155
2026-03-05,17.0009,17.32,18.5962,18.6418
2026-03-04,9.0661,11.4351,15.8998,17.221
2026-03-02,14.1235,17.9837,19.8456,20.3451
2026-02-27,27.7626,28.7215,26.895,23.7443
2026-02-26,33.653,32.9224,29.726,24.8402
2026-02-25,28.7803,31.0187,28.8716,24.5774
2026-02-24,24.8285,28.2122,26.5203,24.1884
2026-02-23,31.7706,34.5471,30.9968,25.6259
2026-02-20,31.4756,35.4043,30.9274,25.1256
2026-02-19,30.0869,35.0709,31.0928,25.423
2026-02-18,46.5691,46.3861,36.6423,27.9506
2026-02-17,43.4325,43.6613,34.6911,27.0023
2026-02-16,34.7172,38.458,31.3869,26.1861
2026-02-13,38.9729,42.4576,32.8748,25.9972
2026-02-12,57.7258,56.9922,40.9445,28.6566
2026-02-11,71.5268,66.0706,45.2086,29.8487
2026-02-10,79.3024,69.8944,46.9022,30.1514
2026-02-09,77.1938,66.6362,42.8245,29.2962
2026-02-06,58.066,47.8002,31.0266,24.2438
2026-02-05,62.8152,49.702,30.995,24.5759
2026-02-04,75.4354,57.791,32.9056,26.1228
2026-02-03,66.9569,47.0211,28.0018,24.6563
2026-02-02,31.3358,21.409,15.2333,18.893
2026-02-01,31.0124,20.7513,14.109,17.8195
2026-01-30,42.7719,27.8568,18.5865,20.514
2026-01-29,30.5326,20.4316,15.3811,18.7328
2026-01-28,32.5069,20.753,15.2433,18.5491
2026-01-27,14.952,11.3855,11.3397,16.4609
2026-01-23,11.5349,10.2022,10.5239,16.1765
2026-01-22,17.6849,13.5967,13.2292,18.5117
