Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-16 15:29,AEGISLOG,46454.85,largecap,services,trading,4.3596,1953104
2026-09-16 15:29,PFOCUS,24770.0484,largecap,realty,miscellaneous,0.4545,2349306
2026-09-16 15:29,JUBLPHARMA,16118.4549,midcap,healthcare,pharmaceuticals - indian - bulk drugs,-0.9338,154099
2026-09-16 15:29,OPTIEMUS,5454.6194,midcap,telecom,trading,-2.0002,419440
2026-09-16 15:29,EMUDHRA,4909.492,smallcap,i.t,computers - software - medium / small,8.3411,30254888
2026-09-16 15:29,HLEGLAS,2746.2404,smallcap,industrials,engineering,5.4249,1168248
2026-09-16 15:29,MATRIMONY,1029.1215,smallcap,miscellaneous,miscellaneous,7.1515,40915
2026-09-16 15:29,ARIHANTCAP,892.7963,smallcap,financials,finance & investments,-1.2277,579106
2026-09-16 15:29,KRYSTAL,849.2152,smallcap,miscellaneous,miscellaneous,7.8644,174712
2026-09-16 15:29,MEDICAMEQ,431.5688,smallcap,healthcare,pharmaceuticals - indian - formulations,8.5795,248996
2026-09-16 15:29,RCOM,293.1465,smallcap,telecom-service,telecommunications - service provider,-4.717,3525359
2026-09-16 15:29,EQUIPPP,241.2428,smallcap,i.t,computers - software - medium / small,4.2308,48431
2026-09-16 15:29,MWL,121.8619,smallcap,metals & mining,steel - medium / small,-3.144,1184673
