Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-16 15:29,TATACOMM,49826.6281,largecap,telecom-service,telecommunications - service provider,2.923,317034
2026-09-16 15:29,PVRINOX,11990.2154,midcap,media,entertainment / electronic media software,2.7518,456245
2026-09-16 15:29,KIRLFER,7669.671,midcap,metals & mining,steel - large,1.3015,140176
2026-09-16 15:29,JKPAPER,7290.8278,midcap,building materials,paper,3.7926,708260
2026-09-16 15:29,IBULLSLTD,6392.2676,midcap,miscellaneous,diversified - medium / small,4.9198,62047779
2026-09-16 15:29,FOSECOIND,4690.8131,smallcap,chemicals,chemicals,10.0104,178685
2026-09-16 15:29,NPST,3420.5708,smallcap,i.t,computers - software - medium / small,11.9,3028115
2026-09-16 15:29,HMAAGRO,1172.302,smallcap,fmcg,food - processing - indian,-1.5805,11554697
2026-09-16 15:29,UNITECH,1101.4627,smallcap,realty,construction,5.9382,14237019
2026-09-16 15:29,JARO,1046.5968,smallcap,services,miscellaneous,-0.4256,115000
2026-09-16 15:29,BAFNAPH,726.9592,smallcap,healthcare,pharmaceuticals - indian - formulations,0.5532,6535
2026-09-16 15:29,EQUIPPP,241.2428,smallcap,i.t,computers - software - medium / small,4.2308,48431
2026-09-16 15:29,VMSTMT,235.5497,smallcap,metals & mining,steel - medium / small,6.5529,298770
2026-09-16 15:29,MITCON,139.3473,smallcap,miscellaneous,miscellaneous,0.325,3757
2026-09-16 15:29,PARSVNATH,76.1567,smallcap,realty,construction,1.7143,5743240
2026-09-16 15:29,ORCHASP,54.7352,smallcap,i.t,computers - software - medium / small,1.2658,529798
2026-09-16 15:29,INFOMEDIA,26.0006,smallcap,miscellaneous,printing & stationery,6.1776,9690
