Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-16 15:29,telecom-service,45.4545,36.3636,36.3636,36.3636,27.2727
2026-09-16 15:29,healthcare,35.3659,65.8537,67.6829,70.7317,69.5122
2026-09-16 15:29,transportation,31.4815,38.8889,44.4444,46.2963,44.4444
2026-09-16 15:29,energy,28.2051,51.2821,53.8462,58.9744,51.2821
2026-09-16 15:29,aerospace & defence,26.4706,55.8824,58.8235,67.6471,67.6471
2026-09-16 15:29,chemicals,25.1572,47.7987,49.0566,48.4277,45.283
2026-09-16 15:29,n/a,23.1481,30.0926,31.9444,32.4074,33.3333
2026-09-16 15:29,fmcg,21.9355,35.4839,37.4194,40,39.3548
2026-09-16 15:29,industrials,21.4592,44.6352,50.6438,53.2189,54.0773
2026-09-16 15:29,metals & mining,20.9302,35.6589,38.7597,43.4109,46.5116
2026-09-16 15:29,co-working,20,60,60,60,60
2026-09-16 15:29,telecom,20,40,40,40,40
2026-09-16 15:29,bank,19.5122,41.4634,51.2195,51.2195,53.6585
2026-09-16 15:29,textiles,19.3798,35.6589,34.8837,37.9845,36.4341
2026-09-16 15:29,plastic products,19.3548,32.2581,32.2581,32.2581,32.2581
2026-09-16 15:29,services,19.0083,33.8843,30.5785,28.9256,29.7521
2026-09-16 15:29,i.t,18.9944,32.9609,34.0782,34.6369,34.0782
2026-09-16 15:29,miscellaneous,18.6047,26.7442,29.0698,29.0698,31.3953
2026-09-16 15:29,consumer discretionary,18.3544,40.5063,42.4051,41.7722,43.038
2026-09-16 15:29,auto,15.534,45.6311,46.6019,47.5728,51.4563
2026-09-16 15:29,financials,15.5251,32.8767,39.2694,38.3562,38.8128
2026-09-16 15:29,building materials,14.5833,30.2083,29.1667,29.1667,28.125
2026-09-16 15:29,realty,14.2105,21.0526,22.1053,22.6316,23.6842
2026-09-16 15:29,media,10.4167,18.75,18.75,20.8333,18.75
2026-09-16 15:29,indices,6.993,25.1748,35.4312,44.9883,51.5152
2026-09-16 15:29,power & utilities,6.25,12.5,15.625,21.875,21.875
