Date,Symbol,Sector,Market cap,1 week %,Vol > yr avg
2026-09-16 15:29,FOSECOIND,chemicals,smallcap,10.5255,28.4992
2026-09-16 15:29,ANTELOPUS,energy,smallcap,2.7735,7.4785
2026-09-16 15:29,KANORICHEM,chemicals,smallcap,10.2158,6.7201
2026-09-16 15:29,YUKEN,industrials,smallcap,1.9035,6.4339
2026-09-16 15:29,STLNETWORK,telecom-service,smallcap,6.4754,5.308
2026-09-16 15:29,ARROWGREEN,plastic products,smallcap,11.6175,5.2282
2026-09-16 15:29,PAYTM,i.t,largecap,-0.9682,4.3372
2026-09-16 15:29,GCSL,financials,smallcap,-0.9905,3.6982
2026-09-16 15:29,GMMPFAUDLR,industrials,midcap,2.072,3.5194
2026-09-16 15:29,AAREYDRUGS,healthcare,smallcap,1.0618,3.3457
2026-09-16 15:29,RACLGEAR,auto,smallcap,5.4477,3.0366
2026-09-16 15:29,FILATEX,textiles,smallcap,-0.2174,2.3557
2026-09-16 15:29,DIVISLAB,healthcare,largecap,-1.7593,2.2389
2026-09-16 15:29,FINEORG,chemicals,midcap,0.4935,2.1449
2026-09-16 15:29,PAISALO,financials,midcap,0.4274,1.9839
2026-09-16 15:29,KSL,metals & mining,smallcap,-1.729,1.9549
2026-09-16 15:29,GLOBAL,services,smallcap,1.5602,1.8238
2026-09-16 15:29,UNIVPHOTO,consumer discretionary,smallcap,10.1638,1.7205
2026-09-16 15:29,AEGISVOPAK,transportation,largecap,0.6269,1.6256
2026-09-16 15:29,SOFTTECH,i.t,smallcap,5.4272,1.5428
2026-09-16 15:29,CPCAP,financials,smallcap,4.2123,1.5188
2026-09-16 15:29,CENTUM,aerospace & defence,midcap,2.0062,1.4054
2026-09-16 15:29,BHAGYANGR,power & utilities,smallcap,0.639,1.3838
2026-09-16 15:29,METROPOLIS,healthcare,midcap,-0.7942,1.2277
2026-09-16 15:29,UNITEDPOLY,textiles,smallcap,-0.2079,1.0748
2026-09-16 15:29,NRL,services,smallcap,0.6914,1.02
2026-09-16 15:29,EIMCOELECO,industrials,smallcap,-2.0813,0.8042
2026-09-16 15:29,ANANDRATHI,financials,largecap,-0.2171,0.5352
