Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-16 15:29,ABBOTINDIA,26125,55513.8015,largecap,healthcare,pharmaceuticals - multinational,0,5678
2026-09-16 15:29,SANOFI,3111.2,7210.8877,midcap,healthcare,pharmaceuticals - multinational,-0.6324,18139
2026-09-16 15:29,BLUESTARCO,1504,30492.6731,largecap,consumer discretionary,air-conditioners,1.416,525657
2026-09-16 15:29,ZOTA,1114.1,3854.9533,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.0898,31804
2026-09-16 15:29,METROBRAND,948.3,25742.0678,largecap,consumer discretionary,leather / leather products,0.4076,24415
2026-09-16 15:29,TATACHEM,731.8,18722.0389,midcap,chemicals,chemicals,-0.4218,25483055
2026-09-16 15:29,HDFCBANK,721.5,1103582.1214,largecap,bank,banks - private sector,0.6908,27476943
2026-09-16 15:29,VBL,410.4,138538.8501,largecap,fmcg,food - processing - indian,0.1953,3489901
2026-09-16 15:29,PATANJALI,365,36837.9165,largecap,fmcg,solvent extraction,7.8127,28837966
2026-09-16 15:29,BSOFT,281.25,8009.1302,midcap,i.t,computers - software - medium / small,-1.8153,1260023
2026-09-16 15:29,RHL,173.24,303.0024,smallcap,services,hotels,-1.1356,807
2026-09-16 15:29,IPL,137.77,1527.9894,smallcap,chemicals,pesticides / agrochemicals - indian,3.8363,28419705
2026-09-16 15:29,RELCHEMQ,116.66,91.0508,smallcap,textiles,textiles - spinning - synthetic / blended,-3.3471,42380
2026-09-16 15:29,ATAM,62.15,62.6682,smallcap,industrials,engineering,13.6821,168740
2026-09-16 15:29,ASIANTILES,49.93,1483.2659,smallcap,building materials,ceramics - tiles / sanitaryware,-0.1999,994691
2026-09-16 15:29,AHLADA,36.56,45.2106,smallcap,metals & mining,steel - medium / small,4.487,45748
2026-09-16 15:29,DEVX,33.96,315.1244,smallcap,co-working,miscellaneous,1.982,110612
2026-09-16 15:29,SHRADHA,31.49,242.7497,smallcap,realty,construction,5.0717,107995
2026-09-16 15:29,3PLAND,31.28,55.44,smallcap,financials,finance & investments,1.5584,1449
2026-09-16 15:29,HMAAGRO,23.04,1172.302,smallcap,fmcg,food - processing - indian,-1.5805,11554697
2026-09-16 15:29,JISLDVREQS,21.49,39.8813,smallcap,plastic products,plastics products,3.9671,19622
2026-09-16 15:29,MFML,19.34,19.8387,smallcap,textiles,textiles - products,3.5332,700
2026-09-16 15:29,TAKE,17.67,273.53,smallcap,healthcare,miscellaneous,-4.4348,1099505
2026-09-16 15:29,DIGISPICE,16.45,383.2179,smallcap,i.t,computers - software - medium / small,0.7348,136926
2026-09-16 15:29,PEARLPOLY,16.15,26.6834,smallcap,plastic products,trading,1.8927,19450
2026-09-16 15:29,BOHRAIND,13.5,29.027,smallcap,chemicals,fertilizers,-1.5317,640
2026-09-16 15:29,LAXMICOT,13.22,21.6575,smallcap,textiles,textiles - cotton/blended,4.6714,27323
2026-09-16 15:29,CELEBRITY,6.73,13.1025,smallcap,consumer discretionary,textiles - products,0.4478,10862
2026-09-16 15:29,ACCURACY,4.49,65.9453,smallcap,transportation,miscellaneous,2.5114,69814
2026-09-16 15:29,DISHTV,2.66,482.4091,smallcap,media,entertainment / electronic media software,1.5267,3311191
2026-09-16 15:29,CMICABLES,2.62,4.1992,smallcap,industrials,cables - power,4.3825,46676
2026-09-16 15:29,GVKPIL,2.33,361.6392,smallcap,realty,engineering - turnkey services,1.7467,2042477
2026-09-16 15:29,ORCHASP,1.6,54.7352,smallcap,i.t,computers - software - medium / small,1.2658,529798
2026-09-16 15:29,EDUCOMP,0.9,11.022,smallcap,i.t,computers - education,-1.0989,97118
2026-09-16 15:29,SKIL,0.9,19.4914,smallcap,realty,construction,3.4483,219684
2026-09-16 15:29,DHARAN,0.13,67.9739,smallcap,realty,construction,0,7585692
