Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-10 15:29,FORCEMOT,18175,22867.4027,largecap,auto,automobiles - lcvs / hcvs,4.7249,222791
2026-09-10 15:29,TVSHLTD,13134,26542.4972,largecap,financials,finance & investments,0.1143,3702
2026-09-10 15:29,TEGA,1721.6,12608.6816,midcap,industrials,engineering,2.58,1131990
2026-09-10 15:29,ERIS,1356.6,18500.2283,midcap,healthcare,pharmaceuticals - indian - formulations,1.618,39505
2026-09-10 15:29,METROBRAND,952.1,26138.6448,largecap,consumer discretionary,leather / leather products,-0.7195,27109
2026-09-10 15:29,UTIAMC,921.45,11578.8477,midcap,financials,finance & investments,2.2811,208731
2026-09-10 15:29,AVANTIFEED,815.3,10997.066,midcap,fmcg,food - processing - indian,1.0097,232284
2026-09-10 15:29,ASTEC,715.8,1695.7226,smallcap,chemicals,pesticides / agrochemicals - indian,-5.9396,524163
2026-09-10 15:29,SALZERELEC,550.15,976.3523,smallcap,industrials,electric equipment,-0.3622,30610
2026-09-10 15:29,SHAKTIPUMP,503.2,5772.5568,midcap,industrials,pumps,7.5673,13943643
2026-09-10 15:29,DBL,407.75,6384.0819,midcap,realty,construction,3.7532,6474417
2026-09-10 15:29,FDC,345.35,5768.3613,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-2.5261,115269
2026-09-10 15:29,SWANCORP,298.15,8703.1304,midcap,textiles,textiles - products,7.3834,53152302
2026-09-10 15:29,ALLTIME,210.16,1398.8531,smallcap,plastic products,plastics products,-1.5828,29906
2026-09-10 15:29,SUKHJITS,159.99,499.9977,smallcap,fmcg,miscellaneous,-0.025,24992
2026-09-10 15:29,CESC,147.58,19839.8126,midcap,power & utilities,power generation and supply,-1.3964,1501069
2026-09-10 15:29,QUICKHEAL,147.48,826.6825,smallcap,i.t,computers - software - medium / small,-3.2029,73128
2026-09-10 15:29,SHREYANIND,135.46,183.8389,smallcap,building materials,paper,1.865,8075
2026-09-10 15:29,PRSMJOHNSN,115.22,5660.2447,midcap,building materials,cement - north india,2.4633,1164917
2026-09-10 15:29,LINC,97.3,583.5887,smallcap,miscellaneous,printing & stationery,-0.8155,12355
2026-09-10 15:29,SOMICONVEY,92.76,107.0417,smallcap,fmcg,miscellaneous,2.0799,99320
2026-09-10 15:29,GRMOVER,87.48,1826.3489,smallcap,fmcg,food - processing - indian,-0.7488,1190958
2026-09-10 15:29,DJML,81.75,294.7276,smallcap,miscellaneous,diversified - medium / small,-0.3413,104674
2026-09-10 15:29,EXCELSOFT,80.08,865.7782,smallcap,i.t,computers - software - medium / small,6.4469,9554776
2026-09-10 15:29,INOXWIND,76.02,13374.8325,midcap,industrials,electric equipment,-1.7703,9773988
2026-09-10 15:29,CURAA,75.88,75.1212,smallcap,i.t,computers - software - medium / small,0,1
2026-09-10 15:29,NDTV,72.29,831.8566,smallcap,media,entertainment / electronic media software,-1.9531,48449
2026-09-10 15:29,RPPINFRA,63.03,307.4327,smallcap,realty,construction,1.6613,349542
2026-09-10 15:29,JAGRAN,62.01,1357.0744,smallcap,media,entertainment / electronic media software,-0.5453,268360
2026-09-10 15:29,RHETAN,25.27,2119.6875,smallcap,metals & mining,steel - medium / small,-5,90500
2026-09-10 15:29,IRB,19.91,23032.746,largecap,realty,construction,4.4048,78742444
2026-09-10 15:29,HYBRIDFIN,17.11,50.0417,smallcap,financials,finance & investments,0.6471,4107
2026-09-10 15:29,ANMOL,15.34,77.574,smallcap,services,trading,12.5459,1844371
2026-09-10 15:29,AKG,10.73,33.429,smallcap,services,trading,1.9962,59083
2026-09-10 15:29,MOKSH,10.18,90.8964,smallcap,consumer discretionary,diamond cutting / jewellery,-1.165,57711
2026-09-10 15:29,DBEIL,7.11,335.848,smallcap,realty,construction,-1.387,148523
2026-09-10 15:29,NILAINFRA,6.73,267.8447,smallcap,realty,construction,-1.0294,121635
2026-09-10 15:29,UNITECH,4.22,1025.59,smallcap,realty,construction,7.6531,17405158
2026-09-10 15:29,RADAAN,2.87,15.9235,smallcap,media,entertainment / electronic media software,-2.381,34059
2026-09-10 15:29,CEREBRAINT,2.86,34.6593,smallcap,i.t,computers - hardware,-1.3793,175024
2026-09-10 15:29,PREMIER,2.83,8.7169,smallcap,industrials,engineering,-1.3937,5108
2026-09-10 15:29,DANGEE,2.82,43.5749,smallcap,fmcg,food - processing - indian,-0.3534,17138
2026-09-10 15:29,RCOM,0.97,257.1946,smallcap,telecom-service,telecommunications - service provider,4.3011,4534123
2026-09-10 15:29,MITTAL,0.83,39.072,smallcap,textiles,trading,-5.6818,1556381
2026-09-10 15:29,VIVIDHA,0.51,15.2204,smallcap,services,trading,-1.9231,134051
2026-09-10 15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,381077
