Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-10 15:29,POWERINDIA,81168.3303,2.6845,44.5508,56.6722
2026-09-10 15:29,BOSCHLTD,78420.9609,1.5905,28.462,22.2891
2026-09-10 15:29,NIFTYMIDSMLHLTH,68876.7788,0.8063,14.2864,15.7388
2026-09-10 15:29,NEULANDLAB,63642.2223,2.2319,39.7089,48.2958
2026-09-10 15:29,NIFTYALPHA50,60479.3366,0.928,18.9236,10.6916
2026-09-10 15:29,APARINDS,57561.4195,2.8839,45.9213,100.9502
2026-09-10 15:29,SOLARINDS,56882.3293,2.0543,32.8623,55.3149
2026-09-10 15:29,NIFTYSML250MQ100,53287.5023,0.8738,17.7595,7.9717
2026-09-10 15:29,CNXNIFTYJUNIOR,38266.8959,0.8679,16.7616,6.3596
2026-09-10 15:29,NIFTY500MOMENTM50,38087.9661,0.9131,18.2932,6.3965
2026-09-10 15:29,NIFTYMS400MQ100,37532.305,0.8056,17.179,5.381
2026-09-10 15:29,NIFTYMICROCAP250,35041.0601,0.9739,19.5143,12.0264
2026-09-10 15:29,CNXMIDCAP,32475.7093,0.782,16.3701,7.0932
2026-09-10 15:29,CNXPHARMA,31136.1221,0.8303,13.7197,18.8649
2026-09-10 15:29,NIFTYCONSURDURBL,29680.2523,1.124,20.2191,-1.0174
2026-09-10 15:29,NIFTYM150MOMNTM50,29023.2073,0.8964,18.026,4.0766
2026-09-10 15:29,CRAFTSMAN,27619.4345,2.1215,36.0251,77.0524
2026-09-10 15:29,PTCIL,26915.5374,2.6445,36.6306,58.0192
2026-09-10 15:29,MTARTECH,26163.8872,4.5583,61.4625,335.21
2026-09-10 15:29,CNXENERGY,25842.9277,0.766,15.7495,9.3963
2026-09-10 15:29,OFSS,24623.9957,2.1734,33.584,30.5825
2026-09-10 15:29,GRWRHITECH,24506.1627,2.8707,54.9236,107.888
2026-09-10 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-10 15:29,KOVAI,23405.044,1.686,116.1345,241.6965
2026-09-10 15:29,CNXSMALLCAP,22349.8116,0.906,17.9552,11.2955
2026-09-10 15:29,VOLTAMP,22338.6557,2.9993,40.0408,49.8491
2026-09-10 15:29,DIVISLAB,20977.3745,1.5706,24.1402,56.6166
2026-09-10 15:29,TASTYBITE,20741.7085,2.5635,35.4219,9.488
2026-09-10 15:29,DIXON,20490.5382,2.2962,39.0978,-25.4267
2026-09-10 15:29,DYNAMATECH,19857.961,2.7842,45.5927,71.3755
2026-09-10 15:29,NIFTY200ALPHA30,19181.039,0.9208,18.782,5.6752
2026-09-10 15:29,LMW,18952.5074,1.8583,32.183,17.9219
2026-09-10 15:29,NIFTYSMALLCAP250,18681.8053,0.8601,16.9786,7.5157
2026-09-10 15:29,PAGEIND,18636.2189,1.6167,24.2615,-18.9893
2026-09-10 15:29,NIFTYCHEMICALS,18588.4703,0.9307,1.7e+308,1.7e+308
2026-09-10 15:29,VADILALIND,18270.9372,2.4914,38.2468,29.4532
2026-09-10 15:29,SMLMAH,17202.9969,4.0522,59.743,68.0182
2026-09-10 15:29,YASHO,17149.6629,4.3464,59.8538,123.9566
2026-09-10 15:29,NAVINFLUOR,17057.8769,2.1534,36.5359,81.6009
2026-09-10 15:29,NIFTYHEALTHCARE,16846.0912,0.7887,13.5095,12.0076
2026-09-10 15:29,CPPLUS,15117.3541,2.7421,44.2111,166.8362
2026-09-10 15:29,SANSERA,14938.123,2.6599,40.869,190.5163
2026-09-10 15:29,INDOTECH,14579.0422,3.2069,60.1867,102.1662
2026-09-10 15:29,NIFTYMIDSMALLCAP400,14529.4215,0.7811,16.0802,6.5742
2026-09-10 15:29,DATAPATTNS,14303.0672,3.4125,50.671,76.2154
2026-09-10 15:29,BAJAJ-AUTO,14068.6398,1.5023,23.0353,30.7628
2026-09-10 15:29,KENNAMET,13928.7903,2.9446,36.5199,137.7426
2026-09-10 15:29,CNXMNC,12887.2089,0.7829,14.3173,5.3443
2026-09-10 15:29,KINGFA,12779.9201,1.9754,36.7551,32.0701
2026-09-10 15:29,WELCORP,12653.403,2.8009,40.2104,215.6465
2026-09-10 15:29,NIFTYSMALLCAP50,12634.4851,0.9007,18.1895,15.7053
2026-09-10 15:29,NIFTYINDDEFENCE,12576.8132,1.2187,24.1277,21.7659
2026-09-10 15:29,NIFTYMETAL,12132.4564,1.1104,22.2372,34.6164
2026-09-10 15:29,APOLLOHOSP,12105.7901,1.0888,18.1132,13.023
2026-09-10 15:29,NIFTYMIDLIQ15,12083.1513,0.9688,18.7838,10.6323
2026-09-10 15:29,CENTUM,11882.5276,3.0387,49.8801,55.618
2026-09-10 15:29,THANGAMAYL,11831.0529,3.878,60.1146,132.3609
2026-09-10 15:29,ABB,11733.6859,1.9998,29.6829,39.6372
2026-09-10 15:29,WENDT,11587.9451,2.4978,35.1261,-10.1467
2026-09-10 15:29,NIFTYMIDCAP150,11550.4197,0.7717,15.9782,6.1995
2026-09-10 15:29,FLUOROCHEM,11264.2132,1.897,31.9222,28.8129
2026-09-10 15:29,FOSECOIND,11210.8807,2.5939,41.809,1.3499
2026-09-10 15:29,SHRIPISTON,11104.8289,1.9559,38.5105,71.8138
2026-09-10 15:29,NIFTY100EQLWGT,10986.6915,0.7314,14.8335,3.1375
2026-09-10 15:29,NIFTYMULTIMFG,10765.2823,0.6968,15.1573,5.9693
2026-09-10 15:29,RADICO,10639.7001,1.5252,32.7703,55.352
2026-09-10 15:29,NETWEB,10591.3263,3.602,59.9252,72.6531
2026-09-10 15:29,NOVARTIND,10509.4629,3.9552,65.0933,326.8612
2026-09-10 15:29,ACUTAAS,10084.6432,2.6686,44.8951,139.3315
2026-09-10 15:29,VINDHYATEL,10055.4961,4.6227,58.1897,89.3128
2026-09-10 15:29,SPECTRUM,9932.0821,3.8613,56.4101,102.4474
2026-09-10 15:29,NIFTYMIDCAP50,9794.3955,0.7817,16.3575,9.1214
2026-09-10 15:29,WHEELS,9571.1402,4.1741,50.6852,211.4522
2026-09-10 15:29,POLYCAB,9544.4728,1.8278,30.5407,15.2112
2026-09-10 15:29,KDDL,9440.9026,3.2516,44.0412,61.0212
2026-09-10 15:29,NIFTYMIDSELECT,9352.5279,0.8518,17.7556,11.0467
2026-09-10 15:29,NIFTY200MOMENTM30,9255.7771,0.9153,18.1634,0.4857
2026-09-10 15:29,SHAILY,8952.827,3.0647,52.0906,50.4246
2026-09-10 15:29,NIFTYINDIAMFG,8781.3503,0.7388,15.256,7.4634
2026-09-10 15:29,AVALON,8407.6946,3.6091,54.0161,129.8009
2026-09-10 15:29,NIFTYAUTO,8374.1978,1.0861,20.8131,2.5098
2026-09-10 15:29,TVSSRICHAK,8179.47,2.7172,42.1756,80.2976
2026-09-10 15:29,AZAD,8168.3073,3.0148,41.8824,73.203
2026-09-10 15:29,GVT&D,8070.9396,2.9605,44.6156,63.0084
2026-09-10 15:29,AMBER,7981.6352,2.4925,40.0025,-8.2661
2026-09-10 15:29,TCPLPACK,7742.8683,3.3824,44.1428,13.7761
2026-09-10 15:29,KMEW,7715.5813,3.7985,62.0787,167.3513
2026-09-10 15:29,INGERRAND,7586.5833,2.3713,30.9578,19.5028
2026-09-10 15:29,BALAMINES,7546.2736,4.2648,55.0939,55.6752
2026-09-10 15:29,HONAUT,7504.1014,2.3153,30.411,-8.2975
2026-09-10 15:29,HAPPYFORGE,7441.4633,2.2964,35.8732,138.4328
2026-09-10 15:29,TIIL,7437.7432,2.2824,39.9759,27.1077
2026-09-10 15:29,INOXINDIA,7416.6571,3.2481,40.4536,96.2726
2026-09-10 15:29,LUMAXIND,7277.1173,2.3412,51.1423,39.7439
2026-09-10 15:29,NEOGEN,7148.7416,2.8958,49.4715,52.6064
2026-09-10 15:29,WABAG,7080.5233,2.9183,40.7261,44.6661
