Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-10 15:29,NOVARTIND,2428.2,2428.2,5398.3959,midcap,pharmaceuticals - multinational,healthcare,47.4586,51.3106
2026-09-10 15:29,VSSL,392,392,3507.273,smallcap,steel - medium / small,metals & mining,7.6479,51.0777
2026-09-10 15:29,DIGJAMLMTD,61.84,61.84,103.08,smallcap,textiles - products,textiles,23.779,49.3936
2026-09-10 15:29,INDNIPPON,1369,1369,2970.8716,smallcap,auto ancillaries,auto,18.2007,40.6688
2026-09-10 15:29,SREEL,370.3,370.3,798.8711,smallcap,trading,consumer discretionary,39.4622,28.9541
2026-09-10 15:29,SUNDRMFAST,1256.1,1256.1,25623.0534,largecap,auto ancillaries,auto,3.613,15.1545
2026-09-10 15:29,MANAKSIA,70.51,71.37,433.9009,smallcap,trading,services,11.8319,14.0413
2026-09-10 15:29,YUKEN,1085.7,1085.7,1450.3637,smallcap,engineering,industrials,7.41,12.2034
2026-09-10 15:29,MANINDS,876.45,876.45,5944.8835,midcap,steel - medium / small,metals & mining,11.147,10.2806
2026-09-10 15:29,LOTUSDEV,207.88,207.88,9676.2407,midcap,construction,realty,7.5705,8.6378
2026-09-10 15:29,KROSS,231.54,231.54,1417.0785,smallcap,auto ancillaries,auto,9.4389,8.4932
2026-09-10 15:29,AHCL,17.54,17.54,865.3064,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,11.8622,7.5756
2026-09-10 15:29,KABRAEXTRU,707.55,707.55,2318.5242,smallcap,engineering,industrials,22.1704,7.0929
2026-09-10 15:29,KINGFA,6227.5,6227.5,8344.2629,midcap,plastics products,plastic products,4.9726,7.062
2026-09-10 15:29,MAHSEAMLES,718.95,718.95,9061.0294,midcap,steel - medium / small,metals & mining,4.4834,6.5224
2026-09-10 15:29,JAYAGROGN,258.18,258.18,770.7,smallcap,chemicals,chemicals,11.9601,6.1538
2026-09-10 15:29,SUBEXLTD,19.76,19.76,1056.5655,smallcap,computers - software - medium / small,i.t,14.3518,5.9939
2026-09-10 15:29,SOLARA,707.25,707.25,3331.3871,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,10.6548,5.8357
2026-09-10 15:29,GAYAPROJ,24.8,25.26,1097.6028,smallcap,construction,realty,13.9706,5.526
2026-09-10 15:29,VARROC,884.4,884.4,12824.8904,midcap,auto ancillaries,auto,7.0249,5.0958
2026-09-10 15:29,NOCIL,195.31,195.31,3144.7454,smallcap,chemicals,chemicals,13.2626,4.5978
2026-09-10 15:29,ZIMLAB,136.43,136.43,714.0764,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,8.7092,4.5045
2026-09-10 15:29,IVC,9.68,10.28,313.0906,smallcap,finance & investments,financials,-5.4687,4.4798
2026-09-10 15:29,WELCORP,2776.8999,2776.8999,68809.7897,largecap,steel - large,industrials,7.1914,4.4188
2026-09-10 15:29,AKSHOPTFBR,8.79,8.79,139.7576,smallcap,cables - telephone,industrials,18.3042,4.1793
2026-09-10 15:29,FINCABLES,1418.4,1418.4,20698.811,largecap,cables - power,industrials,16.2432,4.1365
2026-09-10 15:29,WSTCSTPAPR,710.1,710.1,4409.0949,smallcap,paper,building materials,9.2041,3.9468
2026-09-10 15:29,INOXINDIA,2295.8,2295.8,19836.3629,midcap,packaging,industrials,2.1354,3.9301
2026-09-10 15:29,KENNAMET,5027.8999,5027.8999,10432.4112,midcap,castings & forgings,industrials,7.239,3.7361
2026-09-10 15:29,VALIANTLAB,124.8,124.8,650.8267,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,17.7692,3.5932
2026-09-10 15:29,CHEMBOND,225.82,225.82,296.3465,smallcap,chemicals,chemicals,32.1358,3.5792
2026-09-10 15:29,IKIO,231.73,231.73,1699.7117,smallcap,electric equipment,consumer discretionary,9.1316,3.5121
2026-09-10 15:29,RML,1408.9,1408.9,3770.5346,smallcap,auto ancillaries,auto,8.7198,3.5095
2026-09-10 15:29,REDINGTON,392,392,29554.9824,largecap,trading,services,5.575,3.4312
2026-09-10 15:29,KANORICHEM,175.14,175.14,728.8048,smallcap,chemicals,chemicals,12.5868,3.2898
2026-09-10 15:29,NRBBEARING,515.95,515.95,4696.3846,smallcap,bearings,industrials,15.4251,3.006
2026-09-10 15:29,STLNETWORK,34.86,34.86,1620.414,smallcap,telecommunications - service provider,telecom-service,20.7482,2.9051
2026-09-10 15:29,EBGNG,677.95,677.95,7704.8983,midcap,trading,services,12.7568,2.7687
2026-09-10 15:29,SHANTIGEAR,725.45,725.45,5429.5645,midcap,engineering,industrials,16.6787,2.7602
2026-09-10 15:29,NEOGEN,2388.8999,2388.8999,6175.1151,midcap,chemicals,chemicals,11.7405,2.5601
2026-09-10 15:29,KOVAI,6292,6292,6728.944,midcap,healthcare,healthcare,3.7856,2.5438
2026-09-10 15:29,GMMPFAUDLR,1319.2,1319.2,5868.716,midcap,engineering,industrials,14.9229,2.4214
2026-09-10 15:29,FCL,58.71,58.71,6804.1788,midcap,chemicals,chemicals,13.9779,2.3656
2026-09-10 15:29,BHAGYANGR,432.2,432.2,1378.8807,smallcap,power generation and supply,power & utilities,16.6689,2.0885
2026-09-10 15:29,PAISALO,83.05,83.05,7268.8988,midcap,finance & investments,financials,12.0783,1.971
2026-09-10 15:29,VENUSPIPES,1949.1,1949.9,3998.4164,smallcap,steel - medium / small,metals & mining,19.5034,1.9685
2026-09-10 15:29,ROLLT,4.61,4.8,117.5611,smallcap,packaging,industrials,5.492,1.6304
2026-09-10 15:29,CHENNPETRO,1626.4,1626.4,23891.345,largecap,refineries,energy,11.9956,1.6061
2026-09-10 15:29,NRL,134.84,134.84,894.4435,smallcap,trading,services,6.2401,1.4801
2026-09-10 15:29,RATNAVEER,310.6,310.6,2142.0862,smallcap,steel - medium / small,metals & mining,1.9196,1.4779
