Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-25 15:29,BOSCHLTD,77862.8046,1.5857,28.5248,26.4744
2026-09-25 15:29,NIFTYMIDSMLHLTH,63213.3819,0.8043,14.3614,21.4894
2026-09-25 15:29,NEULANDLAB,54786.1423,2.1034,39.4547,56.7378
2026-09-25 15:29,POWERINDIA,53440.3654,2.715,44.8737,62.4104
2026-09-25 15:29,APARINDS,51257.3541,2.9558,46.8813,112.6189
2026-09-25 15:29,SOLARINDS,41564.0396,2.475,35.6339,43.4331
2026-09-25 15:29,NIFTYSML250MQ100,40292.3686,0.9239,17.8886,9.2033
2026-09-25 15:29,CNXPHARMA,29818.5679,0.7774,13.7521,25.5533
2026-09-25 15:29,NIFTYALPHA50,29469.3932,1.0153,19.074,11.6053
2026-09-25 15:29,NIFTYMICROCAP250,28313.7141,1.0076,19.7795,14.2568
2026-09-25 15:29,PAGEIND,25830.2335,1.7175,24.501,-8.596
2026-09-25 15:29,OFSS,25619.3744,2.1563,34.5377,26.4827
2026-09-25 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-25 15:29,NIFTYMS400MQ100,23338.0801,0.8512,17.2141,8.2074
2026-09-25 15:29,DYNAMATECH,22986.7372,2.5468,46.0821,89.8802
2026-09-25 15:29,DIVISLAB,21402.1935,1.5926,24.2684,69.0746
2026-09-25 15:29,PTCIL,21247.15,2.7474,37.1012,43.0258
2026-09-25 15:29,KOVAI,20958.7693,1.5513,116.1551,219.6693
2026-09-25 15:29,MTARTECH,20549.4547,4.2988,61.757,267.2166
2026-09-25 15:29,CRAFTSMAN,18642.4206,2.2353,36.1387,58.345
2026-09-25 15:29,CNXNIFTYJUNIOR,18306.897,0.8976,16.9353,6.901
2026-09-25 15:29,YASHO,17728.2852,4.4726,60.2748,155.8833
2026-09-25 15:29,VOLTAMP,17079.583,2.156,40.4225,53.0513
2026-09-25 15:29,CNXSMALLCAP,16635.2261,0.939,18.0262,12.2679
2026-09-25 15:29,CENTUM,15474.5717,3.2223,51.0551,83.4409
2026-09-25 15:29,HONAUT,15442.3245,2.3459,30.7383,-6.1911
2026-09-25 15:29,GRWRHITECH,14979.0535,2.8079,55.1089,120.0935
2026-09-25 15:29,SANSERA,14967.8916,2.736,42.0866,225.3594
2026-09-25 15:29,VADILALIND,14854.401,2.4856,38.4631,38.808
2026-09-25 15:29,NIFTYHEALTHCARE,14229.891,0.7499,13.5436,17.8234
2026-09-25 15:29,NAVINFLUOR,14143.0606,2.1903,36.676,87.7132
2026-09-25 15:29,TASTYBITE,13541.4921,2.5682,35.82,10.2276
2026-09-25 15:29,NIFTYSMALLCAP250,13461.4934,0.8882,17.0845,8.8461
2026-09-25 15:29,SPECTRUM,13368.4643,3.932,57.2811,156.1176
2026-09-25 15:29,SMLMAH,13364.1219,4.054,59.7468,114.2207
2026-09-25 15:29,CPPLUS,13111.7115,2.8789,44.3223,193.895
2026-09-25 15:29,WELCORP,12587.9744,3.1303,42.5135,229.0045
2026-09-25 15:29,DIXON,12236.0266,2.2593,38.8944,-23.5338
2026-09-25 15:29,LMW,12130.597,1.9233,32.443,17.277
2026-09-25 15:29,KINGFA,11989.1987,2.0761,36.9513,43.5129
2026-09-25 15:29,INDOTECH,11186.0722,2.7814,59.7605,86.2552
2026-09-25 15:29,RADICO,10962.8112,1.5556,33.2539,58.079
2026-09-25 15:29,KDDL,10755.0515,3.2806,44.6882,51.3982
2026-09-25 15:29,CNXENERGY,10731.8147,0.7682,15.7341,7.4945
2026-09-25 15:29,FOSECOIND,10463.5714,2.7681,39.5473,11.7774
2026-09-25 15:29,NIFTY500MOMENTM50,10453.6571,1.0019,18.5975,6.9048
2026-09-25 15:29,SHRIPISTON,10312.2466,2.0069,38.9893,78.7804
2026-09-25 15:29,DATAPATTNS,10232.8641,3.3431,51.1861,66.4394
2026-09-25 15:29,VINDHYATEL,9974.8735,4.6202,59.0854,90.4222
2026-09-25 15:29,WENDT,9829.7527,2.444,34.9492,-2.3106
2026-09-25 15:29,NIFTYSMALLCAP50,9705.1002,0.9385,18.2162,17.1747
2026-09-25 15:29,THANGAMAYL,9630.6764,3.9281,60.7365,154.6496
2026-09-25 15:29,BAJAJ-AUTO,9432.8416,1.4412,22.8948,29.6369
2026-09-25 15:29,KENNAMET,9152.8338,3.101,38.5118,93.3456
2026-09-25 15:29,CNXMIDCAP,9104.1495,0.8303,16.4633,8.0304
2026-09-25 15:29,NETWEB,8978.254,3.6072,58.0453,22.9907
2026-09-25 15:29,WHEELS,8868.7932,4.0513,51.3406,165.9409
2026-09-25 15:29,NIFTYINDDEFENCE,8743.831,1.3514,24.6279,18.2627
2026-09-25 15:29,APOLLOHOSP,8350.6385,1.1285,18.3491,18.3622
2026-09-25 15:29,AVALON,7903.8031,3.7854,55.9233,134.2673
2026-09-25 15:29,ABB,7888.6091,1.9683,29.9566,36.3223
2026-09-25 15:29,ACUTAAS,7782.5596,2.7323,45.7355,140.9616
2026-09-25 15:29,NOVARTIND,7724.2631,4.1624,66.677,227.0549
2026-09-25 15:29,TCPLPACK,7579.7608,3.4356,44.7453,23.9751
2026-09-25 15:29,NIFTYMETAL,7531.0826,1.1757,22.3907,32.3505
2026-09-25 15:29,NIFTYMIDSMALLCAP400,7509.6733,0.8219,16.2032,7.5609
2026-09-25 15:29,WELINV,7391.2294,2.798,53.7132,144.5966
2026-09-25 15:29,MPSLTD,7278.9781,3.279,45.378,21.5265
2026-09-25 15:29,KMEW,7238.6676,3.4549,62.2277,129.9438
2026-09-25 15:29,MACPOWER,7213.2398,4.0141,55.0106,147.006
2026-09-25 15:29,STYLAMIND,7138.199,2.6193,36.2208,103.9341
2026-09-25 15:29,AZAD,7125.1755,2.9772,42.8813,75.2312
2026-09-25 15:29,SHAILY,7061.298,2.4753,51.6282,40.0874
2026-09-25 15:29,GLAND,7047.653,2.5632,33.197,48.9812
2026-09-25 15:29,RRKABEL,6973.2329,2.5725,38.9493,107.5269
2026-09-25 15:29,BALAMINES,6887.0294,4.28,55.8789,55.1367
2026-09-25 15:29,CAPLIPOINT,6846.0981,2.5887,34.448,39.187
