Date,Symbol,Current price,Market cap,Category,Sector,Industry,% change,Volume
2026-09-25 15:29,FORCEMOT,17388,22586.7483,largecap,auto,automobiles - lcvs / hcvs,1.4351,64737
2026-09-25 15:29,DIXON,13390,81238.1663,largecap,consumer discretionary,electronics - consumer,0.6843,276046
2026-09-25 15:29,ZSARACOM,10307,1090.2292,smallcap,financials,finance & investments,3.6088,47
2026-09-25 15:29,HAWKINCOOK,8047.5,4263.8296,smallcap,consumer discretionary,domestic appliances,-0.1984,986
2026-09-25 15:29,KICL,5009.5,2156.6794,smallcap,financials,finance & investments,1.3966,855
2026-09-25 15:29,BRITANNIA,4937.5,117905.0309,largecap,fmcg,food - processing - mnc,0.8682,107642
2026-09-25 15:29,PFIZER,4000.8,18510.4473,midcap,healthcare,pharmaceuticals - multinational,-1.122,15786
2026-09-25 15:29,SIEMENS,3877,136814.3756,largecap,industrials,electric equipment,0.9162,80353
2026-09-25 15:29,ESCORTS,2855.7,31581.9712,largecap,auto,automobiles - tractors,1.1619,42484
2026-09-25 15:29,ASIANPAINT,2444,229507.2552,largecap,building materials,paints / varnishes,2.144,426982
2026-09-25 15:29,SJS,2317.6001,7237.6455,midcap,auto,plastics products,2.4852,68630
2026-09-25 15:29,BALKRISIND,2185.3,41907.3004,largecap,auto,tyres,0.8073,114990
2026-09-25 15:29,INTERARCH,1719.7,2815.3232,smallcap,metals & mining,steel - medium / small,2.4485,103195
2026-09-25 15:29,ANURAS,1192.4,13402.2231,midcap,chemicals,chemicals,1.2912,167982
2026-09-25 15:29,PUNJABCHEM,1077.6,1292.5569,smallcap,chemicals,pesticides / agrochemicals - indian,2.2294,3752
2026-09-25 15:29,SHRIRAMFIN,994.1,232938.5977,largecap,financials,finance & investments,0.4141,2700614
2026-09-25 15:29,TCI,883.7,6403.4915,midcap,transportation,miscellaneous,6.0292,5770660
2026-09-25 15:29,ELDEHSG,765.5,747.308,smallcap,realty,construction,0.7237,348
2026-09-25 15:29,IDEAFORGE,729.85,3608.9133,smallcap,aerospace & defence,engineering,0.4819,135969
2026-09-25 15:29,STARHEALTH,558.15,32395.2731,largecap,financials,finance & investments,1.4081,1280937
2026-09-25 15:29,MAGADSUGAR,551.45,708.809,smallcap,fmcg,sugar,9.6322,287247
2026-09-25 15:29,HDFCLIFE,531,114467.7067,largecap,financials,finance & investments,0.7781,4285606
2026-09-25 15:29,TCIEXP,501.55,1893.0957,smallcap,transportation,miscellaneous,1.7859,33811
2026-09-25 15:29,BERGEPAINT,458.35,52400.1664,largecap,building materials,paints / varnishes,1.9915,219110
2026-09-25 15:29,GOCLCORP,384.1,1884.9939,smallcap,miscellaneous,diversified - medium / small,1.0125,105705
2026-09-25 15:29,BAJAJST,347.25,721.76,smallcap,industrials,engineering,0.072,6987
2026-09-25 15:29,TIPSFILMS,341.45,134.6579,smallcap,media,entertainment / electronic media software,9.6148,24778
2026-09-25 15:29,GOLDIAM,325.05,4843.4227,smallcap,consumer discretionary,diamond cutting / jewellery,1.0413,256884
2026-09-25 15:29,INNOVANA,301,617.4241,smallcap,i.t,computers - software - medium / small,0.7194,42530
2026-09-25 15:29,EIHAHOTELS,294.3,1758.6214,smallcap,services,hotels,1.975,30841
2026-09-25 15:29,SAPPL,276.9,247.4205,smallcap,building materials,paper,-0.4494,148
2026-09-25 15:29,GODIGIT,253.7,23142.815,largecap,financials,finance & investments,1.3584,365201
2026-09-25 15:29,IRIS,235.94,476.3195,smallcap,i.t,computers - software - medium / small,1.8827,26122
2026-09-25 15:29,NAHARPOLY,227.68,556.8442,smallcap,industrials,packaging,0.5343,1599
2026-09-25 15:29,PATELRMART,206.28,691.4911,smallcap,consumer discretionary,trading,-0.3623,13767
2026-09-25 15:29,ABMKNO,174.07,341.6376,smallcap,i.t,computers - software - medium / small,1.9145,7283
