Date,Symbol,% from 30w ema
2026-09-25 15:29,CNXPHARMA,7.5893
2026-09-25 15:29,NIFTYMICROCAP250,7.4011
2026-09-25 15:29,NIFTYSMALLCAP50,6.0383
2026-09-25 15:29,NIFTYHEALTHCARE,5.0983
2026-09-25 15:29,CNXSMALLCAP,4.701
2026-09-25 15:29,NIFTYMETAL,3.8963
2026-09-25 15:29,NIFTYSMALLCAP250,3.7619
2026-09-25 15:29,NIFTYINDDEFENCE,2.8913
2026-09-25 15:29,NIFTYMEDIA,2.5142
2026-09-25 15:29,CNXREALTY,2.0015
2026-09-25 15:29,NIFTYMIDSMALLCAP400,0.9713
2026-09-25 15:29,NIFTYHOUSING,0
2026-09-25 15:29,NIFTYMIDCAP50,-0.3508
2026-09-25 15:29,NIFTYMIDCAP150,-0.4658
2026-09-25 15:29,NIFTYCHEMICALS,-0.5823
2026-09-25 15:29,NIFTYAUTO,-0.9948
2026-09-25 15:29,NIFTYTOTALMKT,-1.3298
2026-09-25 15:29,NIFTYMIDSELECT,-1.6595
2026-09-25 15:29,NIFTYLARGEMID250,-1.681
2026-09-25 15:29,NIFTYPSUBANK,-1.7574
2026-09-25 15:29,NIFTY500,-1.7755
2026-09-25 15:29,NIFTYPVTBANK,-1.7864
2026-09-25 15:29,CNXENERGY,-1.8761
2026-09-25 15:29,NIFTYCONSUMPTION,-1.8927
2026-09-25 15:29,BANKNIFTY,-2.114
2026-09-25 15:29,NIFTYCOMMODITIES,-2.1659
2026-09-25 15:29,NIFTY200,-2.5409
2026-09-25 15:29,NIFTY100,-2.9924
2026-09-25 15:29,NIFTYOILANDGAS,-3.2376
2026-09-25 15:29,CNXINFRA,-3.2679
2026-09-25 15:29,NIFTY,-3.8403
2026-09-25 15:29,NIFTYFINSERVICE,-3.9348
2026-09-25 15:29,NIFTYFMCG,-5.8428
2026-09-25 15:29,CNXIT,-7.1948
2026-09-25 15:29,INDIAVIX,-10.2929
