Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-25 15:29,healthcare,51.2195,70.122,70.122,70.122,70.122
2026-09-25 15:29,metals & mining,49.6124,48.8372,48.8372,51.938,52.7132
2026-09-25 15:29,"castings, forgings & fasteners",48,64,64,56,52
2026-09-25 15:29,chemicals,47.7987,58.4906,56.6038,54.0881,53.4591
2026-09-25 15:29,textiles,44.186,39.5349,37.9845,36.4341,37.9845
2026-09-25 15:29,auto,41.1765,54.902,54.902,59.8039,58.8235
2026-09-25 15:29,aerospace & defence,41.1765,58.8235,67.6471,70.5882,70.5882
2026-09-25 15:29,telecom,40,40,40,40,40
2026-09-25 15:29,co-working,40,60,60,60,60
2026-09-25 15:29,industrials,37.5,51.9231,55.7692,55.7692,56.7308
2026-09-25 15:29,transportation,37.037,53.7037,53.7037,53.7037,50
2026-09-25 15:29,consumer discretionary,36.8056,43.0556,45.1389,45.8333,45.8333
2026-09-25 15:29,fmcg,36.7742,42.5806,46.4516,43.871,44.5161
2026-09-25 15:29,services,36.3636,35.5372,33.0579,29.7521,28.9256
2026-09-25 15:29,miscellaneous,33.7209,37.2093,37.2093,36.0465,39.5349
2026-09-25 15:29,realty,32.4607,28.7958,28.2723,26.178,26.178
2026-09-25 15:29,building materials,32.2917,37.5,34.375,34.375,30.2083
2026-09-25 15:29,energy,30.7692,56.4103,58.9744,56.4103,53.8462
2026-09-25 15:29,i.t,30.7263,38.5475,39.6648,37.9888,37.4302
2026-09-25 15:29,readymade garments/apparels,28.5714,50,50,35.7143,28.5714
2026-09-25 15:29,n/a,28.2407,30.5556,32.4074,34.2593,34.7222
2026-09-25 15:29,telecom-service,27.2727,27.2727,18.1818,18.1818,18.1818
2026-09-25 15:29,media,27.0833,31.25,29.1667,27.0833,25
2026-09-25 15:29,bank,26.8293,43.9024,51.2195,51.2195,53.6585
2026-09-25 15:29,financials,23.2877,31.9635,35.1598,36.0731,35.6164
2026-09-25 15:29,plastic products,22.5806,38.7097,32.2581,32.2581,29.0323
2026-09-25 15:29,power & utilities,21.875,15.625,21.875,25,25
2026-09-25 15:29,indices,10.4895,28.4382,38.6946,47.3193,52.4476
