Date,Symbol,Ltp,Vwap
2026-09-25 15:29,TASTYBITE,9856,9829.03
2026-09-25 15:29,YASHO,4234.1001,4177.5
2026-09-25 15:29,RPGLIFE,3050.6001,3014.37
2026-09-25 15:29,MPSLTD,2666.8999,2637.42
2026-09-25 15:29,WELINV,2499.8999,2304.93
2026-09-25 15:29,EIMCOELECO,2301.6001,2294.03
2026-09-25 15:29,JUBLCPL,2210.1001,2190.26
2026-09-25 15:29,THEJO,2185,2175.82
2026-09-25 15:29,VELJAN,2094.7,2078.76
2026-09-25 15:29,MACPOWER,2062.5,2048.54
2026-09-25 15:29,GRPLTD,1999,1995.91
2026-09-25 15:29,NOVARTIND,1965.6,1956.9
2026-09-25 15:29,NILKAMAL,1884,1866.31
2026-09-25 15:29,BOSCH-HCIL,1811.6,1801.81
2026-09-25 15:29,NPST,1796.3,1780.77
2026-09-25 15:29,TATVA,1793.2,1783.55
2026-09-25 15:29,AKCAPIT,1754,1750.29
2026-09-25 15:29,RACLGEAR,1686.5,1677.75
2026-09-25 15:29,VENUSREM,1668.4,1665.88
2026-09-25 15:29,ADOR,1638.9,1629.04
2026-09-25 15:29,INVPRECQ,1480.6,1343.81
2026-09-25 15:29,3BBLACKBIO,1456.2,1415.89
2026-09-25 15:29,INDNIPPON,1318.2,1301.26
2026-09-25 15:29,BUILDPRO,1276.1,1273.84
2026-09-25 15:29,ANTELOPUS,1261.7,1236.91
2026-09-25 15:29,MAHASTEEL,1232.1,1201.49
2026-09-25 15:29,PITTIENG,1162.4,1158.87
2026-09-25 15:29,GALAPREC,1148.6,1136.05
2026-09-25 15:29,YUKEN,1127.6,1117.08
2026-09-25 15:29,WINDLAS,1102.55,1094.66
2026-09-25 15:29,MANGLMCEM,1028.6,1026.54
2026-09-25 15:29,ARROWGREEN,905.8,891.26
2026-09-25 15:29,UNIPARTS,847.2,846.16
2026-09-25 15:29,KABRAEXTRU,846.4,839.81
2026-09-25 15:29,SVLL,834.7,825.27
2026-09-25 15:29,STOVEKRAFT,814.4,812.72
2026-09-25 15:29,MVELECTRO,813.8,809.09
2026-09-25 15:29,DATAMATICS,807.6,805.21
2026-09-25 15:29,AVADHSUGAR,796.5,779.87
2026-09-25 15:29,DEEPINDS,781.1,780.93
2026-09-25 15:29,WSTCSTPAPR,731.9,724.19
2026-09-25 15:29,RISHABH,711.8,708.51
2026-09-25 15:29,ASTAR,698.7,683.23
2026-09-25 15:29,VISHNU,697.65,697.58
2026-09-25 15:29,PREMEXPLN,680.35,680.31
2026-09-25 15:29,NRAIL,677.25,667.88
2026-09-25 15:29,UFLEX,664.2,657.16
2026-09-25 15:29,DICIND,656.5,651.59
2026-09-25 15:29,TBZ,655.6,651.68
2026-09-25 15:29,GCSL,653.45,643.91
2026-09-25 15:29,SGIL,642.5,640.25
2026-09-25 15:29,JGCHEM,620.1,612.32
2026-09-25 15:29,SANGAMIND,619.9,610.8
2026-09-25 15:29,SOMANYCERA,618.05,609.23
2026-09-25 15:29,NITINSPIN,612.35,609.32
2026-09-25 15:29,APCOTEXIND,599.4,595.6
2026-09-25 15:29,JASH,593.85,585.87
2026-09-25 15:29,IGPL,593.15,592.31
2026-09-25 15:29,CENTENKA,570.95,565.51
2026-09-25 15:29,MAGADSUGAR,551.45,550.91
2026-09-25 15:29,UNICHEMLAB,549.7,548.88
2026-09-25 15:29,QUADFUTURE,547.5,536.39
2026-09-25 15:29,UNIVPHOTO,547.25,541.37
2026-09-25 15:29,MATRIMONY,535.4,534.99
2026-09-25 15:29,OAL,533.65,530.01
2026-09-25 15:29,VOEPL,512.3,507.36
2026-09-25 15:29,TECHNOCRAF,491.05,487.96
2026-09-25 15:29,ASIANENE,487.75,483.1
2026-09-25 15:29,FMGOETZE,482.6,474.43
2026-09-25 15:29,SOFTTECH,479.8,477.8
2026-09-25 15:29,ARIES,473.3,472.31
2026-09-25 15:29,HARSHA,462.05,458.73
2026-09-25 15:29,MMP,460.25,456.22
2026-09-25 15:29,SANGHVIMOV,456,454.7
2026-09-25 15:29,MODISONLTD,444.05,442.75
2026-09-25 15:29,HLEGLAS,441.1,433.05
2026-09-25 15:29,SUNSHINE,437.45,437.21
2026-09-25 15:29,DIFFNKG,430.45,430.32
2026-09-25 15:29,DALMIASUG,428.75,421.37
2026-09-25 15:29,ULTRAMAR,425.3,424.06
2026-09-25 15:29,GUFICBIO,423.75,421.72
2026-09-25 15:29,VSSL,411.5,410.2
2026-09-25 15:29,SHIVALIK,408.45,406.28
2026-09-25 15:29,ORIENTBELL,407.55,403.48
2026-09-25 15:29,BHAGERIA,394.6,390.98
