Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-25 15:29,MOTHERSON,171509.6923,largecap,auto,auto ancillaries,1.9754,14239797
2026-09-25 15:29,ZYDUSLIFE,117735.3773,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.9995,1991779
2026-09-25 15:29,WOCKPHARMA,37173.3335,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.966,689934
2026-09-25 15:29,IIFL,26265.9446,largecap,financials,finance & investments,-0.0972,843724
2026-09-25 15:29,CARBORUNIV,24697.4825,largecap,industrials,abrasives and grinding wheels,-1.3884,356177
2026-09-25 15:29,BELRISE,23562.7222,largecap,auto,auto ancillaries,1.7609,3073786
2026-09-25 15:29,ANANTRAJ,22459.9192,largecap,realty,construction,-1.0735,1198697
2026-09-25 15:29,CAPLIPOINT,21795.5937,largecap,healthcare,pharmaceuticals - indian - formulations,-1.1264,181149
2026-09-25 15:29,SHRIPISTON,20997.6737,largecap,auto,auto ancillaries,4.8623,110008
2026-09-25 15:29,ABDL,19919.5584,midcap,fmcg,breweries & distilleries,0.4072,4070753
2026-09-25 15:29,CHALET,19597.7844,midcap,services,hotels,-1.5141,71076
2026-09-25 15:29,SHADOWFAX,16721.7184,midcap,transportation,couriers,-1.1721,2507956
2026-09-25 15:29,USHAMART,15944.102,midcap,metals & mining,steel - medium / small,-0.841,404445
2026-09-25 15:29,JSWDULUX,14264.5926,midcap,building materials,paints / varnishes,2.1486,52257
2026-09-25 15:29,PCBL,13322.6438,midcap,chemicals,chemicals,0.2953,669776
2026-09-25 15:29,SOUTHBANK,13064.1497,midcap,bank,banks - private sector,0.1002,28889000
2026-09-25 15:29,HCG,10466.8309,midcap,healthcare,healthcare,-0.3423,62254
2026-09-25 15:29,ICIL,8931.2605,midcap,textiles,textiles - cotton/blended,-1.1531,297727
2026-09-25 15:29,SUPRIYA,7740.4333,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.4383,326713
2026-09-25 15:29,VADILALIND,5328.6978,midcap,fmcg,food - processing - indian,1.6322,6174
2026-09-25 15:29,AGI,5313.9194,midcap,industrials,packaging,-2.1915,182324
2026-09-25 15:29,TEXRAIL,5157.8222,midcap,industrials,engineering,-0.8677,3485269
2026-09-25 15:29,LXCHEM,5006.7181,midcap,chemicals,chemicals,0.4485,617908
2026-09-25 15:29,RAYMONDREL,4715.4174,smallcap,realty,construction,0.4235,8688746
2026-09-25 15:29,CAPILLARY,4510.4324,smallcap,i.t,computers - software - medium / small,5.6207,1297575
2026-09-25 15:29,SANATHAN,4467.0848,smallcap,textiles,textiles - cotton/blended,-1.1431,189507
2026-09-25 15:29,SHOPERSTOP,4240.3533,smallcap,consumer discretionary,textiles - products,9.9987,3588100
2026-09-25 15:29,HARSHA,4165.723,smallcap,industrials,engineering,0.9835,150621
2026-09-25 15:29,JASH,3647.2255,smallcap,industrials,engineering,2.8935,322251
2026-09-25 15:29,STEELCAS,3620.936,smallcap,"castings, forgings & fasteners",castings & forgings,5.2264,1078414
2026-09-25 15:29,JUBLCPL,3273.3931,smallcap,chemicals,chemicals,2.3052,4393
2026-09-25 15:29,DPABHUSHAN,3208.6924,smallcap,consumer discretionary,diamond cutting / jewellery,0.8608,19662
2026-09-25 15:29,BOROLTD,3101.0268,smallcap,building materials,glass & glass products,2.1172,1348123
2026-09-25 15:29,BUILDPRO,3085.9692,smallcap,services,trading,0.275,51409
2026-09-25 15:29,SUNDROP,2850.636,smallcap,fmcg,food - processing - indian,-1.3819,11595
2026-09-25 15:29,JAYKAY,2638.7039,smallcap,aerospace & defence,engineering,0.6024,753223
2026-09-25 15:29,PENIND,2412.1639,smallcap,metals & mining,steel - medium / small,3.4406,1295945
2026-09-25 15:29,NELCO,2265.9812,smallcap,telecom,telecommunications - service provider,-1.6666,127194
2026-09-25 15:29,MUKANDLTD,2243.4381,smallcap,metals & mining,steel - medium / small,7.5937,1109036
2026-09-25 15:29,ESAFSFB,2106.1152,smallcap,bank,banks - private sector,4.9976,1195142
2026-09-25 15:29,BLUSPRING,2100.5424,smallcap,miscellaneous,diversified - large,3.2442,758518
2026-09-25 15:29,ONEPOINT,1822.4148,smallcap,i.t,computers - software - medium / small,0.4184,5644105
2026-09-25 15:29,TARSONS,1784.8047,smallcap,healthcare,miscellaneous,-0.8049,97118
2026-09-25 15:29,SMCGLOBAL,1781.3658,smallcap,financials,finance & investments,0.623,892402
2026-09-25 15:29,ARIS,1160.8183,smallcap,services,trading,-1.1485,513723
2026-09-25 15:29,GANDHITUBE,1104.8066,smallcap,metals & mining,steel - medium / small,-1.2869,7495
2026-09-25 15:29,SYSTMTXC,1079.333,smallcap,financials,finance & investments,-1.9608,5305
2026-09-25 15:29,DHAMPURSUG,1058.7424,smallcap,fmcg,sugar,6.0921,2148612
2026-09-25 15:29,SRHHYPOLTD,1039.759,smallcap,chemicals,chemicals,-1.8077,23038
2026-09-25 15:29,RSWM,1038.6392,smallcap,textiles,textiles - cotton/blended,-0.9841,46759
2026-09-25 15:29,TIRUPATIFL,1038.6295,smallcap,"castings, forgings & fasteners",castings & forgings,-1.9907,66450
2026-09-25 15:29,PRIMESECU,1017.1915,smallcap,financials,finance & investments,0.7341,39045
2026-09-25 15:29,DHARMAJ,1015.7777,smallcap,chemicals,pesticides / agrochemicals - indian,-1.7967,23574
2026-09-25 15:29,SGIL,1005.0104,smallcap,"castings, forgings & fasteners",castings & forgings,-0.6341,4595
2026-09-25 15:29,UTTAMSUGAR,991.5911,smallcap,fmcg,sugar,12.75,2805051
2026-09-25 15:29,REGAAL,930.7773,smallcap,miscellaneous,miscellaneous,-0.6953,231775
2026-09-25 15:29,SUDARCOLOR,882.1863,smallcap,chemicals,dyes and pigments,3.2313,4706
2026-09-25 15:29,ZUARIIND,842.3608,smallcap,fmcg,sugar,2.5986,227243
2026-09-25 15:29,OCCLLTD,797.6589,smallcap,chemicals,chemicals,4.9972,156212
2026-09-25 15:29,KILITCH,759.4701,smallcap,healthcare,pharmaceuticals - indian - formulations,3.2408,32455
2026-09-25 15:29,20MICRONS,754.6724,smallcap,metals & mining,mining / minerals / metals,1.7347,101345
2026-09-25 15:29,MANBA,705.1101,smallcap,financials,finance & investments,-0.7125,86634
2026-09-25 15:29,UNIDT,527.394,smallcap,industrials,engineering,-6.9487,139221
2026-09-25 15:29,PLASTIBLEN,493.0411,smallcap,chemicals,chemicals,7.0002,208830
2026-09-25 15:29,REMSONSIND,387.5731,smallcap,auto,auto ancillaries,5.1116,4262134
2026-09-25 15:29,VGL,342.7688,smallcap,textiles,textiles - cotton/blended,1.1425,42751
2026-09-25 15:29,VETO,273.4203,smallcap,industrials,electric equipment,5.0895,354342
2026-09-25 15:29,KMSUGAR,267.3525,smallcap,fmcg,sugar,11.6999,1179803
2026-09-25 15:29,SSDL,262.5467,smallcap,textiles,trading,10.5731,427404
2026-09-25 15:29,ARVEE,247.1235,smallcap,chemicals,chemicals,-4.932,9353
2026-09-25 15:29,TAINWALCHM,202.9992,smallcap,services,trading,-3.5011,5113
2026-09-25 15:29,CUBEXTUB,198.1746,smallcap,metals & mining,mining / minerals / metals,10,2579721
2026-09-25 15:29,GVPTECH,143.7302,smallcap,i.t,trading,1.6645,83520
2026-09-25 15:29,HINDCON,128.5909,smallcap,chemicals,chemicals,9.8726,188464
2026-09-25 15:29,OBCL,125.2739,smallcap,transportation,miscellaneous,-3.0629,365
2026-09-25 15:29,ALKALI,98.1288,smallcap,chemicals,chemicals,-2.5319,9233
2026-09-25 15:29,KSHITIJPOL,78.0479,smallcap,miscellaneous,printing & stationery,-4.9407,497252
2026-09-25 15:29,BANARBEADS,76.4389,smallcap,building materials,glass & glass products,6.9049,36764
2026-09-25 15:29,AKI,70.6961,smallcap,consumer discretionary,leather / leather products,-3.2117,125039
2026-09-25 15:29,EASTSILK,35.9,smallcap,textiles,textiles - silk,0.2785,4345
2026-09-25 15:29,SILLYMONKS,33.3859,smallcap,media,entertainment / electronic media software,-8.7029,258969
2026-09-25 15:29,ANKITMETAL,26.1054,smallcap,metals & mining,steel - medium / small,1.6216,7700
