Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-18 15:29,UNOMINDA,69584.7983,largecap,auto,auto ancillaries,6.556,1277954
2026-09-18 15:29,APLAPOLLO,59654.9083,largecap,industrials,steel - large,5.6598,1115754
2026-09-18 15:29,AEGISLOG,47518.38,largecap,services,trading,4.5502,1333662
2026-09-18 15:29,PWL,37073.3314,largecap,services,miscellaneous,6.8858,20005965
2026-09-18 15:29,PFOCUS,26008.5509,largecap,realty,miscellaneous,2.8064,5344944
2026-09-18 15:29,APLLTD,16236.114,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.391,634938
2026-09-18 15:29,JUBLPHARMA,16120.8441,midcap,healthcare,pharmaceuticals - indian - bulk drugs,5.2663,308313
2026-09-18 15:29,TEGA,14424.518,midcap,industrials,engineering,1.1979,1144337
2026-09-18 15:29,TSFINV,9904.7216,midcap,financials,finance & investments,2.1751,153537
2026-09-18 15:29,OPTIEMUS,5500.1535,midcap,telecom,trading,-3.2623,190406
2026-09-18 15:29,EMUDHRA,5244.8795,midcap,i.t,computers - software - medium / small,-3.142,1272884
2026-09-18 15:29,GOODLUCK,5082.999,midcap,metals & mining,steel - medium / small,1.4713,363708
2026-09-18 15:29,HLEGLAS,2886.8862,smallcap,industrials,engineering,7.5183,1020903
2026-09-18 15:29,TALBROAUTO,2686.4091,smallcap,auto,auto ancillaries,9.5358,1960823
2026-09-18 15:29,ALGOQUANT,1971.3264,smallcap,financials,finance & investments,3.0515,3786684
2026-09-18 15:29,BHAGYANGR,1495.6158,smallcap,power & utilities,power generation and supply,0.0448,329482
2026-09-18 15:29,MATRIMONY,1097.3437,smallcap,miscellaneous,miscellaneous,0.8949,5229
2026-09-18 15:29,KRYSTAL,942.967,smallcap,miscellaneous,miscellaneous,-4.2303,46393
2026-09-18 15:29,ARIHANTCAP,890.1655,smallcap,financials,finance & investments,-1.1329,109582
2026-09-18 15:29,TREL,731.4356,smallcap,transportation,miscellaneous,-0.3695,611021
2026-09-18 15:29,SOFTTECH,693.0758,smallcap,i.t,computers - software - medium / small,4.993,35070
2026-09-18 15:29,MEDICAMEQ,469.6803,smallcap,healthcare,pharmaceuticals - indian - formulations,-5.27,29506
2026-09-18 15:29,OILCOUNTUB,334.0847,smallcap,metals & mining,steel - medium / small,1.9919,44331
2026-09-18 15:29,EQUIPPP,251.4493,smallcap,i.t,computers - software - medium / small,0.492,53053
2026-09-18 15:29,ISFT,147.2292,smallcap,i.t,miscellaneous,5.4288,414668
2026-09-18 15:29,MWL,119.3373,smallcap,metals & mining,steel - medium / small,5.8238,3022051
2026-09-18 15:29,MANUGRAPH,46.2005,smallcap,industrials,engineering,19.0915,591694
