Date,Symbol,Market cap,Category,Sector,Industry,% change,Volume
2026-09-18 15:29,BHEL,149450.1592,largecap,industrials,electric equipment,2.493,7669374
2026-09-18 15:29,HDFCLIFE,121006.8564,largecap,financials,finance & investments,-1.0862,5599030
2026-09-18 15:29,LENSKART,118224.3077,largecap,fmcg,personal care - indian,4.0076,25690503
2026-09-18 15:29,AUROPHARMA,97238.8643,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.6036,1209478
2026-09-18 15:29,JSWINFRA,76109.5012,largecap,transportation,miscellaneous,6.6126,25470641
2026-09-18 15:29,APARINDS,74536.9471,largecap,industrials,electric equipment,5.9379,271798
2026-09-18 15:29,RBLBANK,62584.9729,largecap,bank,banks - private sector,2.9073,3792806
2026-09-18 15:29,SCHAEFFLER,62380.7947,largecap,industrials,bearings,5.6778,171857
2026-09-18 15:29,AEGISLOG,47518.38,largecap,services,trading,4.5502,1333662
2026-09-18 15:29,MEDANTA,38287.3418,largecap,healthcare,healthcare,5.2949,703445
2026-09-18 15:29,PWL,37073.3314,largecap,services,miscellaneous,6.8858,20005965
2026-09-18 15:29,ANANDRATHI,36651.9495,largecap,financials,finance & investments,0.9966,880377
2026-09-18 15:29,EMCURE,36225.1145,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.922,1744754
2026-09-18 15:29,SHYAMMETL,30062.5006,largecap,metals & mining,steel - large,2.1356,1196160
2026-09-18 15:29,ACMESOLAR,29073.7414,largecap,realty,engineering - turnkey services,5.823,12038412
2026-09-18 15:29,CENTRALBK,27516.2599,largecap,bank,banks - public sector,4.375,56472458
2026-09-18 15:29,ACUTAAS,27141.0957,largecap,healthcare,pharmaceuticals - indian - bulk drugs,3.7767,521496
2026-09-18 15:29,SANSERA,25070.6334,largecap,auto,auto ancillaries,6.0336,287946
2026-09-18 15:29,KPIL,23896.2024,largecap,realty,transmisson line towers / equipment,3.3016,224766
2026-09-18 15:29,CUB,22968.4297,largecap,bank,banks - private sector,1.7125,2196738
2026-09-18 15:29,WELSPUNLIV,20052.3721,largecap,textiles,textiles - products,1.1355,3513969
2026-09-18 15:29,RATNAMANI,18943.0639,midcap,industrials,steel - medium / small,5.7907,64084
2026-09-18 15:29,SHILPAMED,18743.5833,midcap,healthcare,pharmaceuticals - indian - formulations,6.5477,1766385
2026-09-18 15:29,ONESOURCE,18114.0366,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.943,335793
2026-09-18 15:29,ALIVUS,17033.3504,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,3.0984,304330
2026-09-18 15:29,BEML,16768.5744,midcap,aerospace & defence,engineering,6.0448,1380251
2026-09-18 15:29,APLLTD,16236.114,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.391,634938
2026-09-18 15:29,VIJAYA,15497.2762,midcap,healthcare,healthcare,3.5057,278137
2026-09-18 15:29,AVALON,14899.0214,midcap,consumer discretionary,electronics - components,13.7982,4310981
2026-09-18 15:29,SKFINDUS,14536.2443,midcap,industrials,bearings,1.493,1293995
2026-09-18 15:29,INDGN,14258.471,midcap,healthcare,miscellaneous,1.4111,469267
2026-09-18 15:29,NAZARA,13947.1544,midcap,i.t,telecommunications - service provider,1.8756,3038750
2026-09-18 15:29,PRUDENT,13747.8459,midcap,financials,finance & investments,5.4635,57792
2026-09-18 15:29,BBOX,13611.2031,midcap,i.t,computers - software - medium / small,4.5342,640804
2026-09-18 15:29,CORONA,13269.2927,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.4841,12123
2026-09-18 15:29,PCBL,12960.6582,midcap,chemicals,chemicals,2.2162,1255857
2026-09-18 15:29,HOMEFIRST,12263.9442,midcap,financials,finance - housing,5.7956,873253
2026-09-18 15:29,METROPOLIS,12155.8733,midcap,healthcare,healthcare,1.9018,223299
2026-09-18 15:29,EDELWEISS,12147.7872,midcap,financials,finance & investments,6.1633,9148549
2026-09-18 15:29,QPOWER,11537.622,midcap,industrials,electric equipment,3.1078,298373
2026-09-18 15:29,TECHNOE,11452.0191,midcap,realty,engineering - turnkey services,4.6461,286285
2026-09-18 15:29,SHREEJISPG,11257.6514,midcap,transportation,shipping,2.4674,854162
2026-09-18 15:29,WELENT,10778.2834,midcap,realty,construction,5.7339,1675361
2026-09-18 15:29,IIFLCAPS,10561.7168,midcap,financials,finance & investments,2.4188,1665584
2026-09-18 15:29,TSFINV,9904.7216,midcap,financials,finance & investments,2.1751,153537
2026-09-18 15:29,SMLMAH,9002.0874,midcap,auto,automobiles - lcvs / hcvs,1.1575,53178
2026-09-18 15:29,CLEAN,8801.7869,midcap,chemicals,chemicals,2.8678,891352
2026-09-18 15:29,NESCO,7620.2447,midcap,realty,construction,2.7554,41377
2026-09-18 15:29,EBGNG,7543.572,midcap,services,trading,6.2571,1067215
2026-09-18 15:29,CYIENTDLM,7092.9039,midcap,aerospace & defence,electronics - components,5.2826,469640
2026-09-18 15:29,POWERICA,7045.143,midcap,industrials,electric equipment,3.5207,141360
2026-09-18 15:29,KOVAI,6687.9105,midcap,healthcare,healthcare,1.8652,3229
2026-09-18 15:29,INNOVACAP,6578.0056,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.6359,32076
2026-09-18 15:29,IONEXCHANG,6223.7967,midcap,realty,engineering - turnkey services,4.23,491666
2026-09-18 15:29,MANINDS,6173.2877,midcap,metals & mining,steel - medium / small,3.469,1165509
2026-09-18 15:29,FCL,6170.6903,midcap,chemicals,chemicals,7.6052,26160940
2026-09-18 15:29,TIMEX,6169.0545,midcap,consumer discretionary,miscellaneous,16.8712,6651306
2026-09-18 15:29,SSWL,5473.8083,midcap,auto,auto ancillaries,6.9347,1835082
2026-09-18 15:29,ARTEMISMED,5237.5622,midcap,healthcare,healthcare,2.3122,335686
2026-09-18 15:29,JUNIPER,4793.5914,smallcap,services,hotels,4.1264,274539
2026-09-18 15:29,NRBBEARING,4576.6852,smallcap,industrials,bearings,11.2876,9738086
2026-09-18 15:29,AYE,4466.3016,smallcap,financials,finance & investments,2.6191,854592
2026-09-18 15:29,SAMBHV,3803.9135,smallcap,metals & mining,steel - medium / small,14.3156,28285913
2026-09-18 15:29,JASH,3248.1572,smallcap,industrials,engineering,1.3911,166601
2026-09-18 15:29,HLEGLAS,2886.8862,smallcap,industrials,engineering,7.5183,1020903
2026-09-18 15:29,GANDHAR,2636.8745,smallcap,energy,refineries,2.5241,670870
2026-09-18 15:29,GNA,2303.4521,smallcap,auto,auto ancillaries,4.1003,2062341
2026-09-18 15:29,KABRAEXTRU,2212.9062,smallcap,industrials,engineering,7.7203,233883
2026-09-18 15:29,TIL,2060.6007,smallcap,industrials,engineering,3.0287,145867
2026-09-18 15:29,BCG,1990.2626,smallcap,i.t,computers - software - medium / small,4.0568,9727064
2026-09-18 15:29,MACPOWER,1922.3994,smallcap,industrials,engineering,9.5181,237776
2026-09-18 15:29,MENONBE,1709.5002,smallcap,auto,auto ancillaries,3.8682,88392
2026-09-18 15:29,MOBIKWIK,1564.2288,smallcap,i.t,miscellaneous,6.9674,5135376
2026-09-18 15:29,ONEPOINT,1555.0081,smallcap,i.t,computers - software - medium / small,0.8455,579627
2026-09-18 15:29,ARFIN,1482.7332,smallcap,metals & mining,aluminium and aluminium products,1.98,2628465
2026-09-18 15:29,GPTINFRA,1434.9964,smallcap,realty,construction,4.7552,3008060
2026-09-18 15:29,GPTHEALTH,1342.499,smallcap,healthcare,healthcare,1.5891,319398
2026-09-18 15:29,RAMBHAJO,1219.3248,smallcap,consumer discretionary,diamond cutting / jewellery,9.2723,1439325
2026-09-18 15:29,STEL,1166.197,smallcap,financials,finance & investments,3.529,12670
2026-09-18 15:29,CONTROLPR,965.2507,smallcap,i.t,computers - hardware,-0.4308,28633
2026-09-18 15:29,DHARMAJ,916.2447,smallcap,chemicals,pesticides / agrochemicals - indian,1.8628,40591
2026-09-18 15:29,GANESHBE,901.3076,smallcap,miscellaneous,miscellaneous,1.3259,164083
2026-09-18 15:29,SRHHYPOLTD,888.4511,smallcap,chemicals,chemicals,1.0626,26767
2026-09-18 15:29,HEXATRADEX,865.1873,smallcap,financials,finance & investments,1.0727,2261
2026-09-18 15:29,CORDELIA,794.0233,smallcap,i.t,travel agencies,4.9872,2435983
2026-09-18 15:29,MANBA,672.0023,smallcap,financials,finance & investments,0,78068
2026-09-18 15:29,ORIENTCER,551.6564,smallcap,building materials,refractories / intermediates,0.8892,53405
2026-09-18 15:29,CSM,529.658,smallcap,i.t,computers - software - medium / small,7.0246,9116969
2026-09-18 15:29,MAZDA,527.5586,smallcap,industrials,engineering,1.0628,166595
2026-09-18 15:29,CYBERTECH,427.6225,smallcap,i.t,computers - software - medium / small,1.133,32580
2026-09-18 15:29,VRAJ,408.9515,smallcap,metals & mining,steel - sponge iron,3.0244,20078
2026-09-18 15:29,OILCOUNTUB,334.0847,smallcap,metals & mining,steel - medium / small,1.9919,44331
