Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-18 15:29,AHCL,22.9,22.9,1160.8288,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,17.0158,23.5425
2026-09-18 15:29,SAMBHV,147.57,147.57,3803.9135,smallcap,steel - medium / small,metals & mining,12.5801,19.8096
2026-09-18 15:29,NRBBEARING,525.5,525.5,4576.6852,smallcap,bearings,industrials,2.1082,19.1581
2026-09-18 15:29,VENUSPIPES,2282.8999,2282.8999,4416.0532,smallcap,steel - medium / small,metals & mining,13.0093,12.8775
2026-09-18 15:29,YATHARTH,1139.5,1139.5,10333.0412,midcap,healthcare,healthcare,17.924,12.0394
2026-09-18 15:29,SHAREINDIA,228.15,228.15,4780.0249,smallcap,finance & investments,financials,14.6886,11.6721
2026-09-18 15:29,AVALON,2537.7,2537.7,14899.0214,midcap,electronics - components,consumer discretionary,12.0645,10.8912
2026-09-18 15:29,TALBROAUTO,476.7,476.7,2686.4091,smallcap,auto ancillaries,auto,12.4956,9.1995
2026-09-18 15:29,ACMESOLAR,435.25,435.25,29073.7414,largecap,engineering - turnkey services,realty,8.1904,7.1172
2026-09-18 15:29,MACPOWER,2104.5,2104.5,1922.3994,smallcap,engineering,industrials,14.1888,6.9921
2026-09-18 15:29,GMMPFAUDLR,1467,1467,6129.4679,midcap,engineering,industrials,12.1645,6.9645
2026-09-18 15:29,SYRMA,1728.9,1728.9,31194.1876,largecap,electronics - components,consumer discretionary,8.7837,6.4023
2026-09-18 15:29,EMIL,196.28,196.28,7120.5453,midcap,trading,consumer discretionary,4.1936,6.3865
2026-09-18 15:29,BIRLACABLE,409.5,409.5,1204.95,smallcap,cables - telephone,industrials,4.3711,5.6539
2026-09-18 15:29,SOFTTECH,525.7,525.7,693.0758,smallcap,computers - software - medium / small,i.t,16.2153,5.5345
2026-09-18 15:29,WELENT,823.35,823.35,10778.2834,midcap,construction,realty,4.7253,5.1686
2026-09-18 15:29,TEXMOPIPES,61.49,62.24,181.7097,smallcap,plastics products,plastic products,2.3469,4.5963
2026-09-18 15:29,KOPRAN,277.6,277.6,1296.9031,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,17.9971,4.4741
2026-09-18 15:29,IRISDOREME,64.58,64.58,1190.5233,smallcap,textiles - products,consumer discretionary,5.0594,4.2704
2026-09-18 15:29,WSTCSTPAPR,768.3,768.3,4732.074,smallcap,paper,building materials,7.6352,4.2369
2026-09-18 15:29,ROSSTECH,1374.3,1374.3,5116.1656,midcap,engineering,aerospace & defence,13.1763,3.9317
2026-09-18 15:29,JYOTICNC,1049.7,1049.7,22306.7944,largecap,engineering,industrials,6.5685,3.9008
2026-09-18 15:29,ROLLT,5.71,5.71,136.0707,smallcap,packaging,industrials,20.2105,3.496
2026-09-18 15:29,SHYAMMETL,1100,1100,30062.5006,largecap,steel - large,metals & mining,2.3446,3.1193
2026-09-18 15:29,SUBEXLTD,20.11,20.8,1118.3858,smallcap,computers - software - medium / small,i.t,-3.3173,3.0426
2026-09-18 15:29,FILATEX,93.83,93.83,4012.0674,smallcap,textiles - manmade,textiles,7.3447,2.9144
2026-09-18 15:29,EQUIPPP,24.51,25.03,251.4493,smallcap,computers - software - medium / small,i.t,8.5955,2.8288
2026-09-18 15:29,VALIANTORG,426.65,426.65,1145.0736,smallcap,chemicals,chemicals,7.6583,2.8214
2026-09-18 15:29,COMSYN,306.55,306.55,1181.9386,smallcap,packaging,industrials,2.4737,2.7275
2026-09-18 15:29,ACE,1229.2,1229.2,14356.6701,midcap,engineering,industrials,8.8751,2.7028
2026-09-18 15:29,PVRINOX,1324.7,1324.7,12497.9092,midcap,entertainment / electronic media software,media,7.0811,2.6597
2026-09-18 15:29,NRL,143.67,143.67,947.1431,smallcap,trading,services,7.9738,2.64
2026-09-18 15:29,INDORAMA,91.05,91.05,2328.8682,smallcap,textiles - manmade,textiles,5.2601,2.6362
2026-09-18 15:29,BODALCHEM,191.23,191.23,2293.8193,smallcap,dyes and pigments,chemicals,10.9223,2.6055
2026-09-18 15:29,YUKEN,1139.2,1139.2,1525.619,smallcap,engineering,industrials,2.2851,2.5091
2026-09-18 15:29,PAISALO,89.51,89.51,8070.1876,midcap,finance & investments,financials,6.2685,2.4487
2026-09-18 15:29,IL&FSENGG,40.56,40.56,511.3722,smallcap,construction,realty,5.2413,2.4197
2026-09-18 15:29,EBGNG,703.05,703.05,7543.572,midcap,trading,services,3.4429,2.2734
2026-09-18 15:29,APARINDS,18858,18858,74536.9471,largecap,electric equipment,industrials,7.76,2.245
