Date,Symbol,Changeinpercentage
2026-09-18 15:29,VHLTD-RE1,38.7755
2026-09-18 15:29,ALKALI,20
2026-09-18 15:29,MONQ50,20
2026-09-18 15:29,ASTAR,19.9985
2026-09-18 15:29,SHIVAMAUTO,19.9506
2026-09-18 15:29,MASPTOP50,19.8883
2026-09-18 15:29,MANUGRAPH,19.0915
2026-09-18 15:29,TIMEX,16.8712
2026-09-18 15:29,GLOBE,16.2921
2026-09-18 15:29,LPDC,15.9016
2026-09-18 15:29,SVGLOBAL,15.3282
2026-09-18 15:29,SAMBHV,14.3156
2026-09-18 15:29,KSHITIJ-RE,14.2857
2026-09-18 15:29,JETFREIGHT,13.9475
2026-09-18 15:29,AVALON,13.7982
2026-09-18 15:29,ATGL,12.5554
2026-09-18 15:29,NRBBEARING,11.2876
2026-09-18 15:29,RUSHIL,10.8542
2026-09-18 15:29,POONAWALLA,10.7671
2026-09-18 15:29,DUCON-RE1,10.2564
2026-09-18 15:29,QUINT,9.9906
2026-09-18 15:29,TALBROAUTO,9.5358
2026-09-18 15:29,COASTCORP,9.5319
2026-09-18 15:29,GRAUWEIL,9.5208
2026-09-18 15:29,MACPOWER,9.5181
2026-09-18 15:29,LUXIND,9.2758
2026-09-18 15:29,RAMBHAJO,9.2723
2026-09-18 15:29,ALUFLUOR,9.1325
2026-09-18 15:29,MAXIND,8.9165
2026-09-18 15:29,NGIL,8.8724
2026-09-18 15:29,CEWATER,8.8694
2026-09-18 15:29,CMRGREEN,8.7264
2026-09-18 15:29,SHRIKRISH,8.6369
2026-09-18 15:29,DEEPA,8.6362
2026-09-18 15:29,THACKER,8.5353
2026-09-18 15:29,SURAJEST,8.377
2026-09-18 15:29,PBMPOLY,8.3333
2026-09-18 15:29,DPABHUSHAN,8.3246
2026-09-18 15:29,WELCORP,8.121
2026-09-18 15:29,GUJAPOLLO,8.0556
2026-09-18 15:29,BBTC,8.0534
2026-09-18 15:29,SHIVAAGRO,7.9566
2026-09-18 15:29,CAPILLARY,7.8182
2026-09-18 15:29,AUGMONT,7.7981
2026-09-18 15:29,KABRAEXTRU,7.7203
2026-09-18 15:29,DHARAN,7.6923
2026-09-18 15:29,FCL,7.6052
2026-09-18 15:29,GMMPFAUDLR,7.5986
2026-09-18 15:29,UMESLTD,7.598
2026-09-18 15:29,HLEGLAS,7.5183
2026-09-18 15:29,SPLPETRO,7.2739
2026-09-18 15:29,DMCC,7.2411
2026-09-18 15:29,WSTCSTPAPR,7.2371
