Date,Symbol,% change,Ltp
2026-09-18 15:29,CNXSMALLCAP,1.7404,19875.6992
2026-09-18 15:29,NIFTYSMALLCAP50,1.7256,9956.6504
2026-09-18 15:29,NIFTYMICROCAP250,1.6122,26380.6992
2026-09-18 15:29,NIFTYSMALLCAP250,1.5445,18287.4004
2026-09-18 15:29,NIFTYMETAL,1.5099,13052.5996
2026-09-18 15:29,NIFTYMIDSMALLCAP400,1.4994,21238.6504
2026-09-18 15:29,NIFTYMIDCAP150,1.4755,22901.8496
2026-09-18 15:29,NIFTYMEDIA,1.3436,1553.75
2026-09-18 15:29,CNXREALTY,1.1927,844.2
2026-09-18 15:29,NIFTYCHEMICALS,1.1719,29306.25
2026-09-18 15:29,CNXINFRA,1.1372,9071.2998
2026-09-18 15:29,CNXENERGY,1.0481,37773.5508
2026-09-18 15:29,NIFTYLARGEMID250,0.9923,16385.5996
2026-09-18 15:29,NIFTYMIDCAP50,0.8695,17882.9004
2026-09-18 15:29,NIFTYINDDEFENCE,0.8607,9351.7002
2026-09-18 15:29,NIFTYTOTALMKT,0.8573,12923.0498
2026-09-18 15:29,NIFTYOILANDGAS,0.8414,10948.7002
2026-09-18 15:29,NIFTY500,0.8206,22840.5508
2026-09-18 15:29,NIFTYFINSERVICE,0.757,25510
2026-09-18 15:29,NIFTYCOMMODITIES,0.6841,9566.5498
2026-09-18 15:29,NIFTYPSUBANK,0.6626,8317.5498
2026-09-18 15:29,NIFTY200,0.6465,13636.5
2026-09-18 15:29,NIFTYMIDSELECT,0.5471,14500.75
2026-09-18 15:29,BANKNIFTY,0.5404,56358.6992
2026-09-18 15:29,NIFTYHEALTHCARE,0.5127,16613.9004
2026-09-18 15:29,NIFTY100,0.4964,24498.75
2026-09-18 15:29,CNXPHARMA,0.4923,26710.0996
2026-09-18 15:29,NIFTYPVTBANK,0.4446,27290
2026-09-18 15:29,NIFTY,0.3257,23346.4004
2026-09-18 15:29,NIFTYCONSUMPTION,0.2861,11460.7002
2026-09-18 15:29,NIFTYAUTO,-0.111,27129
2026-09-18 15:29,NIFTYFMCG,-0.2324,45466.8008
2026-09-18 15:29,CNXIT,-1.0326,28854.5508
2026-09-18 15:29,INDIAVIX,-7.323,11.39
2026-09-18 15:29,NIFTYHOUSING,1.7e+308,11061.2002
