Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-18 15:29,co-working,60,60,60,60,60
2026-09-18 15:29,healthcare,56.7073,70.7317,74.3902,74.3902,72.561
2026-09-18 15:29,telecom-service,45.4545,36.3636,27.2727,27.2727,36.3636
2026-09-18 15:29,transportation,44.4444,53.7037,51.8519,53.7037,48.1481
2026-09-18 15:29,energy,41.0256,53.8462,53.8462,56.4103,56.4103
2026-09-18 15:29,chemicals,38.9937,54.0881,52.8302,51.5723,49.6855
2026-09-18 15:29,aerospace & defence,38.2353,55.8824,67.6471,64.7059,64.7059
2026-09-18 15:29,metals & mining,37.2093,44.9612,46.5116,47.2868,47.2868
2026-09-18 15:29,industrials,35.1931,53.2189,56.2232,55.794,56.2232
2026-09-18 15:29,auto,34.9515,49.5146,52.4272,54.3689,54.3689
2026-09-18 15:29,building materials,34.375,37.5,32.2917,32.2917,30.2083
2026-09-18 15:29,financials,33.3333,39.726,43.8356,42.4658,43.379
2026-09-18 15:29,services,33.0579,38.0165,33.8843,33.0579,33.0579
2026-09-18 15:29,i.t,32.4022,38.5475,38.5475,39.6648,36.8715
2026-09-18 15:29,telecom,30,40,40,40,40
2026-09-18 15:29,bank,29.2683,46.3415,51.2195,53.6585,56.0976
2026-09-18 15:29,consumer discretionary,29.1139,43.6709,46.8354,47.4684,46.8354
2026-09-18 15:29,miscellaneous,29.0698,32.5581,33.7209,34.8837,37.2093
2026-09-18 15:29,n/a,28.7037,30.5556,31.4815,34.2593,35.1852
2026-09-18 15:29,textiles,27.1318,40.3101,37.9845,39.5349,38.7597
2026-09-18 15:29,fmcg,25.8065,39.3548,39.3548,40,40
2026-09-18 15:29,realty,22.6316,25.2632,27.3684,26.3158,25.2632
2026-09-18 15:29,plastic products,22.5806,38.7097,35.4839,32.2581,32.2581
2026-09-18 15:29,power & utilities,21.875,18.75,21.875,25,25
2026-09-18 15:29,indices,18.4149,44.9883,49.4172,52.9138,60.1399
2026-09-18 15:29,media,16.6667,20.8333,22.9167,25,22.9167
