date,index,index_changes__change,index_changes__ltp,indices_age_away_from__from_30w_ema,quarterly_percentage_change_indices__change,weekly_percentage_change_indices__change
2026-09-17,NIFTYHOUSING,1.7e+308,11061.2002,0,1.7e+308,1.7e+308
2026-09-17,NIFTYINDDEFENCE,1.5642,9271.9004,1.7315,-2.6,-4.6478
2026-09-17,NIFTYLARGEMID250,0.6448,16224.5996,-1.3006,-1.5279,-0.9587
2026-09-17,NIFTYMEDIA,1.1947,1533.15,1.6227,3.7033,-0.2635
2026-09-17,NIFTYMETAL,0.9369,12858.4502,2.4579,2.7102,-1.0816
2026-09-17,NIFTYMICROCAP250,0.8478,25962.1504,5.9862,3.2541,-2.5836
2026-09-17,NIFTYMIDCAP150,0.8943,22568.8496,0.1825,-0.9019,-1.2211
2026-09-17,NIFTYMIDCAP50,0.9604,17728.75,1.1343,0.7607,-1.121
2026-09-17,NIFTYMIDSELECT,0.9336,14421.8496,1.0241,-0.0312,-1.1166
2026-09-17,NIFTYMIDSMALLCAP400,0.8677,20924.9004,1.2344,-0.0377,-1.4229
2026-09-17,NIFTYOILANDGAS,-0.1389,10857.3496,-3.4453,-1.5675,-0.7283
2026-09-17,NIFTYPSUBANK,-0.1583,8262.7998,-2.2105,-2.7065,-1.0431
2026-09-17,NIFTYPVTBANK,-0.4217,27169.1992,-0.8354,-2.721,-0.9724
2026-09-17,NIFTYSMALLCAP250,0.817,18009.25,3.2806,1.6306,-1.8029
2026-09-17,NIFTYSMALLCAP50,0.9244,9787.75,5.5747,4.8776,-1.6129
2026-09-17,NIFTYTOTALMKT,0.5584,12813.2002,-1.2434,-1.2736,-1.0044
