date,above_20_ema__pct,above_20_ema__50_50,above_50_ema__pct,above_50_ema__50_50,52_week_high_low_within_10__low,52_week_high_low_within_10__high,3_above_200_ema__pct,3_above_200_ema__50_50,5_advance_decline_ratio__advance,5_advance_decline_ratio__decline,current_previous_yr_volumes_crores__current,current_previous_yr_volumes_crores__1_yr_back,drawdowns_peaks__blw_3,gold_etfs_nifty_1_month_chg__gold,gold_etfs_nifty_1_month_chg__nifty,breadth_above_500_trend_reversal__up_4_5_today,breadth_above_500_trend_reversal__down_4_5_today,breadth_above_500_trend_reversal__up_20_in_5d,breadth_above_500_trend_reversal__down_20_in_5d,breadth_above_500_trend_reversal__above_20dma,breadth_above_500_trend_reversal__below_20dma,breadth_above_500_trend_reversal__above_50dma,breadth_above_500_trend_reversal__below_50dma,breadth_above_500_trend_reversal__above_200dma,breadth_above_500_trend_reversal__below_200dma,new_high_low_bearishness_bullishness__high,new_high_low_bearishness_bullishness__low,nifty_500_above_below_200_ema__above_200_ema,nifty_500_above_below_200_ema__below_200_ema,nifty_500_above_below_200_ema__60,oversold_overbought_rsi__oversold,oversold_overbought_rsi__overbought,weekly_rsi_50_50__below_rsi_50,weekly_rsi_50_50__above_rsi_50,10_from_10dema__10_10ema,15_up_10_down__15_in_5d,15_up_10_down__10_in_5d,4_advance_decline__4_advance,4_advance_decline__4_decline,4_advance_decline_today__4_advance,4_advance_decline_today__4_decline,4_advance_decline_today__net_breadth,52_wk_high_low__new_52_wk_high,52_wk_high_low__new_52_wk_low,52_wk_high_low_today__new_52_wk_high,52_wk_high_low_today__new_52_wk_low,above_10ma__pct,above_200ma__above_200ma,above_20ma__pct,above_50ma__above_50ma,mbm_2_0_magnitude__abv_10ma,mbm_2_0_magnitude__abv_20ma,mbm_2_0_magnitude__abv_50ma,mbm_2_0_magnitude__abv_200ma,mbm_2_0_velocity_advanced__breakouts,mbm_2_0_velocity_advanced__breakdowns,mbm_2_0_velocity_advanced__up_close,mbm_2_0_velocity_advanced__down_close,mbm_2_0_velocity_advanced__new_52_wk_high,mbm_2_0_velocity_advanced__new_52_wk_low,mbm_2_0_velocity_advanced__net_nh_nl,mbm_2_0_velocity_advanced__15_52wh,mbm_2_0_velocity_advanced__15_52wl,mbm_2_0_velocity_advanced__net_15_h_l,mbm_2_0_velocity_advanced__30_52wh,mbm_2_0_velocity_advanced__30_52_wl,mbm_2_0_velocity_advanced__net_30_h_l,mbm_2_0_velocity_basic__4_advance,mbm_2_0_velocity_basic__4_decline,mbm_2_0_velocity_basic__net_breadth,mbm_2_0_velocity_basic__3_range,mbm_2_0_velocity_basic__5d_range,mbm_2_0_velocity_basic__volume,mbm_2_0_velocity_basic__15_in_5d,mbm_2_0_velocity_basic__10_in_5d,mbm_2_0_velocity_basic__10_10ema,net_breadth__net_breadth,net_nh_nl__net_nh_nl,volume__volume
2026-08-28,48.1221,50,53.6217,50,16.2307,27.4983,54.1918,50,,,467.7484,381.3077,113,12.8232,-1.2018,124,21,18,6,1105,1167,1253,1019,1301,971,86,35,,,,,,,,0.6345,2.3689,1.3959,179,43,,,,2.884,1.1737,,,46.5459,54.1918,48.1221,54.1918,46.2775,46.5736,49.6193,50.6345,17.2166,6.1337,43.9803,29.6552,3.2995,1.2267,2.0728,28.3418,19.7547,8.5871,55.6684,39.2555,16.4129,7.5719,1.819,5.753,50.1269,12.3096,0.3058,2.3689,1.3959,0.6345,5.753,2.0728,0.3058
2026-08-31,43.6479,50,50.1834,50,17.7392,26.909,52.5175,50,,,663.4918,447.2241,328,8.8331,-0.2571,93,55,17,5,1010,1261,1175,1096,1254,1017,100,75,69.6607,30.3393,60,78,258,0.4295,0.4985,0.8442,1.9417,1.8151,141,127,,,,3.3344,2.5008,,,39.3798,52.5175,43.6479,52.5175,41.2832,43.7737,47.6572,49.0924,14.9008,14.5631,39.9433,36.8116,3.7569,2.7438,1.0131,27.1845,21.0637,6.1207,54.3689,39.7214,14.6475,5.9519,5.3609,0.591,33.2208,8.569,0.6195,1.9417,1.8151,0.8442,0.591,1.0131,0.6195
2026-09-01,37.1696,50,45.3329,50,17.8655,26.6644,51.5222,50,,,497.0787,400.0934,277,6.4553,-0.6407,77,52,27,3,877,1395,1075,1197,1247,1025,80,54,,,,,,,,0.9283,2.1941,1.5612,102,112,,,,2.6765,1.8066,,,33.2218,51.5222,37.1696,51.5222,35.9494,39.2827,44.6414,48.481,13.2068,13.5021,32.5879,35,3.0802,1.9831,1.097,26.7932,21.6034,5.1899,54.3038,40.5485,13.7553,4.3038,4.7257,-0.4219,38.6498,8.0169,0.4051,2.1941,1.5612,0.9283,-0.4219,1.097,0.4051
2026-09-02,33.2441,50,41.3712,50,18.5284,25.5853,50.2007,50,,,487.919,579.5667,187,3.5528,-0.1309,78,22,21,5,808,1463,993,1279,1218,1054,61,68,,,,,,,,0.9291,1.8581,2.2382,118,53,,,,2.0401,2.2742,,,30.602,50.2007,33.2441,50.2007,33.6993,36.6976,43.3277,47.2551,12.0355,10.473,41.4035,21.371,2.3226,2.6182,-0.2956,26.1824,22.2128,3.9696,53.9696,41.2162,12.7534,4.9831,2.2382,2.7449,42.9476,6.3345,0.3388,1.8581,2.2382,0.9291,2.7449,-0.2956,0.3388
2026-09-03,39.7727,50,46.123,50,17.881,27.5067,51.1364,50,,,477.3067,412.233,96,6.3443,0.7048,134,14,31,4,950,1322,1107,1165,1241,1031,82,34,,,,,,,,0.8435,2.3619,1.5605,183,42,,,,2.7406,1.1364,,,39.1711,51.1364,39.7727,51.1364,42.8511,42.5137,46.2252,48.1653,19.6963,5.1455,39.1863,34.4262,3.3741,1.2653,2.1088,27.8364,21.4256,6.4108,54.4496,40.7423,13.7073,7.7183,1.7714,5.9469,46.0143,6.8326,0.3966,2.3619,1.5605,0.8435,5.9469,2.1088,0.3966
2026-09-04,43.2198,50,48.7642,50,17.5351,27.9893,51.837,50,54.686,44.2618,607.2699,400.8542,123,7.8697,0.8703,130,26,25,4,1017,1255,1165,1107,1251,1021,92,31,,,,,,,,0.7167,2.3609,1.7285,193,54,192,54,5.8302,3.0728,1.0354,3.0911,1.2496,43.7542,51.837,43.2198,51.837,46.1636,44.2243,47.9764,48.8617,18.5076,7.1669,43.9636,31.7647,3.5835,1.054,2.5295,28.0776,20.8263,7.2513,54.6796,40.3879,14.2917,8.1366,2.2766,5.86,45.9106,7.3356,0.4655,2.3609,1.7285,0.7167,5.86,2.5295,0.4655
2026-09-07,39.3819,50,44.6992,50,17.9462,27.451,50.9804,50,38.8615,60.0856,671.9645,401.945,203,5.7839,-0.4508,117,40,29,4,927,1345,1064,1208,1237,1035,110,49,67.0659,32.9341,60,99,244,0.4875,0.4374,0.8827,2.8583,1.5553,171,93,168,90,3.2953,3.6557,1.6284,3.6525,1.7111,38.6175,50.9804,39.3819,50.9804,42.5809,42.9172,46.7423,48.76,17.8226,9.6679,40.3302,40.4348,4.1614,1.7654,2.396,28.4573,20.9752,7.4821,54.3506,40.8155,13.5351,7.1879,3.9092,3.2787,40.9836,8.7432,0.5585,2.8583,1.5553,0.8827,3.2787,2.396,0.5585
2026-09-08,40.3936,50,45.0634,50,18.7125,27.1848,51.0007,50,45.5113,53.4364,530.3809,425.0981,163,7.8307,-0.7108,114,37,37,4,952,1320,1065,1207,1234,1038,100,38,,,,,,,,0.631,3.9125,1.22,160,75,157,73,3.5488,3.3356,1.2675,3.3235,1.4149,40.2268,51.0007,40.3936,51.0007,43.2478,43.4161,45.8561,48.7169,15.061,9.0029,44.6927,35.0467,3.7021,1.4724,2.2297,28.0606,22.0867,5.9739,53.8494,40.6395,13.2099,6.7312,3.1552,3.5759,45.5196,10.4754,0.5054,3.9125,1.22,0.631,3.5759,2.2297,0.5054
2026-09-09,38.8518,50,44.1923,50,18.9252,26.6021,49.5995,50,36.5669,62.3808,536.4328,482.1878,236,7.6332,-2.4837,104,58,42,6,908,1364,1056,1216,1196,1076,90,64,,,,,,,,0.7158,3.4526,1.4737,146,94,141,95,1.9434,3.004,2.1362,2.9924,2.269,38.0841,49.5995,38.8518,49.5995,39.6632,40.4211,45.6,47.9579,13.8105,10.4421,44.5122,37.9032,3.2842,2.5263,0.7579,27.3684,22.0211,5.3474,53.4737,41.4737,12,6.1474,3.9579,2.1895,44.4632,9.6,0.5371,3.4526,1.4737,0.7158,2.1895,0.7579,0.5371
2026-09-10,36.7981,50,42.5802,50,20.0535,25.9693,48.8302,50,36.8542,62.0928,517.5056,455.7676,206,7.4543,-2.3169,93,53,31,7,861,1410,1017,1254,1176,1095,66,69,,,,,,,,0.6745,3.0354,1.7285,144,85,139,86,2.2391,2.2059,2.3061,2.2047,2.435,34.6591,48.8302,36.7981,48.8302,36.973,38.9966,43.887,47.4705,15.0506,10.2024,40.3361,35.124,2.656,2.7825,-0.1265,26.9393,22.0911,4.8482,53.6256,41.6948,11.9309,6.0708,3.5835,2.4874,43.887,9.2327,0.4587,3.0354,1.7285,0.6745,2.4874,-0.1265,0.4587
2026-09-11,33.0327,50,40.0802,50,20.8083,25.1503,48.4636,50,37.2434,61.6813,526.9414,489.6823,201,6.7321,-2.5956,70,38,27,6,782,1489,956,1315,1168,1103,45,106,,,,,,,,0.7582,2.8222,2.1061,105,83,105,85,0.8386,1.503,3.5404,1.4989,3.6168,30.4275,48.4636,33.0327,48.4636,33.4035,36.4785,42.2494,46.9671,10.9941,14.5324,40.2299,24.058,1.7692,4.0859,-2.3168,26.1163,22.957,3.1592,52.9486,41.8703,11.0783,4.4229,3.4962,0.9267,42.2072,6.4869,0.4888,2.8222,2.1061,0.7582,0.9267,-2.3168,0.4888
