date,time,breakouts,breakdowns,up close %,down close %,new 52-wk high,new 52-wk low,net nh-nl,15% 52wh,15% 52wl,net 15% h-l,30% 52wh,30% 52 wl,net 30% h-l
2025-11-21,00:00,6.9127,11.7702,36.4865,38.0952,0.7006,5.3713,-4.6707,17.1415,32.9285,-15.787,45.6796,54.7408,-9.0612
2025-11-24,00:00,9.9861,24.5704,26.9767,47.8261,1.2076,8.4998,-7.2922,15.8384,35.4389,-19.6006,43.3349,56.2935,-12.9587
2025-11-25,00:00,14.2257,6.6698,36.0656,29.3706,0.9795,6.5299,-5.5504,16.3246,35.1213,-18.7966,43.2369,56.25,-13.0131
2025-11-26,00:00,18.648,3.5897,38.5,29.8701,1.2587,2.3776,-1.1189,17.3893,33.007,-15.6177,45.641,55.1049,-9.4639
2025-11-27,00:00,11.7894,6.2442,32.8063,34.3284,1.165,1.6775,-0.5126,17.1482,32.6654,-15.5172,45.1072,55.0792,-9.972
2025-11-28,00:00,10.9506,6.2442,40.8511,35.0746,0.932,2.6095,-1.6775,17.288,33.0382,-15.7502,44.6412,55.3122,-10.671
2025-12-01,00:00,11.3889,8.5185,32.9268,41.3043,1.9907,3.6574,-1.6667,17.2222,33.1944,-15.9722,44.1667,55.5556,-11.3889
2025-12-02,00:00,7.5779,9.3445,31.9018,30.8458,1.2087,5.0674,-3.8587,16.411,34.1237,-17.7127,42.9568,55.974,-13.0172
2025-12-03,00:00,7.1097,10.223,20.915,36.3636,0.697,6.5056,-5.8086,15.6599,35.8736,-20.2138,42.0074,57.0167,-15.0093
2025-12-04,00:00,9.0613,7.7602,27.1795,35.3293,0.6041,5.7156,-5.1115,15.5204,35.7807,-20.2602,41.4963,57.0632,-15.5669
2025-12-05,00:00,8.5502,10.6877,36.9565,35.2174,0.697,7.3885,-6.6914,15.1487,37.4071,-22.2584,41.171,57.6208,-16.4498
2025-12-08,00:00,8.7922,39.4262,21.0526,47.4178,1.018,13.0958,-12.0777,12.633,40.6756,-28.0426,38.1305,60.3424,-22.2119
2025-12-09,00:00,23.2483,12.529,38.523,10.7407,0.4176,13.5035,-13.0858,14.1067,38.9327,-24.826,39.6752,59.0255,-19.3503
2025-12-10,00:00,16.3965,6.7624,23.4463,38.3562,0.5095,1.7601,-1.2506,13.8027,39.4164,-25.6137,38.9532,59.8425,-20.8893
2025-12-11,00:00,12.6389,5.6944,38.4615,25.2033,0.6481,2.7315,-2.0833,14.3981,38.3333,-23.9352,39.5833,58.6574,-19.0741
2025-12-12,00:00,15.2456,4.7266,42.2492,22.549,0.9731,1.3438,-0.3707,15.2456,36.608,-21.3624,41.1492,57.6923,-16.5431
2025-12-15,00:00,13.0535,6.0424,42.7562,32.8244,1.2454,2.1679,-0.9225,15.3598,36.6697,-21.31,41.8358,56.5959,-14.7601
2025-12-16,00:00,9.4357,6.938,27.9412,40.6667,0.6475,2.5902,-1.9426,14.4773,37.1415,-22.6642,40.9343,57.1693,-16.235
2025-12-17,00:00,8.1793,10.2588,27.6836,46.8468,0.6007,4.39,-3.7893,13.8632,38.6784,-24.8152,39.7412,58.2717,-18.5305
2025-12-18,00:00,9.3851,9.8474,32.5123,28.169,0.9246,6.6574,-5.7328,13.4998,39.251,-25.7513,39.9445,59.0384,-19.0939
2025-12-19,00:00,16.4896,4.9423,38.0952,29.9065,1.0624,3.2333,-2.1709,14.4573,37.2286,-22.7714,41.4781,57.4134,-15.9353
2025-12-22,00:00,22.3091,5.0138,40.4124,33.945,2.0239,1.196,0.828,16.4673,35.6946,-19.2272,43.9742,56.1178,-12.1435
2025-12-23,00:00,14.3516,5.2607,36.3344,31.5789,1.5228,0.8306,0.6922,16.8897,34.287,-17.3973,45.1777,55.5145,-10.3369
2025-12-24,00:00,12.275,4.9838,32.7068,37.037,1.8459,1.2921,0.5538,16.3821,34.6101,-18.228,45.5468,55.976,-10.4292
2025-12-26,00:00,11.2598,7.245,34.0164,33.121,1.2921,1.6613,-0.3692,15.8283,35.0254,-19.197,46.239,56.0683,-9.8293
2025-12-29,00:00,10.1975,12.0808,30.6306,37.6426,1.378,3.3532,-1.9752,16.0312,36.9775,-20.9463,45.3376,57.0969,-11.7593
2025-12-30,00:00,11.9004,8.7177,35.6589,32.2751,1.3838,4.1052,-2.7214,15.5904,37.5,-21.9096,44.8339,57.4723,-12.6384
2025-12-31,00:00,17.6661,5.0738,36.0313,30,1.9373,1.7066,0.2306,16.559,34.917,-18.3579,47.1402,56.0424,-8.9022
2026-01-01,00:00,11.3312,4.2377,42.2764,33.6957,1.9346,1.0594,0.8752,16.8586,34.8227,-17.9641,47.766,55.965,-8.199
2026-01-02,00:00,16.4131,3.3195,43.2584,37.5,2.9507,1.0604,1.8903,18.0267,32.7801,-14.7533,48.9166,54.9101,-5.9935
2026-01-05,00:00,11.6567,9.408,37.4016,39.0244,3.4419,1.8816,1.5603,17.9899,33.5475,-15.5576,47.7283,54.704,-6.9757
2026-01-06,00:00,9.1202,8.3372,35.3535,33.7017,2.6716,2.4873,0.1842,18.0101,34.8687,-16.8586,46.7526,55.5965,-8.8439
2026-01-07,00:00,11.976,5.1129,41.5385,27.027,2.3491,2.4873,-0.1382,18.0101,35.0069,-16.9968,47.3515,55.5044,-8.1529
2026-01-08,00:00,6.178,23.2365,19.403,44.6429,1.1065,4.5182,-3.4117,15.6293,38.2665,-22.6372,45.136,58.2296,-13.0936
2026-01-09,00:00,7.1462,24.2047,16.7742,38.8571,0.4149,9.4514,-9.0364,14.5228,41.4477,-26.9249,42.9691,59.9355,-16.9663
2026-01-12,00:00,10.2294,26.9725,30.9417,21.7687,0.5505,14.3578,-13.8073,13.945,42.2936,-28.3486,41.8349,60.0917,-18.2569
2026-01-13,00:00,14.3646,6.9061,30.7692,28,0.5985,5.2486,-4.6501,13.9503,41.7127,-27.7624,42.5414,60.5433,-18.0018
2026-01-14,00:00,13.6343,7.4159,33.7838,26.087,0.8752,5.6195,-4.7444,14.6476,41.4556,-26.8079,43.4823,60.5251,-17.0428
2026-01-16,00:00,15.3386,10.2257,29.1291,37.3874,1.0594,6.7711,-5.7117,14.3713,42.561,-28.1898,43.5283,60.7094,-17.181
2026-01-19,00:00,8.9286,19.2308,26.1538,40.7143,1.0531,12.6374,-11.5842,13.7821,43.7729,-29.9908,41.9872,62.3168,-20.3297
2026-01-20,00:00,6.3448,47.2184,16.6667,60.1753,0.3218,20.9655,-20.6437,10.1149,48.8736,-38.7586,37.4253,65.4713,-28.046
2026-01-21,00:00,12.3621,30.8824,20.0743,39.881,0.1838,24.8162,-24.6324,9.421,50.9191,-41.4982,35.6158,66.9118,-31.296
2026-01-22,00:00,36.5349,6.6176,33.5849,32.6389,0.6893,4.9173,-4.2279,10.7537,48.3456,-37.5919,37.9596,64.9357,-26.9761
2026-01-23,00:00,12.7816,31.4943,20.8633,49.781,0.6897,11.6322,-10.9425,9.0115,51.4483,-42.4368,35.5862,66.9425,-31.3563
2026-01-27,00:00,18.344,22.5984,32.6683,33.4008,0.9607,18.893,-17.9323,9.5608,50.7319,-41.1711,35.4529,66.3769,-30.9241
2026-01-28,00:00,39.6417,6.2471,55.6199,27.2059,1.0565,4.7772,-3.7207,11.3459,48.0937,-36.7478,39.0905,65.1814,-26.091
2026-01-29,00:00,17.8686,17.8686,37.5321,30.5913,1.5618,6.2471,-4.6853,11.3459,48.2315,-36.8856,38.4474,64.9977,-26.5503
2026-01-30,00:00,25.528,12.1212,44.4245,32.5758,0.7805,6.2902,-5.5096,12.0753,45.5464,-33.4711,39.7612,64.371,-24.6097
2026-02-01,00:00,25.9395,29.4225,18.9046,41.433,0.5041,5.5912,-5.0871,10.3116,47.3419,-37.0302,38.1302,65.4904,-27.3602
2026-02-02,00:00,15.2403,26.5904,30.6306,19.4492,0.3204,9.1533,-8.833,11.4416,47.7803,-36.3387,38.2609,64.8055,-26.5446
2026-02-03,00:00,75.1032,4.5851,39.9267,23,1.6506,1.7423,-0.0917,15.2224,39.9817,-24.7593,42.5493,61.5773,-19.028
2026-02-04,00:00,29.1151,9.0326,49.4488,33.5025,1.0087,1.3755,-0.3668,15.4058,35.5342,-20.1284,44.6126,60.4768,-15.8643
2026-02-05,00:00,13.6697,15.7798,34.5638,35.4651,0.8716,1.5138,-0.6422,15.0917,36.6055,-21.5138,43.0275,61.422,-18.3945
2026-02-06,00:00,12.3338,15.2224,38.6617,31.3253,0.7336,2.1091,-1.3755,14.9473,37.9184,-22.9711,42.32,62.0358,-19.7157
2026-02-09,00:00,43.3928,6.813,53.53,24.8322,1.9204,1.2803,0.6401,16.6895,30.1783,-13.4888,46.5478,58.9392,-12.3914
2026-02-10,00:00,24.0129,7.1166,39.9618,38.0645,2.0202,0.3673,1.6529,17.539,27.8696,-10.3306,48.0257,57.5758,-9.55
2026-02-11,00:00,15.2752,13.1651,41.4414,35.1916,1.8349,0.9174,0.9174,17.5229,29.2202,-11.6972,47.4771,57.7064,-10.2294
2026-02-12,00:00,12.7523,15.3211,34.8921,44.012,1.9725,2.0183,-0.0459,16.9266,31.5138,-14.5872,47.0642,58.3945,-11.3303
2026-02-13,00:00,8.8073,25.2752,31.7708,42.8312,0.9174,4.2661,-3.3486,15.5046,35.5046,-20,44.4954,60,-15.5046
2026-02-16,00:00,13.5098,19.3063,27.3649,43.7352,1.1867,4.6554,-3.4687,15.4724,38.2474,-22.775,44.1351,60.6116,-16.4765
2026-02-17,00:00,20.0549,6.1813,37.8995,34.0741,1.4652,2.0604,-0.5952,16.3919,36.4469,-20.0549,45.1465,59.478,-14.3315
2026-02-18,00:00,16.2929,5.5378,30.3371,38.843,1.4645,1.6934,-0.2288,16.7048,36.8879,-20.1831,45.9954,58.9931,-12.9977
2026-02-19,00:00,9.3321,14.9131,29.902,37.4233,1.3266,3.2937,-1.9671,15.1418,39.57,-24.4282,44.3275,60.5215,-16.194
2026-02-20,00:00,11.3346,9.0951,32.6613,30.1508,1.0055,4.479,-3.4735,15.3108,40.128,-24.8172,44.1956,60.3748,-16.1792
2026-02-23,00:00,15.9836,10.8834,23.3618,42.6778,2.0947,4.5993,-2.5046,15.3916,40.7559,-25.3643,44.2623,60.7013,-16.439
2026-02-24,00:00,8.3715,19.6706,21.8579,38.1395,1.1894,9.1034,-7.914,14.7758,42.8179,-28.0421,42.3147,62.0769,-19.7621
2026-02-25,00:00,15.2651,10.0091,29.6407,38.3562,2.011,7.5411,-5.5302,15.4022,43.2815,-27.8793,42.0932,61.7002,-19.6069
2026-02-26,00:00,17.0397,7.3093,29.4906,28.125,1.736,5.2079,-3.4719,15.989,43.2618,-27.2727,42.1197,61.0324,-18.9127
2026-02-27,00:00,11.5578,13.5222,29.6443,40.2027,1.4619,8.0402,-6.5783,14.984,44.5409,-29.5569,40.8862,61.6263,-20.7401
2026-03-02,00:00,6.5879,74.7388,26.2069,31.9149,0.7269,20.8542,-20.1272,12.4035,48.478,-36.0745,37.7556,63.9255,-26.1699
2026-03-04,00:00,10.5287,48.0857,31.1688,41.6114,0.2735,19.1887,-18.9152,10.0729,51.0483,-40.9754,35.9161,66.1805,-30.2644
2026-03-05,00:00,28.4998,8.1167,31.52,24.1573,0.684,9.3935,-8.7095,11.4455,48.8828,-37.4373,36.9813,64.7059,-27.7246
2026-03-06,00:00,16.3172,10.2097,29.6089,37.5,0.8204,5.515,-4.6946,10.9389,49.7721,-38.8332,35.9617,65.2233,-29.2616
2026-03-09,00:00,7.6679,69.9637,28.4024,32.3606,0.363,25.0454,-24.6824,8.9837,53.2214,-44.2377,32.9401,67.8766,-34.9365
2026-03-10,00:00,40.0273,5.1913,46.1889,28.9474,0.6831,4.1894,-3.5064,10.929,50.2277,-39.2987,35.6102,65.9381,-30.3279
2026-03-11,00:00,22.5307,10.1047,26.8687,37.3874,0.7738,3.2317,-2.4579,10.1957,50.3414,-40.1457,34.9568,66.7274,-31.7706
2026-03-12,00:00,14.5264,17.2587,33.2288,24.0106,0.6831,9.1985,-8.5155,9.9727,51.9126,-41.9399,34.1985,68.0783,-33.8798
2026-03-13,00:00,7.5523,47.8617,21.0843,56.1787,0.4095,15.0136,-14.6042,7.0974,54.7771,-47.6797,30.6642,69.8362,-39.172
2026-03-16,00:00,13.2246,35.1449,25.3425,30.9278,0.3623,24.5018,-24.1395,7.5634,56.1594,-48.596,29.3931,71.0145,-41.6214
2026-03-17,00:00,23.2135,8.9213,31.1765,31.6327,0.3641,9.8316,-9.4675,8.0564,56.0765,-48.02,30.4051,70.2321,-39.827
2026-03-18,00:00,45.9964,4.1856,45.4995,23.913,0.273,2.8662,-2.5933,9.2812,50.9554,-41.6742,33.485,68.1984,-34.7134
2026-03-19,00:00,6.7273,42.5,24.3243,53.369,0.1818,8.9545,-8.7727,7.0909,55.5455,-48.4545,30,70.2273,-40.2273
2026-03-20,00:00,28.9222,6.8668,24.3711,33.7748,0.4093,6.5939,-6.1846,7.8217,54.4338,-46.6121,30.6958,70.1683,-39.4725
2026-03-23,00:00,5.4726,79.9638,16.5289,72.7941,0.2714,30.9362,-30.6649,5.337,61.0583,-55.7214,25.0565,73.5866,-48.5301
2026-03-24,00:00,52.2035,8.6324,34.1166,32.6316,0.1817,12.6306,-12.4489,6.4062,58.2917,-51.8855,27.9418,72.2853,-44.3435
2026-03-25,00:00,52.2707,6.1308,27.4544,31.8519,0.4087,3.4968,-3.0881,8.6739,55.495,-46.8211,30.2452,70.8901,-40.6449
2026-03-27,00:00,9.6686,62.3695,21.5962,67.3217,0.227,23.695,-23.468,6.5365,60.1453,-53.6087,27.0086,72.4467,-45.438
2026-03-30,00:00,12.009,67.1332,18.4211,71.7552,0.316,39.0519,-38.7359,5.8239,63.0248,-57.2009,24.0181,74.4921,-50.474
2026-04-01,00:00,86.1413,2.5815,75.0263,28.0702,0.5435,2.0833,-1.5399,7.5181,51.2681,-43.75,28.125,71.1504,-43.0254
2026-04-02,00:00,24.4233,38.3085,55.3704,4.9587,0.3166,2.8946,-2.578,7.8697,44.8213,-36.9516,28.313,69.8779,-41.5649
2026-04-06,00:00,31.7568,7.3423,50.6383,15.9509,0.6306,0.9459,-0.3153,8.6486,37.4324,-28.7838,30.7658,67.1171,-36.3514
2026-04-07,00:00,23.7686,5.0158,44.6768,26.1261,0.5423,0.4519,0.0904,8.4953,33.3032,-24.808,31.8572,65.2508,-33.3936
2026-04-08,00:00,80.4702,3.3906,63.5955,25.3333,1.2206,0.1808,1.0398,11.5732,16.9078,-5.3345,37.613,58.4087,-20.7957
2026-04-09,00:00,20.5603,8.6308,36.2637,28.2723,1.2201,0.0904,1.1297,11.9295,17.352,-5.4225,38.0027,56.8459,-18.8432
2026-04-10,00:00,37.2567,3.1689,46.1725,17.1429,1.4033,0.0905,1.3128,13.3092,12.9018,0.4074,40.7424,51.1091,-10.3667
2026-04-13,00:00,15.9838,38.9014,42.5352,10.6481,1.6659,0.2251,1.4408,13.3273,14.0477,-0.7204,40.2071,51.4633,-11.2562
2026-04-15,00:00,52.8959,2.9412,48.8452,27.6923,2.6244,0.0452,2.5792,15.1131,8.8235,6.2896,43.5294,43.3937,0.1357
2026-04-16,00:00,23.7211,6.1114,39.5038,20,2.8067,0.0453,2.7614,15.8895,8.3296,7.56,44.9977,43.1417,1.856
2026-04-17,00:00,27.0711,4.1648,45.8194,15.2174,3.3047,0.0453,3.2594,16.976,6.5641,10.412,47.4423,38.7958,8.6464
2026-04-20,00:00,16.3978,15.9498,34.153,31.4607,3.405,0.0896,3.3154,16.7115,8.1541,8.5573,45.9229,41.8459,4.0771
2026-04-21,00:00,20.6494,6.3636,36.8973,36.7347,2.7706,0.0433,2.7273,17.1861,6.6667,10.5195,46.0173,38.3983,7.619
2026-04-22,00:00,19.0476,7.7056,47.2727,26.4045,2.5108,0.0866,2.4242,18.0519,6.8398,11.2121,47.2727,35.8874,11.3853
2026-04-23,00:00,15.7143,9.6104,38.5675,34.6847,2.2078,0.0866,2.1212,18.1818,7.013,11.1688,46.5368,37.3593,9.1775
2026-04-24,00:00,9.3628,23.407,28.7037,33.1481,1.8205,0.1734,1.6472,16.7317,9.6662,7.0655,44.5167,41.9593,2.5574
2026-04-27,00:00,33.4769,6.8505,45.6885,22.6415,2.8005,0.0862,2.7143,18.0956,7.4537,10.642,46.8763,36.8376,10.0388
2026-04-28,00:00,16.7893,8.0485,35.567,32.2581,3.029,0.1731,2.8559,18.174,8.3946,9.7793,46.8628,36.7373,10.1255
2026-04-29,00:00,18.1897,8.7484,31.4286,35.1485,3.1615,0.0866,3.0749,18.4062,8.4019,10.0043,46.9467,37.2456,9.7012
2026-04-30,00:00,11.1785,12.8683,34.4961,26.5993,1.7331,0.26,1.4731,17.851,8.8821,8.9688,45.7972,38.6049,7.1924
2026-05-04,00:00,28.7129,8.3082,41.2294,32.6425,3.616,0.2152,3.4008,18.7688,8.136,10.6328,48.1274,35.9879,12.1395
2026-05-05,00:00,15.3547,8.7803,43.662,32.5123,2.8114,0.2163,2.5952,19.6799,8.6073,11.0727,47.9239,36.1159,11.808
2026-05-06,00:00,26.2111,6.9637,49.0099,24.8447,3.4602,0.173,3.2872,21.237,6.6176,14.6194,50,32.3529,17.6471
2026-05-07,00:00,26.7734,4.801,48.6268,24.3243,4.7145,0.1298,4.5848,22.7076,5.8391,16.8685,51.8599,29.0225,22.8374
2026-05-08,00:00,19.2657,9.3305,40.3587,33.7963,4.7516,0.0864,4.6652,22.851,6.1339,16.7171,51.879,29.1145,22.7646
2026-05-11,00:00,13.9295,25.7094,35.1852,39.9666,3.0525,0,3.0525,21.7971,8.5985,13.1986,49.2691,33.0181,16.2511
2026-05-12,00:00,8.9139,49.8053,22.8155,65.4214,1.2116,0.5193,0.6923,18.2172,11.9862,6.2311,45.3483,40.5885,4.7598
2026-05-13,00:00,23.6159,11.5917,30.5861,31.7164,1.2543,0.692,0.5623,18.5986,12.0242,6.5744,45.5017,39.8356,5.6661
2026-05-14,00:00,17.8834,13.7365,31.401,28.9308,1.9006,0.6048,1.2959,18.7473,12.311,6.4363,45.27,40.216,5.054
2026-05-15,00:00,15.1751,14.1375,29.0598,41.2844,1.9023,0.4756,1.4267,17.553,13.3593,4.1937,44.92,42.1963,2.7237
2026-05-18,00:00,10.2884,41.6703,38.9121,28.2025,1.1623,1.2914,-0.1291,15.6263,16.4443,-0.8179,42.5743,46.0181,-3.4438
2026-05-19,00:00,27.3238,7.0471,32.7532,32.5153,1.3835,0.3891,0.9944,16.9045,14.4401,2.4643,44.0986,44.4012,-0.3026
2026-05-20,00:00,16.6018,10.2032,38.0208,27.5424,1.7294,0.6053,1.1241,17.4233,15.3048,2.1185,44.1418,44.0553,0.0865
2026-05-21,00:00,24.4377,6.5744,31.8584,35.5263,2.7682,0.346,2.4221,18.3391,14.3599,3.9792,45.026,42.6038,2.4221
2026-05-22,00:00,16.782,9.5588,34.5361,36.1991,2.4221,0.346,2.0761,18.7284,14.3599,4.3685,45.372,43.5121,1.8599
2026-05-25,00:00,27.3548,7.4409,42.9245,38.1503,3.1828,0.3871,2.7957,20.2151,12.5591,7.6559,46.9677,41.0753,5.8925
2026-05-26,00:00,19.6544,8.5529,36.2637,42.4242,2.9806,0.1728,2.8078,20.7775,13.0022,7.7754,46.9978,40.8207,6.1771
2026-05-27,00:00,19.1361,9.3737,45.8239,33.6406,3.5853,0.3888,3.1965,21.2527,12.4406,8.8121,47.6458,40.0432,7.6026
2026-05-29,00:00,21.3391,22.635,33.8057,42.3664,3.9741,1.0799,2.8942,19.568,13.6069,5.9611,46.6955,42.5054,4.1901
2026-06-01,00:00,21.6961,21.0504,26.9841,53.1697,2.7551,0.9471,1.808,18.1662,15.9707,2.1954,45.071,45.071,0
2026-06-02,00:00,19.7845,9.6552,44.4444,28.5714,1.7241,1.25,0.4741,18.7069,15.3879,3.319,46.2069,43.8362,2.3707
2026-06-03,00:00,13.1148,12.8128,41.1184,28.2828,2.2002,1.0785,1.1217,18.5505,16.264,2.2865,45.9448,44.478,1.4668
2026-06-04,00:00,20.3017,7.5431,39.9151,29.7143,2.8448,0.8621,1.9828,19.1379,16.25,2.8879,46.25,43.4914,2.7586
2026-06-05,00:00,16.4005,8.8476,38.4211,36.0976,2.7622,0.6474,2.1148,19.8964,16.5732,3.3233,46.0941,42.814,3.2801
2026-06-08,00:00,11.3744,26.885,28.0303,42.3077,2.2404,1.4649,0.7755,17.8802,19.5174,-1.6372,43.9466,46.4024,-2.4558
2026-06-09,00:00,25.6809,6.7445,45.9596,33.3333,1.8591,0.9511,0.9079,19.3688,17.4665,1.9023,45.9576,44.1418,1.8158
2026-06-10,00:00,14.3844,15.3348,25.5255,45.6338,2.1598,0.9071,1.2527,18.0994,19.568,-1.4687,44.7948,46.7387,-1.9438
2026-06-11,00:00,10.5491,17.9853,27.459,37.9808,1.0376,1.9023,-0.8647,16.6883,22.0493,-5.361,43.3204,48.9408,-5.6204
2026-06-12,00:00,38.342,4.361,53.9414,21.7822,1.5976,0.475,1.1226,19.5596,17.7461,1.8135,46.7185,44.6459,2.0725
2026-06-15,00:00,43.3233,5.3242,32.2101,33.0645,3.392,0.2147,3.1773,21.0391,14.4697,6.5693,48.6475,41.0477,7.5998
2026-06-16,00:00,17.7079,6.8936,41.8491,29.375,2.3697,0.3016,2.0681,21.4994,13.701,7.7984,49.0737,39.6381,9.4356
2026-06-17,00:00,17.5075,6.5977,43.5961,29.4118,2.4148,0.3881,2.0267,22.6391,12.721,9.9181,50.194,39.1548,11.0392
2026-06-18,00:00,17.8017,5.9914,43.8257,30.2158,3.75,0.1293,3.6207,23.5345,12.1983,11.3362,50.6034,38.0603,12.5431
2026-06-19,00:00,17.5431,8.1897,45.9459,22.1053,3.4483,0.3017,3.1466,24.3103,12.2845,12.0259,50.9483,37.8017,13.1466
2026-06-22,00:00,23.5748,6.6438,44.5455,32.2581,3.9006,0.2572,3.6434,25.5036,11.7017,13.802,52.4646,36.0051,16.4595
2026-06-23,00:00,13.2873,12.5539,28.5714,36.0825,3.1061,0.3451,2.761,24.1588,13.0285,11.1303,51.8119,38.1795,13.6324
2026-06-24,00:00,14.3658,9.0595,36.9369,34.7619,2.3727,0.604,1.7688,24.547,12.8128,11.7343,52.1139,37.4461,14.6678
2026-06-25,00:00,11.9828,13.0172,30.5755,40.7285,2.2845,0.431,1.8534,23.9655,13.75,10.2155,51.5517,38.5776,12.9741
2026-06-29,00:00,13.2019,16.288,37.3377,39.4737,2.4003,1.2859,1.1144,22.6318,15.5594,7.0724,50.6215,40.5915,10.03
2026-06-30,00:00,18.8793,7.3276,39.4977,32.9412,3.5345,1.1638,2.3707,23.5345,15.3448,8.1897,51.2069,39.6552,11.5517
2026-07-01,00:00,18.5727,7.4377,37.5,39.3064,3.4394,0.8598,2.5795,24.5486,14.4024,10.1462,51.3758,38.822,12.5537
2026-07-02,00:00,18.7795,6.1882,43.0206,32.6389,3.266,0.4727,2.7933,24.8818,13.2359,11.6459,52.2561,37.2153,15.0408
2026-07-03,00:00,15.3714,8.2439,34.3575,38.5417,3.9502,0.3435,3.6067,24.8605,12.7093,12.1511,52.6406,37.1833,15.4573
2026-07-06,00:00,15.6277,10.4184,37.4317,30.7377,4.0564,0.3843,3.6721,24.936,13.45,11.4859,52.7754,37.3612,15.4142
2026-07-07,00:00,9.3173,12.237,30.4147,39.6491,2.4474,0.3864,2.061,23.4006,13.7827,9.6179,51.9966,38.2138,13.7827
2026-07-08,00:00,11.2065,30.7857,17.2414,42.5384,1.9322,1.0305,0.9017,21.2108,17.3894,3.8214,49.2486,42.6363,6.6123
2026-07-09,00:00,26.7581,4.4597,39.2628,27.8846,2.1441,0.729,1.4151,23.2847,16.1235,7.1612,50.8576,40.3087,10.5489
2026-07-10,00:00,20.9781,4.9335,39.0593,25.2174,3.0459,0.3861,2.6598,24.4101,14.4144,9.9957,52.7671,38.2668,14.5002
2026-07-13,00:00,17.4989,8.6214,42.6829,22.7723,3.2864,0.4695,2.8169,25.0107,14.5113,10.4994,53.0943,36.8758,16.2185
2026-07-14,00:00,9.9871,11.3588,29.1845,32.4528,2.186,0.6858,1.5002,24.0463,15.4736,8.5727,52.4218,39.1342,13.2876
2026-07-15,00:00,15.0321,7.2805,34.7578,31.1765,2.3983,0.6852,1.7131,24.4111,15.0321,9.379,52.7195,38.5867,14.1328
2026-07-16,00:00,12.5749,7.6133,30.9524,34.2697,2.0958,0.5133,1.5825,24.0804,15.2267,8.8537,52.3097,38.9222,13.3875
2026-07-17,00:00,7.455,13.4533,31.6092,33.758,0.8997,1.0283,-0.1285,23.0934,15.6812,7.4122,52.0566,39.8458,12.2108
2026-07-20,00:00,13.5158,8.8109,40.5063,30.0971,2.0103,0.941,1.0693,24.2515,16.3388,7.9127,51.8392,39.5637,12.2754
2026-07-21,00:00,13.5702,6.1216,41.9558,32.8671,2.4401,0.8562,1.5839,24.5291,16.3099,8.2192,51.7979,39.8116,11.9863
2026-07-22,00:00,10.0642,13.1478,34.0426,40.3909,1.97,0.985,0.985,22.5696,17.5161,5.0535,50.8351,41.3704,9.4647
2026-07-23,00:00,13.9365,9.7341,26.7692,37.0044,1.3293,1.0292,0.3002,21.8268,18.1818,3.6449,50.4288,42.753,7.6758
2026-07-24,00:00,10.997,10.3552,39.2996,22.314,1.3265,1.4976,-0.1712,21.9084,17.929,3.9795,50.6632,42.362,8.3012
2026-07-27,00:00,23.9334,7.8498,35.4724,34.2391,2.6451,0.7253,1.9198,23.2082,16.8515,6.3567,51.9198,40.913,11.0068
2026-07-28,00:00,10.7831,13.436,27.381,47.1338,2.0967,0.6846,1.4121,22.1224,18.1429,3.9795,51.4763,41.8485,9.6277
2026-07-29,00:00,17.3299,7.1459,42.4691,32.9341,2.0539,0.6418,1.4121,23.0638,16.3457,6.718,52.2893,40.9927,11.2965
2026-07-30,00:00,9.9188,10.9876,28.8793,39.6887,2.3514,0.6841,1.6674,21.9752,17.4006,4.5746,51.988,41.77,10.218
2026-07-31,00:00,19.9915,7.3473,39.3162,33.1395,2.4349,0.5126,1.9223,23.2806,16.9158,6.3648,52.5416,41.0508,11.4908
2026-08-03,00:00,28.4014,6.25,45.2096,34.0136,3.699,0.3827,3.3163,25.5102,15.2211,10.2891,54.3793,38.3078,16.0714
2026-08-04,00:00,15.0469,8.8235,44.4759,33.8164,3.4527,0.3836,3.0691,25.7033,15.0043,10.6991,54.4757,38.2779,16.1978
2026-08-05,00:00,17.9225,7.5777,43.2304,30.3371,3.8314,0.5109,3.3206,26.4368,15.0702,11.3665,55.0447,37.2499,17.7948
2026-08-06,00:00,16.2761,9.7997,36.6492,35.2174,3.9199,0.6817,3.2382,26.3315,14.5718,11.7597,55.6455,37.7077,17.9378
2026-08-07,00:00,14.9425,10.8557,38.1766,42.7451,3.1503,0.894,2.2563,26.3942,15.198,11.1963,55.0873,37.8885,17.1988
2026-08-10,00:00,18.1741,13.1635,42.0561,42.2581,4.4161,1.0191,3.397,26.4544,15.7962,10.6582,55.2442,37.6221,17.6221
2026-08-11,00:00,15.4337,10.7993,42.1488,42.126,3.5289,1.1054,2.4235,26.7857,16.4966,10.2891,55.1446,37.7551,17.3895
2026-08-12,00:00,14.6746,14.2493,39.4203,39.1045,2.8073,1.3186,1.4887,26.0315,17.0991,8.9324,54.7852,38.239,16.5462
2026-08-13,00:00,18.7261,11.7197,39.6825,38.0435,3.0149,1.189,1.8259,26.327,17.4947,8.8323,55.4565,38.0467,17.4098
2026-08-14,00:00,15.8029,12.3195,32.5269,38.9655,2.7613,1.2319,1.5293,25.7009,18.1818,7.5191,55.0977,38.7426,16.3551
2026-08-17,00:00,17.4979,14.1589,43.7198,38.5075,2.9163,1.8174,1.0989,26.3736,18.5123,7.8614,54.8605,39.3914,15.4691
