"Date","Symbol","% change"
"4th Sep'26 3:29:00","BODALCHEM",124.2
"4th Sep'26 3:29:00","TBZ",97.31
"4th Sep'26 3:29:00","PVP",83.57
"4th Sep'26 3:29:00","JINDWORLD",61.41
"4th Sep'26 3:29:00","SHANTIGEAR",58.07
"4th Sep'26 3:29:00","BHAGERIA",50.76
"4th Sep'26 3:29:00","OAL",48.78
"4th Sep'26 3:29:00","RAMBHAJO",48.47
"4th Sep'26 3:29:00","XTRANET",47.6
"4th Sep'26 3:29:00","RBZJEWEL",47.36
"4th Sep'26 3:29:00","WELENT",42.89
"4th Sep'26 3:29:00","PRABHA",41.14
"4th Sep'26 3:29:00","WELCORP",37.65
"4th Sep'26 3:29:00","KIRIINDUS",36.22
"4th Sep'26 3:29:00","OMAXE",35.26
"4th Sep'26 3:29:00","SYNCOMF",35.22
"4th Sep'26 3:29:00","GENESYS",35.14
"4th Sep'26 3:29:00","BIRLACABLE",34.9
"4th Sep'26 3:29:00","KLBRENG-B",34.87
"4th Sep'26 3:29:00","MENONBE",33.27
"4th Sep'26 3:29:00","INDORAMA",33.24
"4th Sep'26 3:29:00","SETL",32.47
"4th Sep'26 3:29:00","KENNAMET",32.01
"4th Sep'26 3:29:00","MODISONLTD",31.97
"4th Sep'26 3:29:00","SIGACHI",31.84
"4th Sep'26 3:29:00","MARSONS",31.26
"4th Sep'26 3:29:00","ENTERO",30.39
"4th Sep'26 3:29:00","BLISSGVS",28.91
"4th Sep'26 3:29:00","SHIVALIK",28.59
"4th Sep'26 3:29:00","IFCI",28.44
"4th Sep'26 3:29:00","MANALIPETC",28.27
"4th Sep'26 3:29:00","ASIANHOTNR",28.25
"4th Sep'26 3:29:00","MVELECTRO",28
"4th Sep'26 3:29:00","BLUSPRING",27.49
"4th Sep'26 3:29:00","3BBLACKBIO",27.14
"4th Sep'26 3:29:00","TRANSPEK",27.04
"4th Sep'26 3:29:00","CYIENT",26.94
"4th Sep'26 3:29:00","GFLLIMITED",26.91
"4th Sep'26 3:29:00","MOREPENLAB",26.63
"4th Sep'26 3:29:00","RPEL",26.37
"4th Sep'26 3:29:00","SHREEPUSHK",26.28
"4th Sep'26 3:29:00","MANAKSTEEL",26.19
"4th Sep'26 3:29:00","SOLARA",25.55
"4th Sep'26 3:29:00","MANGLMCEM",25.52
"4th Sep'26 3:29:00","URBANCO",25.24
"4th Sep'26 3:29:00","NIACL",25.2
"4th Sep'26 3:29:00","MANINDS",25.1
"4th Sep'26 3:29:00","RATNAVEER",24.45
"4th Sep'26 3:29:00","WELSPUNLIV",24
"4th Sep'26 3:29:00","IOLCP",23.98
"4th Sep'26 3:29:00","TIMEX",23.75
"4th Sep'26 3:29:00","CGCL",23.72
"4th Sep'26 3:29:00","ALEMBICLTD",23.58
"4th Sep'26 3:29:00","UNITEDPOLY",23.18
"4th Sep'26 3:29:00","YUKEN",22.98
"4th Sep'26 3:29:00","WELSPLSOL",22.86
"4th Sep'26 3:29:00","INDOBORAX",22.52
"4th Sep'26 3:29:00","RADHIKAJWE",22.47
"4th Sep'26 3:29:00","VALIANTLAB",22.47
"4th Sep'26 3:29:00","RGL",22.44
"4th Sep'26 3:29:00","TECHNOCRAF",22.06
"4th Sep'26 3:29:00","MARATHON",22.05
"4th Sep'26 3:29:00","BAJAJHIND",21.92
"4th Sep'26 3:29:00","KRONOX",21.89
"4th Sep'26 3:29:00","JTLIND",21.69
"4th Sep'26 3:29:00","WHEELS",21.69
"4th Sep'26 3:29:00","ASIANENE",21.68
"4th Sep'26 3:29:00","WAKEFIT",21.6
"4th Sep'26 3:29:00","SIGMAADV",21.58
"4th Sep'26 3:29:00","GCSL",20.87
"4th Sep'26 3:29:00","SUDEEPPHRM",20.68
"4th Sep'26 3:29:00","WINDLAS",20.67
"4th Sep'26 3:29:00","HATSUN",20.64
"4th Sep'26 3:29:00","PARAGMILK",20.41
"4th Sep'26 3:29:00","ORIENTBELL",20.36
"4th Sep'26 3:29:00","WELINV",20.09
"4th Sep'26 3:29:00","XPROINDIA",20.06
"4th Sep'26 3:29:00","INDOCO",20.01
"4th Sep'26 3:29:00","IGPL",20.01
"4th Sep'26 3:29:00","RAMRAT",19.93
"4th Sep'26 3:29:00","EXICOM",19.91
"4th Sep'26 3:29:00","DCBBANK",19.91
"4th Sep'26 3:29:00","MANINFRA",19.86
"4th Sep'26 3:29:00","QUADFUTURE",19.62
"4th Sep'26 3:29:00","ANTELOPUS",19.51
"4th Sep'26 3:29:00","RML",19.47
"4th Sep'26 3:29:00","RHETAN",19.45
"4th Sep'26 3:29:00","HINDOILEXP",19.44
"4th Sep'26 3:29:00","DIFFNKG",19.2
"4th Sep'26 3:29:00","SHILPAMED",19.13
"4th Sep'26 3:29:00","TFCILTD",19.11
"4th Sep'26 3:29:00","BALAMINES",18.82
"4th Sep'26 3:29:00","FCL",18.66
"4th Sep'26 3:29:00","SMLMAH",18.37
"4th Sep'26 3:29:00","RMDRIP",18.24
"4th Sep'26 3:29:00","AMANTA",18.22
"4th Sep'26 3:29:00","SBC",18.09
"4th Sep'26 3:29:00","FEDDERSHOL",17.91
"4th Sep'26 3:29:00","AEROFLEX",17.9
"4th Sep'26 3:29:00","MVGJL",17.86
