"Date","Breakouts","Breakdowns","Up close %","Down close %","New 52-wk high","New 52-wk low","Net nh-nl","15% 52wh","15% 52wl","Net 15% h-l","30% 52wh","30% 52 wl","Net 30% h-l"
"4th Sep'26",18.45,7.08,44.14,31.14,3.6,1.06,2.54,28.24,20.95,7.29,55,40.63,14.38
"3rd Sep'26",19.71,5,39.14,33.9,3.39,1.27,2.12,27.98,21.53,6.44,54.73,40.95,13.78
"2nd Sep'26",11.84,10.48,41.22,21.46,2.33,2.63,-0.297,26.3,22.32,3.99,54.22,41.41,12.81
"1st Sep'26",13.18,13.43,32.48,34.7,3.09,1.99,1.1,26.91,21.69,5.21,54.53,40.72,13.81
"31st Aug'26",14.9,14.48,39.77,36.84,3.77,2.75,1.02,27.27,21.13,6.14,54.53,39.84,14.69
"28th Aug'26",17.18,6.11,43.7,29.86,3.31,1.23,2.08,28.41,19.8,8.61,55.81,39.36,16.45
"27th Aug'26",11.11,10.01,34.35,39.41,2.5,1.19,1.31,27.27,20.23,7.04,55.17,39.61,15.56
"26th Aug'26",17.1,6.05,43.32,27.97,2.79,0.931,1.86,27.77,19.09,8.68,55.8,38.99,16.81
"25th Aug'26",12.42,9.5,34.13,33.04,2.37,1.48,0.89,27.68,19.33,8.35,55.45,39.04,16.41
"24th Aug'26",18.9,9.26,38.26,32.88,3.38,1.27,2.11,27.44,19.28,8.16,55.31,39.58,15.73
"21st Aug'26",16.12,6.79,41.05,26.88,2.67,0.806,1.87,27.66,19.18,8.49,55.54,39.46,16.08
"20th Aug'26",18.46,6.62,39.54,34.62,3.22,1.23,1.99,27.24,19.26,7.98,54.77,39.33,15.44
"19th Aug'26",14.07,9.92,35.54,36.75,2.67,1.86,0.805,26.61,19.32,7.29,54.36,40.64,13.73
"18th Aug'26",15.68,8.73,41.08,33.98,3.52,1.36,2.16,26.57,19.36,7.2,54.45,40.17,14.28
"17th Aug'26",17.53,14.02,43.72,37.76,2.92,1.86,1.06,26.34,18.81,7.54,54.81,39.64,15.16
"14th Aug'26",15.8,12.31,32.53,38.97,2.76,1.27,1.49,25.61,18.47,7.13,54.9,39.02,15.88
"13th Aug'26",18.72,11.71,39.68,38.04,3.01,1.19,1.83,26.27,17.83,8.45,55.26,38.29,16.98
"12th Aug'26",14.67,14.24,39.42,39.1,2.81,1.36,1.45,25.98,17.43,8.55,54.59,38.44,16.16
"11th Aug'26",15.43,10.79,42.15,42.13,3.53,1.23,2.29,26.73,16.83,9.9,54.95,37.99,16.96
"10th Aug'26",18.17,13.16,42.06,42.26,4.41,1.02,3.4,26.4,16.13,10.27,55.05,37.86,17.19
"7th Aug'26",14.94,10.85,38.18,42.75,3.15,0.979,2.17,26.34,15.53,10.81,54.89,38.13,16.77
"6th Aug'26",16.27,9.8,36.65,35.65,3.92,0.767,3.15,26.28,14.86,11.41,55.45,37.95,17.5
"5th Aug'26",17.87,7.62,43.1,30.73,3.83,0.638,3.19,26.38,15.36,11.02,54.85,37.49,17.36
"4th Aug'26",15.08,8.82,44.35,33.82,3.45,0.426,3.03,25.65,15.25,10.4,54.28,38.47,15.81
"3rd Aug'26",28.39,6.25,45.21,34.01,3.7,0.425,3.27,25.46,15.47,9.99,54.19,38.5,15.68
"31st Jul'26",19.94,7.34,39.4,33.14,2.43,0.598,1.84,23.23,17.12,6.11,52.35,41.25,11.1
"30th Jul'26",9.91,10.98,28.88,39.69,2.31,0.726,1.58,21.96,17.6,4.36,51.86,41.91,9.95
"29th Jul'26",17.32,7.14,42.47,32.93,2.05,0.684,1.37,23.04,16.55,6.5,52.16,41.13,11.03
"28th Jul'26",10.73,13.47,27.49,47.3,2.05,0.77,1.28,22.1,18.34,3.76,51.35,41.98,9.36
"27th Jul'26",23.91,7.84,35.47,34.24,2.6,0.767,1.83,23.19,17.01,6.18,51.79,41.01,10.78
"24th Jul'26",10.99,10.39,39.3,22.63,1.28,1.62,-0.342,21.89,18.08,3.81,50.53,42.45,8.08
"23rd Jul'26",13.92,9.73,26.77,37,1.33,1.11,0.214,21.81,18.29,3.51,50.39,42.84,7.54
"22nd Jul'26",10.1,13.14,33.9,40.39,1.97,1.07,0.899,22.55,17.63,4.92,50.75,41.46,9.29
"21st Jul'26",13.52,6.16,42.09,33.33,2.44,0.898,1.54,24.51,16.38,8.13,51.75,39.86,11.89
"20th Jul'26",13.5,8.8,40.51,30.1,2.01,0.94,1.07,24.27,16.37,7.91,51.84,39.57,12.27
"17th Jul'26",7.45,13.44,31.61,33.76,0.899,1.03,-0.128,23.07,15.71,7.36,52.05,39.85,12.2
"16th Jul'26",12.61,7.61,30.85,34.27,2.09,0.513,1.58,24.06,15.26,8.8,52.31,38.93,13.38
"15th Jul'26",15.02,7.27,34.76,31.18,2.4,0.685,1.71,24.39,15.06,9.33,52.72,38.6,14.12
"14th Jul'26",9.98,11.35,29.18,32.45,2.18,0.685,1.5,24.03,15.5,8.52,52.42,39.14,13.28
"13th Jul'26",17.48,8.61,42.68,22.77,3.28,0.469,2.81,24.99,14.54,10.45,53.09,36.93,16.16
"10th Jul'26",20.96,4.93,39.06,25.22,3.04,0.386,2.66,24.39,14.44,9.94,52.76,38.28,14.49
"9th Jul'26",26.74,4.46,39.26,27.88,2.14,0.728,1.41,23.26,16.15,7.11,50.86,40.32,10.54
"8th Jul'26",11.2,30.76,17.24,42.54,1.93,1.03,0.901,21.19,17.42,3.78,49.25,42.64,6.61
"7th Jul'26",9.31,12.23,30.41,39.65,2.45,0.386,2.06,23.39,13.82,9.57,52.02,38.24,13.78
"6th Jul'26",15.62,10.41,37.43,30.74,4.05,0.384,3.67,24.93,13.44,11.48,52.8,37.39,15.41
"3rd Jul'26",15.36,8.24,34.36,38.54,3.95,0.343,3.6,24.84,12.7,12.14,52.68,37.19,15.49
"2nd Jul'26",18.76,6.18,43.02,32.64,3.26,0.472,2.79,24.9,13.22,11.68,52.3,37.23,15.07
"1st Jul'26",18.56,7.43,37.5,39.31,3.44,0.859,2.58,24.57,14.39,10.18,51.42,38.83,12.59
"30th Jun'26",18.87,7.32,39.5,32.94,3.53,1.16,2.37,23.52,15.34,8.19,51.23,39.68,11.55
"29th Jun'26",13.19,16.27,37.34,39.47,2.4,1.28,1.11,22.66,15.55,7.11,50.66,40.6,10.06
"25th Jun'26",11.98,13.01,30.58,40.73,2.28,0.431,1.85,23.96,13.74,10.21,51.57,38.6,12.97
"24th Jun'26",14.4,9.05,36.83,34.76,2.37,0.603,1.77,24.57,12.8,11.77,52.16,37.46,14.7
"23rd Jun'26",13.32,12.55,28.48,36.08,3.1,0.345,2.76,24.15,13.02,11.13,51.83,38.21,13.63
"22nd Jun'26",23.55,6.68,44.55,32.05,3.9,0.257,3.64,25.52,11.69,13.83,52.51,36.02,16.49
"19th Jun'26",17.53,8.18,45.95,22.11,3.45,0.301,3.14,24.33,12.27,12.06,50.99,37.81,13.18
"18th Jun'26",17.83,5.99,43.72,30.22,3.75,0.129,3.62,23.56,12.19,11.37,50.65,38.07,12.58
"17th Jun'26",17.5,6.59,43.84,29.41,2.41,0.388,2.03,22.63,12.72,9.91,50.22,39.18,11.03
"16th Jun'26",17.74,6.89,41.99,29.38,2.37,0.301,2.07,21.49,13.7,7.79,49.1,39.66,9.43
"15th Jun'26",43.35,5.32,32.18,33.06,3.39,0.215,3.18,21.03,14.46,6.57,48.67,41.07,7.6
"12th Jun'26",38.33,4.36,53.94,21.78,1.6,0.475,1.12,19.55,17.78,1.77,46.7,44.67,2.03
"11th Jun'26",10.54,17.98,27.46,37.98,1.04,1.9,-0.864,16.68,22.08,-5.4,43.3,48.96,-5.66
"10th Jun'26",14.38,15.37,25.53,45.79,2.16,0.907,1.25,18.09,19.6,-1.51,44.78,46.76,-1.99
"9th Jun'26",25.7,6.74,45.88,33.33,1.86,0.95,0.907,19.4,17.45,1.94,46,44.15,1.86
"8th Jun'26",11.37,26.87,28.03,42.31,2.24,1.46,0.775,17.87,19.55,-1.68,43.93,46.43,-2.5
"5th Jun'26",16.39,8.84,38.42,36.1,2.8,0.647,2.16,19.92,16.6,3.32,46.14,42.82,3.32
"4th Jun'26",20.28,7.54,39.92,29.71,2.89,0.861,2.02,19.16,16.28,2.89,46.25,43.5,2.76
"3rd Jun'26",13.1,12.8,41.12,28.28,2.24,1.08,1.16,18.58,16.29,2.28,45.99,44.48,1.51
"2nd Jun'26",19.77,9.65,44.44,28.57,1.77,1.25,0.517,18.73,15.42,3.32,46.25,43.84,2.41
"1st Jun'26",21.72,21.03,26.93,53.17,2.8,0.946,1.85,18.19,15.96,2.24,45.12,45.08,0.043
"29th May'26",21.32,22.66,33.81,42.29,4.01,1.08,2.93,19.59,13.64,5.96,46.7,42.51,4.19
"27th May'26",19.12,9.37,45.82,33.64,3.63,0.388,3.24,21.28,12.47,8.8,47.65,40.05,7.6
"26th May'26",19.64,8.59,36.26,42.21,3.02,0.173,2.85,20.8,13.03,7.77,47,40.83,6.17
"25th May'26",27.37,7.43,42.86,38.15,3.22,0.387,2.84,20.24,12.55,7.69,47.01,41.08,5.93
"22nd May'26",16.77,9.55,34.54,36.2,2.46,0.346,2.12,18.76,14.35,4.41,45.38,43.52,1.86
"21st May'26",24.42,6.57,31.86,35.53,2.81,0.346,2.46,18.37,14.35,4.02,45.03,42.61,2.42
"20th May'26",16.59,10.19,38.02,27.54,1.77,0.605,1.17,17.45,15.29,2.16,44.15,44.06,0.086
"19th May'26",27.3,7.08,32.75,32.32,1.38,0.389,0.994,16.93,14.43,2.51,44.1,44.41,-0.302
"18th May'26",10.28,41.68,38.91,28.17,1.16,1.29,-0.129,15.66,16.43,-0.774,42.58,46.02,-3.44
"15th May'26",15.16,14.13,29.06,41.28,1.9,0.475,1.43,17.58,13.35,4.23,44.92,42.25,2.68
"14th May'26",17.87,13.72,31.4,28.93,1.9,0.604,1.29,18.77,12.3,6.47,45.27,40.27,5.01
"13th May'26",23.6,11.58,30.59,31.72,1.25,0.691,0.562,18.63,12.01,6.61,45.55,39.89,5.66
"12th May'26",8.91,49.81,22.82,65.36,1.21,0.562,0.648,18.24,11.98,6.27,45.4,40.64,4.76
"11th May'26",13.92,25.69,35.19,39.97,3.05,0,3.05,21.82,8.59,13.23,49.31,33.03,16.28
"8th May'26",19.25,9.32,40.36,33.8,4.75,0.086,4.66,22.87,6.13,16.75,51.92,29.18,22.74
"7th May'26",26.75,4.8,48.63,24.32,4.71,0.13,4.58,22.73,5.83,16.9,51.9,29.08,22.82
"6th May'26",26.19,6.96,49.01,24.84,3.46,0.173,3.28,21.26,6.61,14.65,50.04,32.41,17.63
"5th May'26",15.38,8.77,43.82,32.51,2.81,0.216,2.59,19.71,8.6,11.11,47.97,36.17,11.8
"4th May'26",28.69,8.3,41.23,32.64,3.61,0.215,3.4,18.8,8.13,10.67,48.17,36.04,12.13
"30th Apr'26",11.17,12.86,34.5,26.6,1.73,0.26,1.47,17.88,8.87,9,45.8,38.66,7.14
"29th Apr'26",18.17,8.74,31.43,35.15,3.16,0.086,3.07,18.39,8.39,10,46.99,37.3,9.69
"28th Apr'26",16.77,8.04,35.57,32.26,3.03,0.173,2.85,18.16,8.39,9.77,46.91,36.79,10.12
"27th Apr'26",33.45,6.84,45.69,22.64,2.8,0.086,2.71,18.08,7.49,10.59,46.92,36.89,10.03
"24th Apr'26",9.35,23.39,28.7,33.15,1.82,0.173,1.65,16.72,9.7,7.02,44.56,42.01,2.56
"23rd Apr'26",15.7,9.6,38.57,34.68,2.21,0.086,2.12,18.17,7.05,11.12,46.58,37.41,9.17
"22nd Apr'26",19.03,7.7,47.27,26.4,2.51,0.086,2.42,18.04,6.88,11.16,47.32,35.94,11.38
"21st Apr'26",20.63,6.36,36.9,36.73,2.77,0.043,2.72,17.17,6.7,10.47,46.06,38.45,7.61
"20th Apr'26",16.38,15.98,34.15,31.37,3.4,0.089,3.31,16.7,8.19,8.5,45.97,41.9,4.07
"17th Apr'26",27.05,4.16,45.82,15.22,3.3,0.045,3.26,16.96,6.6,10.36,47.49,38.85,8.64
"16th Apr'26",23.7,6.11,39.5,20,2.8,0.045,2.76,15.88,8.37,7.51,45.05,43.19,1.85
"15th Apr'26",52.89,2.94,48.8,27.69,2.62,0.045,2.58,15.1,8.86,6.24,43.58,43.44,0.136
"13th Apr'26",15.97,38.91,42.54,10.64,1.66,0.225,1.44,13.32,14.08,-0.765,40.26,51.51,-11.25
"10th Apr'26",37.27,3.17,46.24,17.14,1.4,0.09,1.31,13.3,12.94,0.362,40.8,51.15,-10.36
"9th Apr'26",20.54,8.62,36.26,28.27,1.22,0.09,1.13,11.92,17.38,-5.46,38.06,56.88,-18.83
"8th Apr'26",80.44,3.39,63.62,25.33,1.22,0.181,1.04,11.56,16.94,-5.37,37.67,58.45,-20.78
"7th Apr'26",23.79,5.01,44.59,26.13,0.542,0.452,0.09,8.49,33.32,-24.83,31.87,65.28,-33.41
"6th Apr'26",31.77,7.34,50.71,15.95,0.63,0.945,-0.315,8.64,37.49,-28.85,30.78,67.15,-36.36
"2nd Apr'26",24.4,38.27,55.37,4.96,0.316,2.89,-2.58,7.86,44.87,-37.01,28.33,69.91,-41.57
"1st Apr'26",86.15,2.58,75.04,28.07,0.543,2.08,-1.54,7.51,51.29,-43.78,28.11,71.16,-43.05
"30th Mar'26",12,67.12,18.42,71.77,0.316,39.02,-38.7,5.82,63.06,-57.24,24.04,74.52,-50.47
"27th Mar'26",9.66,62.31,21.6,67.32,0.227,23.67,-23.45,6.53,60.18,-53.65,27.03,72.47,-45.44
"25th Mar'26",52.22,6.17,27.45,31.62,0.408,3.49,-3.09,8.67,55.54,-46.87,30.26,70.92,-40.65
"24th Mar'26",52.16,8.62,34.12,32.63,0.182,12.62,-12.44,6.4,58.33,-51.93,27.96,72.31,-44.35
"23rd Mar'26",5.47,79.93,16.53,72.85,0.271,30.92,-30.65,5.33,61.08,-55.74,25.05,73.6,-48.55
"20th Mar'26",28.9,6.86,24.37,33.77,0.409,6.59,-6.18,7.81,54.48,-46.66,30.71,70.2,-39.48
"19th Mar'26",6.72,42.51,24.32,53.42,0.182,8.95,-8.76,7.08,55.59,-48.5,30.02,70.25,-40.24
"18th Mar'26",45.95,4.18,45.5,23.91,0.273,2.86,-2.59,9.27,50.95,-41.68,33.5,68.23,-34.73
"17th Mar'26",23.19,8.91,31.18,31.63,0.364,9.82,-9.46,8.05,56.07,-48.02,30.42,70.26,-39.84
"16th Mar'26",13.21,35.16,25.34,31.02,0.362,24.48,-24.12,7.56,56.15,-48.6,29.41,71.04,-41.63
"13th Mar'26",7.55,47.86,21.08,56.13,0.409,15,-14.59,7.09,54.77,-47.68,30.73,69.86,-39.14
"12th Mar'26",14.56,17.24,33.44,24.01,0.682,9.19,-8.51,9.96,51.91,-41.95,34.26,68.11,-33.85
"11th Mar'26",22.56,10.1,27.02,37.39,0.773,3.23,-2.46,10.19,50.34,-40.15,34.97,66.76,-31.79
"10th Mar'26",40.04,5.19,46.14,28.95,0.682,4.19,-3.5,10.92,50.27,-39.35,35.62,65.97,-30.35
"9th Mar'26",7.66,69.95,28.4,32.34,0.363,25.02,-24.66,8.98,53.26,-44.29,32.96,67.91,-34.95
"6th Mar'26",16.3,10.2,29.61,37.5,0.82,5.51,-4.69,10.93,49.82,-38.89,35.97,65.25,-29.28
"5th Mar'26",28.47,8.15,31.52,24.02,0.683,9.38,-8.7,11.44,48.93,-37.49,36.99,64.74,-27.74
"4th Mar'26",10.56,48.04,31.47,41.61,0.273,19.17,-18.9,10.06,51.09,-41.03,35.93,66.21,-30.28
"2nd Mar'26",6.58,74.72,26.21,31.9,0.726,20.84,-20.11,12.39,48.52,-36.13,37.72,63.96,-26.24
"27th Feb'26",11.55,13.56,29.64,40.07,1.46,8.03,-6.57,14.97,44.59,-29.62,40.85,61.66,-20.81
"26th Feb'26",17.02,7.3,29.49,28.13,1.73,5.2,-3.47,15.97,43.27,-27.29,42.08,61.07,-18.99
"25th Feb'26",15.3,10,29.55,38.36,2.01,7.53,-5.53,15.39,43.29,-27.9,42.05,61.74,-19.68
"24th Feb'26",8.36,19.65,21.86,38.14,1.19,9.1,-7.91,14.76,42.82,-28.06,42.28,62.11,-19.84
"23rd Feb'26",15.97,10.87,23.36,42.68,2.09,4.6,-2.5,15.38,40.76,-25.39,44.22,60.74,-16.52
"20th Feb'26",11.32,9.09,32.66,30.15,1,4.47,-3.47,15.3,40.14,-24.84,44.16,60.41,-16.26
"19th Feb'26",9.32,14.9,29.9,37.42,1.33,3.29,-1.97,15.13,39.58,-24.45,44.29,60.56,-16.27
"18th Feb'26",16.28,5.53,30.34,38.84,1.46,1.69,-0.229,16.69,36.9,-20.21,45.95,59.03,-13.08
"17th Feb'26",20.04,6.18,37.9,34.07,1.46,2.06,-0.595,16.38,36.46,-20.08,45.11,59.52,-14.41
"16th Feb'26",13.5,19.33,27.36,43.63,1.19,4.65,-3.47,15.46,38.26,-22.8,44.14,60.65,-16.51
"13th Feb'26",8.8,25.25,31.77,42.83,0.917,4.26,-3.35,15.49,35.52,-20.03,44.5,60.04,-15.54
"12th Feb'26",12.74,15.31,34.89,44.01,1.97,2.02,-0.046,16.91,31.53,-14.62,47.07,58.43,-11.37
"11th Feb'26",15.26,13.15,41.44,35.19,1.83,0.917,0.917,17.51,29.24,-11.73,47.48,57.7,-10.22
"10th Feb'26",23.99,7.11,39.96,38.06,2.02,0.367,1.65,17.52,27.89,-10.37,48.03,57.57,-9.54
"9th Feb'26",43.35,6.85,53.53,24.67,1.92,1.28,0.64,16.67,30.2,-13.52,46.55,58.93,-12.38
"6th Feb'26",12.37,15.21,38.52,31.33,0.733,2.11,-1.37,14.93,37.93,-23,42.33,62.02,-19.7
"5th Feb'26",13.7,15.81,34.45,35.65,0.871,1.51,-0.642,15.08,36.62,-21.54,43.03,61.46,-18.42
"4th Feb'26",29.13,9.02,49.53,33.5,1.01,1.37,-0.366,15.39,35.55,-20.16,44.62,60.47,-15.85
"3rd Feb'26",75.08,4.58,39.96,23,1.65,1.74,-0.092,15.21,39.99,-24.78,42.56,61.61,-19.06
"2nd Feb'26",15.23,26.57,30.63,19.45,0.32,9.14,-8.82,11.43,47.83,-36.4,38.23,64.84,-26.61
"1st Feb'26",25.92,29.44,18.9,41.37,0.504,5.63,-5.13,10.3,47.39,-37.09,38.1,65.52,-27.43
"30th Jan'26",25.5,12.11,44.42,32.58,0.78,6.28,-5.5,12.06,45.6,-33.53,39.72,64.4,-24.68
"29th Jan'26",17.85,17.9,37.53,30.77,1.56,6.29,-4.73,11.34,48.28,-36.94,38.41,65.03,-26.62
"28th Jan'26",39.61,6.24,55.62,27.21,1.06,4.82,-3.76,11.34,48.14,-36.81,39.05,65.21,-26.16
"27th Jan'26",18.33,22.58,32.67,33.4,0.96,18.88,-17.92,9.55,50.78,-41.22,35.42,66.41,-30.99
"23rd Jan'26",12.77,31.47,20.86,49.78,0.689,11.62,-10.93,9,51.49,-42.49,35.55,66.97,-31.42
"22nd Jan'26",36.55,6.61,33.54,32.64,0.689,4.91,-4.22,10.74,48.39,-37.65,37.92,64.97,-27.04
"21st Jan'26",12.35,30.85,20.07,39.88,0.184,24.79,-24.61,9.41,50.96,-41.55,35.58,66.94,-31.36
"20th Jan'26",6.34,47.17,16.67,60.18,0.322,20.95,-20.62,10.11,48.92,-38.81,37.39,65.5,-28.11
