"Date","Symbol","% change"
"4th Sep'26 3:29:00","CNXIT",16.72
"4th Sep'26 3:29:00","CNXREALTY",9.44
"4th Sep'26 3:29:00","NIFTYSMALLCAP50",7.36
"4th Sep'26 3:29:00","CNXSMALLCAP",6.53
"4th Sep'26 3:29:00","NIFTYMETAL",6.38
"4th Sep'26 3:29:00","NIFTYMEDIA",5.89
"4th Sep'26 3:29:00","NIFTYMICROCAP250",5.26
"4th Sep'26 3:29:00","NIFTYAUTO",4.65
"4th Sep'26 3:29:00","CNXPHARMA",4.55
"4th Sep'26 3:29:00","NIFTYSMALLCAP250",4.3
"4th Sep'26 3:29:00","NIFTYMIDCAP50",3.03
"4th Sep'26 3:29:00","NIFTYMIDSMALLCAP400",2.61
"4th Sep'26 3:29:00","NIFTYMIDSELECT",1.99
"4th Sep'26 3:29:00","NIFTYINDDEFENCE",1.99
"4th Sep'26 3:29:00","NIFTYMIDCAP150",1.73
"4th Sep'26 3:29:00","NIFTYHEALTHCARE",1.66
"4th Sep'26 3:29:00","NIFTYCHEMICALS",1.64
"4th Sep'26 3:29:00","NIFTYOILANDGAS",1.43
"4th Sep'26 3:29:00","NIFTYTOTALMKT",1.31
"4th Sep'26 3:29:00","NIFTY500",1.12
"4th Sep'26 3:29:00","NIFTYLARGEMID250",1.08
"4th Sep'26 3:29:00","NIFTY200",0.761
"4th Sep'26 3:29:00","NIFTYCONSUMPTION",0.719
"4th Sep'26 3:29:00","NIFTY100",0.432
"4th Sep'26 3:29:00","NIFTYPSUBANK",0.261
"4th Sep'26 3:29:00","NIFTY",0.134
"4th Sep'26 3:29:00","NIFTYCOMMODITIES",0.111
"4th Sep'26 3:29:00","BANKNIFTY",-0.301
"4th Sep'26 3:29:00","NIFTYPVTBANK",-0.375
"4th Sep'26 3:29:00","NIFTYFINSERVICE",-1.9
"4th Sep'26 3:29:00","CNXINFRA",-2.07
"4th Sep'26 3:29:00","CNXENERGY",-4.21
"4th Sep'26 3:29:00","NIFTYFMCG",-5.95
"4th Sep'26 3:29:00","INDIAVIX",-21.47
"4th Sep'26 3:29:00","NIFTYHOUSING","NaN"
