"Date","Symbol","Close","Yearhigh","Market cap","Market cap category","Industry","Sector","Weekly return","Current vol multiple of yearly avg"
"4th Sep'26 3:29:00","IDFCFIRSTB",86.71,87.5,74698.37,"largecap","banks - private sector","bank",4.32,0.511
"4th Sep'26 3:29:00","GATECH",0.91,1.1,145.39,"smallcap","computers - software - medium / small","i.t",-14.15,0.509
"4th Sep'26 3:29:00","HITECHCORP",337,337.65,578.82,"smallcap","packaging","industrials",1.2,0.409
"4th Sep'26 3:29:00","CRAFTSMAN",11398,11398,29810.82,"largecap","auto ancillaries","auto",2.52,0.408
"4th Sep'26 3:29:00","CHENNPETRO",1452.2,1452.2,21624.91,"largecap","refineries","energy",8.28,0.406
"4th Sep'26 3:29:00","FILATFASH",0.18,0.64,150.01,"smallcap","textiles - products","textiles",0,0.392
"4th Sep'26 3:29:00","ASIANHOTNR",384.75,384.75,1640.31,"smallcap","hotels","services",21.78,0.337
"4th Sep'26 3:29:00","GEOJITFSL",82.72,83.7,2308.9,"smallcap","finance & investments","financials",-1.17,0.334
"4th Sep'26 3:29:00","QPOWER",1495.3,1495.3,11580.22,"midcap","electric equipment","industrials",4.48,0.309
"4th Sep'26 3:29:00","ANANDRATHI",2215.9,2215.9,36793.08,"largecap","finance & investments","financials",0.113,0.229
"4th Sep'26 3:29:00","BLISSGVS",671,671,7116.37,"midcap","pharmaceuticals - indian - formulations","healthcare",14.1,0.145
"4th Sep'26 3:29:00","SIKKO",5.41,6.21,236.31,"smallcap","pesticides / agrochemicals - indian","chemicals",5.66,0.127
"4th Sep'26 3:29:00","SADHNANIQ",2.72,3.32,824.76,"smallcap","chemicals","chemicals",-4.56,0.097
"4th Sep'26 3:29:00","STLTECH",748.9,748.9,38485.68,"largecap","cables - telephone","industrials",3.48,0.071
"4th Sep'26 3:29:00","VIJIFIN",16.58,16.58,366.42,"smallcap","finance & investments","financials",10.24,0.07
