"Date","Symbol","% change"
"4th Sep'26 3:29:00","ARIHANT",3496.79
"4th Sep'26 3:29:00","SWANDEF",1176.31
"4th Sep'26 3:29:00","STLTECH",644.36
"4th Sep'26 3:29:00","BLISSGVS",364.78
"4th Sep'26 3:29:00","SIGMAADV",314.93
"4th Sep'26 3:29:00","UFBL",284.22
"4th Sep'26 3:29:00","INDSWFTLAB",263.55
"4th Sep'26 3:29:00","CUPID",259.33
"4th Sep'26 3:29:00","HFCL",247.72
"4th Sep'26 3:29:00","MODISONLTD",234.13
"4th Sep'26 3:29:00","WELCORP",226.56
"4th Sep'26 3:29:00","MTARTECH",205.31
"4th Sep'26 3:29:00","AEROFLEX",205.14
"4th Sep'26 3:29:00","MENONBE",203.12
"4th Sep'26 3:29:00","DEEDEV",202.63
"4th Sep'26 3:29:00","BODALCHEM",196.81
"4th Sep'26 3:29:00","KAPSTON",193.83
"4th Sep'26 3:29:00","TBZ",192.58
"4th Sep'26 3:29:00","SHILPAMED",191.15
"4th Sep'26 3:29:00","E2E",185.8
"4th Sep'26 3:29:00","BIRLACABLE",181.68
"4th Sep'26 3:29:00","BHAGYANGR",179.33
"4th Sep'26 3:29:00","RUBICON",177.88
"4th Sep'26 3:29:00","MOREPENLAB",174.01
"4th Sep'26 3:29:00","KOVAI",172.45
"4th Sep'26 3:29:00","YASHO",162.58
"4th Sep'26 3:29:00","KABRAEXTRU",162.56
"4th Sep'26 3:29:00","SETL",161.01
"4th Sep'26 3:29:00","SPORTKING",155.4
"4th Sep'26 3:29:00","UNIVASTU",154.37
"4th Sep'26 3:29:00","AVALON",152.27
"4th Sep'26 3:29:00","GAYAPROJ",152.14
"4th Sep'26 3:29:00","SBCL",148.25
"4th Sep'26 3:29:00","SGMART",146.82
"4th Sep'26 3:29:00","ATHERENERG",145.54
"4th Sep'26 3:29:00","CONFIPET",142.3
"4th Sep'26 3:29:00","SKYGOLD",141.9
"4th Sep'26 3:29:00","ANTELOPUS",141.31
"4th Sep'26 3:29:00","IOLCP",140.67
"4th Sep'26 3:29:00","SAKAR",140.06
"4th Sep'26 3:29:00","RPTECH",138.91
"4th Sep'26 3:29:00","CPPLUS",138.25
"4th Sep'26 3:29:00","DIACABS",135.85
"4th Sep'26 3:29:00","SALSTEEL",130.51
"4th Sep'26 3:29:00","INDOTECH",129.19
"4th Sep'26 3:29:00","SCPL",127.76
"4th Sep'26 3:29:00","BALAMINES",125.34
"4th Sep'26 3:29:00","PREMIERPOL",123.48
"4th Sep'26 3:29:00","SANSERA",122.61
"4th Sep'26 3:29:00","SUVEN",121.32
"4th Sep'26 3:29:00","NGLFINE",119.15
"4th Sep'26 3:29:00","TFCILTD",115.59
"4th Sep'26 3:29:00","EBGNG",115.46
"4th Sep'26 3:29:00","COMSYN",115.23
"4th Sep'26 3:29:00","GANDHAR",114.7
"4th Sep'26 3:29:00","QPOWER",113.13
"4th Sep'26 3:29:00","MARINE",113
"4th Sep'26 3:29:00","PARAS",111.99
"4th Sep'26 3:29:00","AVADHSUGAR",111.63
"4th Sep'26 3:29:00","FCL",110.76
"4th Sep'26 3:29:00","TIRUPATIFL",110.45
"4th Sep'26 3:29:00","SILVERTUC",110.28
"4th Sep'26 3:29:00","NRL",110.24
"4th Sep'26 3:29:00","LOKESHMACH",110.01
"4th Sep'26 3:29:00","UTLSOLAR",109.86
"4th Sep'26 3:29:00","OMAXE",109.75
"4th Sep'26 3:29:00","HAPPYFORGE",108.8
"4th Sep'26 3:29:00","DIVGIITTS",108.22
"4th Sep'26 3:29:00","IFCI",108.17
"4th Sep'26 3:29:00","UEL",108.06
"4th Sep'26 3:29:00","GVPIL",107.84
"4th Sep'26 3:29:00","VENUSREM",105.28
"4th Sep'26 3:29:00","SHREEJISPG",104.83
"4th Sep'26 3:29:00","WHEELS",104.83
"4th Sep'26 3:29:00","UNIVPHOTO",104.12
"4th Sep'26 3:29:00","NOVARTIND",103.94
"4th Sep'26 3:29:00","BLUSPRING",103.93
"4th Sep'26 3:29:00","KANORICHEM",103.75
"4th Sep'26 3:29:00","BAJAJCON",103.72
"4th Sep'26 3:29:00","KRN",103.64
"4th Sep'26 3:29:00","ATLANTAELE",103.42
"4th Sep'26 3:29:00","MBAPL",103.28
"4th Sep'26 3:29:00","BAFNAPH",103.21
"4th Sep'26 3:29:00","RAIN",101.87
"4th Sep'26 3:29:00","APOLLOPIPE",101.5
"4th Sep'26 3:29:00","NITINSPIN",101.18
"4th Sep'26 3:29:00","PRECWIRE",100.42
"4th Sep'26 3:29:00","CYIENTDLM",100.06
"4th Sep'26 3:29:00","HITECHCORP",100.01
"4th Sep'26 3:29:00","PVP",99.3
"4th Sep'26 3:29:00","SOTL",98.73
"4th Sep'26 3:29:00","SYRMA",97.25
"4th Sep'26 3:29:00","INOXINDIA",97
"4th Sep'26 3:29:00","RUBYMILLS",96.86
"4th Sep'26 3:29:00","NEOGEN",96.19
"4th Sep'26 3:29:00","PAISALO",95.98
"4th Sep'26 3:29:00","SPECTRUM",95.06
"4th Sep'26 3:29:00","APARINDS",93.06
"4th Sep'26 3:29:00","VINDHYATEL",92.84
"4th Sep'26 3:29:00","AYMSYNTEX",92.61
