"Date","Symbol","% change"
"4th Sep'26 3:29:00","SWANDEF",93240.74
"4th Sep'26 3:29:00","UEL",57423.81
"4th Sep'26 3:29:00","WAAREEINDO",8818.03
"4th Sep'26 3:29:00","ARIHANT",3659.96
"4th Sep'26 3:29:00","CUPID",2113.84
"4th Sep'26 3:29:00","SIGMAADV",1244.38
"4th Sep'26 3:29:00","STLTECH",837.41
"4th Sep'26 3:29:00","BLISSGVS",487.1
"4th Sep'26 3:29:00","VENUSREM",483.47
"4th Sep'26 3:29:00","SMLMAH",470.44
"4th Sep'26 3:29:00","MTARTECH",469.42
"4th Sep'26 3:29:00","MAHASTEEL",432.16
"4th Sep'26 3:29:00","TFCILTD",414.03
"4th Sep'26 3:29:00","BHAGYANGR",400.27
"4th Sep'26 3:29:00","ROSSTECH",354.38
"4th Sep'26 3:29:00","QPOWER",353.33
"4th Sep'26 3:29:00","SALSTEEL",337.94
"4th Sep'26 3:29:00","KRISHANA",328.21
"4th Sep'26 3:29:00","SAKAR",324.65
"4th Sep'26 3:29:00","KAPSTON",314.78
"4th Sep'26 3:29:00","INDSWFTLAB",306.24
"4th Sep'26 3:29:00","KOVAI",300.5
"4th Sep'26 3:29:00","KMEW",300.29
"4th Sep'26 3:29:00","RPEL",289.48
"4th Sep'26 3:29:00","LUMAXTECH",274.54
"4th Sep'26 3:29:00","DIACABS",272.39
"4th Sep'26 3:29:00","SBC",269.03
"4th Sep'26 3:29:00","GAYAPROJ",265.71
"4th Sep'26 3:29:00","WELINV",264.85
"4th Sep'26 3:29:00","BAFNAPH",264.08
"4th Sep'26 3:29:00","COMSYN",262.71
"4th Sep'26 3:29:00","PRECWIRE",261
"4th Sep'26 3:29:00","MODISONLTD",260.39
"4th Sep'26 3:29:00","RISHABH",257.26
"4th Sep'26 3:29:00","NETWEB",255.61
"4th Sep'26 3:29:00","SYRMA",252.22
"4th Sep'26 3:29:00","MENONBE",250.45
"4th Sep'26 3:29:00","APOLLO",244.92
"4th Sep'26 3:29:00","MCX",240.59
"4th Sep'26 3:29:00","UNIVCABLES",239.1
"4th Sep'26 3:29:00","KIRLOSENG",237.53
"4th Sep'26 3:29:00","E2E",232.16
"4th Sep'26 3:29:00","AEROFLEX",230.31
"4th Sep'26 3:29:00","IZMO",229.42
"4th Sep'26 3:29:00","IOLCP",229.41
"4th Sep'26 3:29:00","SANSERA",228.74
"4th Sep'26 3:29:00","PFOCUS",226.77
"4th Sep'26 3:29:00","BAJAJCON",225.89
"4th Sep'26 3:29:00","AVALON",225.37
"4th Sep'26 3:29:00","INDOBORAX",222.15
"4th Sep'26 3:29:00","LAURUSLABS",220.53
"4th Sep'26 3:29:00","WELCORP",219.79
"4th Sep'26 3:29:00","APARINDS",217.81
"4th Sep'26 3:29:00","PARAS",215.33
"4th Sep'26 3:29:00","SKMEGGPROD",213.42
"4th Sep'26 3:29:00","MANINDS",212.4
"4th Sep'26 3:29:00","SUVEN",211.32
"4th Sep'26 3:29:00","PVP",209.8
"4th Sep'26 3:29:00","SHILPAMED",206.78
"4th Sep'26 3:29:00","GVT&D",202.93
"4th Sep'26 3:29:00","THANGAMAYL",201.51
"4th Sep'26 3:29:00","BGRENERGY",199.11
"4th Sep'26 3:29:00","RPTECH",198.97
"4th Sep'26 3:29:00","HFCL",198.44
"4th Sep'26 3:29:00","TBZ",197.17
"4th Sep'26 3:29:00","WHEELS",195.94
"4th Sep'26 3:29:00","SETL",194.84
"4th Sep'26 3:29:00","CENTUM",193.74
"4th Sep'26 3:29:00","UNITEDPOLY",190.72
"4th Sep'26 3:29:00","ACUTAAS",190.35
"4th Sep'26 3:29:00","HAPPYFORGE",189.92
"4th Sep'26 3:29:00","JAYNECOIND",188.72
"4th Sep'26 3:29:00","MACPOWER",188.66
"4th Sep'26 3:29:00","BIRLACABLE",188.46
"4th Sep'26 3:29:00","DEEDEV",187.76
"4th Sep'26 3:29:00","HIRECT",186.31
"4th Sep'26 3:29:00","SPORTKING",185.49
"4th Sep'26 3:29:00","LUMAXIND",184.69
"4th Sep'26 3:29:00","SJS",181.47
"4th Sep'26 3:29:00","RRKABEL",180.52
"4th Sep'26 3:29:00","UNIPARTS",179.07
"4th Sep'26 3:29:00","ASTRAMICRO",177.48
"4th Sep'26 3:29:00","DIVGIITTS",177.3
"4th Sep'26 3:29:00","DATAPATTNS",175.69
"4th Sep'26 3:29:00","IRISDOREME",171.71
"4th Sep'26 3:29:00","ONIDA",170.41
"4th Sep'26 3:29:00","GVPIL",169.01
"4th Sep'26 3:29:00","MARINE",167.7
"4th Sep'26 3:29:00","YATHARTH",167.29
"4th Sep'26 3:29:00","MBAPL",166.56
"4th Sep'26 3:29:00","DOLPHIN",165.63
"4th Sep'26 3:29:00","GABRIEL",165.54
"4th Sep'26 3:29:00","RBLBANK",165.07
"4th Sep'26 3:29:00","KERNEX",164.56
"4th Sep'26 3:29:00","TATVA",163.5
"4th Sep'26 3:29:00","POWERINDIA",163.02
"4th Sep'26 3:29:00","STALLION",162.65
"4th Sep'26 3:29:00","ANANDRATHI",161.73
"4th Sep'26 3:29:00","UNIVPHOTO",161.62
"4th Sep'26 3:29:00","BSE",160.54
