"Date","Symbol","% change"
"4th Sep'26 3:29:00","TBZ",227.04
"4th Sep'26 3:29:00","SIGMAADV",192.21
"4th Sep'26 3:29:00","SETL",188.56
"4th Sep'26 3:29:00","YASHO",177.01
"4th Sep'26 3:29:00","MODISONLTD",175.57
"4th Sep'26 3:29:00","MOREPENLAB",169.53
"4th Sep'26 3:29:00","MENONBE",164.46
"4th Sep'26 3:29:00","STLTECH",162.65
"4th Sep'26 3:29:00","RPEL",157.47
"4th Sep'26 3:29:00","INDSWFTLAB",155.77
"4th Sep'26 3:29:00","CUPID",153.88
"4th Sep'26 3:29:00","BLISSGVS",149.2
"4th Sep'26 3:29:00","UNIVASTU",146.26
"4th Sep'26 3:29:00","HITECHCORP",142.45
"4th Sep'26 3:29:00","BIRLACABLE",140.13
"4th Sep'26 3:29:00","SHILPAMED",136.43
"4th Sep'26 3:29:00","NRL",129.18
"4th Sep'26 3:29:00","KABRAEXTRU",128.68
"4th Sep'26 3:29:00","BODALCHEM",125.96
"4th Sep'26 3:29:00","FCL",124.15
"4th Sep'26 3:29:00","BLUSPRING",123.77
"4th Sep'26 3:29:00","BAFNAPH",122.49
"4th Sep'26 3:29:00","IOLCP",120.09
"4th Sep'26 3:29:00","CYIENTDLM",118.3
"4th Sep'26 3:29:00","JINDWORLD",117.1
"4th Sep'26 3:29:00","HFCL",115.81
"4th Sep'26 3:29:00","AVALON",112.04
"4th Sep'26 3:29:00","WELCORP",111.24
"4th Sep'26 3:29:00","PVP",109.5
"4th Sep'26 3:29:00","INDOBORAX",108.69
"4th Sep'26 3:29:00","UFBL",107.62
"4th Sep'26 3:29:00","SPECTRUM",106.59
"4th Sep'26 3:29:00","VINDHYATEL",105.49
"4th Sep'26 3:29:00","KPL",104.47
"4th Sep'26 3:29:00","DIACABS",103.72
"4th Sep'26 3:29:00","INVPRECQ",102.03
"4th Sep'26 3:29:00","E2E",101.96
"4th Sep'26 3:29:00","SOTL",101.18
"4th Sep'26 3:29:00","TFCILTD",97.19
"4th Sep'26 3:29:00","COMSYN",96.3
"4th Sep'26 3:29:00","SUDEEPPHRM",94.4
"4th Sep'26 3:29:00","CEMPRO",90.78
"4th Sep'26 3:29:00","BALAMINES",90.47
"4th Sep'26 3:29:00","GANDHAR",90.39
"4th Sep'26 3:29:00","RATNAVEER",89.72
"4th Sep'26 3:29:00","TIMEX",89.22
"4th Sep'26 3:29:00","INDORAMA",85.98
"4th Sep'26 3:29:00","VENUSREM",85.75
"4th Sep'26 3:29:00","RUBICON",85.22
"4th Sep'26 3:29:00","MARINE",83.85
"4th Sep'26 3:29:00","AEROFLEX",83.41
"4th Sep'26 3:29:00","SCPL",83.05
"4th Sep'26 3:29:00","SBCL",82.95
"4th Sep'26 3:29:00","UNIVCABLES",81.82
"4th Sep'26 3:29:00","VELJAN",81.71
"4th Sep'26 3:29:00","RUBYMILLS",80.6
"4th Sep'26 3:29:00","CARTRADE",80.39
"4th Sep'26 3:29:00","IRISDOREME",79.81
"4th Sep'26 3:29:00","PANAMAPET",79.73
"4th Sep'26 3:29:00","GRWRHITECH",79.32
"4th Sep'26 3:29:00","KENNAMET",79.11
"4th Sep'26 3:29:00","SKYGOLD",79.05
"4th Sep'26 3:29:00","AEGISLOG",78.54
"4th Sep'26 3:29:00","PREMIERPOL",78.21
"4th Sep'26 3:29:00","QUESS",77.52
"4th Sep'26 3:29:00","MARKSANS",77.49
"4th Sep'26 3:29:00","PARAS",75.45
"4th Sep'26 3:29:00","KANORICHEM",74.9
"4th Sep'26 3:29:00","DECNGOLD",73.95
"4th Sep'26 3:29:00","AVADHSUGAR",73.88
"4th Sep'26 3:29:00","SSWL",73.71
"4th Sep'26 3:29:00","SUVEN",72.92
"4th Sep'26 3:29:00","REDINGTON",72.72
"4th Sep'26 3:29:00","BHAGERIA",72.4
"4th Sep'26 3:29:00","BLSE",71.76
"4th Sep'26 3:29:00","HAPPYFORGE",71.74
"4th Sep'26 3:29:00","SHREEJISPG",71.69
"4th Sep'26 3:29:00","FILATEX",71.64
"4th Sep'26 3:29:00","SIGACHI",71.56
"4th Sep'26 3:29:00","KAMDHENU",70.98
"4th Sep'26 3:29:00","BETA",70.35
"4th Sep'26 3:29:00","ATHERENERG",70.11
"4th Sep'26 3:29:00","IFCI",68.97
"4th Sep'26 3:29:00","RPTECH",68.9
"4th Sep'26 3:29:00","LAURUSLABS",68.74
"4th Sep'26 3:29:00","RML",68.38
"4th Sep'26 3:29:00","NITTAGELA",68
"4th Sep'26 3:29:00","KMEW",67.91
"4th Sep'26 3:29:00","GCSL",67.58
"4th Sep'26 3:29:00","OMAXE",67.54
"4th Sep'26 3:29:00","PAUSHAKLTD",67.5
"4th Sep'26 3:29:00","KAPSTON",67.42
"4th Sep'26 3:29:00","PARACABLES",67.42
"4th Sep'26 3:29:00","MACPOWER",67.13
"4th Sep'26 3:29:00","OAL",66.81
"4th Sep'26 3:29:00","DIVGIITTS",66.8
"4th Sep'26 3:29:00","GLAND",66.54
"4th Sep'26 3:29:00","SHADOWFAX",66.52
"4th Sep'26 3:29:00","CHEMBONDCH",65.94
"4th Sep'26 3:29:00","UNIPARTS",65.68
