"Date","Symbol","Sector","Market cap","1 week %","Vol > yr avg"
"4th Sep'26 3:29:00","RML","auto","smallcap",15.02,45.75
"4th Sep'26 3:29:00","RBZJEWEL","consumer discretionary","smallcap",37.27,26.27
"4th Sep'26 3:29:00","ANTELOPUS","energy","smallcap",21.57,11.26
"4th Sep'26 3:29:00","GLOBAL","services","smallcap",10.51,5.03
"4th Sep'26 3:29:00","TEJASNET","telecom","midcap",11.63,4.25
"4th Sep'26 3:29:00","PAISALO","financials","midcap",9.68,2.92
"4th Sep'26 3:29:00","AYMSYNTEX","textiles","smallcap",22.13,2.82
"4th Sep'26 3:29:00","WHEELS","auto","smallcap",11.45,2.61
"4th Sep'26 3:29:00","CAPLIPOINT","healthcare","largecap",11.66,1.77
"4th Sep'26 3:29:00","KOPRAN","healthcare","smallcap",15.26,1.63
"4th Sep'26 3:29:00","UEL","power & utilities","smallcap",27.61,1.49
"4th Sep'26 3:29:00","SBC","textiles","smallcap",9.13,1.16
"4th Sep'26 3:29:00","CONFIPET","miscellaneous","smallcap",3.27,0.979
"4th Sep'26 3:29:00","RSWM","textiles","smallcap",12.57,0.893
"4th Sep'26 3:29:00","LOKESHMACH","industrials","smallcap",16.69,0.812
"4th Sep'26 3:29:00","SAKAR","healthcare","smallcap",15.78,0.793
"4th Sep'26 3:29:00","LAXMIINDIA","financials","smallcap",5,0.751
"4th Sep'26 3:29:00","SPAL","consumer discretionary","smallcap",4.8,0.55
