Date,Sector,4w ema,20w ema,30w ema,40w ema,52w ema
2026-09-24 15:29,healthcare,50.6098,69.5122,70.7317,70.7317,69.5122
2026-09-24 15:29,metals & mining,45.7364,48.062,48.8372,51.1628,51.938
2026-09-24 15:29,chemicals,45.283,55.9748,53.4591,52.2013,52.2013
2026-09-24 15:29,textiles,41.8605,40.3101,37.9845,36.4341,37.2093
2026-09-24 15:29,transportation,40.7407,51.8519,53.7037,51.8519,51.8519
2026-09-24 15:29,co-working,40,60,60,60,60
2026-09-24 15:29,services,39.6694,35.5372,33.0579,28.9256,31.405
2026-09-24 15:29,industrials,39.485,54.0773,55.3648,54.9356,57.0815
2026-09-24 15:29,aerospace & defence,38.2353,58.8235,64.7059,67.6471,70.5882
2026-09-24 15:29,telecom-service,36.3636,27.2727,18.1818,18.1818,18.1818
2026-09-24 15:29,auto,36.2745,53.9216,55.8824,58.8235,58.8235
2026-09-24 15:29,miscellaneous,36.0465,34.8837,36.0465,36.0465,38.3721
2026-09-24 15:29,energy,35.8974,53.8462,56.4103,53.8462,56.4103
2026-09-24 15:29,consumer discretionary,33.7662,44.1558,46.1039,44.1558,44.8052
2026-09-24 15:29,realty,30.8901,27.2251,27.2251,26.7016,25.1309
2026-09-24 15:29,telecom,30,40,40,40,40
2026-09-24 15:29,n/a,28.2407,31.0185,31.9444,34.7222,34.7222
2026-09-24 15:29,building materials,28.125,34.375,33.3333,32.2917,31.25
2026-09-24 15:29,media,27.0833,31.25,29.1667,25,25
2026-09-24 15:29,i.t,26.257,36.3128,36.3128,36.3128,36.3128
2026-09-24 15:29,fmcg,25.8065,41.9355,41.9355,42.5806,41.9355
2026-09-24 15:29,readymade garments/ apparels,25,50,50,50,25
2026-09-24 15:29,bank,24.3902,36.5854,48.7805,53.6585,58.5366
2026-09-24 15:29,financials,22.8311,33.79,36.0731,36.0731,36.5297
2026-09-24 15:29,plastic products,22.5806,35.4839,35.4839,32.2581,32.2581
2026-09-24 15:29,power & utilities,12.5,15.625,15.625,25,25
2026-09-24 15:29,indices,10.0233,23.5431,37.5291,46.62,52.2145
