Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2026-07-23,63,48,14,4,787,1476,1074,1190,1177,1088
2026-07-22,48,70,13,1,954,1310,1222,1043,1211,1055
2026-07-21,100,21,10,2,1191,1072,1350,913,1283,981
2026-07-20,86,26,9,4,1151,1112,1348,915,1266,998
2026-07-17,29,62,7,3,1086,1177,1302,961,1249,1015
2026-07-16,56,36,13,2,1182,1079,1360,901,1257,1005
2026-07-15,79,28,23,1,1243,1016,1388,871,1289,971
2026-07-14,53,39,17,2,1185,1072,1360,898,1271,988
2026-07-13,132,16,14,2,1402,858,1492,769,1303,959
2026-07-10,135,9,12,2,1348,910,1447,811,1280,979
2026-07-09,182,7,10,2,1049,1210,1278,981,1209,1051
2026-07-08,32,168,8,1,753,1504,1117,1140,1141,1117
2026-07-07,36,71,13,1,1265,992,1420,837,1283,975
2026-07-06,101,38,18,3,1403,854,1507,750,1319,939
2026-07-03,82,40,18,2,1453,800,1532,721,1313,941
2026-07-02,134,21,15,1,1478,775,1517,736,1288,966
2026-07-01,107,33,15,2,1328,920,1417,832,1233,1016
2026-06-30,109,22,9,3,1255,993,1369,880,1210,1039
2026-06-29,75,73,12,3,1141,1109,1338,913,1187,1064
2026-06-25,53,66,14,2,1321,927,1450,799,1218,1031
2026-06-24,83,37,17,1,1491,757,1516,733,1270,979
2026-06-23,57,60,25,0,1508,740,1510,739,1241,1008
2026-06-22,174,20,40,0,1700,548,1632,618,1310,940
2026-06-19,138,19,43,0,1609,638,1565,683,1233,1015
2026-06-18,123,16,56,0,1633,612,1559,687,1215,1031
2026-06-17,124,20,27,1,1584,663,1519,729,1197,1051
2026-06-16,114,19,12,0,1551,696,1474,774,1162,1086
2026-06-15,210,10,23,2,1489,753,1411,833,1141,1103
2026-06-12,345,8,11,2,1130,1111,1161,1081,1061,1181
2026-06-11,40,85,11,6,637,1604,853,1390,909,1334
2026-06-10,50,105,18,5,773,1467,967,1275,970,1272
2026-06-09,202,24,22,4,949,1288,1133,1107,1027,1213
2026-06-08,48,168,20,5,711,1528,911,1330,952,1289
2026-06-05,103,47,29,5,1002,1237,1186,1055,1039,1202
2026-06-04,135,27,31,5,1024,1216,1170,1072,1034,1208
2026-06-03,79,55,33,6,923,1317,1163,1079,1009,1233
2026-06-02,140,34,31,5,1001,1237,1213,1027,1029,1211
2026-06-01,93,176,36,4,883,1357,1146,1095,989,1253
2026-05-29,117,144,38,1,1135,1105,1294,947,1046,1195
2026-05-27,152,47,51,1,1386,854,1433,808,1117,1124
2026-05-26,120,45,48,1,1382,857,1426,814,1098,1142
2026-05-25,194,36,49,2,1405,836,1448,793,1088,1153
2026-05-22,84,47,23,2,1112,1126,1274,964,1004,1234
2026-05-21,136,28,23,2,1077,1160,1264,973,997,1240
2026-05-20,99,30,17,6,971,1268,1199,1040,958,1281
2026-05-19,143,28,12,6,906,1331,1190,1048,940,1298
2026-05-18,64,154,7,14,717,1523,1077,1163,882,1358
2026-05-15,67,95,7,11,947,1292,1297,942,965,1274
2026-05-14,80,49,5,6,1088,1150,1349,889,1003,1235
2026-05-13,141,54,17,2,1036,1201,1352,885,992,1245
2026-05-12,34,507,15,2,914,1323,1310,927,948,1289
2026-05-11,75,142,37,3,1554,686,1665,575,1162,1078
2026-05-08,123,47,67,0,1883,354,1856,381,1259,978
2026-05-07,224,11,41,1,1978,260,1913,325,1254,984
2026-05-06,204,22,30,2,1925,312,1838,399,1171,1066
2026-05-05,112,40,23,3,1667,569,1636,600,1090,1146
2026-05-04,206,37,31,2,1749,490,1673,566,1067,1172
2026-04-30,58,49,14,1,1662,574,1590,646,1018,1218
2026-04-29,87,35,18,1,1772,465,1676,561,1028,1209
2026-04-28,91,32,23,1,1784,453,1667,570,1024,1213
2026-04-27,251,16,21,1,1930,309,1737,502,1028,1211
2026-04-24,41,104,24,4,1708,528,1560,676,925,1311
2026-04-23,98,44,35,3,1954,283,1765,472,1013,1224
2026-04-22,136,26,32,3,2042,194,1873,363,1048,1188
2026-04-21,117,22,45,3,2043,131,1827,347,976,1198
2026-04-20,79,54,49,2,2042,129,1778,393,916,1255
2026-04-17,183,8,77,0,2080,80,1852,308,942,1218
2026-04-16,136,13,58,0,2044,117,1741,420,853,1308
2026-04-15,378,7,122,0,2046,114,1666,494,809,1351
2026-04-13,103,32,87,0,1880,282,1275,887,672,1490
2026-04-10,236,7,124,0,1951,207,1352,806,668,1490
2026-04-09,92,28,104,0,1822,339,1020,1141,575,1586
2026-04-08,899,13,404,0,1901,258,1031,1128,563,1596
2026-04-07,121,9,60,1,1095,1065,534,1626,434,1726
2026-04-06,219,9,23,1,946,1213,467,1692,421,1738
2026-04-02,183,23,16,2,647,1509,378,1778,380,1776
2026-04-01,1145,7,10,2,486,1668,336,1818,385,1769
2026-03-30,31,749,4,37,202,1953,214,1941,314,1841
2026-03-27,33,636,7,9,293,1858,254,1897,362,1789
2026-03-25,217,16,6,5,488,1663,330,1821,394,1757
2026-03-24,298,25,8,6,273,1877,248,1902,350,1800
2026-03-23,7,975,6,2,148,2002,170,1980,298,1852
2026-03-20,99,25,15,2,372,1776,327,1821,399,1749
2026-03-19,18,302,7,1,267,1880,252,1895,378,1769
2026-03-18,327,5,8,1,500,1647,390,1757,448,1699
2026-03-17,95,15,7,6,261,1886,300,1847,404,1743
2026-03-16,42,121,7,4,192,1956,253,1895,380,1768
2026-03-13,20,382,8,6,218,1927,292,1853,384,1761
2026-03-12,61,47,11,5,431,1712,418,1725,451,1692
2026-03-11,80,52,10,5,439,1705,425,1719,468,1676
2026-03-10,280,15,10,6,440,1703,437,1707,478,1666
2026-03-09,26,284,6,12,272,1871,331,1813,413,1731
2026-03-06,65,41,4,6,389,1751,450,1691,499,1642
2026-03-05,107,21,9,1,397,1740,463,1675,507,1631
2026-03-04,49,264,7,3,288,1849,397,1741,465,1673
2026-03-02,61,256,5,4,442,1694,489,1648,561,1576
2026-02-27,41,58,8,2,682,1451,678,1456,665,1469
2026-02-26,67,21,9,6,824,1309,754,1380,699,1435
2026-02-25,53,41,4,4,776,1355,737,1395,692,1440
2026-02-24,21,98,8,3,697,1434,671,1461,682,1450
2026-02-23,62,46,5,1,859,1274,782,1352,713,1421
2026-02-20,48,29,8,2,830,1300,772,1359,703,1428
2026-02-19,36,53,8,5,802,1326,756,1373,702,1427
2026-02-18,72,18,6,6,1092,1034,921,1206,767,1360
2026-02-17,112,19,9,3,1026,1099,861,1265,744,1382
2026-02-16,55,101,12,4,917,1206,769,1355,719,1405
2026-02-13,35,165,21,1,947,1174,784,1338,715,1407
2026-02-12,62,104,26,1,1296,825,1013,1109,782,1339
2026-02-11,91,67,15,2,1475,645,1105,1016,808,1313
2026-02-10,139,38,34,1,1562,556,1141,978,811,1308
2026-02-09,394,18,53,1,1501,621,1060,1063,797,1326
2026-02-06,60,78,29,3,1107,1013,760,1361,678,1443
2026-02-05,55,92,34,6,1149,970,775,1345,685,1435
2026-02-04,237,54,44,18,1337,783,835,1286,719,1402
2026-02-03,525,12,27,18,1135,986,739,1382,699,1422
2026-02-02,76,73,16,19,450,1672,369,1753,527,1595
2026-02-01,57,236,8,3,430,1691,355,1766,489,1632
2026-01-30,168,97,14,5,659,1460,488,1631,596,1523
2026-01-29,136,59,22,5,527,1592,425,1694,565,1554
2026-01-28,354,19,11,6,533,1585,420,1698,551,1567
2026-01-27,97,76,4,12,302,1820,315,1807,479,1643
2026-01-23,57,210,2,6,269,1848,290,1827,473,1644
2026-01-22,181,56,2,5,356,1762,364,1754,539,1579
2026-01-21,56,143,20,2,227,1890,286,1831,483,1634
2026-01-20,30,373,24,1,249,1867,309,1807,516,1600
2026-01-19,42,90,28,1,446,1672,467,1651,620,1498
2026-01-16,70,31,26,2,522,1590,524,1588,668,1444
2026-01-14,82,20,6,1,513,1599,544,1568,681,1431
2026-01-13,70,19,4,2,479,1633,514,1598,666,1446
2026-01-12,63,75,5,3,419,1697,498,1618,661,1455
2026-01-09,16,100,3,3,422,1688,530,1580,678,1432
2026-01-08,13,139,6,3,657,1454,690,1421,762,1349
2026-01-07,67,18,13,2,1045,1066,903,1208,847,1264
2026-01-06,42,27,15,0,1009,1101,867,1243,834,1276
2026-01-05,64,39,14,1,1129,984,929,1184,862,1251
2026-01-02,100,10,11,1,1298,810,946,1162,862,1246
2026-01-01,63,17,9,2,1059,1050,818,1291,807,1302
2025-12-31,83,17,8,2,1033,1074,798,1309,804,1303
2025-12-30,56,29,10,1,763,1341,681,1423,755,1349
2025-12-29,44,45,14,0,746,1362,709,1399,758,1350
2025-12-26,64,20,20,0,919,1187,758,1348,786,1320
2025-12-24,59,15,15,0,1068,1036,795,1309,805,1299
2025-12-23,67,17,10,2,1112,992,800,1304,810,1294
2025-12-22,113,15,9,1,998,1108,741,1365,796,1310
2025-12-19,92,17,10,0,694,1407,634,1467,754,1347
2025-12-18,41,29,12,0,483,1618,528,1573,709,1392
2025-12-17,32,52,12,0,487,1613,557,1543,717,1383
2025-12-16,36,31,14,0,614,1486,608,1492,750,1350
2025-12-15,79,19,16,1,735,1363,665,1433,771,1327
2025-12-12,96,11,8,3,684,1409,643,1451,754,1340
2025-12-11,74,16,5,5,502,1591,555,1538,722,1372
2025-12-10,55,27,9,3,386,1703,473,1616,704,1386
2025-12-09,129,14,2,3,419,1669,507,1581,707,1382
2025-12-08,19,237,4,3,315,1774,455,1634,679,1411
2025-12-05,31,37,4,3,529,1557,610,1476,775,1312
2025-12-04,30,26,3,4,526,1559,630,1455,780,1306
2025-12-03,17,39,1,3,528,1557,630,1455,799,1287
2025-12-02,29,33,5,2,644,1441,701,1384,820,1266
2025-12-01,65,35,7,2,721,1367,734,1355,849,1240
2025-11-28,58,19,4,2,746,1334,753,1328,850,1231
2025-11-27,55,19,4,3,729,1349,740,1339,843,1236
2025-11-26,84,12,4,2,731,1346,742,1336,855,1223
2025-11-25,70,13,5,3,540,1535,627,1450,802,1275
2025-11-24,37,133,5,6,509,1571,612,1469,784,1297
2025-11-21,29,36,4,4,596,1477,680,1395,839,1236
2025-11-20,39,23,8,4,751,1321,805,1268,876,1197
2025-11-19,41,38,6,3,776,1294,812,1259,897,1174
2025-11-18,37,34,11,4,763,1305,820,1249,896,1173
2025-11-17,94,50,10,3,930,1143,898,1176,942,1132
2025-11-14,75,43,11,3,861,1203,862,1203,915,1150
2025-11-13,71,48,12,4,843,1218,855,1207,943,1119
2025-11-12,101,32,9,4,877,1183,889,1172,952,1109
2025-11-11,67,55,9,8,735,1326,800,1262,910,1152
2025-11-10,85,91,12,7,734,1330,802,1263,913,1152
2025-11-07,73,39,13,2,655,1403,793,1265,911,1147
2025-11-06,45,145,14,2,600,1457,795,1262,902,1155
2025-11-04,42,28,17,0,869,1187,954,1102,999,1057
2025-11-03,101,34,19,1,1080,981,1066,995,1044,1017
2025-10-31,44,31,11,1,967,1087,998,1056,1015,1039
2025-10-30,52,25,10,1,1113,940,1077,976,1042,1011
2025-10-29,87,25,11,0,1150,902,1080,972,1056,996
2025-10-28,64,29,12,1,987,1069,977,1079,1013,1043
2025-10-27,79,34,19,1,1011,1051,992,1070,1033,1029
2025-10-24,49,23,17,2,967,1088,954,1101,997,1058
2025-10-23,79,45,19,2,1049,1006,994,1061,1021,1034
2025-10-21,56,1,22,0,1100,952,1008,1044,1028,1024
2025-10-20,94,39,13,2,920,1141,896,1165,986,1075
2025-10-17,43,40,10,1,831,1222,843,1210,951,1102
2025-10-16,74,32,13,2,917,1132,902,1147,982,1067
2025-10-15,86,28,11,2,814,1235,858,1191,950,1099
2025-10-14,39,64,22,3,659,1387,767,1279,910,1136
2025-10-13,59,37,13,4,842,1209,891,1160,974,1077
2025-10-10,83,25,16,3,989,1054,960,1083,1011,1032
2025-10-09,90,37,27,5,890,1156,908,1138,987,1059
2025-10-08,75,26,25,2,806,1237,861,1182,973,1070
2025-10-07,59,34,21,1,885,1156,915,1126,989,1052
2025-10-06,80,34,17,1,922,1122,931,1113,993,1051
2025-10-03,123,13,11,1,899,1138,915,1122,1008,1030
2025-10-01,123,9,11,1,676,1357,776,1257,952,1082
2025-09-30,39,28,8,2,479,1548,611,1416,872,1156
2025-09-29,63,61,15,3,450,1581,620,1411,872,1160
2025-09-26,14,109,17,1,446,1576,611,1411,879,1144
2025-09-25,36,34,20,1,738,1283,879,1142,1001,1021
2025-09-24,50,28,18,2,926,1094,1040,980,1062,959
2025-09-23,68,25,21,2,1092,927,1141,878,1102,918
2025-09-22,81,38,27,2,1198,827,1191,835,1143,883
2025-09-19,69,19,21,1,1376,641,1281,738,1165,854
2025-09-18,53,20,21,1,1426,591,1288,730,1157,861
2025-09-17,71,19,25,0,1441,573,1284,731,1156,859
2025-09-16,79,12,18,0,1374,639,1228,786,1131,883
2025-09-15,87,18,15,0,1300,718,1116,903,1081,938
2025-09-12,56,12,18,0,1202,812,1064,951,1047,968
2025-09-11,55,21,25,0,1205,810,1052,964,1034,982
2025-09-10,92,17,18,0,1190,825,1040,976,1036,980
2025-09-09,67,28,24,0,1007,1007,901,1114,979,1036
2025-09-08,128,18,31,1,1000,1018,886,1133,985,1034
2025-09-05,87,13,25,1,895,1119,849,1166,946,1069
2025-09-04,51,27,18,2,933,1080,847,1167,966,1048
2025-09-03,112,11,15,0,1035,975,899,1112,976,1035
2025-09-02,118,22,10,0,862,1147,778,1234,937,1075
2025-09-01,126,16,11,1,725,1288,700,1314,900,1114
2025-08-29,49,21,8,1,513,1495,570,1439,815,1194
2025-08-28,28,59,6,1,522,1486,585,1424,834,1175
2025-08-26,27,59,11,2,624,1378,678,1325,896,1107
2025-08-25,71,34,23,0,929,1077,877,1130,989,1018
2025-08-22,50,15,22,0,904,1097,881,1121,971,1031
2025-08-21,60,18,20,0,1014,988,948,1055,991,1012
2025-08-20,105,9,20,1,994,1006,937,1064,987,1014
2025-08-19,126,15,19,1,941,1058,889,1111,981,1019
2025-08-18,150,30,18,1,774,1228,796,1207,936,1067
2025-08-14,48,73,14,3,535,1460,631,1364,867,1129
2025-08-13,112,46,10,5,586,1408,668,1326,900,1095
2025-08-12,78,49,5,5,491,1503,607,1388,872,1123
2025-08-11,86,61,5,3,429,1565,589,1406,856,1139
2025-08-08,49,70,7,4,362,1633,537,1458,831,1164
2025-08-07,52,55,5,5,432,1563,623,1372,911,1084
2025-08-06,38,73,6,5,451,1542,633,1360,925,1068
2025-08-05,45,39,7,5,560,1431,717,1274,983,1008
2025-08-04,91,49,11,4,564,1428,764,1228,1008,984
2025-08-01,31,116,8,0,435,1554,695,1294,960,1029
2025-07-31,51,47,8,1,567,1418,847,1138,1058,927
2025-07-30,89,31,8,1,667,1315,962,1020,1090,892
2025-07-29,113,18,8,1,599,1383,929,1052,1082,900
2025-07-28,35,116,8,4,478,1507,787,1198,1025,960
2025-07-25,22,87,7,2,614,1366,984,997,1114,867
2025-07-24,46,34,10,1,938,1042,1277,703,1244,735
2025-07-23,50,27,14,1,1058,921,1327,652,1259,720
2025-07-22,54,20,16,1,1013,965,1344,635,1259,720
2025-07-21,65,30,14,2,1113,868,1400,581,1270,711
2025-07-18,47,17,13,0,1144,833,1445,532,1285,692
2025-07-17,64,13,14,0,1301,674,1524,451,1311,664
2025-07-16,89,11,11,0,1316,659,1528,447,1299,676
2025-07-15,101,7,9,0,1241,734,1470,505,1265,710
2025-07-14,71,19,15,1,986,991,1338,639,1192,785
2025-07-11,41,14,6,0,973,1001,1374,600,1186,788
2025-07-10,68,8,10,1,1193,778,1479,492,1239,732
2025-07-09,72,8,8,1,1221,748,1479,491,1228,742
2025-07-08,51,17,11,1,1198,773,1468,503,1227,744
2025-07-07,63,28,16,1,1252,721,1495,478,1239,734
2025-07-04,66,15,15,1,1350,621,1547,424,1250,721
2025-07-03,71,13,19,1,1327,641,1513,455,1231,737
2025-07-02,54,20,18,1,1316,650,1505,461,1205,761
2025-07-01,74,22,26,0,1410,552,1534,428,1219,743
2025-06-30,111,16,27,0,1445,518,1542,421,1231,732
2025-06-27,82,12,22,0,1391,568,1504,455,1210,749
2025-06-26,60,11,20,0,1328,632,1483,477,1183,777
2025-06-25,151,6,8,0,1329,630,1482,477,1177,782
2025-06-24,94,13,3,1,1021,939,1322,637,1084,877
2025-06-23,68,21,4,2,809,1153,1172,790,1035,928
2025-06-20,75,13,6,2,810,1148,1207,751,1019,940
2025-06-19,14,82,4,1,579,1378,1095,862,975,983
2025-06-18,39,24,4,1,918,1038,1331,625,1094,863
2025-06-17,46,39,6,1,997,959,1384,572,1125,832
2025-06-16,72,16,9,1,1222,737,1486,473,1171,789
2025-06-13,36,22,16,1,1168,787,1495,460,1144,812
2025-06-12,37,47,19,0,1398,556,1566,388,1203,752
2025-06-11,107,19,23,0,1614,338,1674,278,1275,678
2025-06-10,99,11,28,1,1612,340,1657,295,1259,694
2025-06-09,153,9,23,0,1601,354,1640,315,1236,720
2025-06-06,111,18,21,0,1468,485,1547,406,1159,795
2025-06-05,114,4,16,0,1428,525,1482,471,1112,842
2025-06-04,96,20,13,0,1346,606,1462,490,1078,875
2025-06-03,67,22,16,0,1293,657,1451,499,1057,894
2025-06-02,122,47,26,0,1394,557,1481,470,1055,897
2025-05-30,91,58,28,0,1412,535,1490,457,1051,897
2025-05-29,100,43,33,0,1480,466,1511,435,1090,857
2025-05-28,100,30,24,0,1515,429,1524,420,1068,877
2025-05-27,78,25,27,0,1559,384,1553,391,1077,867
2025-05-26,115,37,19,0,1599,348,1584,364,1056,892
2025-05-23,85,29,23,1,1605,336,1579,363,1037,905
2025-05-22,70,34,27,1,1588,354,1547,396,998,945
2025-05-21,82,34,31,1,1646,295,1576,366,1004,938
2025-05-20,57,74,53,1,1619,322,1556,386,968,974
2025-05-19,179,29,81,0,1738,207,1659,287,1034,912
2025-05-16,191,24,157,0,1724,216,1613,328,982,959
2025-05-15,152,25,86,0,1679,262,1522,420,915,1027
2025-05-14,199,10,43,1,1667,273,1454,487,847,1094
2025-05-13,159,17,33,1,1559,381,1272,669,763,1178
2025-05-12,954,8,14,1,1429,514,1145,799,721,1223
2025-05-09,44,41,8,4,534,1407,639,1303,509,1433
2025-05-08,47,40,5,2,623,1318,673,1268,521,1419
2025-05-07,85,22,4,3,770,1171,789,1152,569,1372
2025-05-06,12,308,5,1,660,1280,693,1247,522,1418
2025-05-05,129,22,12,1,1049,893,920,1022,635,1307
2025-05-02,39,30,7,3,802,1139,811,1130,591,1350
2025-04-30,18,103,7,4,852,1087,818,1121,594,1345
2025-04-29,55,25,10,1,1214,725,1035,904,652,1287
2025-04-28,66,36,18,1,1259,683,1060,882,664,1278
2025-04-25,18,357,17,0,1271,667,1026,912,643,1295
2025-04-24,83,25,29,1,1719,220,1389,550,762,1177
2025-04-23,94,14,41,0,1739,201,1372,568,769,1171
2025-04-22,127,13,71,0,1742,198,1364,576,753,1187
2025-04-21,180,9,103,0,1731,210,1282,659,727,1214
2025-04-17,85,9,42,0,1605,333,1097,841,645,1293
2025-04-16,146,12,68,0,1603,335,1034,904,607,1331
2025-04-15,438,5,15,0,1474,464,891,1047,555,1383
2025-04-11,309,2,4,2,902,1034,569,1367,438,1498
2025-04-09,36,89,5,17,499,1435,389,1545,353,1581
2025-04-08,254,11,5,7,559,1376,432,1503,368,1567
2025-04-07,6,813,13,15,294,1641,289,1646,296,1639
2025-04-04,26,459,21,7,781,1152,549,1384,438,1495
2025-04-03,193,19,29,2,1386,548,867,1067,543,1391
2025-04-02,151,10,11,1,1232,700,740,1192,494,1438
2025-04-01,294,31,7,3,1043,891,640,1294,438,1496
2025-03-28,52,58,8,2,884,1045,620,1309,469,1460
2025-03-27,122,85,12,3,975,954,634,1295,483,1446
2025-03-26,25,180,19,3,943,985,584,1344,446,1482
2025-03-25,41,211,44,0,1164,763,678,1248,483,1444
2025-03-24,173,15,133,1,1461,464,811,1114,533,1393
2025-03-21,233,12,59,0,1382,543,693,1233,465,1461
2025-03-20,133,19,23,1,1138,786,562,1363,400,1525
