Date,Symbol,Close,Yearhigh,Market cap,Market cap category,Industry,Sector,Weekly return,Current vol multiple of yearly avg
2026-09-24 15:29,JAGSNPHARM,243.97,243.97,1485.4457,smallcap,pharmaceuticals - indian - bulk drugs & formln,healthcare,6.8076,36.9299
2026-09-24 15:29,UNIDT,259.76,259.76,477.6107,smallcap,engineering,industrials,15.9591,33.8869
2026-09-24 15:29,GNA,620.45,620.45,2561.4662,smallcap,auto ancillaries,auto,11.0823,24.6016
2026-09-24 15:29,PREMIERPOL,100.51,100.51,1013.0692,smallcap,plastics products,plastic products,23.4312,20.3061
2026-09-24 15:29,SANATHAN,529.25,529.25,4273.7995,smallcap,textiles - cotton/blended,textiles,10.0655,17.8599
2026-09-24 15:29,ABDL,712.15,712.15,18360.1743,midcap,breweries & distilleries,fmcg,9.9676,12.958
2026-09-24 15:29,CARBORUNIV,1296.5,1296.5,24087.9033,largecap,abrasives and grinding wheels,industrials,15.3059,12.8816
2026-09-24 15:29,MAXESTATES,616.8,616.8,9862.1553,midcap,construction,realty,3.8384,10.7843
2026-09-24 15:29,CAPLIPOINT,2867.3999,2867.3999,21236.1476,largecap,pharmaceuticals - indian - formulations,healthcare,4.3222,9.9851
2026-09-24 15:29,STLNETWORK,52.01,52.01,2425.7402,smallcap,telecommunications - service provider,telecom-service,21.0943,9.0623
2026-09-24 15:29,MITCON,89.25,89.98,143.911,smallcap,miscellaneous,miscellaneous,11.5486,7.9069
2026-09-24 15:29,VIJIFIN,16.22,16.91,367.521,smallcap,finance & investments,financials,8.1333,7.6039
2026-09-24 15:29,MOTISONS,18.79,19.28,2148.75,smallcap,diamond cutting / jewellery,consumer discretionary,2.6776,7.553
2026-09-24 15:29,RAYMOND,1203.85,1203.85,7420.6409,midcap,transport - airlines,transportation,23.093,7.4618
2026-09-24 15:29,GLOBAL,141,141,684.3707,smallcap,miscellaneous,services,8.3282,6.9481
2026-09-24 15:29,SALSTEEL,89.27,89.27,1230.8065,smallcap,steel - sponge iron,metals & mining,8.5218,4.5746
2026-09-24 15:29,KABRAEXTRU,806.1,806.1,2562.9843,smallcap,engineering,industrials,18.2658,4.3266
2026-09-24 15:29,CUBEXTUB,138.4,138.4,180.1613,smallcap,mining / minerals / metals,metals & mining,62.2128,4.3168
2026-09-24 15:29,ONEPOINT,69.31,69.31,1798.7505,smallcap,computers - software - medium / small,i.t,16.2139,3.4129
2026-09-24 15:29,PCJEWELLER,14.25,14.94,14051.1439,midcap,diamond cutting / jewellery,consumer discretionary,12.0283,3.236
2026-09-24 15:29,BLUSPRING,140.56,140.56,1981.438,smallcap,diversified - large,miscellaneous,13.9614,3.0956
2026-09-24 15:29,KANORICHEM,191.33,191.33,796.2673,smallcap,chemicals,chemicals,3.9216,3.0452
2026-09-24 15:29,GNFC,625.1,625.1,9155.1393,midcap,chemicals,chemicals,6.147,2.6812
2026-09-24 15:29,SOUTHBANK,49.9,49.9,12325.855,midcap,banks - private sector,bank,8.3134,2.5127
2026-09-24 15:29,ALMONDZ,19.86,20.17,373.8318,smallcap,finance & investments,financials,7.2354,2.1802
2026-09-24 15:29,SSWL,376.1,376.1,5846.3259,midcap,auto ancillaries,auto,0.9936,1.9902
2026-09-24 15:29,FINCABLES,1480,1480,22485.1425,largecap,cables - power,industrials,4.8753,1.2974
2026-09-24 15:29,SOMANYCERA,601.85,601.85,2445.5936,smallcap,ceramics - tiles / sanitaryware,building materials,5.1083,1.1473
2026-09-24 15:29,OBCL,59.42,60.27,127.066,smallcap,miscellaneous,transportation,4.209,1.0998
2026-09-24 15:29,GTLINFRA,1.11,1.61,1460.2388,smallcap,transmisson line towers / equipment,telecom,-3.4783,1.052
2026-09-24 15:29,SIKKO,6.42,6.42,267.3216,smallcap,pesticides / agrochemicals - indian,chemicals,8.4459,1.0411
2026-09-24 15:29,SIGMAADV,949.65,949.65,17750.1067,midcap,electronics - components,aerospace & defence,9.6467,0.975
2026-09-24 15:29,SPECTRUM,3356.3,3356.3,5539.0727,midcap,electric equipment,industrials,10.4191,0.9673
2026-09-24 15:29,SURAKSHA,356,356,1850.6897,smallcap,healthcare,healthcare,6.2369,0.9284
2026-09-24 15:29,FILATFASH,0.18,0.64,150.0133,smallcap,textiles - products,textiles,5.8824,0.8907
2026-09-24 15:29,GLOBE,2.26,3.15,100.8938,smallcap,textiles - products,textiles,9.1787,0.8833
