Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-24 15:29,BOSCHLTD,74761.9363,1.5841,28.5242,25.1638
2026-09-24 15:29,NIFTYMIDSMLHLTH,66111.749,0.7985,14.3312,22.5725
2026-09-24 15:29,NEULANDLAB,54879.1683,2.1031,39.4826,56.8452
2026-09-24 15:29,POWERINDIA,51455.8096,2.7176,44.8964,60.7358
2026-09-24 15:29,APARINDS,51431.0027,2.9653,46.8786,112.9538
2026-09-24 15:29,SOLARINDS,39920.5793,2.4827,35.6579,41.5081
2026-09-24 15:29,NIFTYSML250MQ100,39140.1053,0.9242,17.8977,8.7863
2026-09-24 15:29,CNXPHARMA,29977.9477,0.7775,13.7539,25.6728
2026-09-24 15:29,NIFTYALPHA50,29734.2267,1.0165,19.1009,11.6919
2026-09-24 15:29,NIFTYMICROCAP250,27839.2812,1.0077,19.7905,13.9267
2026-09-24 15:29,OFSS,26580.6436,2.151,34.5375,28.303
2026-09-24 15:29,PAGEIND,24620.8948,1.7208,24.5339,-9.0689
2026-09-24 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-24 15:29,NIFTYMS400MQ100,22998.535,0.8525,17.2216,8.0908
2026-09-24 15:29,MTARTECH,21479.7152,4.2973,61.7871,275.1996
2026-09-24 15:29,PTCIL,21309.1674,2.7472,37.1019,43.0914
2026-09-24 15:29,DIVISLAB,21293.6631,1.5925,24.2777,68.767
2026-09-24 15:29,KOVAI,21023.8875,1.554,116.1638,220.2204
2026-09-24 15:29,DYNAMATECH,19253.2917,2.5824,45.8888,81.1895
2026-09-24 15:29,CRAFTSMAN,18487.3772,2.2358,36.1551,57.9763
2026-09-24 15:29,YASHO,16547.4736,4.4596,60.3087,144.3766
2026-09-24 15:29,CNXSMALLCAP,16446.0731,0.9392,18.0418,12.0942
2026-09-24 15:29,VOLTAMP,16322.9711,2.9015,40.4605,51.3077
2026-09-24 15:29,CNXNIFTYJUNIOR,15843.5962,0.8973,16.9342,6.3095
2026-09-24 15:29,CENTUM,15693.4948,3.2215,51.0458,84.7893
2026-09-24 15:29,NIFTYHEALTHCARE,14717.6479,0.7477,13.5338,18.379
2026-09-24 15:29,SANSERA,14615.6342,2.7366,42.0815,221.3957
2026-09-24 15:29,VADILALIND,14103.9909,2.4876,38.4847,36.5789
2026-09-24 15:29,HONAUT,13953.9076,2.3516,30.7788,-6.856
2026-09-24 15:29,TASTYBITE,13832.9738,2.5865,35.8164,10.7532
2026-09-24 15:29,CPPLUS,13810.0277,2.867,44.2264,202.8692
2026-09-24 15:29,NIFTYSMALLCAP250,13440.4051,0.8882,17.099,8.8257
2026-09-24 15:29,NAVINFLUOR,13377.1461,2.2051,36.6994,85.0127
2026-09-24 15:29,GRWRHITECH,13134.0368,2.8098,54.9499,110.2324
2026-09-24 15:29,SPECTRUM,12360.6821,3.9178,57.1189,144.29
2026-09-24 15:29,LMW,12149.2023,1.9242,32.4842,17.2976
2026-09-24 15:29,SMLMAH,11984.2355,4.049,59.7925,107.2375
2026-09-24 15:29,KINGFA,11933.383,2.0893,36.9523,43.3058
2026-09-24 15:29,WELCORP,11718.4912,3.1,42.2671,212.7192
2026-09-24 15:29,DIXON,11671.6685,2.264,38.8916,-24.0535
2026-09-24 15:29,KDDL,11290.881,3.2816,44.6734,54.6413
2026-09-24 15:29,INDOTECH,11262.9747,2.8145,59.8016,86.982
2026-09-24 15:29,NIFTY500MOMENTM50,10567.4445,1.0022,18.6079,6.9411
2026-09-24 15:29,FOSECOIND,10519.3871,2.7692,39.5823,11.9329
2026-09-24 15:29,RADICO,10492.7178,1.5598,33.3008,55.4496
2026-09-24 15:29,VINDHYATEL,10270.696,4.6142,59.0733,93.7618
2026-09-24 15:29,CNXENERGY,10239.3823,0.7678,15.7661,7.2666
2026-09-24 15:29,DATAPATTNS,10088.3648,3.3562,51.3661,65.5618
2026-09-24 15:29,NETWEB,9700.7563,3.6498,58.1654,26.1433
2026-09-24 15:29,CNXMIDCAP,9626.016,0.8303,16.4774,8.1797
2026-09-24 15:29,KENNAMET,9519.9748,3.1061,38.4875,96.0662
2026-09-24 15:29,NIFTYSMALLCAP50,9433.7742,0.9384,18.2284,16.656
2026-09-24 15:29,THANGAMAYL,9398.1112,3.9288,60.7707,152.7898
2026-09-24 15:29,WENDT,9082.4434,2.442,35.0614,-3.6721
2026-09-24 15:29,BAJAJ-AUTO,8980.1148,1.4435,22.8954,28.798
2026-09-24 15:29,SHRIPISTON,8947.2468,1.958,38.7235,70.4908
2026-09-24 15:29,NIFTYINDDEFENCE,8496.0704,1.3565,24.6919,17.7602
2026-09-24 15:29,ABB,8363.042,1.9695,29.9389,37.8011
2026-09-24 15:29,APOLLOHOSP,8347.5376,1.1289,18.4639,18.3555
2026-09-24 15:29,WHEELS,8151.8733,4.0302,51.1272,152.5536
2026-09-24 15:29,ACUTAAS,7852.0187,2.7334,45.7331,141.7863
2026-09-24 15:29,AVALON,7826.9021,3.7898,55.9246,133.0198
2026-09-24 15:29,NOVARTIND,7760.2335,4.1612,66.685,228.02
2026-09-24 15:29,NIFTYMIDSMALLCAP400,7625.0353,0.8219,16.2167,7.6566
2026-09-24 15:29,KMEW,7396.8119,3.5476,62.2129,131.9904
2026-09-24 15:29,TCPLPACK,7282.079,3.4457,44.7665,22.5261
2026-09-24 15:29,NIFTYMETAL,7250.7629,1.1752,22.402,31.8934
2026-09-24 15:29,MACPOWER,7204.558,4.0152,55.0146,146.8383
2026-09-24 15:29,WELINV,7125.1755,2.796,53.747,140.3992
2026-09-24 15:29,BALAMINES,7112.772,4.2747,55.8728,57.7157
2026-09-24 15:29,CAPLIPOINT,7046.413,2.5835,34.4929,40.7727
2026-09-24 15:29,RRKABEL,6982.5355,2.5722,38.9498,107.65
2026-09-24 15:29,MPSLTD,6969.512,3.2761,45.3472,19.2527
2026-09-24 15:29,GLAND,6924.8583,2.5788,33.1947,47.97
2026-09-24 15:29,SHAILY,6874.0059,2.4752,51.6273,38.741
2026-09-24 15:29,STYLAMIND,6826.8721,2.6174,36.2301,100.8958
2026-09-24 15:29,AZAD,6816.9495,2.9736,42.9072,72.0388
2026-09-24 15:29,MCX,6741.9071,2.304,39.0774,116.3815
2026-09-24 15:29,FLUOROCHEM,6684.8514,1.7971,32.2295,21.6608
2026-09-24 15:29,CARTRADE,6619.7339,3.3333,55.5478,23.446
2026-09-24 15:29,VENUSPIPES,6494.4592,2.9604,45.1765,65.5884
2026-09-24 15:29,NEOGEN,6447.9461,2.8487,50.0212,53.1135
2026-09-24 15:29,LAURUSLABS,6298.4837,1.7002,29.9356,143.4459
2026-09-24 15:29,NIFTYMIDLIQ15,6224.9872,0.9868,18.7438,13.0173
2026-09-24 15:29,RPEL,5968.8616,3.5633,52.6175,162.0583
2026-09-24 15:29,RPGLIFE,5738.4665,2.6954,38.8435,25.7982
2026-09-24 15:29,INOXINDIA,5553.0352,3.395,42.3347,74.3919
2026-09-24 15:29,WOCKPHARMA,5537.5301,3.3999,52.5313,71.171
2026-09-24 15:29,RUBICON,5529.1583,3.3984,1.7e+308,1.7e+308
2026-09-24 15:29,VENUSREM,5500.6308,3.2916,53.8869,269.777
2026-09-24 15:29,SWANDEF,5348.3787,1.999,1533.7591,370.733
2026-09-24 15:29,TORNTPHARM,5274.5771,1.5483,22.0928,38.4021
2026-09-24 15:29,ARIHANT,5258.1426,3.4332,2177.0424,3285.5515
2026-09-24 15:29,UNIVCABLES,5127.5959,4.1533,59.0617,111.3108
2026-09-24 15:29,SYRMA,5121.3941,2.7525,44.9561,111.5713
2026-09-24 15:29,RAYMOND,4996.119,4.0286,50.8405,98.2788
2026-09-24 15:29,PRIVISCL,4960.7686,1.7872,34.4749,49.7524
2026-09-24 15:29,NIFTYM150MOMNTM50,4905.5738,0.9587,18.1939,6.5312
2026-09-24 15:29,ATHERENERG,4904.0233,3.1803,50.4714,177.644
2026-09-24 15:29,HAPPYFORGE,4868.3633,2.3383,36.3239,116.7152
2026-09-24 15:29,KIRLOSENG,4865.8825,3.3751,47.0639,136.5057
2026-09-24 15:29,POLYCAB,4831.1529,1.7836,30.6744,14.2574
2026-09-24 15:29,ADANIENT,4734.4052,2.2089,36.3828,14.0072
2026-09-24 15:29,SIGMAADV,4734.0959,3.6118,56.9163,502.6463
2026-09-24 15:29,UNIMECH,4684.1721,3.1855,48.3556,62.2531
2026-09-24 15:29,WABAG,4621.5339,3.0294,41.3325,39.7906
2026-09-24 15:29,GVT&D,4547.7323,2.9879,44.9456,47.4628
2026-09-24 15:29,SIEMENS,4498.12,1.8245,30.8948,24.0771
2026-09-24 15:29,BETA,4464.0096,4.1298,1.7e+308,1.7e+308
2026-09-24 15:29,ATLANTAELE,4435.7918,3.1147,1.7e+308,1.7e+308
2026-09-24 15:29,NIFTY200ALPHA30,4396.7164,1.0044,19.0476,8.1702
2026-09-24 15:29,ROSSTECH,4367.5731,3.9165,62.1681,94.4898
2026-09-24 15:29,PARAS,4364.7826,3.9357,51.5662,93.3506
2026-09-24 15:29,ENTERO,4363.5418,2.7407,40.2435,70.9934
