Date,Symbol,Ltp,Vwap
2026-09-24 15:29,3MINDIA,34590,34586.01
2026-09-24 15:29,ICICIAMC,3169.2,3165.47
2026-09-24 15:29,RRKABEL,2529.8,2511.98
2026-09-24 15:29,MANKIND,2500,2486.46
2026-09-24 15:29,APLAPOLLO,2184.8,2183.92
2026-09-24 15:29,IPCALAB,1997.1,1996.56
2026-09-24 15:29,LALPATHLAB,1961.3,1953.43
2026-09-24 15:29,COFORGE,1785.9,1784.84
2026-09-24 15:29,RUBICON,1676.1,1665.78
2026-09-24 15:29,MEDANTA,1506.2,1500.88
2026-09-24 15:29,AEGISLOG,1369.7,1368.01
2026-09-24 15:29,INDOMIM,1311.15,1292.3
2026-09-24 15:29,OIL,479,473.43
2026-09-24 15:29,REDINGTON,406.4,403.97
2026-09-24 15:29,PETRONET,286.6,286.44
2026-09-24 15:29,UNIONBANK,179.45,178.62
2026-09-24 15:29,GAIL,173.85,172.82
