Date,Symbol,Ltp,Vwap
2026-09-07 15:29,ZSARACOM,11706,11651.33
2026-09-07 15:29,TASTYBITE,9901,9824.79
2026-09-07 15:29,WENDT,8340,8329.34
2026-09-07 15:29,TVSSRICHAK,5305,5302.48
2026-09-07 15:29,INDOTECH,3666.6001,3623.95
2026-09-07 15:29,KPL,3411.2,3381.09
2026-09-07 15:29,SPECTRUM,2486.8,2469.69
2026-09-07 15:29,HESTERBIO,2362.7,2362.25
2026-09-07 15:29,EIMCOELECO,2268,2259.51
2026-09-07 15:29,THEJO,2160.2,2154.16
2026-09-07 15:29,ARMANFIN,2033.8,2031.98
2026-09-07 15:29,GRPLTD,2004.1,1994.06
2026-09-07 15:29,VENUSPIPES,1805.4,1763.57
2026-09-07 15:29,WHEELS,1755.4,1748.22
2026-09-07 15:29,NPST,1740.4,1724.29
2026-09-07 15:29,TATVA,1695.8,1685.65
2026-09-07 15:29,NITTAGELA,1677.8,1670.09
2026-09-07 15:29,VENKEYS,1648.3,1646
2026-09-07 15:29,RML,1388.2,1365.25
2026-09-07 15:29,MAHASTEEL,1294.4,1271.22
2026-09-07 15:29,CHEVIOT,1217.1,1215.84
2026-09-07 15:29,POLYPLEX,1180,1176.23
2026-09-07 15:29,CARYSIL,1152.6,1128.64
2026-09-07 15:29,SAKAR,1109.2,1078.19
2026-09-07 15:29,ANTELOPUS,985.3,982.14
2026-09-07 15:29,NELCO,933.2,929.29
2026-09-07 15:29,BIL,931.15,931.1
2026-09-07 15:29,COSMOFIRST,926.3,925.43
2026-09-07 15:29,UNIPARTS,902.1,892.66
2026-09-07 15:29,GANDHITUBE,898.55,898.44
2026-09-07 15:29,63MOONS,872.7,871.89
2026-09-07 15:29,AVADHSUGAR,839.7,838.09
2026-09-07 15:29,RISHABH,809.95,793.19
2026-09-07 15:29,ARROWGREEN,805.1,803.64
2026-09-07 15:29,SOLARA,697.05,691.95
2026-09-07 15:29,WSTCSTPAPR,687.5,675.73
2026-09-07 15:29,UFLEX,682.7,677.85
2026-09-07 15:29,DEEDEV,677.05,675.47
2026-09-07 15:29,KRYSTAL,661.5,660.96
2026-09-07 15:29,ARVSMART,646.8,646.53
2026-09-07 15:29,VIMTALABS,640.65,640.07
2026-09-07 15:29,SHANTIGEAR,640,637.1
2026-09-07 15:29,KABRAEXTRU,634.5,629.89
2026-09-07 15:29,LINCOLN,632.35,630.75
2026-09-07 15:29,DICIND,625.35,624.71
2026-09-07 15:29,UNICHEMLAB,569.75,568.82
2026-09-07 15:29,OAL,537.35,529.97
2026-09-07 15:29,UNIVPHOTO,514.9,509.26
2026-09-07 15:29,SHREEPUSHK,514.9,500.52
2026-09-07 15:29,ASIANENE,511.8,509.19
2026-09-07 15:29,JASH,511.15,503.56
2026-09-07 15:29,NRBBEARING,483,475.3
2026-09-07 15:29,MODISONLTD,475.6,472.16
2026-09-07 15:29,SANATHAN,470.9,470.36
2026-09-07 15:29,SHIVAUM,453.7,451.69
2026-09-07 15:29,MMP,444.95,439.66
2026-09-07 15:29,KOLTEPATIL,443.6,442.6
2026-09-07 15:29,GOCLCORP,436.95,434.8
2026-09-07 15:29,SOFTTECH,432.45,430.21
2026-09-07 15:29,TALBROAUTO,431.8,431.52
2026-09-07 15:29,TECHNOCRAF,388.95,386.76
2026-09-07 15:29,MONARCH,383.25,382.79
2026-09-07 15:29,MODIS,383.05,382.2
2026-09-07 15:29,ASIANHOTNR,382.65,382.45
2026-09-07 15:29,BHAGYANGR,373.4,370.87
2026-09-07 15:29,GEECEE,370.85,370.82
2026-09-07 15:29,CREST,370.65,367.31
2026-09-07 15:29,INDSWFTLAB,368.7,366.7
2026-09-07 15:29,DCI,351.25,349.45
2026-09-07 15:29,SURAKSHA,338.9,336.98
2026-09-07 15:29,BORANA,325.25,325.06
2026-09-07 15:29,AYMSYNTEX,315.2,315
2026-09-07 15:29,LASERPOWER,310.7,306.43
2026-09-07 15:29,IRMENERGY,284.5,284.28
2026-09-07 15:29,ONWARDTEC,283.85,282.68
2026-09-07 15:29,XTRANET,279.83,268.27
2026-09-07 15:29,SREEL,279.4,278.94
2026-09-07 15:29,MAZDA,274.2,270.98
2026-09-07 15:29,SHANTIGOLD,270.72,270.08
2026-09-07 15:29,PPL,270.05,266.31
2026-09-07 15:29,CHEMBONDCH,267.15,263.32
2026-09-07 15:29,KOPRAN,245.87,243.3
2026-09-07 15:29,PRABHA,243.39,239.49
2026-09-07 15:29,ORBTEXP,239,237.47
2026-09-07 15:29,BHARATSE,227.65,225.5
2026-09-07 15:29,AURUM,225.14,224.49
2026-09-07 15:29,MOLDTECH,219.18,216.24
2026-09-07 15:29,DECNGOLD,215.77,214.95
2026-09-07 15:29,INDIQUBE,202.13,199.37
2026-09-07 15:29,CHEMCON,199.56,199.3
2026-09-07 15:29,AMANTA,197.91,195.5
2026-09-07 15:29,KILITCH,187.82,186.09
2026-09-07 15:29,BAJEL,187.45,184.93
2026-09-07 15:29,RSL,186.05,185.76
2026-09-07 15:29,GARUDA,178.63,178.61
2026-09-07 15:29,GKSL,176.34,175.85
2026-09-07 15:29,BODALCHEM,171.18,169.34
2026-09-07 15:29,UNIVASTU,169.89,167.29
2026-09-07 15:29,SHINDL,162.77,161.27
2026-09-07 15:29,GPTHEALTH,161.37,160.65
2026-09-07 15:29,AEROENTER,154.73,151.53
2026-09-07 15:29,RGL,153.1,153.03
2026-09-07 15:29,BLUSPRING,137.19,137.08
2026-09-07 15:29,RICOAUTO,135.47,133.61
2026-09-07 15:29,SAMBHV,133.53,132.15
2026-09-07 15:29,NRL,132.78,131.79
2026-09-07 15:29,GANESHBE,129.39,128.51
2026-09-07 15:29,ZIMLAB,129.16,129
2026-09-07 15:29,DBOL,127.52,127.35
2026-09-07 15:29,JAMNAAUTO,126.61,125.22
2026-09-07 15:29,EMAMIPAP,121.34,120.63
2026-09-07 15:29,TEXINFRA,119.26,117.81
2026-09-07 15:29,MUNJALAU,116.04,115.62
2026-09-07 15:29,GNRL,113.96,112.01
2026-09-07 15:29,SICALLOG,102.98,102.86
2026-09-07 15:29,SARLAPOLY,101.78,100.71
2026-09-07 15:29,JTLIND,89.51,89.25
2026-09-07 15:29,SMCGLOBAL,84.95,83.56
2026-09-07 15:29,SHALPAINTS,83.9,83.41
2026-09-07 15:29,ORIENTCER,44.6,44.4
2026-09-07 15:29,UNITEDPOLY,42.88,42.32
2026-09-07 15:29,ESAFSFB,41.76,41.54
2026-09-07 15:29,KAMDHENU,39.88,39.69
2026-09-07 15:29,SIGACHI,34.41,34.34
2026-09-07 15:29,STLNETWORK,30.31,30.12
2026-09-07 15:29,SINDHUTRAD,25.25,24.98
2026-09-07 15:29,SYNCOMF,20.27,20.13
2026-09-07 15:29,ALLCARGO,12.67,12.61
2026-09-07 15:29,STEELXIND,11.23,11.22
