Date,Symbol,Column1,Std deviation,Annual std dev,Roc
2026-09-07 15:29,POWERINDIA,84765.3376,2.6905,44.596,59.5852
2026-09-07 15:29,BOSCHLTD,73769.6584,1.5843,28.4946,20.4087
2026-09-07 15:29,NIFTYMIDSMLHLTH,68757.3954,0.8046,14.2655,15.6962
2026-09-07 15:29,APARINDS,59955.2898,2.9056,45.9279,105.4229
2026-09-07 15:29,NIFTYALPHA50,57931.6583,0.9316,18.9639,9.8898
2026-09-07 15:29,NEULANDLAB,57874.6072,2.1513,39.7056,42.5011
2026-09-07 15:29,SOLARINDS,54277.5999,2.0503,32.9095,52.3988
2026-09-07 15:29,NIFTYSML250MQ100,51703.8791,0.8923,17.8017,7.4146
2026-09-07 15:29,CNXNIFTYJUNIOR,38545.0535,0.8815,16.816,6.4254
2026-09-07 15:29,NIFTYMS400MQ100,38034.9364,0.8182,17.1893,5.5471
2026-09-07 15:29,PTCIL,35411.9167,2.6186,36.4557,67.6902
2026-09-07 15:29,CNXMIDCAP,35134.9946,0.7904,16.4188,7.8296
2026-09-07 15:29,NIFTY500MOMENTM50,35054.3963,0.9092,18.3084,5.4565
2026-09-07 15:29,NIFTYMICROCAP250,34750.814,0.9849,19.5962,11.8294
2026-09-07 15:29,CNXPHARMA,31878.1623,0.8214,13.6843,19.4005
2026-09-07 15:29,NIFTYCONSURDURBL,31546.3694,1.1293,20.4912,-0.2541
2026-09-07 15:29,NIFTYM150MOMNTM50,28763.655,0.8968,18.0515,4.0081
2026-09-07 15:29,MTARTECH,27491.0589,4.5262,61.2092,347.9595
2026-09-07 15:29,OFSS,25380.6076,2.194,33.5943,31.9412
2026-09-07 15:29,GRWRHITECH,24794.5434,2.8472,55.3012,109.288
2026-09-07 15:29,LMW,24763.5348,1.8492,32.0871,24.195
2026-09-07 15:29,DIXON,24707.7191,2.2824,39.1473,-21.6704
2026-09-07 15:29,CNXENERGY,24292.2028,0.7895,15.7534,8.6807
2026-09-07 15:29,CRAFTSMAN,24183.6724,2.1084,36.009,68.7757
2026-09-07 15:29,NIFTYEES,23597.5477,1.6253,39.3689,55.5137
2026-09-07 15:29,VOLTAMP,23225.5041,3.0064,39.9595,51.8107
2026-09-07 15:29,CNXSMALLCAP,22835.0975,0.9183,18.0086,11.7305
2026-09-07 15:29,KOVAI,22022.0567,11.3612,116.1231,229.5862
2026-09-07 15:29,DIVISLAB,20211.46,1.5582,24.058,54.5673
2026-09-07 15:29,DYNAMATECH,20019.2062,2.7902,45.6649,71.7616
2026-09-07 15:29,VADILALIND,19815.1696,2.4721,38.2308,33.8953
2026-09-07 15:29,PAGEIND,19101.3491,1.6389,24.4569,-18.8194
2026-09-07 15:29,NIFTYSMALLCAP250,18996.5434,0.873,17.0349,7.8117
2026-09-07 15:29,TASTYBITE,18881.1875,2.5393,35.2483,6.2681
2026-09-07 15:29,NIFTY200ALPHA30,18520.869,0.9166,18.7585,5.2539
2026-09-07 15:29,SMLMAH,17919.2975,4.0096,59.9002,71.1093
2026-09-07 15:29,NIFTYCHEMICALS,17804.5684,0.9349,1.7e+308,1.7e+308
2026-09-07 15:29,YASHO,17322.0715,4.351,59.7813,125.5288
2026-09-07 15:29,NIFTYHEALTHCARE,16856.3265,0.7855,13.4914,12.0187
2026-09-07 15:29,NAVINFLUOR,16456.3084,2.1634,36.5119,79.5763
2026-09-07 15:29,HONAUT,16279.5589,2.353,30.3416,-4.4979
2026-09-07 15:29,NIFTYMIDSMALLCAP400,15250.3734,0.7911,16.1407,7.1559
2026-09-07 15:29,INDOTECH,14977.195,3.3293,60.2191,105.7691
2026-09-07 15:29,CPPLUS,14644.7805,2.8177,45.181,161.5261
2026-09-07 15:29,BAJAJ-AUTO,14267.0953,1.501,23.5397,31.1184
2026-09-07 15:29,THANGAMAYL,14265.2345,3.849,59.8951,150.3087
2026-09-07 15:29,CNXMNC,13979.9622,0.8102,14.6399,5.9268
2026-09-07 15:29,SANSERA,13625.8364,2.6883,40.9707,175.5516
2026-09-07 15:29,NIFTYMIDLIQ15,13546.7612,0.972,18.8408,12.1605
2026-09-07 15:29,DATAPATTNS,13147.0611,3.3288,50.2122,69.3397
2026-09-07 15:29,CENTUM,12915.1167,3.1607,50.4417,61.7719
2026-09-07 15:29,NIFTYSMALLCAP50,12763.4861,0.914,18.2443,15.9459
2026-09-07 15:29,NIFTYMIDCAP150,12530.2941,0.7799,16.0385,6.9321
2026-09-07 15:29,ABB,12384.8682,2.014,29.6674,41.6378
2026-09-07 15:29,NIFTYINDDEFENCE,12321.6093,1.2036,23.9968,21.2544
2026-09-07 15:29,NIFTY100EQLWGT,11995.3943,0.7399,14.9126,3.6275
2026-09-07 15:29,KENNAMET,11851.8293,2.9098,36.1617,121.907
2026-09-07 15:29,KINGFA,11719.4231,1.9655,38.3131,28.4436
2026-09-07 15:29,WELCORP,11543.2921,2.7513,39.7897,195.2998
2026-09-07 15:29,NETWEB,11481.2755,3.5971,59.9055,77.5949
2026-09-07 15:29,SHRIPISTON,11378.3261,1.9998,38.6948,73.5175
2026-09-07 15:29,APOLLOHOSP,11237.547,1.0994,18.0356,11.2452
