date,time,group,% 3 qtrs ago,% 2 qtr ago,% 1 qtr ago,% current qtr,change in 3 qtrs
2026-09-04,15:29,GREAVESCOT,36.8549,36.9619,37.7808,37.7844,0.9295
2026-09-04,15:29,GREENLAM,32.0887,32.754,33.2329,36.6076,4.5189
2026-09-04,15:29,GREENPANEL,16.4336,15.8528,17.3743,17.2679,0.8343
2026-09-04,15:29,GREENPLY,10.6414,10.7439,11.1123,12.1607,1.5193
2026-09-04,15:29,GREENPOWER,73.3265,73.2783,73.4834,73.8085,0.482
2026-09-04,15:29,GRINFRA,2.9729,3.0335,3.281,3.2772,0.3043
2026-09-04,15:29,GRMOVER,22.3409,20.8937,21.2437,22.4003,0.0594
2026-09-04,15:29,GROWW,0,11.5621,6.3618,6.8847,6.8847
2026-09-04,15:29,GRSE,20.2512,20.8989,20.306,20.3469,0.0957
2026-09-04,15:29,GSFC,35.71,36.592,36.1183,36.0918,0.3818
2026-09-04,15:29,GSLSU,23.7035,25.9924,25.0184,25.9944,2.2909
2026-09-04,15:29,GTLINFRA,62.9993,63.6664,64.5361,63.924,0.9247
2026-09-04,15:29,GTPL,16.5926,16.6517,17.6305,17.8171,1.2245
2026-09-04,15:29,GUJAPOLLO,47.3958,51.6201,51.9658,52.1486,4.7528
2026-09-04,15:29,GUJENERGY,13.122,12.9004,13.0469,18.4801,5.3581
2026-09-04,15:29,GUJTHEM,25.0052,25.9986,26.1598,26.192,1.1868
2026-09-04,15:29,GULFOILLUB,14.8602,14.4858,14.8423,15.5934,0.7332
2026-09-04,15:29,GVKPIL,45.2709,45.2677,45.3007,45.3754,0.1045
2026-09-04,15:29,HAPPSTMNDS,40.1655,40.2372,40.8213,44.0909,3.9254
2026-09-04,15:29,HAPPYFORGE,2.4348,2.9147,3.3006,4.0669,1.6321
2026-09-04,15:29,HARDWYN,55.3222,55.1326,55.1306,55.5481,0.2259
2026-09-04,15:29,HATHWAY,23.9145,24.1496,24.2725,24.6334,0.7189
2026-09-04,15:29,HATSUN,12.999,12.9778,13.1231,13.2408,0.2418
2026-09-04,15:29,HAVELLS,5.7447,5.8858,5.8949,6.4203,0.6756
2026-09-04,15:29,HBLENGINE,32.782,33.8479,33.8084,33.9364,1.1544
2026-09-04,15:29,HCC,66.7017,67.8539,68.0851,68.5953,1.8936
2026-09-04,15:29,HCL-INSYS,36.7605,36.7687,36.8027,36.8037,0.0432
2026-09-04,15:29,HCLTECH,4.6938,4.543,4.6325,5.4227,0.7289
2026-09-04,15:29,HDFCAMC,8.7532,8.7326,8.747,8.7982,0.045
2026-09-04,15:29,HDFCBANK,26.1584,25.9594,26.389,26.8519,0.6935
2026-09-04,15:29,HEADSUP,85.6257,85.8523,85.8592,85.8592,0.2335
2026-09-04,15:29,HECPROJECT,19.5838,19.5838,25.0657,25.0657,5.4819
2026-09-04,15:29,HEG,23.5113,22.4299,24.1005,25.2391,1.7278
2026-09-04,15:29,HEIDELBERG,14.7666,14.8331,14.899,15.3179,0.5513
2026-09-04,15:29,HERITGFOOD,48.7437,48.5965,49.009,49.0966,0.3529
2026-09-04,15:29,HESTERBIO,44.7563,44.707,44.8629,44.9353,0.179
2026-09-04,15:29,HEXATRADEX,7.5244,7.6641,7.322,7.7955,0.2711
2026-09-04,15:29,HGINFRA,14.2936,15.1606,16.1716,16.7321,2.4385
2026-09-04,15:29,HGS,19.9326,19.8936,19.9417,19.9782,0.0456
2026-09-04,15:29,HIKAL,21.4476,21.4388,21.4505,22.5851,1.1375
2026-09-04,15:29,HIMATSEIDE,44.2787,44.3424,45.4214,54.6654,10.3867
2026-09-04,15:29,HINDALCO,7.0943,7.7877,7.8179,7.8569,0.7626
2026-09-04,15:29,HINDCOPPER,21.8859,22.78,21.7103,23.0422,1.1563
2026-09-04,15:29,HINDOILEXP,97.2302,97.9382,97.831,97.4557,0.2255
2026-09-04,15:29,HINDPETRO,8.2833,7.993,8.165,8.5747,0.2914
2026-09-04,15:29,HINDWAREAP,37.4657,38.111,37.7735,38.0937,0.628
2026-09-04,15:29,HINDZINC,3.9948,4.0022,4.1101,4.1983,0.2035
2026-09-04,15:29,HIRECT,34.0018,34.4345,41.2452,40.9959,6.9941
2026-09-04,15:29,HLEGLAS,25.573,26.6911,26.2105,26.6205,1.0475
2026-09-04,15:29,HLVLTD,58.9086,58.8899,58.8561,59.0042,0.0956
2026-09-04,15:29,HMAAGRO,11.8999,12.1127,12.0965,16.7097,4.8098
2026-09-04,15:29,HOMEFIRST,15.1487,15.6231,16.2188,15.8331,0.6844
2026-09-04,15:29,HONASA,7.5626,8.3873,8.679,10.0655,2.5029
2026-09-04,15:29,HONDAPOWER,13.4091,13.3865,13.3966,13.4743,0.0652
2026-09-04,15:29,HTMEDIA,30.3443,30.3531,30.4173,30.4256,0.0813
2026-09-04,15:29,HUBTOWN,62.7268,63.0009,65.5542,65.1446,2.4178
2026-09-04,15:29,HUDCO,12.1364,11.5665,11.7418,12.4987,0.3623
2026-09-04,15:29,HYBRIDFIN,35.2962,35.2962,35.3908,35.6116,0.3154
2026-09-04,15:29,ICRA,15.0837,15.3309,15.6775,16.945,1.8613
2026-09-04,15:29,IEX,50.3389,53.601,55.5399,55.872,5.5331
2026-09-04,15:29,IFBIND,17.9368,18.0755,17.9932,18.1298,0.193
2026-09-04,15:29,IFGLEXPOR,12.3114,12.2376,12.5335,12.8038,0.4924
2026-09-04,15:29,IGCL,24.3131,26.3557,26.3505,26.4187,2.1056
2026-09-04,15:29,IGIL,7.8329,7.7479,8.3935,8.4607,0.6278
2026-09-04,15:29,IGL,9.151,8.6807,8.7917,9.7728,0.6218
2026-09-04,15:29,IIFL,24.033,23.0186,24.7081,28.5909,4.5579
2026-09-04,15:29,IIFLCAPS,18.8513,19.0028,19.1181,21.3352,2.4839
2026-09-04,15:29,IKIO,25.2122,25.1788,25.3405,25.8797,0.6675
2026-09-04,15:29,IL&FSENGG,28.6377,28.5736,28.8435,28.8568,0.2191
2026-09-04,15:29,IMAGICAA,23.1429,23.4197,23.3854,23.7201,0.5772
2026-09-04,15:29,IMPAL,60.4499,60.45,60.4264,63.2397,2.7898
2026-09-04,15:29,INDIAMART,16.3011,16.1972,18.175,18.8962,2.5951
2026-09-04,15:29,INDIANB,2.87,2.7072,2.5887,2.9732,0.1032
2026-09-04,15:29,INDIANHUME,24.0594,24.019,24.1021,25.5785,1.5191
2026-09-04,15:29,INDIASHLTR,12.2518,13.1701,13.1697,14.1292,1.8774
2026-09-04,15:29,INDIGO,5.2894,5.276,5.5978,6.2193,0.9299
2026-09-04,15:29,INDIGOPNTS,14.6208,13.7651,15.6913,15.1305,0.5097
2026-09-04,15:29,INDIQUBE,3.03,3.8507,3.8935,3.776,0.746
2026-09-04,15:29,INDOCO,20.743,21.5087,21.6893,22.0187,1.2757
2026-09-04,15:29,INDOFARM,25.1316,25.8731,25.9625,26.6945,1.5629
2026-09-04,15:29,INDORAMA,17.0824,17.2417,17.213,17.3284,0.246
2026-09-04,15:29,INDOSTAR,21.6521,25.2465,24.8585,24.8658,3.2137
2026-09-04,15:29,INDOTECH,24.2315,24.1543,24.722,27.4865,3.255
2026-09-04,15:29,INDOTHAI,39.4207,40.1531,41.728,42.1357,2.715
2026-09-04,15:29,INDOUS,29.828,29.828,31.532,31.7031,1.8751
2026-09-04,15:29,INDRAMEDCO,41.6847,44.3316,44.5885,44.5573,2.8726
2026-09-04,15:29,INDSWFTLAB,44.4532,44.9296,42.4476,45.3787,0.9255
2026-09-04,15:29,INFOBEAN,24.6891,24.0904,26.5134,26.7691,2.08
2026-09-04,15:29,INFY,21.3241,20.8911,20.0955,22.3034,0.9793
2026-09-04,15:29,INSECTICID,13.6857,13.8404,13.928,14.0345,0.3488
2026-09-04,15:29,INTELLECT,35.1891,34.3654,35.485,37.4247,2.2356
2026-09-04,15:29,INTENTECH,77.66,79.9686,88.4307,88.4469,10.7869
2026-09-04,15:29,INTERARCH,27.7924,29.3391,30.1103,29.6055,1.8131
2026-09-04,15:29,IPL,22.0521,22.9419,22.9706,24.6367,2.5846
2026-09-04,15:29,IRB,16.5829,16.2684,52.1271,51.9598,35.3769
2026-09-04,15:29,IRCTC,16.151,16.3979,17.8862,18.8384,2.6874
2026-09-04,15:29,IRFC,11.1776,11.1054,11.2893,11.9486,0.771
2026-09-04,15:29,IRIS,50.823,50.7346,50.4335,51.5199,0.6969
2026-09-04,15:29,IRISDOREME,37.9452,37.9501,38.0319,38.0887,0.1435
2026-09-04,15:29,IRMENERGY,40.4921,41.2297,42.5949,43.7861,3.294
2026-09-04,15:29,ITC,14.8579,14.6566,15.6825,16.3129,1.455
2026-09-04,15:29,ITCHOTELS,14.2464,22.7162,23.908,24.3388,10.0924
2026-09-04,15:29,IZMO,60.4983,60.9898,61.0187,60.9101,0.4118
2026-09-04,15:29,JAGRAN,20.8118,20.9474,22.4242,24.3737,3.5619
2026-09-04,15:29,JAIBALAJI,31.4906,31.2704,31.9866,32.2145,0.7239
2026-09-04,15:29,JAINREC,13.5614,13.9945,13.2781,15.4479,1.8865
2026-09-04,15:29,JARO,28.1302,32.2251,36.072,33.7526,5.6224
2026-09-04,15:29,JASH,53.3692,53.4281,53.9372,54.2623,0.8931
2026-09-04,15:29,JGCHEM,21.5293,22.3078,22.2629,22.7949,1.2656
2026-09-04,15:29,JINDALPOLY,21.5867,21.5224,22.4031,23.0252,1.4385
2026-09-04,15:29,JIOFIN,25.4826,25.2056,25.5549,25.6211,0.1385
2026-09-04,15:29,JKIL,25.0721,25.3476,25.6288,26.5028,1.4307
2026-09-04,15:29,JKIPL,13.8312,20.0187,20.0187,18.6518,4.8206
2026-09-04,15:29,JKLAKSHMI,18.5044,18.336,18.9169,18.6619,0.1575
2026-09-04,15:29,JKPAPER,28.2965,32.4124,24.6541,29.367,1.0705
2026-09-04,15:29,JLHL,32.6653,32.758,33.1832,32.7934,0.1281
2026-09-04,15:29,JMFINANCIL,19.2113,19.436,19.7035,20.3372,1.1259
2026-09-04,15:29,JNKINDIA,13.9366,16.3534,18.4773,20.3538,6.4172
2026-09-04,15:29,JPPOWER,52.3386,52.3127,52.2389,57.9348,5.5962
2026-09-04,15:29,JSFB,35.639,35.0353,39.6976,45.9756,10.3366
2026-09-04,15:29,JSLL,29.6506,29.9585,29.757,31.235,1.5844
2026-09-04,15:29,JSWCEMENT,8.8177,9.7124,9.4582,9.4209,0.6032
2026-09-04,15:29,JSWHL,10.8052,10.7011,10.9646,11.2506,0.4454
2026-09-04,15:29,JTEKTINDIA,11.6516,11.8684,11.8631,12.6564,1.0048
2026-09-04,15:29,JTLIND,43.2924,47.3786,47.3386,45.7613,2.4689
2026-09-04,15:29,JUBLCPL,24.4452,24.8177,24.8169,24.7786,0.3334
2026-09-04,15:29,JUBLFOOD,6.3625,6.1558,5.8504,6.8043,0.4418
2026-09-04,15:29,JUNIPER,4.4246,4.9806,5.4645,5.8246,1.4
2026-09-04,15:29,JUSTDIAL,10.864,10.9232,11.7079,12.7783,1.9143
2026-09-04,15:29,JWL,16.7553,16.8174,17.0787,18.0258,1.2705
2026-09-04,15:29,JYOTHYLAB,8.6487,8.9392,9.8689,11.3432,2.6945
2026-09-04,15:29,JYOTICNC,14.5551,14.2897,14.7514,18.5003,3.9452
2026-09-04,15:29,JYOTISTRUC,97.9282,98.4568,98.5029,98.6276,0.6994
2026-09-04,15:29,KABRAEXTRU,35.1878,35.7356,35.8197,35.8649,0.6771
2026-09-04,15:29,KALAMANDIR,23.9501,29.3559,29.934,32.1477,8.1976
2026-09-04,15:29,KALPATARU,4.1914,4.186,4.2738,4.5543,0.3629
2026-09-04,15:29,KALYANKJIL,8.4982,7.8766,8.4287,10.4621,1.9639
2026-09-04,15:29,KAMATHOTEL,37.2643,38.1212,37.9845,38.0246,0.7603
2026-09-04,15:29,KAMDHENU,47.3525,48.0508,48.6774,48.4857,1.1332
2026-09-04,15:29,KAYNES,12.0774,20.8385,24.0293,28.8392,16.7618
2026-09-04,15:29,KCP,50.1471,50.5218,50.6241,50.8353,0.6882
2026-09-04,15:29,KDDL,38.705,38.5009,38.674,38.8524,0.1474
2026-09-04,15:29,KEC,10.1404,11.3347,11.8596,15.3199,5.1795
2026-09-04,15:29,KELLTONTEC,56.1002,60.3349,61.1137,61.2893,5.1891
2026-09-04,15:29,KENNAMET,10.0259,10.2789,10.4552,11.2784,1.2525
2026-09-04,15:29,KESORAMIND,44.7937,48.7242,48.9137,48.8299,4.0362
2026-09-04,15:29,KFINTECH,26.7395,26.0804,25.6592,29.1479,2.4084
2026-09-04,15:29,KHADIM,36.7229,37.0731,37.5494,38.6369,1.914
2026-09-04,15:29,KHAICHEM,23.2079,23.4659,23.5152,23.7566,0.5487
2026-09-04,15:29,KIRIINDUS,39.5756,42.6376,43.0693,39.6799,0.1043
2026-09-04,15:29,KIRLOSIND,24.3724,25.0482,25.0672,25.0864,0.714
2026-09-04,15:29,KITEX,40.9515,41.3777,41.4376,41.1262,0.1747
2026-09-04,15:29,KMSUGAR,42.7738,42.8184,43.2988,43.3694,0.5956
2026-09-04,15:29,KNAGRI,27.524,27.484,25.8823,27.8787,0.3547
2026-09-04,15:29,KNRCON,22.1529,23.7782,25.5719,28.4507,6.2978
2026-09-04,15:29,KOPRAN,54.9741,55.2147,55.0007,55.0574,0.0833
2026-09-04,15:29,KOVAI,35.8164,35.8796,36.2993,36.5389,0.7225
2026-09-04,15:29,KPIGREEN,41.3739,41.4231,41.6112,41.7518,0.3779
2026-09-04,15:29,KPIL,10.237,10.678,10.2583,10.6868,0.4498
2026-09-04,15:29,KPITTECH,22.6085,21.5641,22.5817,24.4798,1.8713
2026-09-04,15:29,KRIDHANINF,51.8575,51.854,53.3224,58.3212,6.4637
2026-09-04,15:29,KRISHIVAL,50.9752,50.9679,51.4059,51.3539,0.3787
2026-09-04,15:29,KROSS,21.8929,23.4378,22.8291,22.8707,0.9778
2026-09-04,15:29,KRYSTAL,23.8456,24.0157,25.0283,24.5098,0.6642
2026-09-04,15:29,KSB,13.887,13.5829,13.7205,14.1582,0.2712
2026-09-04,15:29,KSCL,16.2235,16.7342,18.049,18.429,2.2055
2026-09-04,15:29,KSOLVES,40.9377,40.9119,40.9735,41.0505,0.1128
2026-09-04,15:29,KSR,34.0657,34.7403,39.0469,39.058,4.9923
2026-09-04,15:29,KTKBANK,67.0064,68.9156,72.0872,70.778,3.7716
2026-09-04,15:29,LAL,42.2708,42.2708,42.5509,43.4193,1.1485
2026-09-04,15:29,LALPATHLAB,6.3888,7.2256,8.1572,7.7903,1.4015
2026-09-04,15:29,LANDMARK,26.1114,23.8992,24.3648,26.7044,0.593
2026-09-04,15:29,LANDSMILL,79.7461,79.5518,79.4233,84.8959,5.1498
2026-09-04,15:29,LAOPALA,13.0117,13.2562,13.2774,14.1974,1.1857
2026-09-04,15:29,LAXMIDENTL,13.7743,15.0186,16.5005,17.2108,3.4365
2026-09-04,15:29,LAXMIINDIA,29.917,31.6297,33.7678,33.1188,3.2018
2026-09-04,15:29,LCCINFOTEC,53.0748,52.7932,52.9591,53.3701,0.2953
2026-09-04,15:29,LEMERITE,38.1313,40.0365,39.967,40.3442,2.2129
2026-09-04,15:29,LEMONTREE,21.2996,21.4972,25.1592,28.6208,7.3212
2026-09-04,15:29,LEXUS,44.8671,45.6743,46.8778,47.087,2.2199
2026-09-04,15:29,LFIC,44.0453,44.0453,44.0453,44.1453,0.1
2026-09-04,15:29,LGHL,24.6927,24.9277,24.9254,24.9215,0.2288
2026-09-04,15:29,LICI,2.0222,1.9563,1.9081,2.069,0.0468
2026-09-04,15:29,LINCOLN,44.7956,45.2109,43.6412,45.0587,0.2631
2026-09-04,15:29,LINDEINDIA,15.4906,15.6207,15.6822,15.7916,0.301
2026-09-04,15:29,LLOYDSENGG,48.3197,48.5448,55.8932,51.1324,2.8127
2026-09-04,15:29,LLOYDSME,32.4507,32.2117,34.0224,33.7165,1.2658
2026-09-04,15:29,LMW,53.3675,53.4335,53.5905,53.776,0.4085
2026-09-04,15:29,LODHA,1.2791,1.4754,1.8602,2.4639,1.1848
2026-09-04,15:29,LOKESHMACH,46.0736,46.0738,46.0768,49.3687,3.2951
2026-09-04,15:29,LOTUSDEV,11.6181,12.6111,14.611,14.2726,2.6545
2026-09-04,15:29,LOTUSEYE,58.0256,59.1051,59.6424,59.5945,1.5689
2026-09-04,15:29,LT,37.17,36.9208,37.7871,37.6326,0.4626
2026-09-04,15:29,LTTS,7.5972,7.607,7.9144,8.2966,0.6994
2026-09-04,15:29,LUXIND,19.9105,19.9813,20.2535,20.2783,0.3678
2026-09-04,15:29,LXCHEM,25.3129,25.1383,25.1612,25.8698,0.5569
2026-09-04,15:29,M&M,14.57,14.5896,14.8498,15.0285,0.4585
2026-09-04,15:29,M&MFIN,5.6191,6.0476,6.0145,6.4819,0.8628
2026-09-04,15:29,MAANALU,39.2187,38.0897,41.0521,40.945,1.7263
2026-09-04,15:29,MACPOWER,25.4215,25.4404,26.8276,25.8172,0.3957
2026-09-04,15:29,MADRASFERT,14.5712,14.6708,14.6573,14.6558,0.0846
2026-09-04,15:29,MAGADSUGAR,37.4123,37.4109,37.355,37.4745,0.0622
2026-09-04,15:29,MAHASTEEL,25.0655,24.4629,25.5824,25.6464,0.5809
2026-09-04,15:29,MAHLIFE,16.7314,16.6635,16.8071,17.1674,0.436
2026-09-04,15:29,MAHSCOOTER,37.4032,37.357,37.4419,37.501,0.0978
2026-09-04,15:29,MAITHANALL,23.5369,23.7124,23.7505,23.9441,0.4072
2026-09-04,15:29,MALLCOM,25.7204,26.2885,26.2744,26.0233,0.3029
2026-09-04,15:29,MANGALAM,49.4836,64.2222,64.0242,64.1471,14.6635
2026-09-04,15:29,MANGLMCEM,45.3289,45.7564,46.5863,46.6559,1.327
2026-09-04,15:29,MANINFRA,30.4533,31.5968,31.7927,34.4168,3.9635
2026-09-04,15:29,MANORAMA,38.7153,39.3599,39.7929,39.8331,1.1178
2026-09-04,15:29,MANORG,32.3979,32.4038,31.0045,32.45,0.0521
2026-09-04,15:29,MAPMYINDIA,27.5191,27.3698,27.7104,30.9089,3.3898
2026-09-04,15:29,MARALOVER,19.747,24.9707,24.984,24.9707,5.2237
2026-09-04,15:29,MARATHON,21.0749,24.0188,23.2678,23.6641,2.5892
2026-09-04,15:29,MARUTI,3.2908,3.0287,3.1672,3.3377,0.0469
2026-09-04,15:29,MATRIMONY,16.0096,15.9553,15.2266,17.1897,1.1801
2026-09-04,15:29,MAWANASUG,35.8567,36.0014,35.9013,36.0044,0.1477
2026-09-04,15:29,MAXHEALTH,4.4001,4.4898,4.547,4.525,0.1249
2026-09-04,15:29,MAZDOCK,11.1532,11.6112,11.9485,12.0397,0.8865
2026-09-04,15:29,MBAPL,24.4836,24.9404,25.0526,24.5574,0.0738
2026-09-04,15:29,MBEL,11.3503,15.0607,16.8754,18.8924,7.5421
2026-09-04,15:29,MCL,33.6649,34.7923,34.7923,34.7923,1.1274
2026-09-04,15:29,MCLEODRUSS,89.6449,90.2157,89.8323,90.2292,0.5843
2026-09-04,15:29,MCLOUD,41.2713,45.6961,45.7124,45.7222,4.4509
2026-09-04,15:29,MEDICAMEQ,42.0531,42.2709,42.6577,42.2815,0.2284
2026-09-04,15:29,MEDICO,38.3041,38.1258,38.5928,38.5401,0.236
2026-09-04,15:29,MEIL,16.4823,16.9908,18.5816,19.6357,3.1534
2026-09-04,15:29,MEP,68.7082,69.5224,69.795,72.1115,3.4033
2026-09-04,15:29,METROPOLIS,4.458,4.6544,4.8475,4.9229,0.4649
2026-09-04,15:29,MFSL,5.9967,6.0173,5.8736,6.1071,0.1104
2026-09-04,15:29,MGL,11.0151,11.7814,12.3477,11.7528,0.7377
2026-09-04,15:29,MHRIL,17.7998,17.3609,16.9409,18.2484,0.4486
2026-09-04,15:29,MICEL,41.8267,44.318,46.4634,42.8463,1.0196
2026-09-04,15:29,MIDHANI,15.7944,16.8211,16.8621,16.0622,0.2678
2026-09-04,15:29,MINDACORP,7.8718,7.6137,7.5059,7.967,0.0952
2026-09-04,15:29,MITCON,69.9663,73.4208,73.3921,71.5522,1.5859
2026-09-04,15:29,MMFL,33.4351,33.2585,33.3176,33.6247,0.1896
2026-09-04,15:29,MOBIKWIK,53.2754,55.0872,54.7608,62.9769,9.7015
2026-09-04,15:29,MODIS,23.9517,23.8774,26.2348,25.3314,1.3797
2026-09-04,15:29,MOIL,22.4791,23.6116,23.4544,24.6929,2.2138
2026-09-04,15:29,MOL,49.3938,49.5397,49.5558,49.9933,0.5995
2026-09-04,15:29,MOLDTKPAC,35.3968,35.6583,35.3733,35.889,0.4922
2026-09-04,15:29,MOREPENLAB,54.1826,54.4287,54.464,54.4931,0.3105
2026-09-04,15:29,MOSCHIP,57.3775,58.396,59.6038,59.7567,2.3792
2026-09-04,15:29,MOTILALOFS,18.8647,18.9375,19.323,19.0739,0.2092
2026-09-04,15:29,MOTISONS,33.4112,33.032,32.6214,39.246,5.8348
2026-09-04,15:29,MPHASIS,4.267,4.3237,4.2513,4.607,0.34
2026-09-04,15:29,MRF,40.5232,40.5164,40.9336,41.6879,1.1647
2026-09-04,15:29,MSUMI,11.3807,10.9158,11.0708,11.4673,0.0866
2026-09-04,15:29,MUFIN,31.4285,34.8037,40.8074,38.9657,7.5372
2026-09-04,15:29,MUKKA,23.3099,24.8038,24.9704,24.9321,1.6222
2026-09-04,15:29,MUKTAARTS,27.8303,29.0327,29.0327,29.077,1.2467
2026-09-04,15:29,MUNJALSHOW,33.1936,34.3707,34.4544,34.4381,1.2445
2026-09-04,15:29,MUTHOOTCAP,32.5335,33.1378,33.6434,33.6993,1.1658
2026-09-04,15:29,MUTHOOTFIN,3.692,3.7589,3.913,4.2712,0.5792
2026-09-04,15:29,NAGAFERT,42.5826,44.1551,44.1564,44.1596,1.577
2026-09-04,15:29,NAHARINDUS,21.3159,21.3239,21.3433,21.3563,0.0404
2026-09-04,15:29,NARMADA,40.7406,40.711,40.198,42.3278,1.5872
2026-09-04,15:29,NATCAPSUQ,47.5467,47.4123,47.642,47.7736,0.2269
2026-09-04,15:29,NATHBIOGEN,53.317,54.0802,54.1612,54.1232,0.8062
2026-09-04,15:29,NAVA,38.1977,38.3352,37.9222,38.3656,0.1679
2026-09-04,15:29,NAVKARCORP,27.4637,27.7599,27.8059,28.9422,1.4785
2026-09-04,15:29,NAVKARURB,63.2059,64.9883,45.8139,64.9999,1.794
2026-09-04,15:29,NAZARA,43.5786,46.6082,46.8064,49.3746,5.796
2026-09-04,15:29,NBCC,22.0275,20.7997,22.5034,22.2009,0.1734
2026-09-04,15:29,NBIFIN,15.7388,15.7388,15.7663,15.7928,0.054
2026-09-04,15:29,NCLIND,52.284,52.6365,52.0951,52.5702,0.2862
2026-09-04,15:29,NDGL,18.9795,19.3028,19.3058,19.3537,0.3742
2026-09-04,15:29,NDRAUTO,26.5596,26.6923,26.6581,26.648,0.0884
2026-09-04,15:29,NELCAST,24.2554,24.4912,24.5783,24.5422,0.2868
2026-09-04,15:29,NEOGEN,18.3948,22.2075,21.6712,23.2813,4.8865
2026-09-04,15:29,NESCO,20.8301,21.2582,21.2358,21.3249,0.4948
2026-09-04,15:29,NETWEB,14.6202,16.1498,19.0404,17.8356,3.2154
2026-09-04,15:29,NETWORK18,36.4168,36.6911,36.6882,38.6514,2.2346
2026-09-04,15:29,NEWGEN,18.2021,18.6047,22.2079,23.6725,5.4704
2026-09-04,15:29,NFL,18.5675,18.3779,18.296,19.8058,1.2383
2026-09-04,15:29,NGLFINE,27.2636,27.264,27.2367,27.4336,0.17
2026-09-04,15:29,NH,17.597,17.7121,17.5945,18.2682,0.6712
2026-09-04,15:29,NIITMTS,24.2707,24.0606,24.3387,25.5722,1.3015
2026-09-04,15:29,NILAINFRA,36.5647,36.6363,36.6018,36.6298,0.0651
2026-09-04,15:29,NILASPACES,36.7594,37.0596,37.0607,37.1036,0.3442
2026-09-04,15:29,NILKAMAL,19.7527,19.8855,20.3965,21.2284,1.4757
2026-09-04,15:29,NIRAJ,74.4735,75.0153,75.0168,74.9795,0.506
2026-09-04,15:29,NLCINDIA,6.3646,6.5198,5.8729,8.6192,2.2546
2026-09-04,15:29,NORTHARC,34.3325,35.3879,36.2651,40.3971,6.0646
2026-09-04,15:29,NOVAAGRI,39.3654,39.3515,39.1615,39.5021,0.1367
2026-09-04,15:29,NRBBEARING,22.131,24.2463,23.9352,22.3766,0.2456
2026-09-04,15:29,NUCLEUS,19.5393,19.9159,20.526,21.4078,1.8685
2026-09-04,15:29,NUVOCO,5.0567,4.6955,4.8913,5.2744,0.2177
2026-09-04,15:29,OCCLLTD,41.6131,41.8884,41.9081,41.7744,0.1613
2026-09-04,15:29,OILCOUNTUB,38.6482,48.2782,48.3056,48.3221,9.6739
2026-09-04,15:29,OLAELEC,34.4416,38.889,39.7892,37.4782,3.0366
2026-09-04,15:29,OMAXE,18.1553,19.0898,18.0206,19.0278,0.8725
2026-09-04,15:29,OMFREIGHT,21.084,21.7175,23.9535,24.215,3.131
2026-09-04,15:29,ONELIFECAP,47.899,47.899,73.9663,73.9663,26.0673
2026-09-04,15:29,ONEPOINT,32.1494,37.8452,37.849,39.7151,7.5657
2026-09-04,15:29,ONIDA,45.956,58.9329,58.9419,58.888,12.932
2026-09-04,15:29,ONMOBILE,51.695,51.6835,51.0051,51.8549,0.1599
2026-09-04,15:29,ONWARDTEC,38.4977,39.342,38.2911,39.7889,1.2912
2026-09-04,15:29,OPTIEMUS,23.4454,23.2328,23.5143,23.6045,0.1591
2026-09-04,15:29,ORCHASP,50.2375,50.8744,51.5522,51.0289,0.7914
2026-09-04,15:29,ORIENTALTL,72.7911,72.7911,72.7911,74.1515,1.3604
2026-09-04,15:29,ORIENTCEM,18.8248,20.5305,20.2346,20.6074,1.7826
2026-09-04,15:29,ORIENTHOT,28.5318,29.9393,29.3913,29.086,0.5542
2026-09-04,15:29,ORIENTPPR,58.1783,58.2154,58.4045,58.5438,0.3655
2026-09-04,15:29,ORIENTTECH,26.0729,26.6034,26.5941,29.2866,3.2137
2026-09-04,15:29,ORISSAMINE,35.8329,37.7567,37.7097,37.8763,2.0434
2026-09-04,15:29,OSIAHYPER,49.9052,52.3719,53.247,65.6769,15.7717
2026-09-04,15:29,OSWALPUMPS,10.577,12.6922,16.8805,18.7848,8.2078
2026-09-04,15:29,PACEDIGITK,20.6528,22.036,22.971,23.1097,2.4569
2026-09-04,15:29,PAISALO,29.4563,29.6712,33.0575,39.6633,10.207
2026-09-04,15:29,PALREDTEC,66.7007,67.723,68.0986,68.0986,1.3979
2026-09-04,15:29,PARADEEP,17.2236,16.9234,17.659,18.2372,1.0136
2026-09-04,15:29,PARAGMILK,40.8586,39.3506,40.7454,41.6759,0.8173
2026-09-04,15:29,PARSVNATH,47.9218,47.6311,48.4994,51.9854,4.0636
2026-09-04,15:29,PASHUPATI,20.4588,20.4138,20.5983,20.8873,0.4285
2026-09-04,15:29,PATANJALI,7.081,7.8647,10.4875,12.1656,5.0846
2026-09-04,15:29,PATELENG,56.5267,60.1105,59.4525,60.4375,3.9108
2026-09-04,15:29,PATELRMART,22.1343,23.2921,24.1207,24.4371,2.3028
2026-09-04,15:29,PAUSHAKLTD,27.6978,27.7369,28.2109,28.5663,0.8685
2026-09-04,15:29,PAVNAIND,32.4391,32.7801,33.4382,33.7049,1.2658
2026-09-04,15:29,PDMJEPAPER,25.9955,25.9507,25.9739,26.0757,0.0802
2026-09-04,15:29,PDSL,28.2081,29.2293,29.5301,29.6482,1.4401
2026-09-04,15:29,PEARLPOLY,44.0815,44.3326,44.3843,44.3843,0.3028
2026-09-04,15:29,PENINLAND,30.8411,30.8687,30.8454,30.9637,0.1226
