date,time,group,percentage
2026-05-25,00:00,largecap,55.7423
2026-05-25,00:00,midcap,54.4419
2026-05-25,00:00,smallcap,40.614
2026-06-01,00:00,largecap,54.3417
2026-06-01,00:00,midcap,55.3531
2026-06-01,00:00,smallcap,40.8656
2026-06-08,00:00,largecap,53.7815
2026-06-08,00:00,midcap,55.8087
2026-06-08,00:00,smallcap,40.7053
2026-06-15,00:00,largecap,63.4078
2026-06-15,00:00,midcap,62.8959
2026-06-15,00:00,smallcap,48.1127
2026-06-22,00:00,largecap,62.8492
2026-06-22,00:00,midcap,63.1222
2026-06-22,00:00,smallcap,47.0913
2026-06-29,00:00,largecap,65.9218
2026-06-29,00:00,midcap,66.5158
2026-06-29,00:00,smallcap,51.7553
2026-07-06,00:00,largecap,63.9665
2026-07-06,00:00,midcap,65.6109
2026-07-06,00:00,smallcap,49.3021
2026-07-13,00:00,largecap,62.2905
2026-07-13,00:00,midcap,64.2534
2026-07-13,00:00,smallcap,47.6808
2026-07-20,00:00,largecap,58.9385
2026-07-20,00:00,midcap,59.1422
2026-07-20,00:00,smallcap,45.981
2026-07-27,00:00,largecap,65.1811
2026-07-27,00:00,midcap,61.3995
2026-07-27,00:00,smallcap,49.3552
2026-08-03,00:00,largecap,68.8889
2026-08-03,00:00,midcap,64.6396
2026-08-03,00:00,smallcap,55.1826
2026-08-10,00:00,largecap,65.097
2026-08-10,00:00,midcap,62.2472
2026-08-10,00:00,smallcap,51.5986
2026-08-17,00:00,largecap,64.7383
2026-08-17,00:00,midcap,63.2287
2026-08-17,00:00,smallcap,50.8566
2026-08-24,00:00,largecap,64.5604
2026-08-24,00:00,midcap,62.8062
2026-08-24,00:00,smallcap,51.3724
2026-08-31,00:00,largecap,59.3407
2026-08-31,00:00,midcap,59.5556
2026-08-31,00:00,smallcap,49.2469
2026-09-07,00:00,largecap,54.2466
2026-09-07,00:00,midcap,60.0887
2026-09-07,00:00,smallcap,45.0909
2026-09-15,00:00,largecap,49.0411
2026-09-15,00:00,midcap,55.4324
2026-09-15,00:00,smallcap,37.631
