date,time,%,50/50
2025-02-28,00:00,6.3479,50
2025-03-03,00:00,6.6359,50
2025-03-04,00:00,9.2405,50
2025-03-05,00:00,18.0784,50
2025-03-06,00:00,28.3186,50
2025-03-07,00:00,35.9039,50
2025-03-10,00:00,22.8055,50
2025-03-11,00:00,20.9882,50
2025-03-12,00:00,19.6707,50
2025-03-13,00:00,18.1319,50
2025-03-17,00:00,20.3269,50
2025-03-18,00:00,36.0877,50
2025-03-19,00:00,51.8534,50
2025-03-20,00:00,56.3606,50
2025-03-21,00:00,67.8316,50
2025-03-24,00:00,71.7273,50
2025-03-25,00:00,57.5095,50
2025-03-26,00:00,46.8684,50
2025-03-27,00:00,48.1933,50
2025-03-28,00:00,43.7028,50
2025-04-01,00:00,50.626,50
2025-04-02,00:00,61.2673,50
2025-04-03,00:00,69.7313,50
2025-04-04,00:00,39.849,50
2025-04-07,00:00,15.4553,50
2025-04-08,00:00,29.039,50
2025-04-09,00:00,26.1545,50
2025-04-11,00:00,46.0604,50
2025-04-15,00:00,74.75,50
2025-04-16,00:00,81.1977,50
2025-04-17,00:00,81.6318,50
2025-04-21,00:00,87.625,50
2025-04-22,00:00,88.526,50
2025-04-23,00:00,88.6887,50
2025-04-24,00:00,87.5524,50
2025-04-25,00:00,65.2411,50
2025-04-28,00:00,64.0599,50
2025-04-29,00:00,61.7093,50
2025-04-30,00:00,44.9099,50
2025-05-02,00:00,41.8828,50
2025-05-05,00:00,53.3666,50
2025-05-06,00:00,34.0586,50
2025-05-07,00:00,39.4396,50
2025-05-08,00:00,31.8125,50
2025-05-09,00:00,25.9321,50
2025-05-12,00:00,70.1703,50
2025-05-13,00:00,78.1407,50
2025-05-14,00:00,83.9682,50
2025-05-15,00:00,85.517,50
2025-05-16,00:00,88.0753,50
2025-05-19,00:00,88.5062,50
2025-05-20,00:00,82.9707,50
2025-05-21,00:00,83.9883,50
2025-05-22,00:00,80.8946,50
2025-05-23,00:00,81.898,50
2025-05-26,00:00,81.0116,50
2025-05-27,00:00,79.3233,50
2025-05-28,00:00,76.9616,50
2025-05-29,00:00,75.0939,50
2025-05-30,00:00,71.8698,50
2025-06-02,00:00,70.6247,50
2025-06-03,00:00,65.1143,50
2025-06-04,00:00,67.6642,50
2025-06-05,00:00,71.3455,50
2025-06-06,00:00,73.8787,50
2025-06-09,00:00,79.8347,50
2025-06-10,00:00,80.6733,50
2025-06-11,00:00,80.9385,50
2025-06-12,00:00,71.0187,50
2025-06-13,00:00,58.9531,50
2025-06-16,00:00,61.8047,50
2025-06-17,00:00,51.3491,50
2025-06-18,00:00,46.7414,50
2025-06-19,00:00,29.4362,50
2025-06-20,00:00,41.6494,50
2025-06-23,00:00,41.5947,50
2025-06-24,00:00,51.8442,50
2025-06-25,00:00,65.9345,50
2025-06-26,00:00,66.2935,50
2025-06-27,00:00,68.9884,50
2025-06-30,00:00,71.4344,50
2025-07-01,00:00,70.525,50
2025-07-02,00:00,66.0751,50
2025-07-03,00:00,66.268,50
2025-07-04,00:00,67.6143,50
2025-07-07,00:00,62.7098,50
2025-07-08,00:00,60.0989,50
2025-07-09,00:00,61.3289,50
2025-07-10,00:00,59.5297,50
2025-07-11,00:00,47.6524,50
2025-07-14,00:00,47.8776,50
2025-07-15,00:00,60.6584,50
2025-07-16,00:00,64.374,50
2025-07-17,00:00,63.2813,50
2025-07-18,00:00,54.8665,50
2025-07-21,00:00,53.7866,50
2025-07-22,00:00,48.9938,50
2025-07-23,00:00,52.1561,50
2025-07-24,00:00,45.0513,50
2025-07-25,00:00,29.4625,50
2025-07-28,00:00,23.0394,50
2025-07-29,00:00,28.1083,50
2025-07-30,00:00,31.0911,50
2025-07-31,00:00,27.3249,50
2025-08-01,00:00,20.9302,50
2025-08-04,00:00,26.591,50
2025-08-05,00:00,26.6802,50
2025-08-06,00:00,21.4257,50
2025-08-07,00:00,20.8062,50
2025-08-08,00:00,17.7117,50
2025-08-11,00:00,20.7845,50
2025-08-12,00:00,23.5557,50
2025-08-13,00:00,27.728,50
2025-08-14,00:00,25.4272,50
2025-08-18,00:00,37.5403,50
2025-08-19,00:00,45.7352,50
2025-08-20,00:00,49.0872,50
2025-08-21,00:00,49.8985,50
2025-08-22,00:00,44.661,50
2025-08-25,00:00,45.8937,50
2025-08-26,00:00,29.7122,50
2025-08-28,00:00,24.7368,50
2025-08-29,00:00,24.3922,50
2025-09-01,00:00,34.5243,50
2025-09-02,00:00,40.9863,50
2025-09-03,00:00,50.2827,50
2025-09-04,00:00,45,50
2025-09-05,00:00,43.9871,50
2025-09-08,00:00,49.2986,50
2025-09-09,00:00,49.8186,50
2025-09-10,00:00,58.7263,50
2025-09-11,00:00,59.5728,50
2025-09-12,00:00,58.8638,50
2025-09-15,00:00,63.28,50
2025-09-16,00:00,67.5534,50
2025-09-17,00:00,70.2333,50
2025-09-18,00:00,70.0322,50
2025-09-19,00:00,67.9936,50
2025-09-22,00:00,59.2903,50
2025-09-23,00:00,54.2788,50
2025-09-24,00:00,45.2209,50
2025-09-25,00:00,35.7028,50
2025-09-26,00:00,21.8123,50
2025-09-29,00:00,22.3987,50
2025-09-30,00:00,23.3507,50
2025-10-01,00:00,32.5628,50
2025-10-03,00:00,42.7946,50
2025-10-06,00:00,44.6203,50
2025-10-07,00:00,43.601,50
2025-10-08,00:00,39.8332,50
2025-10-09,00:00,44.1842,50
2025-10-10,00:00,48.9869,50
2025-10-13,00:00,42.3168,50
2025-10-14,00:00,32.8311,50
2025-10-15,00:00,40.3884,50
2025-10-16,00:00,45.3286,50
2025-10-17,00:00,41.4885,50
2025-10-20,00:00,45.583,50
2025-10-21,00:00,53.9437,50
2025-10-23,00:00,51.8182,50
2025-10-24,00:00,47.8278,50
2025-10-27,00:00,49.1173,50
2025-10-28,00:00,48.1833,50
2025-10-29,00:00,55.3444,50
2025-10-30,00:00,53.3439,50
2025-10-31,00:00,46.5954,50
2025-11-03,00:00,51.4521,50
2025-11-04,00:00,41.5318,50
2025-11-06,00:00,28.1484,50
2025-11-07,00:00,31.0182,50
2025-11-10,00:00,35.1975,50
2025-11-11,00:00,35.658,50
2025-11-12,00:00,42.5305,50
2025-11-13,00:00,40.748,50
2025-11-14,00:00,41.4701,50
2025-11-17,00:00,44.6958,50
2025-11-18,00:00,36.7491,50
2025-11-19,00:00,37.5981,50
2025-11-20,00:00,36.4563,50
2025-11-21,00:00,29.3725,50
2025-11-24,00:00,25.0292,50
2025-11-25,00:00,26.5962,50
2025-11-26,00:00,36.0219,50
2025-11-27,00:00,35.4826,50
2025-11-28,00:00,36.1079,50
2025-12-01,00:00,35.2691,50
2025-12-02,00:00,31.5933,50
2025-12-03,00:00,25.0779,50
2025-12-04,00:00,25.3795,50
2025-12-05,00:00,26.6926,50
2025-12-08,00:00,16.1378,50
2025-12-09,00:00,19.2382,50
2025-12-10,00:00,17.5786,50
2025-12-11,00:00,23.1873,50
2025-12-12,00:00,32.2606,50
2025-12-15,00:00,34.2582,50
2025-12-16,00:00,28.0899,50
2025-12-17,00:00,22.6868,50
2025-12-18,00:00,22.4458,50
2025-12-19,00:00,33.591,50
2025-12-22,00:00,47.1582,50
2025-12-23,00:00,52.2762,50
2025-12-24,00:00,50.733,50
2025-12-26,00:00,43.1161,50
2025-12-29,00:00,34.266,50
2025-12-30,00:00,34.749,50
2025-12-31,00:00,48.3995,50
2026-01-01,00:00,49.0566,50
2026-01-02,00:00,60.8327,50
2026-01-05,00:00,52.9457,50
2026-01-06,00:00,47.8428,50
2026-01-07,00:00,49.0377,50
2026-01-08,00:00,30.2657,50
2026-01-09,00:00,19.0531,50
2026-01-12,00:00,19.1278,50
2026-01-13,00:00,21.5385,50
2026-01-14,00:00,22.8934,50
2026-01-16,00:00,23.3666,50
2026-01-19,00:00,19.8628,50
2026-01-20,00:00,11.1665,50
2026-01-21,00:00,10.2417,50
2026-01-22,00:00,15.842,50
2026-01-23,00:00,12.6631,50
2026-01-27,00:00,13.7576,50
2026-01-28,00:00,23.7438,50
2026-01-29,00:00,23.9647,50
2026-01-30,00:00,29.2178,50
2026-02-01,00:00,19.7399,50
2026-02-02,00:00,20.1677,50
2026-02-03,00:00,51.703,50
2026-02-04,00:00,60.8879,50
2026-02-05,00:00,53.3691,50
2026-02-06,00:00,51.5499,50
2026-02-09,00:00,68.3549,50
2026-02-10,00:00,71.8774,50
2026-02-11,00:00,68.6567,50
2026-02-12,00:00,60.8346,50
2026-02-13,00:00,44.2359,50
2026-02-16,00:00,43.1179,50
2026-02-17,00:00,47.5353,50
2026-02-18,00:00,50.5918,50
2026-02-19,00:00,36.2839,50
2026-02-20,00:00,38.1007,50
2026-02-23,00:00,39.6434,50
2026-02-24,00:00,32.1115,50
2026-02-25,00:00,35.9512,50
2026-02-26,00:00,38.0335,50
2026-02-27,00:00,31.0332,50
2026-03-02,00:00,20.2647,50
2026-03-04,00:00,13.417,50
2026-03-05,00:00,18.7001,50
2026-03-06,00:00,17.9263,50
2026-03-09,00:00,12.8205,50
2026-03-10,00:00,19.7418,50
2026-03-11,00:00,20.1898,50
2026-03-12,00:00,19.9241,50
2026-03-13,00:00,10.5423,50
2026-03-16,00:00,9.4127,50
2026-03-17,00:00,11.6085,50
2026-03-18,00:00,22.0326,50
2026-03-19,00:00,12.1683,50
2026-03-20,00:00,16.3126,50
2026-03-23,00:00,6.9951,50
2026-03-24,00:00,11.8939,50
2026-03-25,00:00,20.4847,50
2026-03-27,00:00,12.4008,50
2026-03-30,00:00,8.8931,50
2026-04-01,00:00,20.5438,50
2026-04-02,00:00,28.1568,50
2026-04-06,00:00,41.6323,50
2026-04-07,00:00,49.5105,50
2026-04-08,00:00,87.2645,50
2026-04-09,00:00,83.9985,50
2026-04-10,00:00,89.819,50
2026-04-13,00:00,86.3449,50
2026-04-15,00:00,94.2706,50
2026-04-16,00:00,94.4193,50
2026-04-17,00:00,96.0015,50
2026-04-20,00:00,93.1471,50
2026-04-21,00:00,90.3015,50
2026-04-22,00:00,90.4468,50
2026-04-23,00:00,86.5287,50
2026-04-24,00:00,76.4898,50
2026-04-27,00:00,84.9982,50
2026-04-28,00:00,78.9684,50
2026-04-29,00:00,78.8881,50
2026-04-30,00:00,73.5369,50
2026-05-04,00:00,75.8099,50
2026-05-05,00:00,73.0672,50
2026-05-06,00:00,84.029,50
2026-05-07,00:00,86.7247,50
2026-05-08,00:00,82.7474,50
2026-05-11,00:00,67.1583,50
2026-05-12,00:00,39.1872,50
2026-05-13,00:00,44.4848,50
2026-05-14,00:00,47.0823,50
2026-05-15,00:00,41.6697,50
2026-05-18,00:00,30.5946,50
2026-05-19,00:00,39.2093,50
2026-05-20,00:00,42.111,50
2026-05-21,00:00,46.5505,50
2026-05-22,00:00,48.5134,50
2026-05-25,00:00,60.7618,50
2026-05-26,00:00,60.1808,50
2026-05-27,00:00,61.1292,50
2026-05-29,00:00,49.6926,50
2026-06-01,00:00,37.5853,50
2026-06-02,00:00,42.7489,50
2026-06-03,00:00,39.256,50
2026-06-04,00:00,43.8312,50
2026-06-05,00:00,43.4453,50
2026-06-08,00:00,30.205,50
2026-06-09,00:00,40.3978,50
2026-06-10,00:00,32.6346,50
2026-06-11,00:00,27.2596,50
2026-06-12,00:00,49.0069,50
2026-06-15,00:00,64.7291,50
2026-06-16,00:00,67.3999,50
2026-06-17,00:00,68.7117,50
2026-06-18,00:00,71.0317,50
2026-06-19,00:00,69.203,50
2026-06-22,00:00,72.4767,50
2026-06-23,00:00,64.247,50
2026-06-24,00:00,63.4199,50
2026-06-25,00:00,56.5092,50
2026-06-29,00:00,48.5684,50
2026-06-30,00:00,53.045,50
2026-07-01,00:00,56.3107,50
2026-07-02,00:00,62.6753,50
2026-07-03,00:00,61.7373,50
2026-07-06,00:00,58.9808,50
2026-07-07,00:00,53.7688,50
2026-07-08,00:00,32.0646,50
2026-07-09,00:00,44.2611,50
2026-07-10,00:00,56.748,50
2026-07-13,00:00,58.1105,50
2026-07-14,00:00,49.8745,50
2026-07-15,00:00,52.4526,50
2026-07-16,00:00,49.6961,50
2026-07-17,00:00,45.9527,50
2026-07-20,00:00,49.2154,50
2026-07-21,00:00,50.5542,50
2026-07-22,00:00,40.3647,50
2026-07-23,00:00,32.8561,50
2026-07-24,00:00,31.5245,50
2026-07-27,00:00,45.6707,50
2026-07-28,00:00,37.3752,50
2026-07-29,00:00,45.2177,50
2026-07-30,00:00,40.9123,50
2026-07-31,00:00,46.6524,50
2026-08-03,00:00,59.788,50
2026-08-04,00:00,58.5435,50
2026-08-05,00:00,63.227,50
2026-08-06,00:00,62.7792,50
2026-08-07,00:00,60.3259,50
2026-08-10,00:00,57.9429,50
2026-08-11,00:00,55.1309,50
2026-08-12,00:00,52.3725,50
2026-08-13,00:00,52.6521,50
2026-08-14,00:00,49.9293,50
2026-08-17,00:00,47.4404,50
2026-08-18,00:00,42.2379,50
2026-08-19,00:00,40.2759,50
2026-08-20,00:00,46.0168,50
2026-08-21,00:00,47.2325,50
2026-08-24,00:00,45.7152,50
2026-08-25,00:00,47.9048,50
2026-08-26,00:00,51.3894,50
2026-08-27,00:00,46.1435,50
2026-08-28,00:00,48.277,50
2026-08-31,00:00,43.6938,50
2026-09-01,00:00,37.2497,50
2026-09-02,00:00,33.5002,50
2026-09-03,00:00,40.0133,50
2026-09-04,00:00,43.4855,50
2026-09-07,00:00,39.6552,50
2026-09-08,00:00,40.6656,50
2026-09-09,00:00,39.1275,50
2026-09-10,00:00,37.0457,50
2026-09-11,00:00,33.2889,50
2026-09-15,00:00,21.0474,50
2026-09-16,00:00,21.2141,50
